comp_pct_diff,pa_grades_pass,no_screen_grades_offense,pa_qb_rating,no_screen_qb_rating,pa_completions,pa_thrown_aways,pa_dropbacks_percent,ypa_diff,no_screen_drops,screen_completion_percent,npa_bats,no_screen_thrown_aways,pa_grades_run,screen_pressure_to_sack_rate,pa_drop_rate,screen_grades_offense,dropbacks,npa_thrown_aways,no_screen_def_gen_pressures,screen_grades_hands_fumble,pa_touchdowns,npa_ypa,draft_season,screen_avg_time_to_throw,screen_thrown_aways,npa_sacks,npa_aimed_passes,no_screen_completions,no_screen_positive_epa_percent,screen_spikes,pa_first_downs,pa_big_time_throws,team_name,pa_spikes,pa_sack_percent,screen_dropbacks_percent,no_screen_epa,npa_avg_time_to_throw,screen_bats,screen_grades_run_block,jersey_number,no_screen_bats,npa_grades_offense,screen_def_gen_pressures,pa_pressure_to_sack_rate,screen_sack_percent,no_screen_btt_rate,npa_btt_rate,screen_interceptions,no_screen_passing_snaps,no_screen_grades_hands_fumble,screen_scrambles,screen_grades_pass,npa_qb_rating,no_screen_grades_pass,pa_avg_time_to_throw,screen_twp_rate,player_game_count,npa_accuracy_percent,eligible_season,npa_drops,screen_yards,no_screen_drop_rate,no_screen_grades_offense_penalty,npa_passing_snaps,screen_drop_rate,screen_epa,screen_grades_offense_penalty,npa_spikes,screen_hit_as_threw,no_screen_aimed_passes,screen_drops,screen_ypa,npa_twp_rate,screen_accuracy_percent,npa_hit_as_threw,pa_accuracy_percent,pa_def_gen_pressures,screen_avg_depth_of_target,pa_sacks,screen_passing_snaps,no_screen_grades_run,no_screen_first_downs,pa_ypa,npa_scrambles,npa_pressure_to_sack_rate,pa_twp_rate,no_screen_twp_rate,npa_grades_hands_fumble,screen_completions,screen_btt_rate,npa_grades_run,no_screen_interceptions,npa_grades_run_block,no_screen_sacks,penalties,no_screen_big_time_throws,npa_drop_rate,npa_attempts,screen_qb_rating,npa_grades_offense_penalty,pa_bats,pa_attempts,npa_def_gen_pressures,no_screen_avg_time_to_throw,pa_yards,npa_positive_epa_percent,team,no_screen_scrambles,pa_turnover_worthy_plays,pa_aimed_passes,declined_penalties,pa_grades_offense,screen_positive_epa_percent,no_screen_dropbacks,no_screen_dropbacks_percent,npa_sack_percent,pa_positive_epa_percent,pa_grades_run_block,no_screen_turnover_worthy_plays,position,npa_epa,no_screen_avg_depth_of_target,pa_grades_hands_fumble,no_screen_completion_percent,pa_hit_as_threw,pa_grades_offense_penalty,npa_dropbacks_percent,npa_grades_pass,screen_grades_run,screen_first_downs,npa_completion_percent,no_screen_grades_run_block,no_screen_hit_as_threw,screen_turnover_worthy_plays,npa_avg_depth_of_target,npa_dropbacks,player,pa_drops,pa_btt_rate,franchise_id,screen_big_time_throws,screen_aimed_passes,npa_touchdowns,screen_attempts,screen_dropbacks,no_screen_yards,pa_scrambles,pa_completion_percent,pa_avg_depth_of_target,pa_interceptions,no_screen_accuracy_percent,no_screen_spikes,pa_dropbacks,npa_big_time_throws,no_screen_sack_percent,pa_epa,no_screen_attempts,pa_passing_snaps,npa_completions,screen_touchdowns,npa_first_downs,no_screen_touchdowns,player_id,npa_yards,no_screen_ypa,npa_turnover_worthy_plays,npa_interceptions,no_screen_pressure_to_sack_rate,screen_sacks,no_screen_grades_pass_route,screen_grades_pass_route,npa_grades_pass_route,pa_grades_pass_route,screen_grades_pass_block,no_screen_grades_pass_block,npa_grades_pass_block,pa_grades_pass_block,screen_grades_hands_drop,pa_grades_hands_drop,npa_grades_hands_drop,no_screen_grades_hands_drop,pa_grades_defense_penalty,pa_grades_screen_block,screen_grades_run_defense,npa_grades_defense_penalty,pa_grades_run_defense,screen_grades_screen_block,pa_grades_defense,no_screen_grades_screen_block,npa_grades_defense,screen_grades_defense,screen_grades_defense_penalty,no_screen_grades_run_defense,no_screen_grades_defense,npa_grades_screen_block,no_screen_grades_defense_penalty,npa_grades_run_defense,no_screen_grades_overall_tackle,pa_grades_overall_tackle,pa_grades_tackle,npa_grades_coverage_defense,npa_grades_overall_tackle,screen_grades_coverage_defense,npa_grades_tackle,screen_grades_tackle,no_screen_grades_tackle,pa_grades_coverage_defense,screen_grades_overall_tackle,no_screen_grades_coverage_defense
-100,,44.2,0,95.8,0,0,0,-4,0,100,0,0,,,,60.5,2,0,0,60.4,0,4,2023,1.1,0,0,2,1,100,0,0,0,ARZ,0,,50,0.14,1.3,0,,15,0,45.6,0,,0,0,0,0,1,19.4,0,60.4,83.3,60.5,,0,1,100,2023,0,1,0,76.1,2,0,-1.44,64.6,0,0,1,0,1,0,100,0,,0,-4,0,1,43.1,0,,0,,,0,19.9,1,0,43.1,0,60,0,0,0,0,2,79.2,76.3,0,0,0,1.5,0,50,ARZ,0,0,0,0,,0,1,50,0,,,0,QB,-0.65,6,,100,0,,100,61.5,,0,100,60,0,0,1,2,Clayton Tune,0,,1,0,1,0,1,1,7,0,,,0,100,0,0,0,0,0,1,0,2,0,0,0,77652,8,7,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,47.9,0,39.6,0,0,0,0,0,,0,0,,,,,2,0,0,,0,0,2012,,0,0,2,0,0,0,0,0,CAR,0,,0,-2.26,2.15,0,,10,0,47.9,0,,,0,0,0,2,63.6,0,,39.6,50.7,,,2,0,2012,0,0,,67.4,2,,0,,0,0,2,0,,0,,0,,0,,0,0,,0,,0,,,0,63.6,0,,,0,,0,0,0,,2,0,67.4,0,0,0,2.15,0,0,CAR,0,0,0,0,,,2,100,0,,,0,P,-2.26,10.5,,0,0,,100,50.7,,0,0,,0,0,10.5,2,Johnny Hekker,0,,5,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,0,0,0,7252,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-50,,44.6,0,56.3,0,0,0,-2,0,,0,0,,,,,2,0,0,,0,2,2012,,0,0,2,1,0,0,0,0,DAL,0,,0,-2.43,1.95,0,,05,0,44.6,0,,,0,0,0,2,63.6,0,,56.3,44.8,,,2,50,2012,0,0,0,67.4,2,,0,,0,0,2,0,,50,,0,,0,,0,0,,0,,0,,,50,63.6,0,,,0,,0,0,0,0,2,0,67.4,0,0,0,1.95,0,0,DAL,0,0,0,0,,,2,100,0,,,1,P,-2.43,6.5,,50,0,,100,44.8,,0,50,,0,0,6.5,2,Bryan Anger,0,,9,0,0,0,0,0,4,0,,,0,50,0,0,0,0,0,2,0,1,0,0,0,7072,4,2,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,60,66.2,39.6,39.6,0,1,100,0,0,,0,1,58.3,,,51,2,0,2,65.8,0,,2024,,0,0,0,0,50,0,0,0,SF,0,0,0,-0.22,,0,53.5,14,0,66.9,0,0,,0,,0,2,77.2,0,,0,60,5.75,,1,,2024,0,0,,63.7,0,,0,76.2,0,0,0,0,,,,0,,2,,0,0,57,0,0,0,,0,0,77,0,,59.5,0,68.8,0,0,0,,0,0,62.7,0,1,0,5.75,0,,SF,1,0,0,0,50.2,,2,100,,50,30.7,0,WR,0,,66.9,0,0,78.1,0,,,0,,66.2,0,0,,0,Ricky Pearsall,0,0,28,0,0,0,0,0,0,1,0,,0,,0,2,0,0,-0.22,1,2,0,0,0,0,100660,0,0,0,0,0,0,66.1,51.8,66.3,53.6,,66.2,,66.2,70.5,68.3,77.5,76.9,,58.1,,,,56.9,,,,,,,,64,,,,,,,,,,,,,,
-100,,61.2,0,0,0,0,0,-24,0,100,0,0,,,,41.2,2,0,0,15.9,0,24,2024,1.75,0,0,1,0,,0,0,0,IND,0,,100,0,1.75,0,28,10,0,55.5,0,,0,,0,0,0,25.7,0,36.4,118.8,,,0,2,100,2024,0,24,,85.9,2,0,-4.31,74.6,0,0,0,0,24,0,100,0,,0,-6,0,2,55.4,0,,0,,,,17.6,1,0,55.4,0,49.4,0,0,0,0,1,118.8,85.5,0,0,0,,0,50,IND,0,0,0,0,64.6,50,0,0,0,,30.7,0,WR,-4.31,,70.6,,0,78,100,36.4,,1,100,56.1,0,0,-6,2,Adonai Mitchell,0,,14,0,1,0,1,2,0,0,,,0,,0,0,0,,0,0,0,1,0,1,0,146712,24,,0,0,,0,61.4,60.5,59,65.9,,,,,70.5,38.4,51.2,36.9,,58.1,,,,46.1,,,,,,,,58.1,,,,,,,,,,,,,,
0,60,63.7,87.5,91.7,1,0,50,-1,0,100,0,0,,,0,60.2,2,0,0,60.4,0,6,2023,1.5,0,0,1,1,100,0,0,0,CHI,0,0,50,1.06,1.5,0,,17,0,63.7,0,,0,0,0,0,1,71.2,0,60,91.7,60,1.5,0,2,100,2023,0,5,0,72.9,1,0,-0.1,64.6,0,0,1,0,5,0,100,0,100,0,-2,0,1,61.6,1,5,0,,0,0,71.2,1,0,61.6,0,60,0,0,0,0,1,87.5,72.9,0,1,0,1.5,5,100,CHI,0,0,1,0,60.2,0,1,50,0,0,,0,QB,1.06,3,60.4,100,0,64.6,50,60,,0,100,60,0,0,3,1,Tyson Bagent,0,0,6,0,1,0,1,1,6,0,100,-2,0,100,0,1,0,0,-0.1,1,1,1,0,1,0,169628,6,6,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-100,,73.1,0,118.8,0,0,0,-23,0,,0,0,,,,,1,0,0,,0,23,2013,,0,0,1,1,100,0,0,0,WAS,0,,0,5.22,2.3,0,,10,0,73.1,0,,,0,0,0,1,60.4,0,,118.8,68.8,,,1,100,2013,0,0,0,65.7,1,,0,,0,0,1,0,,0,,0,,0,,0,0,,1,,0,,,0,60.4,0,,,0,,0,0,0,0,1,0,65.7,0,0,0,2.3,0,100,WAS,0,0,0,0,,,1,100,0,,,0,P,5.22,16,,100,0,,100,68.8,,0,100,,0,0,16,1,Tress Way,0,,32,0,0,0,0,0,23,0,,,0,100,0,0,0,0,0,1,0,1,0,1,0,8358,23,23,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59.7,74.1,39.6,39.6,0,0,100,0,0,,0,0,,,,55.2,1,0,0,65.8,0,,2021,,0,0,0,0,0,0,0,0,LA,0,0,0,-0.5,,0,,05,0,66.4,0,,,0,,0,1,78.8,0,,0,59.7,3.4,,1,,2021,0,0,,85.8,0,,0,0,0,0,1,0,,,,0,0,0,,0,0,49.5,0,0,0,,0,0,76.8,0,,49.5,0,57.4,0,0,0,,0,0,57.6,0,1,0,3.4,0,,LA,0,0,1,0,78.4,,1,100,,0,,0,WR,0,35,73.6,0,0,79.7,0,,,0,,57.4,0,0,,0,Tutu Atwell,0,0,26,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,-0.5,1,1,0,0,0,0,77965,0,0,0,0,,0,74.9,59.1,68.3,77.1,,,,,70.5,52.8,75.5,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,73.4,66.4,39.6,39.6,0,0,100,0,1,,0,0,,,100,63.5,1,0,0,14.1,0,,2021,,0,0,0,0,0,0,0,0,WAS,0,0,0,-0.52,,0,26.1,02,0,59.9,0,,,0,,0,1,76.5,0,,0,73.4,3.7,,1,,2021,0,0,100,72.4,0,,0,81.4,0,0,1,0,,,,0,100,0,,0,0,63.5,0,0,0,,0,0,17.6,0,,63.5,0,48.4,0,0,0,,0,0,71.7,0,1,0,3.7,0,,WAS,0,0,1,0,80.7,,1,100,,0,,0,WR,0,39,73,0,0,81.3,0,,,0,,60.2,0,0,,0,Dyami Brown,1,0,32,0,0,0,0,0,0,0,0,39,0,100,0,1,0,0,-0.52,1,1,0,0,0,0,77986,0,0,0,0,,0,65.2,66.8,60.6,77,,66.3,66.3,,84.9,64.4,78.9,62.3,,,,,,42.6,,61.5,,,,,,47.6,,,,,,,,,,,,,,
0,60,87,0,0,0,0,100,0,0,,0,0,,,,90.4,1,0,1,,0,,2021,,0,0,0,0,0,0,0,0,DET,0,100,0,-0.49,,0,83,58,0,89.8,0,100,,,,0,1,60.4,0,,0,60,6.2,,1,,2021,0,0,,78.6,0,,0,76.1,0,0,0,0,,,,0,,1,,1,0,,0,,0,,0,0,,0,,,0,91,1,0,0,,0,0,76.2,0,0,0,6.2,0,,DET,0,0,0,0,75.6,,1,100,,0,87.7,0,T,0,,60.4,,0,80.8,0,,,0,,90.9,0,0,,0,Penei Sewell,0,,11,0,0,0,0,0,0,0,,,0,,0,1,0,100,-0.49,0,1,0,0,0,0,81788,0,,0,0,100,0,,83.9,,83.9,84.5,73.1,76.7,69.3,,,,,,71.4,,,,76.4,,,,,,,,68.3,,,,,,,,,,,,,,
0,60,65,39.6,39.6,0,1,100,0,0,,0,1,,,,50.3,1,0,0,64,0,,2018,,0,0,0,0,0,0,0,0,NYJ,0,0,0,-0.83,,0,91.3,10,0,64.9,0,,,0,,0,1,77.6,0,,0,60,5.3,,1,,2018,0,0,,23.5,0,,0,79.1,0,0,0,0,,,,0,,0,,0,0,,0,0,0,,0,0,77,0,,,0,51.8,0,0,0,,0,0,36.1,0,1,0,5.3,0,,NYJ,0,0,0,0,54.7,,1,100,,0,90,0,WR,0,,68.8,0,0,8.6,0,,,0,,48.1,0,0,,0,Allen Lazard,0,0,22,0,0,0,0,0,0,0,0,,0,,0,1,0,0,-0.83,1,1,0,0,0,0,48135,0,0,0,0,,0,67.8,45.5,66.8,54.1,,52.2,61.6,48.5,29.9,45.8,29.7,30.9,,70.8,,,,76.8,,,,,,,,61.5,,,,,,,,,,,,,,
0,60,80.2,0,0,0,0,100,0,0,,0,0,,,,51.6,1,0,1,70.6,0,,2019,,0,0,0,0,0,0,0,0,LV,0,100,0,-1.78,,0,25.7,16,0,74.5,0,100,,,,0,1,82.6,0,,0,60,4.7,,1,,2019,0,0,,77.1,0,,0,76.9,0,0,0,0,,,,0,,1,,1,0,68,0,,0,,0,0,81.4,0,,68,0,49.5,1,0,0,,0,0,75.6,0,0,0,4.7,0,,LV,0,0,0,0,78.8,,1,100,,0,30.7,0,WR,0,,75.3,,0,81.2,0,,,0,,61.4,0,0,,0,Jakobi Meyers,0,,23,0,0,0,0,0,0,0,,,0,,0,1,0,100,-1.78,0,1,0,0,0,0,47468,0,,0,0,100,0,79.7,59.9,75.2,78.6,,70.7,,70.7,77.3,84.9,90.3,90.7,,58.1,,,,32.5,,,,,,,,38.3,,,,,,,,,,,,,,
0,,83.5,0,0,0,0,0,0,0,,0,0,,,,78.1,1,0,1,72.3,0,,2018,,0,1,0,0,0,0,0,0,PHI,0,,0,-1.61,4.1,0,72.4,26,0,87.2,0,,,,,0,1,85.9,0,,0,60,,,1,,2018,0,0,,71.4,1,,0,81.7,0,0,0,0,,0,,0,,0,,0,0,84.7,0,,0,100,,0,86,0,,84.7,0,67.6,1,0,0,,0,0,69.9,0,0,1,4.1,0,0,PHI,0,0,0,0,58.3,,1,100,100,,,0,HB,-1.61,,71.1,,0,81.8,100,60,,0,,62.7,0,0,,1,Saquon Barkley,0,,24,0,0,0,0,0,0,0,,,0,,0,0,0,100,0,0,0,0,0,0,0,45791,0,,0,0,100,0,56.4,86.2,68.7,57.8,69.7,60.2,65.6,46.5,80,58.5,80.8,70.1,,,,,,61.5,,,,,,,,61.5,,,,,,,,,,,,,,
0,36.8,69,0,0,0,0,100,0,0,,0,0,,,,44.3,1,0,0,17.7,0,,2013,,0,0,0,0,0,0,0,0,CHI,0,0,0,-6.32,,0,26.6,13,0,65.6,0,,,0,,0,2,81.1,0,,0,36.8,5.5,,1,,2013,0,0,,61.3,0,,0,81.8,0,0,1,0,,,,0,0,0,,0,0,,0,0,0,,50,50,45.9,0,,,1,40.5,0,0,0,,0,0,75,0,1,0,5.5,0,,CHI,0,1,1,0,57.1,,1,100,,0,26.6,1,WR,0,19,70.7,0,0,0,0,,,0,,47.4,0,0,,0,Keenan Allen,0,0,6,0,0,0,0,0,0,0,0,19,1,0,0,1,0,0,-6.32,1,2,0,0,0,0,7857,0,0,0,0,,0,71.5,51.2,67.4,66.8,62.3,60.7,,67.5,75.6,75.6,49.4,49.4,,38.3,,,,30,,,,,,,,44.7,,,,,,,,,,,,,,
0,,59.6,0,39.6,0,0,0,0,0,,0,0,,,,62.1,1,0,0,70.6,0,0,2016,,0,0,1,0,0,0,0,0,TEN,0,,0,-0.48,3.2,0,30.7,83,0,58.3,0,,,0,0,0,1,76.7,0,,39.6,51.2,,,1,0,2016,0,0,,87.1,1,,0,77.1,0,0,1,0,,0,,0,,0,,0,0,,0,,0,,,0,76.8,0,,,0,47.7,0,0,0,,1,0,87.2,0,0,0,3.2,0,0,TEN,0,0,0,0,69.5,,1,100,0,,,0,WR,-0.48,25,70.1,0,0,76.2,100,51.2,,0,0,52.6,0,0,25,1,Tyler Boyd,0,,31,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,10689,0,0,0,0,,0,60.2,63.5,59.2,69.1,62.4,30.3,,39.2,77.3,76.5,77.8,77.3,,,,,,58.1,,,,,,,,58.1,,,,,,,,,,,,,,
100,60.5,90.2,135.4,135.4,1,0,100,7,0,,0,0,,,0,63.8,1,0,0,71.9,1,,2021,,0,0,0,1,100,0,1,0,DET,0,0,0,2.36,,0,30,14,0,86.7,0,,,0,,0,1,60.7,0,,0,60.5,3.9,,1,,2021,0,0,0,79,0,,0,79.5,0,0,1,0,,,,0,100,0,,0,0,58.8,1,7,0,,0,0,54.5,0,,58.8,0,55.3,0,0,0,,0,0,77.2,0,1,0,3.9,7,,DET,0,0,1,0,82.4,,1,100,,100,30.7,0,WR,0,5,77.6,100,0,82.5,0,,,0,,61.7,0,0,,0,Amon-Ra St. Brown,0,0,11,0,0,0,0,0,7,0,100,5,0,100,0,1,0,0,2.36,1,1,0,0,0,1,84470,0,7,0,0,,0,90.5,69,90,80.2,,76.3,,76.3,79.4,89.7,90.2,90.9,,58.1,,,,40.2,,,,,,,,45.1,,,,,,,,,,,,,,
-100,,63,0,0,0,0,0,-5,0,100,0,0,,,,60.2,1,0,0,60.4,0,5,2021,1,0,0,1,0,,0,0,0,TB,0,,100,0,1,0,,02,0,63.8,0,,0,,0,0,0,69.7,0,60,87.5,,,0,1,100,2021,0,5,,74.3,1,0,0.3,64.6,0,0,0,0,5,0,100,0,,0,-3,0,1,61.3,0,,0,,,,70.4,1,0,61.3,0,60,0,0,0,0,1,87.5,74.5,0,0,0,,0,100,TB,0,0,0,0,,100,0,0,0,,,0,QB,0.3,,,,0,,100,60,,0,100,60,0,0,-3,1,Kyle Trask,0,,30,0,1,0,1,1,0,0,,,0,,0,0,0,,0,0,0,1,0,0,0,39987,5,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,73.1,0,39.6,0,0,0,0,1,,0,0,,,,,1,0,0,,0,0,2016,,0,0,1,0,0,0,0,0,PIT,0,,0,-1.37,1.1,0,,28,0,73.1,0,,,0,0,0,1,60.4,0,,39.6,68.8,,,1,100,2016,1,0,100,60.4,1,,0,,0,0,1,0,,0,,0,,0,,0,0,,0,,0,,,0,60.4,0,,,0,,0,0,0,100,1,0,60.4,0,0,0,1.1,0,0,PIT,0,0,0,0,,,1,100,0,,,0,S,-1.37,17,,0,0,,100,68.8,,0,0,,0,0,17,1,Miles Killebrew,0,,25,0,0,0,0,0,0,0,,,0,100,0,0,0,0,0,1,0,0,0,0,0,10745,0,0,0,0,,0,,,,,,,,,,,,,65,,,73,,,62.5,,75.4,,,71.4,75.5,,73.2,71.4,72.8,,,,72.8,,72.8,,72.8,60,,60
-100,,61,0,79.2,0,0,0,-3,0,,0,0,,,,,1,0,0,,0,3,2018,,0,0,1,1,0,0,0,0,LAC,0,,0,-2.36,2.8,0,,16,0,61,0,,,0,0,0,1,60.4,0,,79.2,60.3,,,1,100,2018,0,0,0,67.4,1,,0,,0,0,1,0,,0,,0,,0,,0,0,60,0,,0,,,0,60.4,0,,60,0,,0,0,0,0,1,0,67.4,0,0,0,2.8,0,0,LAC,0,0,0,0,,,1,100,0,,,0,P,-2.36,-4,,100,0,,100,60.3,,0,100,,0,0,-4,1,JK Scott,0,,27,0,0,0,0,0,3,0,,,0,100,0,0,0,0,0,1,0,1,0,0,0,38809,3,3,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54.9,74.1,39.6,39.6,0,0,100,0,0,,0,0,,,,73.5,1,0,1,73.3,0,,2017,,0,0,0,0,0,0,0,0,HST,0,0,0,-2.9,,0,,28,0,77.5,0,,,0,,0,2,87,0,,0,54.9,2.8,,2,,2017,0,0,,27.2,1,,0,79,0,0,1,0,,,,0,0,0,,0,0,76.5,0,0,0,0,0,0,87.1,0,,76.5,0,74.5,0,0,0,,0,0,51.2,0,1,1,2.8,0,0,HST,0,0,1,0,59.6,,1,100,,0,,0,HB,-5.29,18,72.3,0,0,5.8,0,,,0,,74.5,0,0,,0,Joe Mixon,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,-0.51,1,1,0,0,0,0,11803,0,0,0,0,0,0,55.6,88.3,62.5,68.4,69.2,51.8,60.7,46.7,81.7,79.4,55.9,51.6,,,,,,,,62.3,,,,,,62.3,,,,,,,,,,,,,,
0,,64.3,0,0,0,0,0,0,0,0,0,0,,,,51.3,1,0,0,67,0,0,2017,3.2,0,0,1,0,,0,0,0,NE,0,,100,0,3.2,0,85,84,0,64.5,0,,0,,0,0,0,76.4,0,57.7,39.6,,,0,1,0,2017,0,0,,64.5,1,,-1.48,77.6,0,0,0,0,0,0,0,0,,0,0,0,1,62,0,,0,,,,76.4,0,0,62,0,52.8,0,0,0,,1,39.6,64,0,0,0,,0,0,NE,0,0,0,0,51.5,0,0,0,0,,,0,WR,-1.48,,67,,0,78.4,100,57.7,,0,0,47.2,0,0,0,1,Kendrick Bourne,0,,19,0,1,0,1,1,0,0,,,0,,0,0,0,,0,0,0,0,0,0,0,12270,0,,0,0,,0,65.2,51.2,65.5,51.8,,70.2,,70.2,70.5,72.1,75.5,76.1,,,,,,61.5,,,,,,,,61.5,,,,,,,,,,,,,,
0,60,89.6,39.6,39.6,0,1,100,0,0,,0,1,,,,58.3,1,0,1,73.3,0,,2024,,0,0,0,0,0,0,0,0,NYG,0,0,0,-0.44,,0,55,01,0,81.9,0,0,,0,,0,1,58.4,0,,0,60,4.3,,1,,2024,0,0,,77,0,,0,79.5,0,0,0,0,,,,0,,1,,0,0,50.7,0,0,0,,0,0,82.9,0,,50.7,0,57.7,0,0,0,,0,0,75.5,0,1,0,4.3,0,,NYG,0,0,0,0,86.9,,1,100,,0,85,0,WR,0,,27.2,0,0,82.4,0,,,0,,62.6,0,0,,0,Malik Nabers,0,0,21,0,0,0,0,0,0,0,0,,0,,0,1,0,0,-0.44,1,1,0,0,0,0,146759,0,0,0,0,0,0,89.9,58.5,82.9,84.5,,,,,52.8,76.7,64.8,75,,61.5,,,,58.5,,,,,,,,58.1,,,,,,,,,,,,,,
0,41.3,77,0,0,0,0,100,0,0,,0,0,,,,54.8,1,0,0,71.1,0,,2022,,0,0,0,0,0,0,0,0,DET,0,0,0,-4.67,,0,38.4,09,0,67.2,0,,,0,,0,1,81.5,0,,0,41.3,4.6,,1,,2022,0,0,,39.3,0,,0,78.8,0,0,1,0,,,,0,0,0,,0,0,81.3,0,0,0,,100,100,79.9,0,,81.3,1,61.9,0,0,0,,0,0,60.7,0,1,0,4.6,0,,DET,0,1,1,0,82.8,,1,100,,0,30.7,1,WR,0,20,75.9,0,0,0,0,,,0,,62.9,0,0,,0,Jameson Williams,0,0,11,0,0,0,0,0,0,0,0,20,1,0,0,1,0,0,-4.67,1,1,0,0,0,0,101701,0,0,0,0,,0,77.4,56.9,65.1,85.6,,,,,78,64.1,80.4,72.4,,58.1,,,,51.2,,,,,,,,58.5,,,,,,,,,,,,,,
-100,,70.3,0,118.8,0,0,0,-34,0,,0,0,,,,,1,0,0,,0,34,2019,,0,0,1,1,100,0,0,0,LV,0,,0,5.15,2.2,0,,06,0,70.3,0,,,0,0,0,1,60.4,0,,118.8,66.9,,,1,100,2019,0,0,0,65.7,1,,0,,0,0,1,0,,0,,0,,0,,0,0,,1,,0,,,0,60.4,0,,,0,,0,0,0,0,1,0,65.7,0,0,0,2.2,0,100,LV,0,0,0,0,,,1,100,0,,,0,P,5.15,4,,100,0,,100,66.9,,0,100,,0,0,4,1,AJ Cole,0,,23,0,0,0,0,0,34,0,,,0,100,0,0,0,0,0,1,0,1,0,1,0,36038,34,34,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-100,,72.6,0,118.8,0,0,0,-17,0,,0,0,,,,,1,0,0,,0,17,2019,,0,0,1,1,100,0,0,0,DET,0,,0,5.1,2,0,,03,0,72.6,0,,,0,0,0,1,60.4,0,,118.8,68.8,,,1,100,2019,0,0,0,67.4,1,,0,,0,0,1,0,,0,,0,,0,,0,0,,1,,0,,,0,60.4,0,,,0,60,0,0,0,0,1,0,67.4,0,0,0,2,0,100,DET,0,0,0,0,,,1,100,0,,,0,P,5.1,15,,100,0,,100,68.8,,0,100,60,0,0,15,1,Jack Fox,0,,11,0,0,0,0,0,17,0,,,0,100,0,0,0,0,0,1,0,1,0,1,0,34735,17,17,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,59.7,81.7,118.8,118.8,1,0,100,35,0,,0,0,,,0,67.3,1,0,1,75.1,0,,2023,,0,0,0,1,100,0,1,0,SEA,0,0,0,2.36,,0,30,11,0,82.9,0,0,,0,,0,1,54.4,0,,0,59.7,3.8,,1,,2023,0,0,0,67.2,0,,0,80.7,0,0,1,0,,,,0,100,1,,0,0,50.6,1,35,0,,0,0,57.5,0,,50.6,0,47.8,0,0,0,,0,0,66.6,0,1,0,3.8,35,,SEA,0,0,1,0,63.2,,1,100,,100,38.4,0,WR,0,33,72,100,0,79.9,0,,,0,,55.9,0,0,,0,Jaxon Smith-Njigba,0,0,29,0,0,0,0,0,35,0,100,33,0,100,0,1,0,0,2.36,1,1,0,0,0,0,129758,0,35,0,0,0,0,83.2,72,85.6,64.3,,,,,84.9,78.7,90.4,90,,51.2,,,,40.2,,,,,,,,44.7,,,,,,,,,,,,,,
-100,,73.2,0,118.8,0,0,0,-19,0,,0,0,,,,,1,0,0,,0,19,2018,,0,0,1,1,100,0,0,0,PIT,0,,0,1.19,2.2,0,,04,0,73.2,0,,,0,0,0,1,60.4,0,,118.8,71.6,,,1,100,2018,0,0,0,66.9,1,,0,,0,0,1,0,,0,,0,,0,,0,0,,1,,0,,,0,60.4,0,,,0,60,0,0,0,0,1,0,66.9,0,0,0,2.2,0,100,PIT,0,0,0,0,,,1,100,0,,,0,QB,1.19,13,,100,0,,100,71.6,,0,100,60,0,0,13,1,Kyle Allen,0,,25,0,0,0,0,0,19,0,,,0,100,0,0,0,0,0,1,0,1,0,1,0,26152,19,19,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
