Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentBackfieldRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TargetsInEndzone,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero,AlignmentInlineRoutesPercentage
Jeff Wilson,MIA,RB,4,Yes,No,Yes,4,No,Yes,0.75,0.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Johnson,TB,WR,28,No,No,No,25,No,Yes,,0.52,17,4,4,1,0.16,4,1,64,21,2,43,1,0.48,4,1,0.25,10.75,1,158.3,2.56,16,7.6837,16,5.25,0.5,3,5.5407,5.5407,0.1429,12.4,16.4,14.4,16.4,16.4,16.4,14.4,16.4,16.4,16.4,14.4,16.4,16.4,,,,,,,,,
Corey Kiner,ARZ,RB,11,No,No,No,9,No,Yes,1,,4,2,2,1,0.2222,2,1,15,5,1,10,,,1,,,5,,97.9,1.6667,7.5,0.3147,7.5,2.5,0.5,1,3.2725,3.2725,0.1818,1.5,3.5,2.5,4.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,1,1,1,,,,,,
Dyami Brown,JAX,WR,107,No,No,No,91,No,Yes,,0.7582,14,20,20,1,0.2198,20,1,227,34,27,202,1,0.2418,19,4,0.2,10.1,2,130.6,2.4945,11.35,3.2312,11.35,1.7,1.35,13,34.4664,34.4664,0.1869,28.7,48.7,38.7,48.7,48.7,51.7,41.7,48.7,48.7,48.7,38.7,48.7,48.7,4,4,4,1,1,1,0.05,,
Luther Burden,CHI,WR,129,Yes,Yes,Yes,122,No,Yes,0.0164,0.5574,15,47,47,1,0.3852,47,1,652,340,100,321,2,0.4262,41,17,0.3617,6.8298,5,132.9,5.3443,13.8723,6.6331,13.8723,7.234,2.1277,27,73.9501,73.9501,0.3643,77.2,124.2,100.7,124.2,124.2,127.2,103.7,124.2,124.2,124.2,100.7,124.2,124.2,1,1,3,1,1,11,0.234,,
Garrett Wilson,NYJ,WR,112,No,Yes,Yes,109,No,Yes,,0.5872,7,36,36,1,0.3303,36,1,395,111,47,300,4,0.4128,31,2,0.0556,8.3333,3,149.4,3.6239,10.9722,3.672,10.9722,3.0833,1.3056,18,64.0269,64.0269,0.3214,63.5,99.5,81.5,99.5,99.5,102.5,84.5,99.5,99.5,99.5,81.5,99.5,99.5,3,3,2,1,1,7,0.1944,1,
Blake Whiteheart,CLV,TE,49,No,No,Yes,34,Yes,Yes,0.0294,0.0882,16,2,2,1,0.0588,2,1,4,2,,2,,0.2059,1,,,1,,79.2,0.1176,2,-3.8295,2,1,,,2.8001,2.8001,0.0408,0.4,2.4,1.4,2.4,3.4,2.4,1.4,2.4,2.4,2.4,1.4,3.4,2.4,,,,,,,,,0.6765
Chris Manhertz,NYG,TE,28,No,No,No,6,No,Yes,,,17,1,1,1,0.1667,1,1,7,6,3,1,,,,,,1,,95.8,1.1667,7,1.2246,7,6,3,,1.4435,1.4435,0.0357,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,,,,,,,,,1
Cameron Latu,PHI,TE,18,No,No,No,8,No,Yes,0.125,,15,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
Ja'Corey Brooks,WAS,WR,1,No,No,No,1,No,Yes,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Taylor,NYJ,TE,183,No,No,Yes,153,No,Yes,0.0065,0.1961,13,44,44,1,0.2876,44,1,369,149,45,229,1,0.281,28,,,5.2045,,109.2,2.4118,8.3864,1.4944,8.3864,3.3864,1.0227,23,67.8305,67.8305,0.2404,42.9,86.9,64.9,86.9,108.9,89.9,67.9,86.9,86.9,86.9,64.9,108.9,86.9,8,8,7,1,1,,,,0.5163
Emanuel Wilson,GB,RB,93,Yes,No,Yes,62,No,Yes,0.8387,0.0968,17,15,15,1,0.2419,15,1,99,135,53,-36,,0.0484,4,3,0.2,-2.4,,94.2,1.5968,6.6,0.8948,6.6,9,3.5333,5,20.8304,20.8304,0.1613,9.9,24.9,17.4,32.4,24.9,24.9,17.4,24.9,24.9,24.9,17.4,24.9,24.9,,,1,,,6,0.4,,0.0161
Quentin Johnston,LAC,WR,255,Yes,No,No,241,No,Yes,,0.8299,14,51,51,1,0.2116,51,1,735,227,89,529,8,0.1701,42,7,0.1373,10.3725,10,158.3,3.0498,14.4118,6.4402,14.4118,4.451,1.7451,27,86.9426,86.9426,0.2,120.5,171.5,146,171.5,171.5,174.5,148,170.5,170.5,170.5,145,171.5,170.5,5,5,10,4,4,13,0.2549,2,
Harrison Bryant,HST,TE,26,No,No,No,19,No,Yes,,,12,2,2,1,0.1053,2,1,7,1,,6,,0.1579,1,,,3,,81.3,0.3684,3.5,-2.6277,3.5,0.5,,1,6.3476,6.3476,0.0769,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,,,,,,,,,0.8421
Tylan Wallace,BLT,WR,45,No,Yes,Yes,39,Yes,Yes,,0.641,14,4,4,1,0.1026,4,1,45,17,7,31,1,0.359,3,1,0.25,7.75,,153.1,1.1538,11.25,3.5415,11.25,4.25,1.75,3,6.6656,6.6656,0.0889,10.5,14.5,12.5,14.5,14.5,14.5,12.5,14.5,14.5,14.5,12.5,14.5,14.5,,,1,1,1,,,,
Jonnu Smith,PIT,TE,192,No,Yes,Yes,153,Yes,Yes,0.0065,0.1503,17,38,38,1,0.2484,38,1,222,181,61,45,2,0.4575,28,12,0.3158,1.1842,,108.6,1.451,5.8421,-0.3079,5.8421,4.7632,1.6053,10,61.2536,61.2536,0.1979,34.2,72.2,53.2,72.2,91.2,75.2,56.2,72.2,72.2,72.2,53.2,91.2,72.2,4,4,5,1,1,5,0.1316,,0.3856
Elijah Higgins,ARZ,TE,179,No,No,No,161,No,Yes,0.0186,0.0932,17,30,30,1,0.1863,30,1,301,214,86,87,,0.4037,13,3,0.1,2.9,,108.5,1.8696,10.0333,3.6177,10.0333,7.1333,2.8667,15,46.8857,46.8857,0.1676,29.1,59.1,44.1,59.1,74.1,62.1,46.1,58.1,58.1,58.1,43.1,74.1,58.1,4,4,2,,,12,0.4,,0.4845
Adam Thielen,PIT,WR,139,No,Yes,Yes,120,Yes,Yes,0.0083,0.425,16,19,19,1,0.1583,19,1,186,53,16,133,,0.5667,18,1,0.0526,7,1,107.5,1.55,9.7895,2.6496,9.7895,2.7895,0.8421,10,30.2771,30.2771,0.1367,18.6,37.6,28.1,37.6,37.6,40.6,31.1,37.6,37.6,37.6,28.1,37.6,37.6,7,7,2,,,1,0.0526,,
Josiah Deguara,ARZ,TE,32,No,No,No,26,No,Yes,0.0385,0.1923,12,3,3,1,0.1154,3,1,21,5,2,18,1,0.3077,1,,,6,,135.4,0.8077,7,0.3979,7,1.6667,0.6667,2,6.5362,6.5362,0.0938,8.1,11.1,9.6,11.1,12.6,11.1,9.6,11.1,11.1,11.1,9.6,12.6,11.1,1,1,1,1,1,,,,0.4615
Braelon Allen,NYJ,RB,17,No,No,No,11,No,Yes,0.9091,,4,2,2,1,0.1818,2,1,17,9,6,8,,0.0909,1,,,4,,102.1,1.5455,8.5,1.6288,8.5,4.5,3,1,3.6914,3.6914,0.1176,1.7,3.7,2.7,4.7,3.7,3.7,2.7,3.7,3.7,3.7,2.7,3.7,3.7,,,1,,,1,0.5,,
David Moore,CAR,WR,25,No,No,No,22,No,Yes,,0.7273,4,1,1,1,0.0455,1,1,5,,,5,,0.2727,1,,,5,,87.5,0.2273,5,-1.3628,5,,,,1.2445,1.2445,0.04,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1,1,,,,,,,
CJ Dippre,NE,TE,3,Yes,No,Yes,2,No,Yes,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Amon-Ra St. Brown,DET,WR,357,Yes,Yes,Yes,324,No,Yes,0.0093,0.4414,17,117,117,1,0.3611,117,1,1401,601,163,825,11,0.5494,107,12,0.1026,7.0513,4,147.9,4.3241,11.9744,4.6861,11.9744,5.1368,1.3932,71,207.0477,207.0477,0.3277,206.1,323.1,264.6,323.1,323.1,326.1,267.6,323.1,323.1,323.1,264.6,323.1,323.1,9,9,20,4,4,17,0.1453,1,
Isaiah Williams,NYJ,WR,105,Yes,No,No,96,No,Yes,0.0104,0.3438,15,26,26,1,0.2708,26,1,193,129,34,64,,0.6458,22,10,0.3846,2.4615,,97.6,2.0104,7.4231,1.3258,7.4231,4.9615,1.3077,10,39.0965,39.0965,0.2476,19.3,45.3,32.3,45.3,45.3,48.3,35.3,45.3,45.3,45.3,32.3,45.3,45.3,2,2,1,,,1,0.0385,,
Chris Moore,WAS,WR,125,No,No,No,110,No,Yes,,0.8273,14,11,11,1,0.1,11,1,207,54,19,159,1,0.1727,9,,,14.4545,2,149.1,1.8818,18.8182,9.7314,18.8182,4.9091,1.7273,10,19.3962,19.3962,0.088,26.7,37.7,32.2,37.7,37.7,40.7,35.2,37.7,37.7,37.7,32.2,37.7,37.7,2,2,,1,1,,,1,
Tutu Atwell,LA,WR,85,No,No,No,77,No,Yes,,0.2987,10,6,6,1,0.0779,6,1,192,67,3,125,1,0.7013,3,,,20.8333,3,158.3,2.4935,32,21.7994,32,11.1667,0.5,4,11.2728,11.2728,0.0706,25.2,31.2,28.2,31.2,31.2,34.2,31.2,31.2,31.2,31.2,28.2,31.2,31.2,1,1,,,,,,1,
Josh Palmer,BUF,WR,136,Yes,No,No,125,No,Yes,,0.776,12,22,22,1,0.176,22,1,303,89,18,247,,0.216,18,,,11.2273,3,118.8,2.424,13.7727,5.4038,13.7727,4.0455,0.8182,13,37.0479,37.0479,0.1618,30.3,52.3,41.3,52.3,52.3,55.3,44.3,52.3,52.3,52.3,41.3,52.3,52.3,4,4,3,,,,,,0.008
Antonio Gibson,NE,RB,10,No,No,No,8,No,Yes,0.875,0.125,5,2,2,1,0.25,2,1,6,16,5,-10,,,2,2,1,-5,,79.2,0.75,3,-2.3296,3,8,2.5,,2.7958,2.7958,0.2,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,,,,,,,,
Mason Kinsey,TEN,WR,24,No,No,No,22,No,Yes,,0.6364,10,2,2,1,0.0909,2,1,48,4,,44,,0.3636,1,,,22,1,118.8,2.1818,24,13.6087,24,2,,2,3.6363,3.6363,0.0833,4.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,6.8,5.8,6.8,6.8,1,1,,,,,,,
Omarion Hampton,LAC,RB,125,Yes,No,No,98,No,Yes,0.8469,0.051,9,32,32,1,0.3265,32,1,192,249,81,-57,1,0.0714,16,11,0.3438,-1.7812,,102.1,1.9592,6,0.064,6,7.7812,2.5312,7,50.3023,50.3023,0.256,25.2,57.2,41.2,73.2,57.2,60.2,44.2,57.2,57.2,57.2,41.2,57.2,57.2,3,3,2,,,2,0.0625,,0.0306
Charlie Woerner,ATL,TE,130,No,Yes,No,72,No,Yes,0.4306,0.0556,17,8,8,1,0.1111,8,1,48,39,26,9,,0.1111,3,,,1.125,,91.7,0.6667,6,-0.1707,6,4.875,3.25,2,11.8244,11.8244,0.0615,4.8,12.8,8.8,12.8,16.8,12.8,8.8,12.8,12.8,12.8,8.8,16.8,12.8,3,3,1,,,2,0.25,,0.4028
LeQuint Allen,JAX,RB,102,No,No,No,73,No,Yes,0.8356,0.0548,17,10,10,1,0.137,10,1,54,65,29,-11,,0.1096,3,2,0.2,-1.1,,89.2,0.7397,5.4,-0.6148,5.4,6.5,2.9,,14.8554,14.8554,0.098,5.4,15.4,10.4,20.4,15.4,15.4,10.4,15.4,15.4,15.4,10.4,15.4,15.4,,,2,,,,,,
Colston Loveland,CHI,TE,203,Yes,Yes,Yes,173,No,Yes,0.0231,0.237,16,58,58,1,0.3353,58,1,713,275,113,460,6,0.3064,43,,,7.931,2,152.4,4.1214,12.2931,4.6035,12.2931,4.7414,1.9483,35,98.8161,98.8161,0.2857,107.3,165.3,136.3,165.3,194.3,168.3,139.3,165.3,165.3,165.3,136.3,194.3,165.3,7,7,10,3,3,7,0.1207,,0.4335
Bijan Robinson,ATL,RB,285,No,Yes,No,230,No,Yes,0.6348,0.1652,17,79,79,1,0.3435,79,1,820,856,199,-31,4,0.2,51,29,0.3671,-0.3924,,126.8,3.5652,10.3797,4.1786,10.3797,10.8354,2.519,34,122.1685,122.1685,0.2772,105,184,144.5,223.5,184,187,146.5,183,183,183,143.5,184,183,5,5,9,1,1,22,0.2785,1,
Jaleel McLaughlin,DEN,RB,16,No,No,No,8,No,Yes,1,,8,4,4,1,0.5,4,1,27,39,18,-12,,,2,,,-3,,94.8,3.375,6.75,1.028,6.75,9.75,4.5,2,5.5865,5.5865,0.25,2.7,6.7,4.7,8.7,6.7,6.7,4.7,6.7,6.7,6.7,4.7,6.7,6.7,,,,,,2,0.5,,
Calvin Austin,PIT,WR,180,No,Yes,Yes,160,Yes,Yes,0.0125,0.4688,14,31,31,1,0.1938,31,1,372,129,53,244,3,0.5188,29,7,0.2258,7.871,3,148.9,2.325,12,4.365,12,4.1613,1.7097,15,52.0733,52.0733,0.1722,55.2,86.2,70.7,86.2,86.2,89.2,73.7,86.2,86.2,86.2,70.7,86.2,86.2,9,9,3,3,3,4,0.129,1,
Ronnie Bell,NO,WR,12,No,Yes,No,10,No,Yes,,0.9,2,2,2,1,0.2,2,1,23,1,1,31,1,0.1,2,,,15.5,1,154.2,2.3,11.5,2.2811,11.5,0.5,0.5,1,4.1153,4.1153,0.1667,8.3,10.3,9.3,10.3,10.3,10.3,9.3,10.3,10.3,10.3,9.3,10.3,10.3,,,1,1,1,,,1,
Isiah Pacheco,KC,RB,146,No,No,No,92,No,Yes,0.837,0.1087,13,19,19,1,0.2065,19,1,101,123,23,-22,1,0.0543,9,2,0.1053,-1.1579,,106.4,1.0978,5.3158,-0.8739,5.3158,6.4737,1.2105,4,30.8844,30.8844,0.1301,16.1,35.1,25.6,44.6,35.1,38.1,28.6,35.1,35.1,35.1,25.6,35.1,35.1,,,2,,,1,0.0526,,
Pat Freiermuth,PIT,TE,200,No,Yes,Yes,169,Yes,Yes,,0.1538,17,41,41,1,0.2426,41,1,486,271,101,224,4,0.6154,34,9,0.2195,5.4634,3,148.6,2.8757,11.8537,4.7277,11.8537,6.6098,2.4634,21,67.3651,67.3651,0.205,72.6,113.6,93.1,113.6,134.1,116.6,96.1,113.6,113.6,113.6,93.1,134.1,113.6,8,8,5,2,2,5,0.122,,0.2308
Darren Waller,MIA,TE,92,No,No,No,86,No,Yes,,0.3488,9,24,24,1,0.2791,24,1,283,82,18,240,6,0.3953,19,1,0.0417,10,4,155.4,3.2907,11.7917,3.7374,11.7917,3.4167,0.75,19,44.846,44.846,0.2609,64.3,88.3,76.3,88.3,100.3,91.3,79.3,88.3,88.3,88.3,76.3,100.3,88.3,7,7,6,6,6,1,0.0417,1,0.2558
Xavier Worthy,KC,WR,227,No,No,No,194,No,Yes,0.0052,0.7165,14,42,42,1,0.2165,42,1,532,206,45,326,1,0.2784,33,8,0.1905,7.7619,4,126.7,2.7423,12.6667,5.1476,12.6667,4.9048,1.0714,22,73.7445,73.7445,0.185,59.2,101.2,80.2,101.2,101.2,104.2,83.2,101.2,101.2,101.2,80.2,101.2,101.2,3,3,4,,,10,0.2381,,
Cam Grandy,CIN,TE,4,No,No,No,4,No,Yes,,,5,2,2,1,0.5,2,1,7,13,11,-6,,0.25,2,1,0.5,-3,,81.3,1.75,3.5,-2.0938,3.5,6.5,5.5,,2.6293,2.6293,0.5,0.7,2.7,1.7,2.7,3.7,2.7,1.7,2.7,2.7,2.7,1.7,3.7,2.7,,,,,,,,,0.75
Elijah Moore,BUF,WR,58,No,No,No,53,No,Yes,0.0189,0.566,9,9,9,1,0.1698,9,1,112,64,17,48,,0.4151,6,2,0.2222,5.3333,1,118.5,2.1132,12.4444,5.7897,12.4444,7.1111,1.8889,4,12.6046,12.6046,0.1552,11.2,20.2,15.7,20.2,20.2,23.2,18.7,20.2,20.2,20.2,15.7,20.2,20.2,2,2,,,,2,0.2222,,
Malachi Corley,CLV,WR,46,No,No,Yes,40,Yes,Yes,0.025,0.375,13,11,11,1,0.275,11,1,79,91,15,9,,0.575,7,5,0.4545,0.8182,,96.6,1.975,7.1818,1.4867,7.1818,8.2727,1.3636,4,16.121,16.121,0.2391,7.9,18.9,13.4,18.9,18.9,18.9,13.4,18.9,18.9,18.9,13.4,18.9,18.9,1,1,1,,,3,0.2727,,0.025
Rachaad White,TB,RB,195,No,No,No,148,No,Yes,0.7973,0.0743,17,40,40,1,0.2703,40,1,218,337,96,-119,,0.1284,26,23,0.575,-2.975,,89.4,1.473,5.45,-0.3229,5.45,8.425,2.4,10,64.8556,64.8556,0.2051,21.8,61.8,41.8,81.8,61.8,64.8,44.8,61.8,61.8,61.8,41.8,61.8,61.8,,,9,,,11,0.275,,
AJ Barner,SEA,TE,256,No,No,No,207,No,Yes,0.0145,0.0386,17,52,52,1,0.2512,52,1,519,273,101,255,6,0.1063,29,2,0.0385,4.9038,3,146.7,2.5072,9.9808,3.2229,9.9808,5.25,1.9423,26,89.3783,89.3783,0.2031,87.9,139.9,113.9,139.9,165.9,142.9,116.9,139.9,139.9,139.9,113.9,165.9,139.9,4,4,10,2,2,7,0.1346,,0.8406
Zach Charbonnet,SEA,RB,159,No,No,No,111,No,Yes,0.8559,0.045,16,20,20,1,0.1802,20,1,144,121,44,23,,0.0721,7,4,0.2,1.15,,96.7,1.2973,7.2,0.8583,7.2,6.05,2.2,7,31.9186,31.9186,0.1258,14.4,34.4,24.4,44.4,34.4,37.4,27.4,34.4,34.4,34.4,24.4,34.4,34.4,1,1,3,,,2,0.1,,0.027
Chuba Hubbard,CAR,RB,149,No,No,No,110,No,Yes,0.8182,0.1364,15,30,30,1,0.2727,30,1,223,293,98,-70,3,0.0455,14,8,0.2667,-2.3333,,131,2.0273,7.4333,1.6665,7.4333,9.7667,3.2667,12,49.053,49.053,0.2013,40.3,70.3,55.3,85.3,70.3,73.3,58.3,70.3,70.3,70.3,55.3,70.3,70.3,,,4,,,9,0.3,,
Jared Wayne,HST,WR,8,No,Yes,No,7,No,Yes,,0.5714,1,2,2,1,0.2857,2,1,20,4,3,16,,0.4286,2,,,8,,108.3,2.8571,10,2.4261,10,2,1.5,1,3.2811,3.2811,0.25,2,4,3,4,4,4,3,4,4,4,3,4,4,,,,,,,,,
Sean McKeon,IND,TE,4,No,No,No,2,No,Yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Derrick Henry,BLT,RB,119,No,Yes,Yes,78,Yes,Yes,0.9872,0.0128,17,15,15,1,0.1923,15,1,150,140,37,10,,,6,2,0.1333,0.6667,,108.3,1.9231,10,3.8925,10,9.3333,2.4667,4,20.9937,20.9937,0.1261,15,30,22.5,37.5,30,33,25.5,30,30,30,22.5,30,30,1,1,2,,,6,0.4,,
Robert Tonyan,KC,TE,23,No,No,No,14,No,Yes,,0.2143,16,1,1,1,0.0714,1,1,1,,,1,,0.2143,,,,1,,79.2,0.0714,1,-4.7754,1,,,,1.3276,1.3276,0.0435,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,,,,,,,,,0.5714
Kareem Hunt,KC,RB,162,No,No,No,98,No,Yes,0.9082,0.0408,17,18,18,1,0.1837,18,1,143,155,43,-7,1,0.051,9,5,0.2778,-0.3889,,118.3,1.4592,7.9444,1.7937,7.9444,8.6111,2.3889,8,30.7495,30.7495,0.1111,20.3,38.3,29.3,47.3,38.3,41.3,32.3,38.3,38.3,38.3,29.3,38.3,38.3,,,2,1,1,3,0.1667,,
Ty Johnson,BUF,RB,136,Yes,No,No,111,No,Yes,0.6126,0.1171,17,24,24,1,0.2162,24,1,263,283,110,-52,2,0.2252,16,12,0.5,-2.1667,,140.1,2.3694,10.9583,4.7446,10.9583,11.7917,4.5833,13,35.357,35.357,0.1765,38.3,62.3,50.3,74.3,62.3,65.3,53.3,62.3,62.3,62.3,50.3,62.3,62.3,,,2,,,7,0.2917,,0.045
Van Jefferson,TEN,WR,203,No,Yes,No,168,Yes,Yes,,0.8512,16,29,29,1,0.1726,29,1,350,82,32,268,1,0.1488,23,1,0.0345,9.2414,4,128.4,2.0833,12.069,4.4518,12.069,2.8276,1.1034,17,47.8853,47.8853,0.1429,41,70,55.5,70,70,73,58.5,70,70,70,55.5,70,70,6,6,2,,,,,1,
Andre Baccellia,ARZ,WR,38,No,Yes,No,33,No,Yes,,0.6667,5,2,2,1,0.0606,2,1,8,5,3,3,,0.3333,2,1,0.5,1.5,,83.3,0.2424,4,-1.945,4,2.5,1.5,,3.4398,3.4398,0.0526,0.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,2.8,1.8,2.8,2.8,,,1,,,2,1,,
Elic Ayomanor,TEN,WR,258,No,No,No,214,No,Yes,,0.8271,16,41,41,1,0.1916,41,1,515,124,42,399,4,0.1682,27,1,0.0244,9.7317,6,151.3,2.4065,12.561,4.6702,12.561,3.0244,1.0244,30,68.0912,68.0912,0.1589,75.5,116.5,96,116.5,116.5,119.5,99,116.5,116.5,116.5,96,116.5,116.5,12,12,5,2,2,2,0.0488,1,0.0047
Tanner Hudson,CIN,TE,61,No,No,Yes,57,Yes,Yes,0.0526,0.193,13,19,19,1,0.3333,19,1,168,83,35,99,2,0.386,13,,,5.2105,1,138.6,2.9474,8.8421,2.161,8.8421,4.3684,1.8421,8,31.0992,31.0992,0.3115,28.8,47.8,38.3,47.8,57.3,50.8,41.3,47.8,47.8,47.8,38.3,57.3,47.8,1,1,3,2,2,1,0.0526,1,0.3684
Curtis Samuel,BUF,WR,55,No,Yes,No,44,No,Yes,,0.6818,6,7,7,1,0.1591,7,1,81,26,4,55,1,0.3182,4,,,7.8571,1,154.5,1.8409,11.5714,3.874,11.5714,3.7143,0.5714,5,12.6909,12.6909,0.1273,14.1,21.1,17.6,21.1,21.1,21.1,17.6,21.1,21.1,21.1,17.6,21.1,21.1,1,1,1,,,,,,
Chase Brown,CIN,RB,273,No,No,Yes,227,Yes,Yes,0.8194,0.0352,17,69,69,1,0.304,69,1,437,445,127,-28,5,0.141,27,11,0.1594,-0.4058,,117.2,1.9251,6.3333,0.1079,6.3333,6.4493,1.8406,18,108.99,108.99,0.2527,73.7,142.7,108.2,177.2,142.7,145.7,111.2,142.7,142.7,142.7,108.2,142.7,142.7,7,7,8,2,2,24,0.3478,2,0.0044
Najee Harris,LAC,RB,13,No,No,Yes,9,No,Yes,0.8889,0.1111,3,3,3,1,0.3333,3,1,25,15,8,10,,,1,,,3.3333,,101.4,2.7778,8.3333,1.7919,8.3333,5,2.6667,1,4.157,4.157,0.2308,2.5,5.5,4,7,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,,,,,,1,0.3333,,
Daniel Bellinger,NYG,TE,136,No,No,No,102,No,Yes,0.1078,0.1373,16,19,19,1,0.1863,19,1,286,135,50,151,2,0.4804,11,1,0.0526,7.9474,2,153.8,2.8039,15.0526,7.805,15.0526,7.1053,2.6316,14,32.4566,32.4566,0.1397,40.6,59.6,50.1,59.6,69.1,62.6,53.1,59.6,59.6,59.6,50.1,69.1,59.6,1,1,4,,,1,0.0526,,0.2745
Drew Sample,CIN,TE,179,No,No,Yes,111,Yes,Yes,0.2342,0.027,17,15,15,1,0.1351,15,1,106,110,28,-4,1,0.0721,4,,,-0.2667,,118.3,0.955,7.0667,1.5778,7.0667,7.3333,1.8667,5,24.0121,24.0121,0.0838,16.6,31.6,24.1,31.6,39.1,34.6,27.1,31.6,31.6,31.6,24.1,39.1,31.6,1,1,1,,,,,,0.6667
Dylan Drummond,ATL,WR,37,No,Yes,No,32,No,Yes,,0.6875,9,7,7,1,0.2188,7,1,42,17,8,25,,0.3125,3,1,0.1429,3.5714,,91.7,1.3125,6,-0.2337,6,2.4286,1.1429,2,10.8198,10.8198,0.1892,4.2,11.2,7.7,11.2,11.2,11.2,7.7,11.2,11.2,11.2,7.7,11.2,11.2,1,1,1,,,,,,
Devontez Walker,BLT,WR,35,No,Yes,Yes,33,Yes,Yes,,0.9091,11,6,6,1,0.1818,6,1,136,22,1,130,3,0.0909,6,,,21.6667,3,158.3,4.1212,22.6667,12.9196,22.6667,3.6667,0.1667,5,16.7081,16.7081,0.1714,31.6,37.6,34.6,37.6,37.6,40.6,37.6,37.6,37.6,37.6,34.6,37.6,37.6,,,1,2,2,,,,
Austin Ekeler,WAS,RB,24,No,No,No,18,Yes,Yes,0.7778,,2,5,5,1,0.2778,5,1,38,50,13,-12,,0.2222,,,,-2.4,,98.3,2.1111,7.6,1.7984,7.6,10,2.6,2,8.4396,8.4396,0.2083,3.8,8.8,6.3,11.3,8.8,8.8,6.3,8.8,8.8,8.8,6.3,8.8,8.8,,,,,,2,0.4,,
Stefon Diggs,NE,WR,261,Yes,No,Yes,248,No,Yes,0.004,0.4516,17,85,85,1,0.3427,85,1,1013,366,133,654,4,0.5444,64,4,0.0471,7.6941,8,132,4.0847,11.9176,4.6268,11.9176,4.3059,1.5647,51,139.6605,139.6605,0.3257,125.3,210.3,167.8,210.3,210.3,213.3,170.8,210.3,210.3,210.3,167.8,210.3,210.3,11,11,9,1,1,14,0.1647,3,
Jaydon Blue,DAL,RB,17,No,No,No,9,No,Yes,0.8889,0.1111,5,1,1,1,0.1111,1,1,5,10,1,-5,,,,,,-5,,87.5,0.5556,5,-0.8711,5,10,1,,1.3667,1.3667,0.0588,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,,
Kyle Monangai,CHI,RB,127,Yes,Yes,Yes,88,No,Yes,0.8864,0.0682,17,18,18,1,0.2045,18,1,164,163,41,1,,0.0227,7,4,0.2222,0.0556,,104.6,1.8636,9.1111,2.3075,9.1111,9.0556,2.2778,7,27.9884,27.9884,0.1417,16.4,34.4,25.4,43.4,34.4,37.4,28.4,34.4,34.4,34.4,25.4,34.4,34.4,,,2,,,9,0.5,,0.0227
