id,name,pos,team,avoidedTackles,jukes,openFieldYards,powerSuccessRate,secondLevelYards,stuffedAttempts,success,winYards,yardsAfterContact,yardsBeforeContact,adjustedLineYards,adjustedLineYardsAvg,dvoa,dyar,epa,goalLineAttempts,goalLineTouchdowns,redZoneAttempts
00-0039890,Adonai Mitchell,WR,NYJ,0,0,10,0,10,1,2,6,6,0,0,0,-1.5519,-21.900999999999996,-8.789,0,0,2
00-0037609,,,,1,0,0,0,0,1,1,12,12,5,22.12854,3.6881,-0.7203,-15.94,-2.415,1,0,1
00-0026158,Joe Flacco,QB,CIN,0,0,21,1,0,4,2,3,3,23,0,0,-0.3518,-3.088,-8.216999999999999,0,0,2
00-0038544,Quentin Johnston,WR,LAC,0,0,0,0,0,1,1,8,8,-2,0,0,-0.2497,2.1690000000000005,-0.8140000000000001,0,0,0
00-0033923,Kareem Hunt,RB,FA,28,3,146,0.72,214,32,88,436,422,306,864.3158999999998,4.3216,0.0129,88.46299999999998,-2.1229999999999967,17,4,43
00-0039338,Brock Bowers,TE,LV,2,0,12,1,0,2,2,20,20,-7,0,0,-0.0207,10.245999999999999,-0.862,0,0,0
00-0037450,,,,1,0,10,0,10,0,1,6,6,5,0,0,-0.0815,5.529,-0.016000000000000014,0,0,1
00-0038563,Tre Tucker,WR,LV,0,0,22,0,21,1,6,11,11,33,0,0,0.5908,39.91900000000001,2.7399999999999993,1,0,3
00-0035993,Tyler Huntley,QB,BAL,0,0,74,0.8,25,4,12,51,51,84,0,0,0.1602,11.216999999999999,-0.7590000000000008,1,1,3
00-0033921,Chris Godwin Jr.,WR,TB,0,0,0,1,0,0,1,1,1,1,0,0,0.1903,5.938,1.536,0,0,0
00-0032918,,,,0,0,0,1,8,0,2,4,4,6,14.57376,7.2869,1.2375,15.328,1.458,1,1,1
00-0035216,,,,0,0,0,1,0,0,1,1,1,5,0,0,-0.1138,3.853,2.039,0,0,0
00-0038416,,,,0,0,0,0,0,6,0,0,0,-7,0,0,0,0,0,0,0,0
00-0038046,Charlie Kolar,TE,LAC,0,0,0,1,0,0,1,1,1,1,0,0,0.2754,6.32,1.719,0,0,0
00-0037120,,,,4,1,69,1,42,6,11,56,57,96,123.80787,3.869,0.0552,18.501,2.6880000000000006,1,0,6
00-0035021,,,,3,0,24,0,16,0,5,21,21,24,0,0,0.9951,37.232,3.0469999999999997,0,0,1
00-0035280,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.467,0,0,0
00-0033858,,,,0,0,0,0,0,2,0,6,6,-7,0,0,-1.0823,-7.122999999999999,-1.641,0,0,1
00-0035659,Terry McLaurin,WR,WAS,0,0,0,0,0,1,0,2,2,0,0,0,-2.4685,-24.904,-6.182,0,0,0
00-0032268,Marcus Mariota,QB,WAS,1,0,54,0.3333,32,4,9,19,19,73,0,0,-0.1412,-1.189999999999996,3.527,1,0,2
00-0038976,Marvin Mims Jr.,WR,DEN,2,1,31,0,6,5,3,32,33,9,0,0,-0.2346,8.177000000000001,-2.578,0,0,0
00-0036849,Tutu Atwell,WR,MIA,0,0,0,0,7,1,1,2,2,5,0,0,-0.3144,0.8039999999999994,-0.861,0,0,1
00-0035924,,,,1,0,0,0,13,0,3,17,17,5,29.353379999999998,5.8707,0.0317,2.133000000000001,0.20600000000000002,0,0,0
00-0035973,,,,8,0,53,0.5,77,5,18,102,102,81,185.74071,4.7626,0.1157,35.013,2.5470000000000006,3,0,12
00-0029892,,,,2,1,14,0,12,1,2,23,17,9,23.27628,4.6553,-0.8664,-13.971,-7.290000000000001,2,0,3
00-0038996,Tucker Kraft,TE,GB,0,0,0,1,0,0,3,2,2,4,0,0,0.9358,22.689,3.2640000000000002,0,0,0
00-0039757,,,,1,0,0,0,14,3,4,29,29,4,30.037230000000005,2.3106,-0.2281,-6.252000000000001,-3.985,0,0,2
00-0039376,,,,0,0,93,0.75,46,2,13,2,2,144,0,0,1.1205,13.713,12.652000000000001,0,0,0
00-0032385,,,,2,0,57,1,9,1,4,24,24,45,0,0,0.3061,34.415000000000006,2.702,0,0,4
00-0038979,Cedric Tillman,WR,CLE,0,0,0,0,0,1,0,0,0,-5,0,0,-1.3758,-10.194,-2.409,0,0,0
00-0037741,Jahan Dotson,WR,ATL,0,0,13,0,0,0,1,0,0,13,0,0,1.8156,10.45,0.752,0,0,0
00-0037594,,,,4,0,12,0.5,60,2,10,58,58,44,105.5808,4.7991,0.1223,17.478000000000005,-3.3770000000000007,1,0,4
00-0038997,Josh Downs,WR,IND,0,0,0,0,0,1,0,0,0,-1,0,0,-1.0922,-3.348,-0.872,0,0,0
00-0039868,Troy Franklin,WR,DEN,0,0,0,0,0,0,0,2,2,6,0,0,-0.4137,-0.29800000000000004,-0.252,0,0,0
00-0039391,Kimani Vidal,RB,LAC,6,0,35,1,63,7,12,107,107,48,149.11596000000003,3.4678,-0.2785,-31.542999999999996,-9.392000000000003,0,0,5
00-0039407,,,,0,0,0,0,0,1,0,0,0,0,1.0857,1.0857,-5.2553,-19.751,-4.668,0,0,0
00-0035567,,,,3,0,47,1,35,3,11,70,70,69,153.86765999999997,4.9635,-0.1734,-11.182000000000002,-6.615,0,0,2
00-0039364,,,,0,0,0,0,7,2,1,11,11,3,18.05364,3.0089,-0.9959,-23.822,-4.295,0,0,0
00-0038550,,,,0,0,0,1,0,3,1,5,5,-3,0,0,0.0769,0.908,-2.997,0,0,1
00-0038551,,,,15,2,77,0.3333,83,16,18,133,116,32,107.2728,2.7506,0.0795,25.623000000000005,-8.105,0,0,3
00-0035264,,,,0,0,0,0,8,3,2,0,0,5,0,0,0,0,-2.061,0,0,0
00-0039393,,,,2,0,0,0.6667,20,3,4,30,30,2,24.85971,1.9123,0.2399,18.418,-7.103,0,0,0
00-0034771,,,,2,1,50,0.7778,21,4,14,19,14,92,0,0,-0.0994,1.2090000000000003,5.005000000000001,0,0,4
00-0034791,Nick Chubb,RB,FA,14,2,69,0.4615,163,27,35,208,201,131,394.0527000000001,3.8633,-0.1462,-26.875999999999998,-22.128999999999994,6,3,18
00-0036900,Ja'Marr Chase,WR,CIN,0,0,25,0,7,0,3,7,7,25,0,0,1.1012,23.675000000000004,2.0220000000000002,0,0,0
00-0038583,,,,4,0,86,1,32,5,11,51,51,71,0,0,-0.1815,-3.919999999999999,5.269000000000001,0,0,2
00-0038124,Christian Watson,WR,GB,1,0,14,0,9,1,2,6,6,17,0,0,-0.169,6.129999999999999,-0.577,0,0,1
00-0033557,,,,0,0,0,0,0,0,0,0,0,1,0.87843,0.8784,-0.4099,-1.149,-2.933,0,0,0
00-0036322,Justin Jefferson,WR,MIN,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-0.219,0,0,0
00-0035704,,,,0,0,116,0.5,8,6,9,13,13,120,0,0,-0.5466,-8.77,11.03,1,0,2
00-0039746,Will Shipley,RB,PHI,3,0,0,0,29,5,6,74,74,8,88.30125000000002,2.9434,-0.4699,-42.614,-8.366,0,0,3
00-0038359,,,,1,0,24,0,6,0,4,18,18,18,0,0,0.8032,21.992,2.8280000000000003,0,0,0
00-0039825,,,,0,0,0,0,0,0,0,1,1,0,2.19537,2.1954,-1.1056,-5.682,-2.835,0,0,0
00-0035140,,,,2,0,38,0,24,0,5,18,18,44,0,0,1.4833,47.522,5.665,0,0,3
00-0029263,,,,1,0,82,0.8,52,15,19,17,17,138,0,0,-0.0584,5.101,-8.732000000000003,3,2,10
00-0039855,Jalen McMillan,WR,TB,1,0,28,1,15,0,4,16,16,27,0,0,1.4475,39.138,4.431,0,0,1
00-0036387,,,,0,0,0,0,0,2,0,3,3,-6,0,0,-1.336,-14.258000000000001,-2.342,0,0,1
00-0034488,,,,0,0,0,0,0,1,0,0,0,-2,-3.98889,-3.9889,-1.2918,-7.447,-3.091,0,0,0
00-0034162,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.383,0,0,0
00-0033893,,,,0,0,0,0,0,1,1,13,13,7,23.02107,2.8776,-0.6028,-15.011000000000001,-2.6620000000000004,0,0,0
00-0039916,Ricky Pearsall,WR,SF,0,0,39,0,0,0,1,1,1,44,0,0,0.7622,18.020999999999997,2.206,0,0,1
00-0039920,,,,0,0,18,0,8,0,1,2,2,24,0,0,-0.1651,2.433,-4.431,0,0,2
00-0031595,,,,2,0,0,0.5,0,3,3,7,7,1,23.475089999999998,3.3536,-0.1128,-1.364999999999998,-1.044,3,1,4
00-0026300,,,,0,0,0,0,0,2,1,0,0,1,0,0,0,0,-3.5629999999999997,0,0,1
00-0039880,Malik Washington,WR,MIA,4,1,18,0,16,1,3,7,18,7,0,0,0.3799,20.421000000000003,0.6970000000000001,0,0,1
00-0039614,,,,2,0,0,0,0,1,0,5,5,-6,0,0,-1.6861,-6.169,-0.88,0,0,0
00-0039611,,,,0,0,11,1,0,0,1,2,2,9,0,0,0.2257,-5.569,2.874,0,0,0
00-0037487,,,,0,0,0,0,9,1,1,5,5,2,0,0,-0.3258,0.6210000000000004,-0.14500000000000002,0,0,1
00-0038122,,,,0,0,11,1,16,2,4,-1,-1,37,0,0,-0.5781,-5.726,1.4970000000000003,0,0,1
00-0035100,,,,0,0,0,0,0,2,0,0,0,-2,0,0,0,0,-1.66,0,0,0
00-0035535,Darius Slayton,WR,NYG,0,0,11,0,6,0,2,5,5,12,0,0,3.4431,17.686,1.816,0,0,2
00-0038611,Chris Rodriguez Jr.,RB,JAX,11,0,59,0.8333,47,2,20,117,117,56,164.21705999999998,4.6919,0.3424,68.01999999999998,7.724000000000002,2,1,11
00-0039392,,,,0,0,0,0,0,1,0,0,0,-5,0,0,-2.0873,-10.363,-1.694,0,0,0
00-0033009,,,,0,0,0,1,0,0,1,4,4,-1,0,0,-0.0199,3.772,0.874,0,0,0
00-0037744,Trey McBride,TE,ARI,0,0,0,1,0,0,1,3,3,-1,0,0,0.1712,10.186,0.601,1,1,1
00-0036425,,,,1,0,22,1,13,1,4,19,19,30,45.59094,5.0657,0.1581,9.751999999999999,1.2810000000000001,0,0,1
00-0039747,,,,0,0,0,0,0,0,1,5,5,1,0,0,0.0176,4.074,0.597,0,0,0
00-0034613,,,,0,0,0,1,0,0,1,0,0,1,0,0,0.4562,8.044,1.758,0,0,0
00-0036972,Mac Jones,QB,SF,0,0,25,0.875,25,7,15,10,10,82,0,0,0.009,9.579999999999998,0.6990000000000011,2,1,2
00-0033280,Christian McCaffrey,RB,SF,9,0,84,1,72,8,20,106,106,96,186.24831000000003,3.725,0.1462,45.739,-5.207000000000001,1,0,7
00-0037012,Trey Lance,QB,LAC,2,0,11,0.5,17,2,4,17,17,24,0,0,-0.3142,-10.259,-2.116,1,0,3
00-0038102,,,,0,0,0,0.75,8,3,4,3,3,12,0,0,-0.3963,-9.91,3.3949999999999996,2,1,2
00-0036963,Amon-Ra St. Brown,WR,DET,0,0,10,0,10,1,1,2,2,4,0,0,-0.33,0.5589999999999993,-0.637,0,0,1
00-0037253,,,,0,0,0,0,0,0,1,2,2,3,0,0,0.0975,2.144,0.038,0,0,0
00-0036913,,,,2,1,0,0,0,1,0,-6,1,-5,0,0,-1.3428,-10.263,-1.606,0,0,0
00-0038543,,,,1,0,0,0,8,0,3,20,20,6,0,0,0.2069,14.469000000000001,0.027000000000000024,0,0,0
00-0035631,,,,0,0,0,0,0,1,0,0,0,-4,0,0,-2.3745,-9.085,-1.479,1,0,1
00-0034270,,,,0,0,0,0,0,1,0,0,0,0,0,0,-1.0545,-6.384,-3.276,0,0,0
00-0039344,,,,3,0,0,0,9,2,2,20,20,2,21.38829,2.3765,-0.1611,-2.6449999999999996,-2.7779999999999996,1,0,3
00-0038476,,,,0,0,17,0,12,2,2,5,5,27,0,0,-0.8841,-12.467,-2.7410000000000005,0,0,1
00-0036626,Dyami Brown,WR,WAS,0,0,14,0,8,0,3,9,9,17,0,0,1.6277,19.080000000000002,1.324,0,0,0
00-0037509,,,,7,0,98,0.6,36,8,20,117,117,66,162.46019999999996,4.1656,0.1815,46.748000000000005,-0.19700000000000017,2,0,5
00-0034753,Mark Andrews,TE,BAL,0,0,0,0.75,0,1,3,3,3,2,0,0,-0.1407,10.076000000000002,3.4460000000000006,0,0,1
00-0038579,,,,0,0,13,0.75,9,9,8,8,8,22,0,0,0.0711,14.607000000000001,-10.473999999999998,1,1,2
00-0037238,Drake London,WR,ATL,0,0,0,0,0,1,0,0,0,-3,0,0,-1.7582,-8.358,-2.37,0,0,0
00-0033307,Kendrick Bourne,WR,ARI,0,0,0,1,6,0,1,3,3,3,0,0,1.0964,9.028,0.699,0,0,0
00-0037231,,,,0,0,0,0,9,0,1,2,2,7,0,0,0.9312,5.835,0.841,0,0,0
00-0036980,,,,0,0,0,0,0,0,0,0,0,1,0,0,-0.7305,-1.632,-0.436,0,0,0
00-0036450,,,,0,0,0,0,0,0,0,2,2,2,6.19131,3.0957,-1.2067,-7.188,-0.633,0,0,0
00-0036297,,,,0,0,0,0,0,2,0,4,4,-1,-1.6623899999999998,-0.5541,-0.3595,-2.651,-1.295,0,0,0
00-0031800,,,,0,0,12,0,8,0,1,0,0,20,0,0,0,0,0.44899999999999995,0,0,0
00-0032950,,,,0,0,0,0,0,2,0,1,1,-1,0,0,0,0,-3.543,0,0,2
00-0036329,,,,1,0,21,0,0,0,1,26,26,-5,10.30287,10.3029,1.636,8.848,3.934,0,0,0
00-0034272,,,,0,0,0,0,0,0,0,0,0,4,0,0,-0.7209,-2.042,-0.27,0,0,0
00-0039796,,,,3,1,0,1,21,2,4,35,29,2,37.720319999999994,3.772,-0.1201,-1.3759999999999994,-1.155,0,0,3
00-0036912,DeVonta Smith,WR,PHI,0,0,0,0,0,0,0,1,1,0,0,0,-0.9178,-2.934,-0.474,0,0,1
00-0037077,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.707,0,0,0
00-0039299,George Holani,RB,SEA,0,0,0,0,8,1,1,4,4,6,7.34892,2.4496,0.6592,10.215,-0.7719999999999999,0,0,0
00-0039573,,,,0,0,0,0,7,1,1,7,7,3,12.998790000000001,3.2497,-0.0677,0.41799999999999926,-0.18000000000000005,0,0,0
00-0039917,Michael Penix Jr.,QB,ATL,0,0,0,0,0,3,1,0,0,11,0,0,-0.9173,-7.642,0.5859999999999999,2,0,2
00-0033589,,,,0,0,0,0,0,1,0,0,0,0,0,0,-1.0709,-8.343,-1.347,1,0,1
00-0036924,,,,3,0,25,0.5,42,6,14,80,80,51,149.40359999999998,4.2687,-0.0801,0.9790000000000028,-2.083,3,0,7
00-0037429,,,,2,0,43,1,14,4,5,44,44,36,51.651120000000006,3.4434,0.2246,16.377,-0.6629999999999991,0,0,1
00-0036670,,,,2,1,0,0.5,8,1,3,20,17,5,34.97787,5.8296,-0.2119,-4.199,-0.7869999999999999,1,0,3
00-0034974,,,,0,0,0,1,0,0,1,2,2,0,3.27261,3.2726,0.5176,4.61,2.153,0,0,0
00-0039692,,,,0,0,0,1,0,0,1,1,1,1,3.50244,3.5024,0.3345,3.258,1.927,0,0,0
00-0038454,,,,2,0,0,0,14,4,3,27,27,3,38.59875,2.5733,-0.308,-13.667,-4.184,0,0,0
00-0038559,Michael Wilson,WR,ARI,1,1,0,0,7,0,0,11,4,3,0,0,-5.9074,-1.652,-0.814,0,0,0
00-0036187,,,,0,0,0,1,0,1,2,2,2,5,10.90071,3.6336,-0.4152,-5.487,-0.42500000000000004,1,0,1
00-0037809,Chig Okonkwo,TE,WAS,0,0,17,0,0,0,1,2,2,15,0,0,1.163,9.264,1.082,0,0,0
00-0036360,,,,5,0,12,0,16,1,4,36,36,10,45.093209999999985,3.4687,-0.0059,4.413,-1.959,0,0,0
00-0039244,,,,0,0,0,0,0,0,0,10,10,2,17.71524,3.543,-1.0321,-17.343999999999998,-2.966,0,0,0
00-0037827,,,,0,0,0,0,0,0,1,8,8,-1,6.8103,2.2701,-1.2089,-12.758,-1.851,0,0,0
00-0038400,Tanner McKee,QB,PHI,0,0,0,1,0,4,1,1,1,-2,0,0,0.2072,2.602,-3.003,0,0,0
00-0035208,Olamide Zaccheaus,WR,ATL,0,0,0,0,8,0,1,4,4,4,0,0,1.5573,8.924,-0.6250000000000001,0,0,0
00-0033949,,,,0,0,0,1,21,3,4,6,6,18,0,0,-0.7507,-14.976,-2.795,1,1,3
00-0039617,,,,0,0,17,0,0,1,1,12,12,12,20.54652,4.1093,0.1168,3.5940000000000003,-0.738,0,0,0
00-0038108,,,,0,0,0,0,0,1,0,0,0,2,0,0,0,0,-0.29,0,0,0
00-0039398,Joe Milton III,QB,DAL,1,0,0,0.6667,9,5,4,10,10,6,0,0,0.0222,5.523,-3.9619999999999997,2,1,3
00-0039901,Kevin Coleman Jr.,WR,MIA,0,0,0,0,9,0,1,1,1,8,0,0,0.5685,5.708,0.782,0,0,0
00-0038123,,,,0,0,10,0,10,0,1,0,0,10,0,0,0.6885,4.856,3.068,0,0,0
00-0036370,,,,0,0,0,0,0,0,0,2,2,0,2.43225,2.4322,-0.641,-1.035,-0.387,0,0,0
00-0036898,,,,0,0,0,1,9,1,2,0,0,11,0,0,0.0684,1.617,-1.1389999999999998,0,0,3
00-0039365,,,,0,0,0,0,7,0,1,2,2,5,0,0,0.288,4.03,0.381,0,0,0
00-0035860,,,,2,1,46,0,0,0,1,99,53,2,22.79406,5.6985,0.9874,17.648,2.864,0,0,0
00-0036637,Noah Gray,TE,KC,0,0,0,0,0,1,0,0,0,-4,0,0,-2.8056,-7.231,-1.484,0,0,0
00-0037324,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-0.555,0,0,0
00-0031345,,,,0,0,0,0,0,1,0,1,1,4,0,0,-0.8051,-5.74,-1.988,0,0,0
00-0039751,Jordan Whittington,WR,LAR,0,0,0,1,7,0,2,5,5,7,0,0,0.7466,18.186,3.072,0,0,0
00-0039703,,,,0,0,0,0,0,0,0,2,2,1,3.30927,3.3093,-0.2562,-0.588,-0.321,0,0,0
00-0038496,,,,2,0,0,0,0,0,1,5,5,0,0,0,0.5265,7.045,0.405,0,0,0
