id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
00-0036252,Michael Pittman Jr.,WR,PIT,76,14,28,5,2,12,0,316,81,4,52,-0.1543,-23.916000000000018,2.1850000000000005,7,3,13,3,0,643,25,591,4,16,0,122,1,0,9,2,0,0,0,215,353,1,1,37,342,630,251,492,113,177,9,50,185,301,5,19,15,240,455
00-0039890,Adonai Mitchell,WR,NYJ,28,0,5,4,2,4,0,121,42,1,20,-0.3954,-112.38999999999997,-4.950000000000007,10,0,7,0,0,306,33,469,3,16,0,88,0,0,5,0,0,0,0,98,212,0,0,19,150,251,105,274,47,61,9,19,81,38,2,11,0,99,100
00-0038977,,,,56,2,8,5,3,9,1,262,54,1,41,0.0278,96.54499999999999,21.897999999999982,8,3,9,2,0,576,54,440,6,17,1,188,9,6,7,1,0,0,0,192,398,0,0,36,297,488,203,444,101,173,13,21,185,204,3,18,19,214,269
00-0036556,,,,2,0,0,0,0,0,0,0,1,0,1,-0.448,-8.036,1.452,0,0,0,0,0,4,0,-3,0,0,0,0,0,0,0,0,0,7,0,7,4,10,3,2,3,0,11,7,2,4,0,0,10,0,1,1,0,15,3
00-0033897,,,,42,0,1,0,3,4,0,113,8,7,23,-0.051,24.86500000000001,3.0239999999999996,1,0,7,1,0,-32,15,5,0,0,0,0,239,283,5,0,0,0,0,126,99,1,0,29,8,9,140,152,16,17,1,6,114,157,11,10,0,138,210
00-0031588,Stefon Diggs,WR,FA,49,0,4,1,1,5,0,144,42,3,34,0.0319,78.48999999999995,18.081999999999997,3,2,5,3,0,329,13,227,3,8,0,103,7,0,7,1,0,0,0,111,230,0,0,33,111,285,104,176,140,211,10,10,137,306,4,16,14,146,266
00-0037664,Alec Pierce,WR,IND,44,7,12,4,3,13,3,537,50,0,36,0.3216,234.97800000000012,40.300000000000004,8,4,6,4,0,834,59,660,12,33,3,517,0,0,3,2,0,0,0,193,340,0,0,21,356,805,235,434,75,19,12,29,183,390,2,11,0,236,484
00-0034383,Dalton Schultz,TE,HOU,61,6,13,0,5,5,1,129,47,8,37,-0.1767,-57.004,3.332999999999998,3,1,8,1,0,394,38,290,1,7,0,28,27,20,11,1,0,57,117,251,187,264,236,34,68,39,254,225,124,120,10,25,263,307,4,22,0,288,345
00-0036554,Nico Collins,WR,HOU,74,8,14,8,3,14,2,495,63,7,54,0.1427,207.46700000000004,42.834,11,5,13,5,0,687,17,396,7,18,1,308,2,-2,11,0,0,0,0,136,480,0,0,37,251,834,144,546,83,174,16,25,176,458,9,16,2,200,526
00-0036876,,,,17,1,5,1,1,3,0,89,18,0,11,-0.3138,-48.027,-8.416,0,0,6,0,0,147,31,205,0,6,0,0,3,0,4,0,0,53,17,107,55,51,63,10,24,33,133,117,108,69,4,10,99,47,3,7,18,132,127
00-0033854,,,,21,0,0,0,1,2,0,59,5,2,13,0.0135,21.045,5.611999999999997,3,1,6,1,0,30,3,18,0,1,0,0,203,163,2,1,13,0,0,115,53,1,0,15,13,0,104,79,21,35,1,3,119,103,6,14,3,122,132
00-0038618,Xavier Hutchinson,WR,HOU,13,2,5,1,0,0,0,0,15,2,10,-0.4293,-58.85499999999999,-7.808999999999999,3,0,2,0,0,83,0,181,0,3,0,0,2,0,6,1,0,0,0,131,77,0,0,4,161,45,140,84,90,72,5,10,104,21,1,8,12,121,40
00-0035021,,,,3,0,1,0,0,1,1,54,6,1,2,-0.1755,-3.2229999999999963,-6.191000000000001,1,0,1,0,0,64,0,90,0,2,0,0,4,0,0,0,0,0,0,22,0,2,0,2,26,0,32,0,29,67,2,3,28,67,1,1,0,39,67
00-0033217,,,,13,1,3,1,1,2,0,44,14,0,11,-0.0865,-2.0619999999999994,7.881000000000001,4,1,6,1,0,105,7,106,0,2,0,0,0,0,4,0,0,92,96,86,61,79,11,8,2,0,122,37,34,40,2,6,74,98,1,11,12,121,86
00-0039040,De'Von Achane,RB,MIA,79,5,9,0,1,3,0,81,13,12,48,0.2088,172.7800000000001,23.863,2,0,14,6,0,-74,-1,39,1,2,0,20,271,337,11,0,0,0,0,155,164,1,0,43,45,79,172,271,85,153,2,9,216,287,21,14,11,247,405
00-0033040,,,,87,5,19,5,2,13,1,372,88,7,63,-0.0092,111.43700000000001,28.032999999999998,14,5,19,5,0,747,-6,622,5,18,1,179,7,24,11,1,15,0,0,199,398,1,0,60,342,713,236,597,165,222,9,31,264,342,8,14,5,315,546
00-0034419,,,,1,0,2,0,0,0,0,0,3,0,0,-1.0851,-31.606,-9.013,1,0,1,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,0,33,0,37,0,0,4,38,0,0,0,0,40,0
00-0033881,Evan Engram,TE,DEN,50,3,7,1,1,2,0,48,40,2,24,-0.181,-44.614999999999995,-0.04100000000000126,1,1,4,1,0,233,3,127,1,2,0,24,2,0,14,0,0,14,28,101,144,79,111,24,47,60,129,178,93,166,3,12,96,187,9,10,0,134,221
00-0033858,,,,93,8,13,5,4,4,1,132,65,10,72,0.1462,159.59100000000007,59.707000000000015,7,4,18,7,0,383,3,159,1,5,1,57,18,17,12,0,0,48,120,168,298,84,160,51,106,213,208,282,198,374,13,19,234,518,16,12,84,286,586
00-0036196,,,,25,2,7,0,0,6,1,126,33,3,17,-0.2942,-55.284000000000006,-4.125,10,2,10,1,0,282,0,283,3,10,1,65,0,0,6,1,0,0,0,94,59,1,0,12,191,204,126,123,47,42,4,19,97,118,1,15,5,144,187
00-0039893,Brian Thomas Jr.,WR,JAX,96,6,15,6,5,18,2,688,102,8,70,0.1516,281.3109999999998,52.13,14,7,16,8,0,807,47,735,11,28,2,472,4,6,10,1,0,0,0,217,545,0,0,55,357,832,279,851,135,444,18,37,193,351,12,23,80,278,737
00-0036973,Trevor Etienne,RB,CAR,44,0,2,0,2,2,0,47,6,10,20,-0.1456,-2.0000000000000036,-4.944000000000001,2,0,6,0,0,1,14,3,0,1,0,0,277,254,7,1,0,0,0,128,98,0,0,30,15,0,163,183,1,0,3,5,116,71,7,13,0,164,156
00-0034775,Christian Kirk,WR,SF,32,1,9,2,1,7,0,218,35,1,23,-0.0487,29.329999999999988,8.420000000000002,4,0,5,1,0,381,21,263,5,12,0,172,1,0,4,1,7,0,0,85,144,0,0,20,38,81,110,165,172,286,6,15,87,196,2,13,-1,125,216
00-0036613,Jaylen Waddle,WR,DEN,62,3,7,2,3,12,1,323,60,3,47,0.0706,128.25699999999998,38.04800000000001,3,1,11,1,0,561,44,266,4,8,0,151,2,0,9,0,0,0,0,173,225,0,0,37,322,565,193,237,130,202,10,22,245,530,5,16,0,281,542
00-0034798,,,,13,1,6,0,2,0,0,0,10,0,5,-0.6551,-69.69200000000001,-3.635,2,0,3,0,0,50,5,44,0,1,0,0,19,11,0,0,0,24,0,64,14,42,11,7,16,0,65,22,41,31,3,7,69,31,0,8,0,78,39
00-0038606,Parker Washington,WR,JAX,35,3,8,2,3,6,1,149,44,7,26,-0.0377,34.358,13.333000000000002,4,1,7,2,0,295,13,306,1,8,0,23,4,1,6,0,0,0,0,161,119,0,0,22,224,290,208,201,136,99,5,15,144,160,3,12,29,203,271
00-0038720,,,,15,1,2,0,2,0,0,0,9,3,11,-0.3796,-36.873,4.253,2,0,5,0,0,78,17,42,0,0,0,0,19,5,1,1,0,70,14,84,29,69,75,8,14,0,92,55,32,6,3,6,105,45,1,6,0,119,71
00-0031687,,,,19,2,3,0,0,1,0,25,2,1,12,0.1736,40.123999999999995,11.993000000000002,0,0,2,0,0,15,0,-1,0,0,0,0,113,122,2,1,0,0,0,67,74,0,0,11,14,21,78,53,28,18,2,3,72,108,5,4,0,87,87
00-0035125,,,,11,0,0,0,0,1,0,25,6,0,6,0.106,16.264000000000003,3.275,0,0,1,0,0,20,0,-5,0,0,0,0,68,80,2,1,0,2,0,44,48,14,0,6,9,0,54,25,24,16,1,1,59,71,2,3,0,72,48
00-0034981,,,,32,2,4,3,0,7,1,200,23,1,27,0.2378,93.359,19.918000000000003,8,5,9,4,0,255,0,142,3,6,1,103,6,0,11,3,0,134,186,164,205,107,115,17,26,11,195,292,73,101,3,10,133,98,2,15,23,179,208
00-0033906,Alvin Kamara,RB,NO,76,1,3,2,6,7,2,222,13,5,31,-0.1216,7.796000000000017,-6.145000000000003,1,1,6,0,0,40,36,39,2,4,1,48,277,373,16,3,28,0,0,166,292,3,0,47,15,53,180,274,45,117,4,8,143,232,13,14,9,171,223
00-0037545,Rashid Shaheed,WR,SEA,21,1,5,2,0,5,3,218,31,0,17,-0.0445,24.98699999999998,-5.935999999999999,3,1,4,0,0,280,0,441,3,16,3,172,6,0,3,1,0,0,0,84,86,0,0,12,119,246,85,181,39,103,2,21,69,168,3,9,0,79,263
00-0035216,,,,35,6,21,0,1,5,1,138,53,3,25,-0.322,-103.62099999999998,-17.982999999999997,13,3,12,2,0,290,3,441,3,13,1,83,2,0,2,1,5,0,0,125,283,0,0,18,183,261,148,237,48,114,7,37,77,123,2,7,10,107,87
00-0037239,Chris Olave,WR,NO,34,5,6,3,0,4,0,116,33,0,27,0.0873,73.85499999999996,1.4869999999999979,5,2,6,1,0,305,0,150,3,7,0,88,2,12,7,3,-6,0,0,86,184,0,0,12,126,276,92,204,53,112,4,15,78,173,4,8,29,92,222
00-0036040,Juwan Johnson,TE,NO,53,2,7,5,0,8,0,196,49,7,36,0.0016,30.994,18.761999999999997,2,2,6,3,0,398,0,139,3,6,0,75,2,0,15,0,0,92,200,190,254,78,72,20,65,77,219,308,177,199,12,15,181,229,3,14,11,224,294
00-0033357,,,,25,1,4,0,1,2,0,55,19,3,12,-0.2507,-34.959999999999994,1.2130000000000003,1,0,2,0,0,75,3,33,0,1,0,0,17,6,5,0,0,5,11,50,107,16,74,16,24,60,63,126,46,36,1,7,44,61,2,1,0,58,80
00-0039062,,,,19,3,7,1,1,2,0,64,29,2,12,-0.5998,-155.00700000000003,-13.365999999999998,2,0,1,0,0,122,4,340,1,5,0,29,6,6,7,2,29,0,0,129,39,1,0,11,150,87,140,30,103,74,3,19,104,94,2,14,14,129,99
00-0030035,,,,51,5,9,3,2,9,3,264,47,2,39,0.254,181.18800000000007,40.42699999999999,8,5,8,2,0,517,34,175,6,12,3,176,0,0,16,0,0,0,0,141,315,0,0,21,66,110,166,347,208,505,9,13,94,216,3,14,52,133,300
00-0039356,Ja'Tavion Sanders,TE,CAR,36,3,4,1,3,6,0,173,23,1,21,-0.0852,-3.428999999999993,11.650000000000002,2,2,6,1,0,167,10,106,3,5,0,85,7,0,5,2,0,52,102,169,139,53,42,17,46,56,172,161,152,142,4,10,123,178,7,13,3,139,203
00-0039623,,,,15,0,2,0,1,0,0,0,19,1,8,-0.5598,-81.031,-10.482,0,0,1,0,0,102,30,224,0,6,0,0,4,0,7,2,0,0,0,102,17,0,0,6,164,79,108,35,57,20,1,10,104,64,1,11,0,121,82
00-0035243,,,,24,1,2,0,0,2,1,60,5,6,10,-0.4979,-58.28099999999999,-17.533000000000005,0,0,4,0,0,-2,0,43,2,2,1,60,109,118,5,0,0,0,0,78,112,0,0,10,20,29,88,120,15,1,1,5,51,28,8,5,0,66,36
00-0039342,Xavier Legette,WR,CAR,58,9,20,1,5,7,0,193,60,6,34,-0.192,-42.66899999999998,5.464999999999991,10,4,12,4,0,543,73,487,5,19,0,137,8,0,19,1,0,0,0,221,303,0,0,22,273,318,238,323,114,179,10,31,141,167,1,15,7,173,194
00-0033948,,,,9,1,1,0,0,0,0,0,0,0,4,0.0089,8.596,0.6750000000000003,0,0,1,0,0,4,0,-18,0,0,0,0,92,57,2,0,0,0,0,41,16,1,0,4,3,0,55,29,6,0,0,1,46,28,2,1,0,61,41
00-0031299,,,,0,0,0,0,0,0,0,0,0,0,0,-1.1386,-7.073,-0.582,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,9,0,3,0,0,2,0,9,0,6,0,0,1,2,0,0,1,0,3,0
00-0033589,,,,36,9,19,1,3,2,0,42,44,3,29,-0.1354,-3.822,8.292,6,2,11,3,0,346,47,285,1,6,0,21,2,0,9,1,0,0,0,173,205,0,0,11,229,223,180,195,78,128,7,27,108,103,2,20,53,135,146
00-0039386,,,,11,1,1,1,2,1,0,36,13,2,8,0.0537,20.928999999999995,3.3580000000000005,1,1,1,1,0,126,28,44,1,3,0,36,0,0,1,0,0,0,0,40,69,0,0,7,52,44,50,21,29,74,3,4,24,41,0,7,56,41,49
00-0035250,Devin Singletary,RB,NYG,22,1,1,0,1,1,0,23,1,4,11,-0.2104,-9.059000000000001,-11.239999999999998,0,0,0,0,0,-57,2,-11,0,0,0,0,184,111,3,1,0,0,0,98,42,5,0,5,16,0,122,33,12,8,0,2,86,86,14,8,0,118,77
00-0039847,Theo Johnson,TE,NYG,33,2,6,2,3,4,1,105,25,3,23,-0.0643,2.263,4.544999999999999,1,0,1,0,0,222,20,66,2,3,1,60,10,0,10,0,0,66,74,187,111,101,88,14,29,0,221,132,183,169,3,10,153,184,5,15,15,202,220
00-0032918,,,,6,0,0,0,1,0,0,0,2,0,2,-0.8762,-20.847,-4.691,0,0,0,0,0,1,-5,0,0,0,0,0,91,27,2,0,0,2,8,58,9,12,0,0,2,0,55,11,1,0,0,0,46,24,4,7,0,50,26
00-0038115,,,,14,1,1,2,0,0,0,0,7,1,10,-0.0435,3.1969999999999974,5.349,0,0,1,0,0,72,0,15,0,0,0,0,8,11,3,0,0,19,11,93,91,60,68,6,19,9,103,96,80,26,2,5,75,29,1,8,0,93,34
00-0033293,Aaron Jones Sr.,RB,MIN,54,2,5,2,3,4,0,91,11,6,34,-0.0091,46.083,3.2979999999999996,1,0,19,2,0,8,29,46,2,3,0,49,324,270,10,0,0,0,0,158,157,20,31,28,14,65,172,151,8,42,2,9,181,254,12,13,3,208,251
00-0035249,,,,23,0,2,0,0,5,0,122,14,0,18,0.4053,88.535,16.961,4,3,3,3,0,136,0,82,2,4,0,50,0,0,5,0,0,131,207,106,126,66,32,10,9,0,114,125,11,19,5,3,96,131,4,7,2,111,132
00-0038117,Wan'Dale Robinson,WR,TEN,100,11,24,2,5,4,0,103,81,14,59,-0.2991,-185.13699999999994,-24.236000000000004,5,1,18,3,0,379,22,293,1,4,0,25,15,32,25,1,0,0,0,265,326,0,0,57,111,165,303,483,419,502,5,39,221,203,9,20,13,279,373
00-0039337,Malik Nabers,WR,NYG,126,15,35,10,10,16,4,470,136,13,81,-0.116,13.81099999999999,45.58999999999999,13,5,15,3,0,913,17,705,7,28,2,216,7,24,25,1,0,0,0,260,626,0,0,56,388,942,303,741,130,238,13,64,204,414,12,17,49,264,578
00-0037276,,,,6,0,0,0,0,0,0,0,1,0,4,0.3877,15.455000000000002,2.102,0,0,1,0,0,-11,0,0,0,0,0,0,67,42,2,1,0,0,0,33,8,6,0,1,1,0,37,19,1,0,0,0,36,23,3,1,0,41,34
00-0036322,Justin Jefferson,WR,MIN,114,12,28,4,6,28,4,852,104,6,89,0.155,334.32500000000005,65.46000000000004,18,7,26,6,0,1129,57,547,14,22,4,513,12,31,24,1,0,0,0,258,734,0,0,53,421,1092,281,819,151,410,17,47,282,659,11,20,55,325,799
00-0038994,Jordan Addison,WR,MIN,67,9,17,3,1,13,3,471,64,5,50,0.0705,151.16899999999998,36.201999999999984,13,6,18,6,0,703,10,581,11,27,3,430,9,10,27,0,0,0,0,217,348,2,9,26,321,588,235,611,152,268,9,28,231,249,6,18,15,267,527
00-0035535,Darius Slayton,WR,NYG,45,8,20,3,2,9,2,274,57,5,37,0.0111,75.22799999999998,15.462999999999996,7,1,5,0,0,580,57,348,5,13,1,162,3,0,10,0,0,0,0,257,318,0,0,17,396,559,287,382,104,14,10,30,198,184,2,18,7,246,255
00-0033246,,,,21,2,2,0,1,1,0,20,8,2,13,-0.0714,0.21299999999999875,4.871,3,2,5,2,0,67,5,48,0,1,0,0,6,18,9,1,0,51,32,94,86,85,55,10,22,15,100,43,39,22,0,5,98,97,3,4,2,108,56
00-0037291,Jalen Nailor,WR,LV,33,2,4,1,4,8,2,211,26,1,26,0.3826,165.315,23.296000000000003,9,5,7,4,0,389,72,104,5,7,2,136,2,0,7,1,0,0,0,152,145,3,10,13,188,94,170,210,176,310,7,12,185,204,3,13,0,216,269
00-0039384,Tyrone Tracy Jr.,RB,NYG,44,0,3,1,4,0,0,0,8,8,22,-0.2085,-21.384999999999994,-4.9239999999999995,1,1,5,1,0,-3,-3,21,0,0,0,0,290,248,9,0,0,0,0,179,72,7,0,22,39,10,196,107,19,26,2,6,145,175,13,14,2,176,212
00-0038938,,,,11,3,6,0,2,0,0,0,17,0,6,-0.6054,-71.284,-6.586,0,0,0,0,0,114,49,249,0,8,0,0,0,0,4,0,0,0,0,79,37,0,0,1,182,61,98,37,21,1,3,11,99,25,0,6,0,124,25
00-0038396,,,,11,0,1,0,0,0,0,0,1,3,7,0.1928,19.902999999999988,3.802000000000001,0,0,2,0,0,-22,0,0,0,0,0,0,52,71,0,0,0,0,0,33,26,4,4,6,7,4,37,34,2,3,0,2,27,48,3,1,0,32,56
00-0034159,,,,56,4,10,0,3,5,1,115,24,7,34,0.0476,47.82600000000001,15.464,2,1,8,1,0,241,32,54,1,2,1,29,9,19,10,0,0,55,113,146,164,97,208,26,48,28,161,208,83,113,7,14,115,271,7,16,2,146,317
00-0034960,Jakobi Meyers,WR,JAX,92,14,27,4,2,16,1,398,101,7,70,-0.0265,100.91000000000001,31.35100000000001,10,3,15,3,0,780,20,501,9,18,1,244,9,-1,26,4,0,0,0,301,629,2,0,37,367,728,283,628,188,300,16,42,251,366,6,28,33,261,398
00-0034830,,,,9,0,0,0,1,1,0,27,10,0,5,-0.3593,-23.75699999999999,-4.840999999999999,2,0,3,0,0,52,-1,10,0,0,0,0,2,0,1,1,0,5,0,38,27,21,16,7,17,0,42,46,46,57,2,2,39,27,1,9,0,52,46
00-0038544,Quentin Johnston,WR,LAC,65,8,22,1,4,12,4,369,67,13,46,0.0525,123.93399999999998,34.906,10,5,12,4,0,512,20,474,6,20,3,219,1,2,5,0,0,0,0,181,240,0,0,36,332,684,215,389,41,38,7,34,145,285,8,14,50,193,484
00-0031381,Davante Adams,WR,LAR,92,10,23,3,5,16,2,510,101,11,68,-0.1358,-10.615000000000025,19.675000000000008,17,6,26,6,0,650,35,517,8,21,2,277,3,5,16,2,0,0,0,225,579,1,0,49,264,610,234,584,237,448,16,49,245,453,6,24,26,278,484
00-0038040,,,,6,0,1,0,0,0,0,0,1,4,2,-0.304,-6.68,-2.251000000000001,0,0,0,0,0,-20,0,-5,0,0,0,0,66,30,2,0,0,0,0,29,14,0,0,2,6,0,41,14,0,0,0,1,30,16,3,1,0,43,16
00-0038563,Tre Tucker,WR,LV,50,5,17,2,1,6,1,211,49,3,33,-0.2208,-58.879000000000026,12.271999999999998,3,2,5,2,0,336,2,681,4,19,1,163,10,7,11,4,1,0,0,329,303,0,0,18,462,376,328,296,145,156,8,32,258,213,10,27,29,284,235
00-0039915,Ladd McConkey,WR,LAC,89,10,17,2,2,15,2,473,82,15,66,0.2166,285.5800000000001,64.65400000000001,10,6,9,5,0,830,10,284,5,9,2,175,2,0,12,1,0,0,0,219,588,3,3,50,128,385,257,825,316,767,17,26,172,305,6,19,25,229,567
00-0039338,Brock Bowers,TE,LV,122,8,25,4,6,15,4,413,93,6,87,0.0526,123.23700000000001,27.110000000000007,6,1,16,1,0,712,54,211,5,12,3,168,16,30,18,3,8,67,217,319,693,88,120,61,107,223,311,602,326,604,18,38,259,473,16,31,111,282,493
00-0034972,,,,39,3,3,0,2,3,1,84,4,10,20,0.0279,45.83399999999999,-6.277000000000002,0,0,2,0,0,-23,-7,19,0,0,0,0,233,288,6,3,0,0,0,134,150,0,0,20,15,0,132,146,6,6,1,8,107,148,12,12,0,117,144
00-0039066,Michael Mayer,TE,LV,24,1,4,0,1,1,0,29,18,2,14,-0.2746,-43.54500000000001,-0.015000000000000457,0,0,6,0,0,126,1,71,1,3,0,29,9,0,11,2,0,72,18,114,19,84,59,9,13,7,114,66,77,72,4,5,128,90,3,11,0,139,137
00-0036158,J.K. Dobbins,RB,DEN,33,1,3,0,1,0,0,0,2,4,9,-0.5089,-77.10299999999997,-13.866999999999999,0,0,5,0,0,-48,3,4,0,1,0,0,247,130,7,0,0,0,0,120,39,7,3,16,7,0,148,46,16,10,0,2,114,82,13,15,15,157,104
00-0036988,Joshua Palmer,WR,BUF,42,2,10,1,2,10,1,298,54,0,34,0,64.26699999999997,25.214999999999996,6,1,7,0,0,513,22,478,8,17,1,250,0,0,4,0,0,0,0,183,266,0,0,27,248,410,187,360,114,165,12,19,157,204,3,18,11,179,309
00-0036527,,,,17,6,8,1,1,2,0,55,14,2,10,-0.2926,-36.780000000000015,-11.291000000000004,1,1,4,1,0,114,7,141,1,6,0,30,9,25,3,1,0,0,0,133,89,1,0,7,61,63,134,63,160,70,3,12,87,78,2,9,17,97,69
00-0038614,,,,5,0,0,0,1,0,0,0,3,1,3,0.2019,9.740000000000002,1.073,0,0,0,0,0,7,2,0,0,0,0,0,53,26,1,0,0,5,0,47,17,38,2,4,0,0,65,26,3,0,0,0,29,2,0,5,0,52,11
00-0034184,,,,3,0,0,0,0,0,0,0,0,0,0,-1.145,-26.182,-3.102,0,0,0,0,0,-5,0,-10,0,0,0,0,72,3,1,0,0,0,0,40,3,4,0,2,1,0,52,3,4,3,0,1,26,3,1,3,0,41,3
00-0032211,,,,55,7,14,2,1,7,1,199,56,1,40,0.0092,79.12299999999998,12.304999999999998,8,1,10,1,0,555,9,228,5,11,1,150,2,-2,9,1,0,0,0,190,259,0,0,28,372,412,268,378,152,190,6,28,246,200,1,11,22,335,341
00-0036997,Javonte Williams,RB,DAL,57,2,3,1,3,3,0,85,5,7,25,-0.1773,-14.410999999999996,-5.532000000000002,0,0,4,0,0,-56,-9,27,0,0,0,0,338,308,11,0,0,0,0,169,76,6,19,25,8,6,183,165,6,13,4,5,155,177,23,20,4,189,270
00-0035644,Noah Fant,TE,NO,50,3,5,1,2,3,0,81,37,6,36,0.0703,57.95500000000001,6.512999999999997,4,1,5,1,0,233,10,106,0,1,0,0,14,35,8,1,0,43,67,145,153,82,129,23,54,49,210,271,197,220,6,14,169,221,12,10,8,244,347
00-0035640,DK Metcalf,WR,PIT,78,5,26,5,3,20,5,582,80,4,53,-0.023,84.12199999999999,24.11500000000001,10,3,9,1,0,867,30,614,16,34,5,489,0,0,16,1,0,0,0,202,438,0,0,28,468,846,278,642,61,146,20,39,241,350,5,9,0,326,554
00-0038794,,,,24,0,0,0,0,0,0,0,3,5,8,-0.3805,-32.796000000000014,-11.264000000000001,0,0,3,2,0,-91,0,-18,0,0,0,0,103,80,2,0,0,0,0,57,30,0,0,12,22,-5,60,46,4,1,0,0,64,30,11,5,0,72,46
00-0039424,Devaughn Vele,WR,NO,42,5,9,2,2,7,0,189,32,2,33,0.1372,117.83599999999996,35.09099999999999,5,4,7,3,0,374,29,87,5,6,0,132,2,16,8,0,0,0,0,139,201,2,0,20,88,150,151,223,195,309,8,17,118,249,2,18,3,148,274
00-0035406,,,,35,2,5,0,2,5,1,136,19,7,18,-0.2599,-48.07800000000002,-8.643,4,0,6,0,0,162,11,131,0,4,0,0,0,0,9,0,0,0,0,137,134,3,1,17,112,119,136,182,155,173,1,15,120,110,3,14,1,133,159
00-0038543,,,,108,3,15,2,2,15,1,422,73,14,77,0.0915,225.0600000000001,49.39,12,5,15,5,0,806,29,380,7,19,1,198,11,29,20,1,0,0,0,226,490,1,10,54,101,191,314,543,488,948,16,36,272,548,10,14,87,374,688
00-0036268,,,,5,0,0,0,0,0,0,0,1,0,2,-0.193,-2.426,2.916,0,0,0,0,0,-10,0,0,0,0,0,0,4,8,0,0,0,0,0,13,12,0,0,5,5,0,17,12,14,28,0,0,6,24,0,0,0,10,24
00-0037093,,,,0,0,0,0,0,0,0,0,1,0,0,-1.0942,-7.596,-1.763,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,3,0,0,0,0,0,2,0,0,0,0,2,0
00-0034348,Courtland Sutton,WR,DEN,87,22,36,11,3,17,2,475,106,2,74,0.004,137.222,37.149,19,8,23,7,0,959,39,828,12,26,2,346,1,0,21,0,0,0,0,254,657,0,0,38,452,975,283,705,90,106,12,57,236,317,5,24,59,289,424
00-0033943,,,,16,2,7,2,1,4,0,127,20,1,12,-0.0729,10.176999999999992,8.287000000000003,2,1,3,1,0,198,6,72,3,3,0,105,0,0,2,0,0,0,0,92,151,0,0,4,155,113,96,116,43,83,6,11,94,71,1,8,9,106,45
00-0037252,Greg Dulcich,TE,MIA,7,0,2,0,2,0,0,0,8,0,1,-0.7877,-51.316,-7.604,1,0,1,0,0,25,12,46,0,1,0,0,0,0,5,0,0,15,7,48,7,21,9,2,22,5,50,7,49,7,0,5,56,21,0,1,0,59,21
00-0031595,,,,10,0,0,0,0,1,0,28,5,0,5,0.1704,21.799999999999997,4.411,1,1,2,1,0,24,0,0,0,0,0,0,48,59,2,0,0,0,0,40,56,7,1,6,11,5,33,58,1,0,0,1,28,6,1,6,1,27,9
00-0038976,Marvin Mims Jr.,WR,DEN,41,2,5,1,2,7,4,328,18,5,23,-0.0029,47.86500000000001,23.36,3,2,5,2,0,91,12,293,3,12,3,169,37,138,4,0,0,0,0,71,226,0,0,24,87,66,84,234,51,297,5,8,86,261,11,5,6,104,275
00-0038134,Kenneth Walker III,RB,KC,50,1,1,1,3,1,0,21,10,7,27,0.0581,61.26899999999999,4.875999999999999,1,1,10,1,0,-57,4,-6,0,0,0,0,206,291,5,0,0,0,0,96,99,2,0,30,31,7,135,142,13,1,3,1,111,157,14,6,0,156,200
00-0036422,,,,14,0,1,1,1,2,0,71,7,0,9,-0.0216,6.9539999999999935,5.87,2,2,5,2,0,95,5,30,0,0,0,0,1,0,1,0,0,80,73,113,88,105,115,9,18,0,127,132,48,0,1,4,109,56,5,16,0,139,100
00-0039165,Zach Charbonnet,RB,SEA,43,1,1,0,0,3,1,74,5,9,19,-0.2005,-14.954999999999995,-7.446,0,0,1,0,0,-45,0,-9,1,1,1,30,295,253,8,0,0,0,0,137,114,7,0,28,39,18,188,138,16,21,0,1,158,154,13,11,0,220,178
00-0036358,CeeDee Lamb,WR,DAL,109,12,23,7,6,16,3,537,115,21,72,-0.0673,70.654,19.682000000000002,13,4,18,4,0,706,34,484,8,15,1,255,11,23,26,2,0,0,0,259,720,1,0,59,253,713,234,647,247,458,21,40,258,483,4,18,64,251,474
00-0031544,,,,48,8,18,10,3,8,2,210,72,3,35,-0.1962,-44.75399999999996,6.908000000000001,5,4,5,3,0,491,44,670,6,20,2,158,0,0,18,6,0,0,0,182,309,0,0,17,284,520,211,328,61,34,6,43,122,189,1,6,37,157,245
00-0033885,David Njoku,TE,LAC,72,12,21,7,7,4,1,101,59,5,35,-0.2349,-102.84200000000003,-7.3110000000000035,11,4,14,4,0,267,12,238,2,5,1,43,1,0,14,3,3,101,197,180,215,113,126,32,50,36,200,264,117,146,8,35,168,238,7,11,0,199,287
