id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
00-0038981,,,,1,0,0,0,0,0,0,0,1,0,1,0.3615,5.779,0.701,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
00-0039824,,,,1,0,0,0,0,0,0,0,1,0,0,-0.1141,-0.217,-0.145,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,6,0,0,2,7,11,7,9,0,1,0,13,0,0,0,0,17,0
00-0036414,,,,14,0,0,0,0,0,0,0,4,1,5,0.0184,15.104,-1.020999999999999,0,0,4,3,0,-15,0,-12,0,0,0,0,135,59,1,0,0,0,0,61,13,4,9,12,2,0,60,16,2,0,1,1,78,49,3,5,3,82,55
00-0039359,,,,17,0,1,0,2,1,0,27,11,2,8,-0.2056,-18.328000000000003,4.621,1,1,3,1,0,64,25,54,0,1,0,0,19,32,4,0,0,31,38,63,53,81,63,9,17,0,70,70,12,0,2,4,83,61,3,7,2,97,80
00-0036906,,,,11,2,2,0,1,0,0,0,1,2,2,-0.9606,-50.12100000000001,-3.992,0,0,3,0,0,-28,-4,0,0,0,0,0,66,25,5,1,0,0,0,34,4,4,0,5,4,0,33,10,3,0,1,0,40,15,0,3,0,42,21
00-0037132,,,,7,0,0,0,0,0,0,0,4,1,3,-0.4194,-18.537,-0.04499999999999993,0,0,2,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,13,24,0,0,3,4,11,18,25,22,23,2,1,8,6,2,1,3,14,10
00-0037263,Tyler Allgeier,RB,ARI,13,0,0,0,0,0,0,0,0,4,7,0.162,17.258,3.431,0,0,1,0,0,-5,0,0,0,0,0,0,106,88,2,0,0,0,0,44,18,0,0,6,4,0,67,45,2,0,0,0,41,43,5,4,0,68,70
00-0038496,,,,7,1,2,0,0,0,0,0,6,0,3,-0.2908,-10.666,-1.7099999999999995,1,1,1,1,0,21,0,91,0,2,0,0,1,1,1,0,0,0,0,61,11,0,0,3,69,0,53,16,56,38,1,4,68,22,1,5,1,65,28
00-0038608,Kayshon Boutte,WR,NE,47,5,10,2,4,11,3,331,53,4,36,0.0161,74.62400000000002,19.682999999999996,3,1,4,0,0,481,42,530,6,18,3,204,0,0,14,1,0,0,0,232,326,2,0,16,366,573,245,331,49,17,10,24,160,255,4,11,4,184,264
00-0038997,Josh Downs,WR,IND,78,3,11,2,5,10,3,292,72,4,57,-0.0222,85.01800000000001,25.59800000000001,7,3,14,2,0,447,19,287,5,10,2,168,13,27,9,2,-1,0,0,172,467,1,31,50,53,124,179,462,279,621,11,29,153,310,8,12,32,172,337
00-0039021,,,,16,2,3,0,0,0,0,0,0,5,9,0.0652,19.378999999999998,6.609000000000001,0,0,2,0,0,8,0,3,0,0,0,0,173,104,4,0,0,0,0,91,30,0,0,5,7,0,108,44,3,0,0,2,66,52,8,9,8,92,74
00-0030431,,,,22,3,5,2,2,2,0,56,12,0,13,-0.4083,-61.162000000000006,0.9839999999999982,3,0,3,0,0,157,19,127,2,5,0,56,1,0,5,0,0,0,0,88,17,0,0,10,117,122,83,95,69,81,2,10,98,108,3,6,0,99,186
00-0036096,,,,3,1,1,0,1,0,0,0,0,0,0,-1.0834,-14.447,-2.494,0,0,0,0,0,-6,-5,0,0,0,0,0,18,0,0,0,0,0,0,9,2,0,0,2,2,0,5,0,1,0,0,1,15,-2,0,1,2,12,-2
00-0035639,,,,6,0,0,0,0,0,0,0,5,0,3,-0.2998,-11.025999999999998,0.39000000000000046,1,1,1,1,0,21,0,13,0,0,0,0,0,0,3,0,0,0,0,45,25,0,0,3,24,7,44,0,52,23,1,1,31,29,0,1,1,31,5
00-0034418,,,,24,1,3,0,1,1,0,25,23,2,15,-0.0503,15.353999999999992,2.5489999999999986,0,0,1,1,0,166,4,30,0,1,0,0,0,0,8,2,0,0,0,81,100,0,0,11,105,94,107,66,93,117,5,2,81,116,1,8,29,115,111
00-0037304,,,,7,0,1,1,0,0,0,0,4,0,4,-0.0968,-1.4930000000000003,0.15599999999999997,0,0,1,1,0,39,0,28,0,1,0,0,26,9,1,0,0,0,0,28,11,15,4,4,5,3,28,10,16,24,1,1,29,30,1,5,0,34,29
00-0030578,,,,13,2,3,1,0,1,0,20,2,1,7,0.3031,32.053,-3.4850000000000008,1,1,2,1,0,35,0,7,0,0,0,0,28,50,3,0,0,0,0,30,34,1,0,7,19,30,30,59,8,0,0,2,25,21,2,1,0,26,46
00-0035298,,,,5,1,2,1,0,2,0,41,8,2,5,-0.1587,-2.2209999999999988,4.492000000000001,0,0,1,0,0,36,0,70,1,2,0,21,0,0,0,0,0,0,0,42,58,0,0,3,59,49,51,58,23,20,2,3,29,11,1,2,0,40,11
00-0036646,,,,7,1,5,1,0,2,0,55,13,0,6,-0.2969,-21.290999999999997,2.6849999999999996,2,0,2,0,0,106,0,130,2,4,0,55,0,0,1,1,0,0,0,58,17,0,0,4,97,83,70,67,23,23,2,9,41,39,0,8,0,61,89
00-0039050,,,,12,1,2,1,0,2,0,57,7,1,10,0.3473,33.612,10.397,2,2,2,2,0,102,0,22,1,1,0,26,9,0,4,0,0,43,36,78,56,64,50,4,15,10,96,63,39,19,0,3,64,47,3,10,5,92,59
00-0039793,AJ Barner,TE,SEA,34,0,2,0,3,1,0,20,23,5,22,0.1408,55.75999999999999,11.089,2,2,7,4,0,114,18,22,0,1,0,0,6,34,9,0,0,38,60,87,86,70,88,15,23,17,110,116,92,46,6,3,112,120,5,7,9,142,159
00-0037348,,,,3,0,0,1,0,0,0,0,3,0,0,-0.5136,-12.640999999999998,-0.8360000000000001,0,0,1,0,0,11,0,35,0,1,0,0,2,0,1,0,0,1,0,6,0,3,1,1,2,0,6,4,8,15,0,2,9,12,0,1,0,10,16
00-0033439,,,,10,0,1,0,2,0,0,0,4,1,5,-0.3568,-21.512,-6.472,1,0,1,0,0,45,10,6,0,0,0,0,6,0,2,0,0,39,23,38,3,37,13,6,2,13,55,39,15,16,2,2,37,26,0,7,0,61,62
00-0036620,,,,3,0,0,0,0,1,0,30,2,0,2,0.8889,16.873,3.1289999999999996,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,0,1,17,38,8,0,2,6,1,0,11,44,1,0,0,13,14
00-0038092,,,,0,0,0,0,0,0,0,0,0,0,0,-0.8167,-5.87,-2.42,1,0,0,0,0,0,0,59,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,6,0,3,0,0,2,6,0,0,0,0,7,0
00-0037243,,,,0,0,0,0,0,0,0,0,0,0,0,-1.1034,-3.95,-0.988,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
00-0038647,,,,3,0,1,0,1,1,0,34,3,0,1,-0.5466,-20.546,-4.3069999999999995,0,0,1,0,0,23,3,42,0,1,0,0,2,0,1,0,0,0,0,30,10,0,0,3,42,34,26,44,14,10,0,1,25,0,0,7,0,28,34
00-0039325,,,,8,0,1,0,0,0,0,0,1,3,2,-0.7098,-35.423,-2.9030000000000005,0,0,2,0,0,-21,0,4,0,0,0,0,78,26,1,1,0,1,0,37,0,1,0,5,4,0,47,1,1,0,2,2,34,25,1,3,0,47,26
00-0036331,,,,11,1,3,0,0,1,0,28,8,1,8,-0.1207,0.7120000000000042,3.4220000000000006,1,0,2,0,0,16,0,167,0,5,0,0,3,28,3,0,0,0,0,55,49,0,0,6,42,8,81,45,79,43,0,6,41,34,1,2,0,69,30
00-0035628,,,,14,0,0,0,2,2,0,46,3,3,5,-0.3736,-22.27,-12.747000000000002,1,0,3,0,0,-2,3,9,0,0,0,0,134,96,2,0,0,0,0,50,2,0,0,11,3,0,71,62,3,0,1,2,62,34,2,7,0,90,94
00-0036332,,,,3,0,0,0,0,0,0,0,1,0,0,-0.7966,-11.273,-1.314,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,2,10,2,8,0,3,7,0,15,4,14,12,0,0,18,8,0,1,2,24,12
00-0036410,Tee Higgins,WR,CIN,86,15,28,4,4,12,3,320,89,8,69,0.1218,218.5709999999999,57.349999999999994,16,8,24,7,0,854,25,213,4,9,2,134,2,0,21,2,0,0,0,224,508,1,0,30,342,671,213,475,85,240,16,37,197,426,4,18,10,204,403
00-0034571,,,,1,0,0,0,0,0,0,0,1,0,1,0.3615,5.779,0.878,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
00-0036825,,,,2,0,1,0,0,0,0,0,2,0,1,-0.5713,-11.030999999999999,-2.876,0,0,0,0,0,29,0,20,0,1,0,0,1,0,0,0,0,6,12,9,0,4,0,1,1,0,11,0,6,0,0,2,5,12,0,2,0,9,12
00-0039491,Jalen Coker,WR,CAR,34,5,12,2,0,6,1,213,32,3,27,0.1912,114.14000000000004,29.07300000000001,5,1,7,1,0,318,0,198,2,4,1,112,4,0,8,1,0,0,0,124,328,1,0,17,98,164,140,285,152,314,3,16,106,193,1,8,0,130,150
00-0037091,,,,10,1,4,1,0,1,0,28,11,1,7,-0.313,-24.525999999999996,-1.1550000000000002,2,0,1,0,0,100,0,203,1,7,0,28,2,0,2,0,0,0,0,38,57,0,0,6,49,36,52,50,33,55,0,8,30,41,1,2,0,46,34
00-0038465,,,,11,2,3,1,0,1,0,41,10,0,9,0.2629,39.956,8.319,2,2,2,2,0,78,0,6,1,1,0,41,0,0,3,0,0,0,0,34,35,0,0,6,52,88,41,75,8,9,0,4,15,19,0,4,3,26,62
00-0037614,John Metchie III,WR,CAR,27,4,8,0,0,3,0,73,18,0,18,-0.2449,-33.20199999999999,3.069000000000001,4,1,9,1,0,220,0,113,1,3,0,28,0,0,6,0,0,0,0,121,102,0,0,13,97,108,131,128,135,146,5,11,95,126,2,6,0,111,152
00-0038951,Sean Tucker,RB,TB,10,0,1,0,0,1,1,36,1,2,8,0.6722,59.546,7.419999999999998,0,0,0,0,0,7,0,5,0,0,0,0,42,109,0,0,0,0,0,15,65,0,0,2,0,0,18,63,0,0,1,2,22,46,6,2,0,27,44
00-0032385,,,,36,6,11,4,2,4,0,93,30,2,26,-0.1983,-29.216000000000008,14.562,5,1,6,1,0,249,12,224,2,6,0,50,7,9,12,2,0,0,0,150,128,0,0,20,171,171,174,131,145,154,2,14,134,190,2,13,13,171,206
00-0039589,,,,1,0,0,0,1,0,0,0,1,0,0,-1.0176,-9.118,-1.648,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,13,0,7,0,4,0,0,0,10,0,0,0,0,7,0
00-0033460,,,,1,0,0,0,0,0,0,0,1,0,1,-0.3247,-3.3670000000000004,0.08899999999999997,1,0,0,0,0,4,0,43,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,6,5,6,1,0,0,1,3,0,0,0,0,7,6
00-0036741,,,,2,0,0,0,0,0,0,0,2,0,1,-0.7021,-12.156,-0.6429999999999999,0,0,0,0,0,8,0,4,0,0,0,0,0,0,1,0,0,15,0,29,6,19,6,1,3,4,37,10,18,0,1,0,15,0,0,3,0,26,4
00-0033955,,,,9,0,0,0,0,0,0,0,2,0,3,-0.5991,-30.540999999999997,-1.282999999999999,0,0,2,0,0,-6,0,26,0,1,0,0,92,17,3,1,0,0,0,81,21,0,0,4,4,0,81,17,37,10,2,1,45,10,2,6,0,51,6
00-0035806,,,,10,0,0,0,0,0,0,0,1,6,4,-0.0747,4.290000000000003,0.5840000000000001,0,0,1,1,0,-13,0,11,0,0,0,0,61,59,1,0,0,0,0,36,22,1,0,4,7,0,33,25,2,0,1,0,38,34,6,0,0,35,37
00-0038090,,,,1,0,0,0,1,0,0,0,2,0,0,-1.0419,-20.463,-2.92,0,0,0,0,0,2,2,16,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,2,18,0,14,0,10,0,0,1,14,0,0,1,0,15,0
00-0033923,Kareem Hunt,RB,FA,24,0,0,0,0,1,0,26,5,8,15,-0.0245,22.496000000000002,3.0159999999999987,1,0,10,0,0,-39,0,-19,0,0,0,0,203,159,3,3,5,0,0,103,84,6,17,16,15,0,124,121,3,0,0,4,92,50,8,8,0,121,87
00-0036133,,,,3,0,0,0,0,0,0,0,2,1,1,-0.0056,2.898999999999999,0.9429999999999998,0,0,0,0,0,17,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,5,14,3,18,5,7,1,0,8,3,0,0,0,9,21
00-0038710,,,,6,0,0,1,0,1,0,29,6,0,4,-0.2206,-10.573,-3.757,1,1,2,1,0,41,0,40,1,2,0,29,6,0,2,1,0,23,38,42,37,28,13,2,10,0,46,37,19,0,0,4,35,13,1,4,1,43,14
00-0039874,Jaylen Wright,RB,MIA,5,1,2,0,2,0,0,0,0,0,1,-0.8258,-26.173000000000002,-2.866,0,0,1,0,0,-6,-6,0,0,0,0,0,60,8,4,0,0,0,0,23,0,0,0,0,8,0,35,6,11,0,0,2,43,2,0,1,0,56,8
00-0039880,Malik Washington,WR,MIA,29,1,5,2,2,2,0,40,22,2,19,-0.1819,-15.395,7.02,1,0,2,0,0,120,16,75,0,2,0,0,5,32,2,0,0,0,0,75,87,2,0,22,106,114,109,106,124,77,1,9,124,117,2,4,0,162,136
00-0033106,Jared Goff,QB,DET,1,0,0,0,0,0,0,0,0,0,1,3.7503,18.251,1.724,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0
00-0034854,,,,9,0,1,1,1,3,1,91,6,3,6,0.1961,30.814000000000004,8.257,1,0,2,0,0,75,3,51,1,3,0,24,1,0,1,0,0,0,0,49,85,0,0,4,66,109,64,103,45,22,2,3,45,28,1,3,0,63,46
00-0035311,,,,1,0,0,0,0,0,0,0,0,0,1,1.1259,5.854,0.925,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,11,0,0,0,0,1,0,0,1,11
00-0036630,,,,12,1,1,0,1,2,1,104,7,3,9,0.5246,56.955,12.686000000000003,0,0,1,0,0,79,8,0,0,0,0,0,2,0,0,1,0,0,0,47,126,1,8,10,61,139,57,119,28,46,0,1,26,54,1,8,20,44,67
00-0038555,Tank Bigsby,RB,PHI,9,0,0,0,2,1,0,28,2,3,3,-0.3769,-15.628,-2.849,0,0,0,0,0,-17,-7,4,0,0,0,0,130,54,2,0,0,0,0,71,34,0,0,8,11,0,89,43,1,0,0,1,47,11,1,6,0,71,20
00-0038394,,,,6,0,0,1,0,0,0,0,3,0,2,-0.5668,-21.610999999999997,-5.916,0,0,0,0,0,50,0,33,0,0,0,0,0,0,1,2,0,3,0,33,7,6,0,2,16,0,32,12,49,29,1,4,40,17,0,0,0,39,22
00-0031235,,,,11,1,5,1,1,0,0,0,12,0,6,-0.6047,-68.92699999999999,-11.283,3,0,4,0,0,66,6,98,0,2,0,0,0,0,2,0,0,0,0,44,14,0,0,6,49,37,45,5,54,18,2,9,54,41,0,4,9,59,41
00-0033307,Kendrick Bourne,WR,ARI,28,4,8,1,0,2,0,58,30,3,23,-0.0499,22.402000000000005,8.129,3,1,2,1,0,211,0,142,1,3,0,37,0,0,5,1,11,0,0,145,153,1,0,16,206,287,155,194,56,18,3,14,100,100,0,7,0,117,141
00-0038840,,,,1,0,0,0,0,0,0,0,0,0,0,-1.4048,-10.169,-1.391,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,-2,0,0,0,9,-2,4,-2,0,0,0,0,5,0,0,0,0,5,0
00-0037539,,,,19,0,1,0,0,1,0,23,8,4,12,-0.1389,-9.14,4.493,0,0,0,0,0,85,0,33,0,1,0,0,3,15,5,0,0,22,17,90,36,55,32,13,31,27,101,72,80,58,1,2,81,77,2,10,3,102,116
00-0039737,,,,6,1,1,0,0,0,0,0,1,2,3,-0.2277,-7.6739999999999995,0.4119999999999999,0,0,0,0,0,8,0,4,0,0,0,0,7,0,1,0,0,60,5,68,9,57,27,2,10,0,92,17,16,5,0,2,45,20,2,13,0,82,28
00-0039738,Blake Corum,RB,LAR,8,0,0,0,1,0,0,0,0,1,6,0.4133,29.484,2.6340000000000003,0,0,0,0,0,-5,2,0,0,0,0,0,43,55,0,0,0,0,0,18,0,0,0,4,0,0,28,9,2,3,0,0,16,49,4,1,0,27,58
00-0037004,,,,7,1,2,0,0,0,0,0,4,1,6,-0.1191,-2.8999999999999995,2.2589999999999995,0,0,0,0,0,30,0,1,0,0,0,0,2,0,0,0,0,37,37,38,8,40,14,6,5,0,47,35,10,9,1,2,41,25,0,6,0,56,52
00-0038359,,,,2,0,0,0,0,0,0,0,1,0,1,-0.5291,-6.596000000000001,-0.10000000000000009,0,0,0,0,0,1,0,0,0,0,0,0,2,-5,1,0,0,0,0,2,0,0,0,1,3,11,6,0,3,0,0,0,2,6,0,0,0,6,6
00-0037382,,,,1,0,0,0,0,0,0,0,0,0,1,0.4422,4.099,0.703,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,8,9,4,0,1,0,0,0,5,9,0,0,0,6,9
00-0035547,,,,1,0,0,0,0,0,0,0,2,0,1,-0.5129,-9.305,-5.667000000000001,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,1,5,1,7,0,8,5,6,0,0,1,5,0,0,1,0,6,0
00-0035140,,,,12,0,0,0,0,0,0,0,2,2,7,-0.143,-1.8319999999999999,4.309000000000001,1,0,5,0,0,-9,0,-5,0,0,0,0,12,10,0,1,-2,0,0,24,44,0,0,13,31,47,32,35,25,33,0,0,31,50,1,4,7,43,48
00-0035973,,,,6,0,0,0,3,0,0,0,2,0,2,-0.7079,-42.169,-10.157,0,0,1,0,0,13,7,26,0,0,0,0,95,25,2,1,0,0,0,44,0,1,0,3,4,0,55,0,1,0,0,4,39,25,2,6,0,56,25
00-0024243,,,,1,0,0,0,0,0,0,0,1,0,1,0.0068,0.73,0.065,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,40,0,24,2,14,2,0,1,0,34,2,5,0,0,0,25,0,0,3,0,38,0
00-0038809,,,,4,0,0,0,0,1,0,28,3,0,2,0.1248,6.784,2.154,1,0,2,0,0,26,0,14,0,0,0,0,5,0,0,0,0,13,0,44,32,40,42,4,4,0,42,32,4,0,0,1,20,10,0,4,0,22,10
00-0039521,,,,1,0,1,0,0,0,0,0,2,0,0,-0.9765,-13.507,-1.645,1,0,0,0,0,18,0,21,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,18,0,12,0,9,0,0,1,15,0,0,0,0,19,0
00-0034959,,,,0,0,0,0,0,0,0,0,1,0,0,-0.9579,-9.003,-1.33,0,0,0,0,0,0,0,21,0,1,0,0,2,0,0,0,0,0,0,6,0,2,0,0,2,0,4,0,1,0,0,2,2,0,0,1,0,1,0
00-0037258,,,,2,0,0,0,0,0,0,0,1,2,0,-1.2395,-21.97,-2.1719999999999997,0,0,1,0,0,-3,0,-2,0,0,0,0,48,2,2,0,0,0,0,24,1,0,0,0,2,0,38,1,6,0,0,2,18,1,0,0,0,32,1
00-0038824,,,,15,2,4,1,3,2,0,62,15,0,10,-0.0577,9.812000000000001,4.849,4,2,3,2,0,84,11,111,1,3,0,23,1,0,4,0,0,0,0,60,60,0,0,7,68,45,71,66,64,83,3,5,52,48,1,10,14,73,68
00-0038678,,,,14,0,0,0,1,1,0,25,2,1,2,-0.4674,-34.266000000000005,-7.659,0,0,1,0,0,10,7,-7,0,0,0,0,52,37,1,0,0,0,0,26,7,0,0,9,4,0,30,17,7,34,1,0,33,54,6,0,0,37,64
00-0036877,,,,1,0,0,0,0,0,0,0,0,0,1,0.4841,5.266,0.737,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,12,6,11,6,2,0,0,0,3,0,0,0,0,7,0
00-0036182,,,,36,8,16,3,2,4,3,197,49,5,28,0.0873,98.12300000000002,12.686000000000002,10,7,10,6,0,421,33,279,4,8,3,197,5,0,6,0,0,0,0,191,224,0,0,14,326,387,225,228,81,110,3,31,179,269,3,8,0,221,273
00-0038573,,,,13,1,1,1,0,1,1,23,3,3,9,-0.0521,9.813000000000002,5.425,2,2,2,1,0,-7,0,72,1,3,1,23,15,25,2,1,8,0,0,26,72,0,0,7,20,2,33,67,31,85,1,3,29,37,4,3,0,39,32
00-0039391,Kimani Vidal,RB,LAC,7,0,2,0,2,1,1,38,3,0,3,-0.0525,4.367999999999995,1.7610000000000001,0,0,0,0,0,31,6,17,0,0,0,0,89,62,2,1,0,0,0,57,40,11,0,3,3,0,59,40,2,0,2,1,45,22,1,0,0,47,22
00-0037475,,,,16,4,5,3,0,4,0,107,8,0,12,0.1658,30.823999999999998,7.437000000000002,0,0,1,0,0,142,0,50,3,3,0,83,1,0,2,0,0,11,35,59,73,37,126,10,18,4,65,98,43,40,1,4,42,107,2,4,3,52,135
00-0035602,,,,3,1,1,0,0,0,0,0,2,0,2,0.3893,12.526999999999997,1.022,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,23,29,37,29,23,2,0,2,8,2,0,1,0,17,31
00-0036183,,,,2,0,0,0,0,0,0,0,2,0,2,0.2092,10.471999999999998,2.862,1,0,3,1,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,2,22,18,11,18,3,0,0,1,14,0,0,0,0,15,0
00-0034365,,,,4,0,0,0,0,0,0,0,4,0,1,-0.7379,-28.459000000000003,-5.125000000000001,0,0,1,0,0,6,0,18,0,0,0,0,1,0,1,0,0,18,5,22,2,12,2,3,0,0,24,4,4,0,1,1,9,3,0,2,0,13,5
00-0032381,,,,1,0,1,0,0,0,0,0,1,0,0,-1.1181,-10.682,-0.368,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
00-0039410,Ryan Flournoy,WR,DAL,10,0,1,0,0,1,0,26,10,2,5,-0.2653,-15.377999999999998,-2.8049999999999993,0,0,0,0,0,68,0,47,1,2,0,26,0,0,1,1,0,0,0,33,16,0,0,5,68,38,33,8,17,64,2,5,50,94,1,1,0,51,86
00-0031428,,,,5,1,5,0,0,1,0,21,5,0,3,-0.2644,-8.078000000000005,1.3390000000000004,0,0,0,0,0,36,0,15,0,0,0,0,1,0,2,0,0,0,0,18,30,0,0,0,20,28,25,30,18,2,1,4,12,0,0,2,0,21,0
00-0036165,,,,2,0,0,0,0,0,0,0,1,0,2,-0.0494,1.299,0.518,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,0,0,13,5,16,12,9,7,0,1,5,0,0,0,0,7,12
00-0038551,,,,7,0,0,0,2,0,0,0,0,0,4,-0.4729,-16.569000000000003,-0.585,0,0,0,0,0,1,1,2,0,0,0,0,43,25,1,0,0,0,0,22,3,0,0,5,3,0,29,9,3,8,0,0,15,24,2,5,0,27,30
00-0039394,,,,1,0,1,0,0,0,0,0,2,1,1,0.0073,2.25,0.9510000000000001,0,0,0,0,0,3,0,33,0,1,0,0,0,0,0,0,0,0,0,2,14,0,0,1,2,14,2,14,1,0,0,1,1,0,0,0,0,1,0
00-0037594,,,,2,0,0,0,0,0,0,0,2,0,1,-0.1507,-0.19099999999999984,-4.591,0,0,0,0,0,-3,0,4,0,0,0,0,37,11,1,0,0,0,0,21,0,0,0,2,2,0,20,0,5,0,0,0,22,11,0,2,0,23,11
00-0034791,Nick Chubb,RB,FA,7,0,0,0,2,0,0,0,2,0,3,-0.4312,-20.925000000000004,-16.318,0,0,1,1,0,7,7,-12,0,0,0,0,107,26,2,1,0,0,0,66,35,1,0,3,0,0,66,7,3,5,1,2,38,19,2,6,5,44,-4
00-0039912,Ben Sinnott,TE,WAS,5,0,0,0,0,0,0,0,4,0,2,-0.0007,2.673,1.45,1,1,1,1,0,9,0,0,0,0,0,0,13,12,1,0,0,4,0,45,21,59,6,4,5,3,56,18,21,7,0,0,40,7,0,6,3,57,7
00-0039916,Ricky Pearsall,WR,SF,32,5,8,1,1,5,1,176,38,0,24,0.1263,92.01,8.470999999999997,3,2,7,2,0,291,5,237,3,7,0,91,3,0,6,2,6,0,0,122,180,0,0,18,162,296,151,283,109,104,2,19,105,111,1,16,0,150,214
00-0039365,,,,4,0,1,0,0,1,0,41,5,0,4,0.4792,28.052,4.254,1,0,3,0,0,54,0,32,1,2,0,41,2,0,0,1,0,0,0,28,64,0,0,4,30,41,29,16,28,39,0,2,25,23,0,5,41,31,16
00-0039363,,,,15,0,0,1,0,3,0,90,3,2,9,0.1561,27.997,6.536999999999999,0,0,0,0,0,45,0,5,2,2,0,67,93,150,1,0,0,0,0,52,60,1,0,11,4,0,57,122,7,2,2,0,43,30,2,5,0,53,92
00-0037156,,,,0,0,0,0,0,0,0,0,1,0,0,-1.1153,-8.637,-0.41,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,3,0
00-0036387,,,,8,0,1,1,0,2,0,65,5,0,4,-0.4614,-31.137,-7.275,0,0,0,0,0,79,0,44,2,3,0,65,6,11,2,0,0,0,0,38,37,0,0,2,48,48,39,85,26,41,1,4,38,15,2,3,0,42,63
00-0033891,,,,8,1,2,0,0,1,0,25,9,0,7,0.0441,14.612000000000002,-0.47499999999999987,0,0,0,0,0,65,0,54,1,2,0,25,0,0,5,0,0,0,0,84,16,0,0,2,124,63,84,41,33,21,2,2,66,43,0,7,0,73,68
00-0032141,,,,1,0,0,0,0,0,0,0,0,0,1,-0.0354,0.248,0.312,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,23,0,33,0,31,7,0,1,0,42,7,6,0,0,0,23,0,1,3,0,35,7
00-0039451,,,,2,0,0,0,0,0,0,0,1,2,0,-0.8906,-17.243000000000002,-2.347,0,0,0,0,0,-1,0,16,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,4,4,6,4,0,1,5,2,0,0,0,7,6
00-0039392,,,,1,0,0,0,0,0,0,0,3,0,1,-0.3994,-6.393000000000001,-1.849,0,0,0,0,0,6,0,72,0,2,0,0,2,0,0,0,0,0,0,9,0,0,0,2,3,0,12,8,9,8,1,0,2,0,0,0,0,5,8
00-0038685,Chris Brooks,RB,GB,11,0,0,0,0,0,0,0,0,3,4,-0.2216,-5.269999999999999,-3.789,0,0,3,0,0,-26,0,4,0,0,0,0,74,54,2,0,0,0,0,49,-1,5,10,2,5,0,51,43,4,5,1,1,30,24,7,7,2,39,70
00-0036497,,,,3,2,2,0,0,1,0,20,3,0,3,0.091,9.052999999999999,1.995,0,0,0,0,0,24,0,16,0,0,0,0,0,0,1,0,0,0,0,25,21,4,10,2,36,20,34,41,20,11,0,2,24,0,0,2,0,35,20
