Name,Team,POS,gameGameId,gameSeason,gameSeasonTypeSeasonTypeId,gameWeek,playerPlayerId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playStartClockQuarter,playDownNumber,playPassDropbackTypeName,playPassPassResultName,playOffensePersonnelKey,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamsPlayedFor,opponentsPlayed,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAirTotal,DropsTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,marketShareReceivingRoutesTotal,marketShareReceivingTargetsTotal,marketShareReceivingYardsTotal,marketShareReceivingYardsAir,marketShareReceivingTargetedReadFirst,teamIsHomeTeam,YardsAfterContactTotal,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playPassTargetedRouteFamily,playPassThrowTypeParent,playPassReceiverSeparationName,TargetsContestedTotal,AlignmentBackfieldRoutesPercentage,playerStatsInside20ReceivingTargetsTotal,DeepTargetTargetsTotal,playPlayerAlignmentFamily,playPlayerAlignmentSide,ReceptionsContested,ReceptionsHero,TargetsInEndzone,TouchdownsTotal,TouchdownsInEndzone,marketShareReceivingTouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage
Quinshon Judkins,CLV,RB,2025278,2025,1,16,D15FA71532C4,Cleveland,Browns,BUF,AFC,AFC East,2,3,Straight Drop,Incomplete,11,Closed,Open,Cover 2 Man,"[{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""}]","[{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""}]",3,No,Yes,No,3,1,No,No,1,1,0.3333333333333333,1,1,-6,,-6,,,,,1,-6,79.2,-2,-6,-11.089333332999999,,-6,,1.391304348,1.391304348,1,-0.6000000000000001,0.3999999999999999,-0.10000000000000009,0.8999999999999999,0.3999999999999999,0.3999999999999999,-0.10000000000000009,0.3999999999999999,0.3999999999999999,0.3999999999999999,-0.10000000000000009,0.3999999999999999,0.3999999999999999,14,0.15,0.07692307692307693,-0.06060606060606061,-0.06896551724137931,0.125,true,,,,Flat,Horizontal,Tight,1,1,,,,,1,,,,,,,,1,1
Gunnar Helm,TEN,TE,2025301,2025,1,17,525317168E20,Tennessee,Titans,NO,NFC,NFC South,1,3,Straight Drop,Sack,11,Open,Open,Cover 2 Man,"[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""}]","[{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""}]",3,No,Yes,No,3,1,No,No,1,1,0.3333333333333333,1,1,19,1,18,,0.6666666666666666,0.3333333333333333,,1,18,118.8,6.333333333333333,19,6.026755850000001,,19,1,2.658333333,2.658333333,0.3333333333333333,1.9000000000000001,2.9000000000000004,2.4000000000000004,2.9000000000000004,3.4000000000000004,2.9000000000000004,2.4000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.4000000000000004,3.4000000000000004,2.9000000000000004,16,0.375,0.125,0.18095238095238095,0.19148936170212766,0.16666666666666666,true,,,1,,,,,,1,,,,,1,,,,,,,,
Jakobi Meyers,JAX,WR,2025311,2025,1,18,BAC16A870184,Jacksonville,Jaguars,TEN,AFC,AFC South,,,,,,,,,"[{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""}]","[{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]",9,No,No,No,8,2,No,No,2,1,0.25,2,1,15,,15,,,0.875,0.125,1,7.5,97.9,1.875,7.5,0.29850590250000053,,7.5,,2.836884584,2.836884584,0.2857142857142857,1.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,3.5,2.5,3.5,3.5,16,0.8888888888888888,0.25,0.24193548387096775,0.25,0.2,true,,,,,,,2,,,,,,2,,,,,,,,,
Troy Franklin,DEN,WR,2025316,2025,1,18,351F99F5BD64,Denver,Broncos,LAC,AFC,AFC West,4,4,Scramble Left,Run,12,Open,Open,Cover 2 Man,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""}]",1,No,Yes,No,1,,No,No,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.2,,,,,true,,,,,,,,,,,,,,,,,,,,,,
Justin Watson,HST,WR,2025310,2025,1,18,CB4B10F904BC,Houston,Texans,IND,AFC,AFC South,,,,,,,,,"[{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""}]","[{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""}]",3,No,No,No,3,1,No,No,1,1,0.3333333333333333,1,1,3,,3,,,0.6666666666666666,0.3333333333333333,1,3,79.2,1,3,-2.4498886410000003,,3,,1.342696629,1.342696629,0.3333333333333333,0.30000000000000004,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,3,0.75,0.3333333333333333,0.07692307692307693,0.75,0.3333333333333333,true,,,,,,,1,,1,,,,1,,,,,,,,,
Marvin Mims,DEN,WR,2025316,2025,1,18,BC499A7B3D48,Denver,Broncos,LAC,AFC,AFC West,4,4,Scramble Left,Run,12,Open,Open,Cover 2 Man,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""}]",4,No,Yes,No,4,1,No,No,1,1,0.25,1,1,28,4,24,,,0.5,0.5,1,24,118.8,7,28,16.247113159999998,,28,4,1.832307692,1.832307692,0.3333333333333333,2.8000000000000003,3.8000000000000003,3.3000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.3000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.3000000000000003,3.8000000000000003,3.8000000000000003,15,0.8,0.25,0.5833333333333334,0.34285714285714286,0.5,true,2,2,1,,,,,,,1,,,,,,,,,,,,
Nick Chubb,HST,RB,2025293,2025,1,17,E7488DE1380B,Houston,Texans,LAC,AFC,AFC West,,,,,,,,,"[{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""}]","[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""}]",3,No,No,No,3,1,No,No,1,1,0.3333333333333333,1,1,27,30,-3,,,,,1,-3,118.8,9,27,20.880891174,,27,30,1.430136986,1.430136986,0.5,2.7,3.7,3.2,4.2,3.7,3.7,3.2,3.7,3.7,3.7,3.2,3.7,3.7,15,0.1875,0.07142857142857142,0.5094339622641509,-0.027777777777777776,0.1,,1,1,1,,,,,1,,,,,,,,,,,,,1,1
Scott Matlock,LAC,FB,2025316,2025,1,18,F6183DBD6ABE,Los Angeles,Chargers,DEN,AFC,AFC West,4,4,Scramble Left,Run,12,Open,Open,Cover 2 Man,"[{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""}]","[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""}]",1,No,Yes,No,1,1,No,No,1,1,1,1,1,5,8,-3,,,,,1,-3,87.5,5,5,5,,5,8,1.50952381,1.50952381,1,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,16,0.14285714285714285,0.16666666666666666,0.13157894736842105,-0.10344827586206896,0.2,,2,2,,,,,,1,,,,,,,,,,,,,,
Pat Bryant,DEN,WR,2025316,2025,1,18,69774B1E8A2D,Denver,Broncos,LAC,AFC,AFC West,4,4,Scramble Left,Run,12,Open,Open,Cover 2 Man,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""}]",2,No,Yes,No,2,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,,,,true,,,,,,,,,,,,,,,,,,,,,,
Devin Singletary,NYG,RB,2025313,2025,1,18,8CB22327EDF8,New York,Giants,DAL,NFC,NFC East,,,,,,,,,"[{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""}]","[{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""}]",1,No,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.5,,,,,true,,,,,,,,1,,,,,,,,,,,,,,
Davante Adams,LA,WR,2025268,2025,1,15,A1D99D664917,Los Angeles,Rams,DET,NFC,NFC North,3,1,Straight Drop,Incomplete,12,Open,Open,Cover 2 Man,"[{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""}]","[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]",6,No,No,No,6,2,Yes,Yes,1,0.5,0.3333333333333333,,,,,45,,,0.16666666666666666,0.8333333333333334,2,22.5,39.6,,,-12.471747695,,,,4.326282051,4.326282051,0.4,,,,,,,,,,,,,,14,1,0.3333333333333333,,0.4787234042553192,0.5,true,,,,Corner,Horizontal,Tight,1,,1,1,Wide,Left,,,1,,,,,,,
Greg Dortch,ARZ,WR,2025237,2025,1,13,C3EFA2015211,Arizona,Cardinals,TB,NFC,NFC South,,,,,,,,,"[{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""}]","[{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""}]",2,No,No,No,2,,No,No,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
