Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TouchdownsTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal,ReceptionsHero
Pat Freiermuth,PIT,TE,106,No,Yes,No,90,20,No,1,No,16,0.8,2,0.2222,15,1,0.75,142,123,61,62,4,0.2667,0.2222,0.6778,0.1,12,4,0.2,3.1,73.3,1.5778,7.1,0.734,9.4667,8.2,4.0667,7,34.2276,34.2276,0.2062,14.2,29.2,21.7,29.2,36.7,32.2,24.7,29.2,29.2,29.2,21.7,36.7,29.2,2,17,,,,,,,
Isiah Pacheco,KC,RB,94,No,No,No,62,19,No,,Yes,17,0.8947,,0.3065,13,,0.6842,45,83,17,-53,1,0.0769,,0.0484,0.0645,10,4,0.2105,-2.7895,89.1,0.7258,2.3684,-3.5688,3.4615,6.3846,1.3077,3,31.4583,31.4583,0.2209,10.5,23.5,17,30,23.5,23.5,17,23.5,23.5,23.5,17,23.5,23.5,3,13,1,4,0.8871,0.2105,,,
Darren Waller,MIA,TE,44,No,No,No,43,11,No,4,Yes,9,0.8182,2,0.2558,7,2,0.6364,53,22,2,87,,,0.186,0.4186,0.3953,9,1,0.0909,7.9091,105.5,1.2326,4.8182,-2.8964,7.5714,3.1429,0.2857,5,18.6664,18.6664,0.2821,11.3,18.3,14.8,18.3,21.8,18.3,14.8,18.3,18.3,18.3,14.8,21.8,18.3,2,9,1,,,,1,2,
LeQuint Allen,JAX,RB,49,No,No,No,34,2,Yes,,Yes,1,0.5,,0.0588,1,,0.5,9,7,2,-6,,,,0.1176,0.0882,,,,-3,62.5,0.2647,4.5,-0.9617,9,7,2,,5.9857,5.9857,0.0435,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,17,,,0.7941,,,,
Colston Loveland,CHI,TE,76,Yes,No,No,63,16,No,1,Yes,11,0.6875,1,0.254,10,1,0.625,81,27,9,108,2,0.2,0.4921,0.3333,0.1429,10,,,6.75,75.3,1.2857,5.0625,-1.9311,8.1,2.7,0.9,4,27.5032,27.5032,0.2286,8.1,18.1,13.1,18.1,23.1,18.1,13.1,18.1,18.1,18.1,13.1,23.1,18.1,3,16,,,0.0317,,,,
Bijan Robinson,ATL,RB,163,No,No,No,134,50,No,3,No,44,0.88,,0.3731,41,2,0.82,374,422,111,-19,16,0.3902,,0.2015,0.1716,32,17,0.34,-0.38,89.5,2.791,7.48,1.2708,9.122,10.2927,2.7073,19,77.794,77.794,0.3401,37.4,78.4,57.9,98.9,78.4,81.4,60.9,78.4,78.4,78.4,57.9,78.4,78.4,5,17,,2,0.6269,0.04,,,
Jaleel McLaughlin,DEN,RB,7,Yes,No,No,3,2,No,,Yes,2,1,,0.6667,2,,1,4,9,2,-5,,,,,,1,,,-2.5,79.2,1.3333,2,-3.4094,2,4.5,1,1,2.7335,2.7335,0.2857,0.4,2.4,1.4,3.4,2.4,2.4,1.4,2.4,2.4,2.4,1.4,2.4,2.4,,8,,,1,,,,
Calvin Austin,PIT,WR,94,No,Yes,No,84,14,No,1,No,10,0.7143,1,0.1667,7,1,0.5,53,29,22,68,1,0.1429,,0.4524,0.5476,12,4,0.2857,4.8571,19.9,0.631,3.7857,-3.0961,7.5714,4.1429,3.1429,2,22.417,22.417,0.1707,5.3,12.3,8.8,12.3,12.3,12.3,8.8,12.3,12.3,12.3,8.8,12.3,12.3,1,14,,2,,0.1429,,,
Ronnie Bell,NO,WR,3,No,No,No,3,1,No,,No,1,1,,0.3333,1,,1,7,1,1,6,,,,,1,1,,,6,95.8,2.3333,7,0.0509,7,1,1,,1.6581,1.6581,0.3333,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,2,,,,,,,
Kareem Hunt,KC,RB,82,No,No,No,50,14,No,,No,12,0.8571,,0.28,11,,0.7857,95,115,34,-20,3,0.2727,0.02,0.1,0.04,8,5,0.3571,-1.4286,94.9,1.9,6.7857,0.7634,8.6364,10.4545,3.0909,4,20.4315,20.4315,0.1842,9.5,20.5,15,26,20.5,20.5,15,20.5,20.5,20.5,15,20.5,20.5,3,17,,1,0.84,0.0714,,,
Derrick Henry,BLT,RB,41,No,Yes,No,23,7,No,1,No,6,0.8571,,0.3043,6,1,0.8571,78,78,16,-2,4,0.6667,,0.0435,,4,1,0.1429,-0.2857,113.1,3.3913,11.1429,5.0752,13,13,2.6667,2,9.7143,9.7143,0.1892,7.8,13.8,10.8,16.8,13.8,13.8,10.8,13.8,13.8,13.8,10.8,13.8,13.8,,17,,,0.9565,,,,
Robert Tonyan,KC,TE,12,No,No,No,6,1,No,,No,1,1,,0.1667,1,,1,1,,,1,,,0.6667,0.3333,,,,,1,79.2,0.1667,1,-4.7754,1,,,,1.3276,1.3276,0.0833,0.1,1.1,0.6,1.1,1.6,1.1,0.6,1.1,1.1,1.1,0.6,1.6,1.1,,16,,,,,,,
Andre Baccellia,ARZ,WR,21,No,No,No,18,3,No,,No,1,0.3333,,0.1667,1,,0.3333,5,-1,,12,,,,0.3333,0.6667,2,,,4,42.4,0.2778,1.6667,-4.283,5,-1,,,4.5202,4.5202,0.1429,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,2,5,,,,,,,
Elic Ayomanor,TEN,WR,144,No,No,No,115,29,Yes,4,Yes,18,0.6207,3,0.2522,15,4,0.5172,145,35,10,240,1,0.0667,0.0087,0.1217,0.8696,20,1,0.0345,8.2759,91.2,1.2609,5,-2.6682,9.6667,2.3333,0.6667,11,49.0846,49.0846,0.2266,38.5,53.5,46,53.5,53.5,56.5,49,53.5,53.5,53.5,46,53.5,53.5,5,16,4,2,,0.069,2,,
Ty Johnson,BUF,RB,70,Yes,No,No,55,19,No,1,Yes,15,0.7895,,0.3455,13,,0.6842,151,189,84,-56,4,0.3077,0.0727,0.1636,0.1273,12,11,0.5789,-2.9474,109.8,2.7455,7.9474,1.7448,11.6154,14.5385,6.4615,7,28.4641,28.4641,0.2879,21.1,34.1,27.6,40.6,34.1,37.1,30.6,34.1,34.1,34.1,27.6,34.1,34.1,2,17,1,1,0.6364,0.0526,,,
Van Jefferson,TEN,WR,84,No,Yes,No,70,12,No,2,Yes,9,0.75,,0.1714,8,1,0.6667,61,25,17,73,,,,0.1143,0.8857,8,,,6.0833,78.8,0.8714,5.0833,-1.5307,7.625,3.125,2.125,5,18.4863,18.4863,0.1538,6.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,14.1,10.1,14.1,14.1,1,16,,,,,,,
Cam Grandy,CIN,TE,3,Yes,No,Yes,3,1,No,,Yes,1,1,,0.3333,1,,1,6,8,10,-2,,,0.3333,0.3333,0.3333,1,1,1,-2,91.7,2,6,1.1489,6,8,10,,1.5043,1.5043,0.3333,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,,5,,,,,,,
Elijah Moore,BUF,WR,28,No,Yes,No,25,6,No,1,No,5,0.8333,,0.24,4,,0.6667,33,36,5,2,1,0.25,,0.32,0.68,6,2,0.3333,0.3333,80.6,1.32,5.5,-0.2362,8.25,9,1.25,1,8.3347,8.3347,0.2222,3.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,7.3,5.3,7.3,7.3,,9,,1,,0.1667,,,
Malachi Corley,CLV,WR,22,No,No,Yes,19,4,Yes,,Yes,4,1,,0.2105,4,,1,11,19,4,-8,1,0.25,,0.6842,0.3158,2,2,0.5,-2,79.2,0.5789,2.75,-2.6586,2.75,4.75,1,,6.1764,6.1764,0.1818,1.1,5.1,3.1,5.1,5.1,5.1,3.1,5.1,5.1,5.1,3.1,5.1,5.1,1,13,,,,,,,
Rachaad White,TB,RB,95,No,No,No,70,22,Yes,,Yes,20,0.9091,1,0.3143,20,,0.9091,149,201,61,-27,7,0.35,,0.1286,0.0714,14,11,0.5,-1.2273,94.9,2.1286,6.7727,0.7833,7.45,10.05,3.05,7,38.4018,38.4018,0.2418,14.9,34.9,24.9,44.9,34.9,37.9,27.9,34.9,34.9,34.9,24.9,34.9,34.9,3,17,,,0.8,,,,
Xavier Worthy,KC,WR,116,No,No,No,100,20,No,1,Yes,15,0.75,1,0.2,12,,0.6,132,86,30,97,7,0.5833,,0.23,0.77,16,3,0.15,4.85,79.6,1.32,6.6,-0.0366,11,7.1667,2.5,5,33.4199,33.4199,0.1905,13.2,25.2,19.2,25.2,25.2,28.2,22.2,25.2,25.2,25.2,19.2,25.2,25.2,1,14,,1,,0.05,,,
Zach Charbonnet,SEA,RB,80,No,No,No,52,4,Yes,1,Yes,4,1,,0.0769,4,1,1,17,16,13,1,,,0.0192,0.0769,0.0192,1,1,0.25,0.25,84.4,0.3269,4.25,-1.6345,4.25,4,3.25,1,5.8624,5.8624,0.0548,1.7,5.7,3.7,7.7,5.7,5.7,3.7,5.7,5.7,5.7,3.7,5.7,5.7,,16,,,0.8846,,,,
Chuba Hubbard,CAR,RB,74,No,No,No,59,13,Yes,,Yes,12,0.9231,,0.2203,11,,0.8462,77,117,41,-49,2,0.1818,,0.0508,0.2373,6,6,0.4615,-3.7692,91.3,1.3051,5.9231,0.4315,7,10.6364,3.7273,4,19.7045,19.7045,0.2031,7.7,18.7,13.2,24.2,18.7,18.7,13.2,18.7,18.7,18.7,13.2,18.7,18.7,1,15,,1,0.7119,0.0769,,,
Jared Wayne,HST,WR,6,No,No,No,5,,No,,Yes,,,,,,,,,,,,,,,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
AJ Barner,SEA,TE,114,No,No,No,95,22,Yes,1,Yes,19,0.8636,2,0.2316,18,,0.8182,160,103,54,81,4,0.2222,0.8421,0.1053,0.0316,11,,,3.6818,127.3,1.6842,7.2727,0.8896,8.8889,5.7222,3,10,41.726,41.726,0.2095,28,46,37,46,55,49,40,46,46,46,37,55,46,7,17,2,,0.0211,,,,
Chris Manhertz,NYG,TE,15,Yes,No,No,4,,No,,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Cameron Latu,PHI,TE,3,No,Yes,No,3,,No,,Yes,,,,,,,,,,,,,,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,0.3333,,,,
Blake Whiteheart,CLV,TE,31,No,No,Yes,19,1,Yes,,Yes,1,1,,0.0526,1,,1,,,,,,,0.5263,0.2632,0.2105,,,,,79.2,,,-5.289,,,,,1.5682,1.5682,0.0323,,1,0.5,1,1.5,1,0.5,1,1,1,0.5,1.5,1,,16,,,,,,,
Mason Taylor,NYJ,TE,93,No,No,No,81,21,Yes,3,Yes,20,0.9524,,0.2593,18,3,0.8571,124,47,18,92,,,0.4074,0.3333,0.2469,13,,,4.381,71.4,1.5309,5.9048,-0.7733,6.8889,2.6111,1,9,32.727,32.727,0.253,12.4,30.4,21.4,30.4,39.4,33.4,24.4,30.4,30.4,30.4,21.4,39.4,30.4,3,13,,2,0.0123,0.0952,,,
Emanuel Wilson,GB,RB,39,No,No,Yes,32,6,No,,Yes,6,1,,0.1875,6,,1,60,75,27,-15,3,0.5,0.0625,0.0312,0.0938,3,2,0.3333,-2.5,108.3,1.875,10,4.3361,10,12.5,4.5,3,9.3914,9.3914,0.1622,6,12,9,15,12,12,9,12,12,12,9,12,12,,17,,,0.8125,,,,
Quentin Johnston,LAC,WR,100,No,Yes,Yes,88,22,No,2,No,19,0.8636,3,0.25,17,1,0.7727,117,48,18,129,4,0.2353,,0.1818,0.8182,20,4,0.1818,5.8636,118.9,1.3295,5.3182,-1.7705,6.8824,2.8235,1.0588,6,37.8919,37.8919,0.2418,23.7,40.7,32.2,40.7,40.7,43.7,35.2,40.7,40.7,40.7,32.2,40.7,40.7,8,14,2,2,,0.0909,1,,
Jeff Wilson,MIA,RB,3,Yes,No,Yes,3,,No,,Yes,,,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0.6667,,,,
Kameron Johnson,TB,WR,7,No,No,No,6,,Yes,,Yes,,,,,,,,,,,,,,,0.1667,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,
Corey Kiner,ARZ,RB,3,No,No,No,3,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,
Dyami Brown,JAX,WR,55,No,No,No,47,15,Yes,3,Yes,13,0.8667,3,0.3191,10,2,0.6667,101,8,4,157,,,,0.2128,0.7872,13,1,0.0667,10.4667,80.1,2.1489,6.7333,-1.7307,10.1,0.8,0.4,8,32.0223,32.0223,0.2885,16.1,26.1,21.1,26.1,26.1,29.1,24.1,26.1,26.1,26.1,21.1,26.1,26.1,5,14,1,2,,0.1333,1,,
Garrett Wilson,NYJ,WR,49,No,No,No,49,18,No,2,No,14,0.7778,,0.3673,10,,0.5556,77,15,-1,123,,,,0.4286,0.5714,17,1,0.0556,6.8333,43.1,1.5714,4.2778,-2.7297,7.7,1.5,-0.1,4,29.4989,29.4989,0.4,7.7,17.7,12.7,17.7,17.7,17.7,12.7,17.7,17.7,17.7,12.7,17.7,17.7,1,7,,2,,0.1111,,,
Luther Burden,CHI,WR,51,Yes,No,No,46,16,No,1,Yes,14,0.875,,0.3478,12,,0.75,130,89,17,67,1,0.0833,,0.4783,0.5,14,5,0.3125,4.1875,98.4,2.8261,8.125,1.7163,10.8333,7.4167,1.4167,7,23.8588,23.8588,0.3333,13,25,19,25,25,28,22,25,25,25,19,25,25,1,15,,1,0.0217,0.0625,,,
Chris Moore,WAS,WR,60,No,Yes,No,53,9,No,3,Yes,6,0.6667,,0.1698,5,1,0.5556,64,7,3,85,,,,0.1321,0.8679,8,,,9.4444,78,1.2075,7.1111,-0.6637,12.8,1.4,0.6,5,13.9099,13.9099,0.1636,6.4,11.4,8.9,11.4,11.4,11.4,8.9,11.4,11.4,11.4,8.9,11.4,11.4,,14,,1,,0.1111,,,
Tutu Atwell,LA,WR,29,No,No,No,24,1,No,,Yes,,,,0.0417,,,,,,,12,,,,0.625,0.375,1,,,12,,,,-9.0461,,,,,2.9717,2.9717,0.0345,,,,,,,,,,,,,,,10,,,,,,,
David Moore,CAR,WR,9,No,No,Yes,8,,No,,Yes,,,,,,,,,,,,,,,0.375,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
CJ Dippre,NE,TE,2,Yes,No,Yes,1,,No,,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Amon-Ra St. Brown,DET,WR,153,Yes,No,No,138,44,No,3,Yes,38,0.8636,3,0.3188,34,3,0.7727,285,149,58,222,4,0.1176,,0.6014,0.3841,41,4,0.0909,5.0455,99.1,2.0652,6.4773,-0.0664,8.3824,4.3824,1.7059,17,78.4435,78.4435,0.3259,40.5,74.5,57.5,74.5,74.5,77.5,60.5,74.5,74.5,74.5,57.5,74.5,74.5,10,17,2,4,0.0145,0.0909,1,1,
Omarion Hampton,LAC,RB,42,No,Yes,Yes,32,15,No,1,No,15,1,,0.4688,14,,0.9333,94,137,47,-39,1,0.0714,,0.0938,0.0625,11,8,0.5333,-2.6,92.8,2.9375,6.2667,0.3043,6.7143,9.7857,3.3571,2,22.3553,22.3553,0.3659,9.4,23.4,16.4,30.4,23.4,23.4,16.4,23.4,23.4,23.4,16.4,23.4,23.4,1,9,,,0.8438,,,,
Isaiah Williams,NYJ,WR,66,Yes,No,No,59,12,No,,Yes,10,0.8333,,0.2034,10,,0.8333,80,45,11,55,,,,0.6271,0.3559,10,3,0.25,4.5833,94.4,1.3559,6.6667,0.066,8,4.5,1.1,4,17.1564,17.1564,0.1905,8,18,13,18,18,18,13,18,18,18,13,18,18,,15,,,0.0169,,,,
Charlie Woerner,ATL,TE,80,No,No,No,43,3,No,1,No,3,1,,0.0698,3,1,1,14,12,9,2,1,0.3333,0.3721,0.1163,0.0698,2,,,0.6667,86.1,0.3256,4.6667,-1.3414,4.6667,4,3,,5.0396,5.0396,0.0405,1.4,4.4,2.9,4.4,5.9,4.4,2.9,4.4,4.4,4.4,2.9,5.9,4.4,1,17,,,0.4419,,,,
Josh Palmer,BUF,WR,56,Yes,No,No,50,8,No,2,Yes,3,0.375,1,0.16,2,1,0.25,25,7,,77,,,,0.22,0.78,8,,,9.625,0.5,0.5,3.125,-5.0195,12.5,3.5,,1,16.037,16.037,0.1538,2.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,4.5,3.5,4.5,4.5,2,12,,,,,,,
Antonio Gibson,NE,RB,8,Yes,No,No,6,2,No,,Yes,2,1,,0.3333,2,,1,6,16,5,-10,,,,,,2,2,1,-5,79.2,1,3,-2.3296,3,8,2.5,,2.7958,2.7958,0.2857,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,5,,,1,,,,
Mason Kinsey,TEN,WR,11,No,No,No,9,,Yes,,Yes,,,,,,,,,,,,,,,0.4444,0.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
Jonnu Smith,PIT,TE,97,No,Yes,No,76,12,No,2,No,11,0.9167,,0.1579,10,1,0.8333,39,44,13,9,1,0.1,0.25,0.5263,0.2105,9,5,0.4167,0.75,80.2,0.5132,3.25,-2.804,3.9,4.4,1.3,1,16.4501,16.4501,0.1348,3.9,13.9,8.9,13.9,18.9,13.9,8.9,13.9,13.9,13.9,8.9,18.9,13.9,2,17,,,0.0132,,,,
Harrison Bryant,HST,TE,16,No,No,Yes,10,1,No,,Yes,,,,0.1,,,,,,,6,,,0.8,0.2,,,,,6,39.6,,,-7.093,,,,,1.665,1.665,0.0625,,,,,,,,,,,,,,,12,,,,,,,
Tylan Wallace,BLT,WR,22,No,Yes,No,21,4,No,,No,3,0.75,,0.1905,3,,0.75,30,17,7,23,,,,0.4762,0.5238,2,1,0.25,5.75,95.8,1.4286,7.5,0.6413,10,5.6667,2.3333,2,7.0245,7.0245,0.1905,3,6,4.5,6,6,6,4.5,6,6,6,4.5,6,6,,14,,,,,,,
Josiah Deguara,ARZ,TE,14,No,No,No,13,2,No,1,Yes,2,1,1,0.1538,2,1,1,13,1,1,14,,,0.3846,0.2308,0.3846,1,,,7,133.3,1,6.5,-0.3698,6.5,0.5,0.5,1,5.1622,5.1622,0.1538,7.3,9.3,8.3,9.3,10.3,9.3,8.3,9.3,9.3,9.3,8.3,10.3,9.3,1,12,1,,,,1,,
Braelon Allen,NYJ,RB,6,No,No,Yes,3,2,No,,No,2,1,,0.6667,1,,0.5,5,,,5,,,,,,1,,,2.5,56.3,1.6667,2.5,-4.03,5,,,,4.8994,4.8994,0.3333,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,2,4,,1,1,0.5,,,
Elijah Higgins,ARZ,TE,78,No,No,No,70,13,No,3,Yes,12,0.9231,,0.1857,12,3,0.9231,108,76,23,35,6,0.5,0.4286,0.5143,0.0571,8,2,0.1538,2.6923,101.3,1.5429,8.3077,2.0334,9,6.3333,1.9167,6,18.5867,18.5867,0.1831,10.8,22.8,16.8,22.8,28.8,25.8,19.8,22.8,22.8,22.8,16.8,28.8,22.8,1,17,,,,,,,
Adam Thielen,PIT,WR,71,No,Yes,No,59,12,No,6,No,12,1,,0.2034,9,4,0.75,64,22,9,63,1,0.1111,,0.5763,0.4237,12,1,0.0833,5.25,86.8,1.0847,5.3333,-1.2326,7.1111,2.4444,1,5,17.7366,17.7366,0.1765,6.4,15.4,10.9,15.4,15.4,15.4,10.9,15.4,15.4,15.4,10.9,15.4,15.4,1,16,,1,,0.0833,,,
Terry McLaurin,WAS,WR,67,No,Yes,No,63,24,No,8,Yes,20,0.8333,1,0.381,18,6,0.75,176,19,13,211,1,0.0556,,0.0952,0.9048,20,,,8.7917,109,2.7937,7.3333,-0.3659,9.7778,1.0556,0.7222,15,39.3517,39.3517,0.4138,23.6,41.6,32.6,41.6,41.6,44.6,35.6,41.6,41.6,41.6,32.6,41.6,41.6,2,10,1,,,,1,,
Chris Godwin,TB,WR,71,No,No,No,60,18,Yes,3,Yes,16,0.8889,1,0.3,14,3,0.7778,100,61,32,77,2,0.1429,,0.55,0.45,15,3,0.1667,4.2778,108.3,1.6667,5.5556,-0.7511,7.1429,4.3571,2.2857,8,31.1296,31.1296,0.2571,16,30,23,30,30,33,26,30,30,30,23,30,30,4,9,1,1,,0.0556,1,,
Harold Fannin,CLV,TE,137,No,No,No,115,35,No,5,Yes,29,0.8286,1,0.3043,26,3,0.7429,189,126,58,133,4,0.1538,0.5217,0.3478,0.1217,26,4,0.1143,3.8,93.6,1.6435,5.4,-1.333,7.2692,4.8462,2.2308,8,55.6734,55.6734,0.28,30.9,56.9,43.9,56.9,69.9,59.9,46.9,56.9,56.9,56.9,43.9,69.9,56.9,3,16,2,1,0.0087,0.0286,1,,
Brayden Willis,SF,TE,4,No,Yes,No,3,1,No,,No,,,,0.3333,,,,,,,2,,,0.3333,0.3333,0.3333,1,,,2,39.6,,,-6.3701,,,,,1.5,1.5,0.25,,,,,,,,,,,,,,,6,,,,,,,
Dalen Cambre,NYG,WR,1,Yes,No,No,1,,No,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,
Kyle Pitts,ATL,TE,180,No,No,No,153,25,No,2,No,22,0.88,,0.1634,21,2,0.84,149,79,40,86,1,0.0476,0.4575,0.3399,0.2026,18,4,0.16,3.44,91.5,0.9739,5.96,-0.4239,7.0952,3.7619,1.9048,8,41.0773,41.0773,0.1534,14.9,35.9,25.4,35.9,46.4,38.9,28.4,35.9,35.9,35.9,25.4,46.4,35.9,,17,,1,,0.04,,,
Dante Pettis,NO,WR,14,No,No,No,13,3,No,,No,3,1,,0.2308,3,,1,45,35,16,10,4,1.3333,,0.5385,0.4615,1,,,3.3333,118.8,3.4615,15,8.0501,15,11.6667,5.3333,,4.876,4.876,0.2143,3.5,6.5,5,6.5,6.5,6.5,4,5.5,5.5,5.5,4,6.5,5.5,,8,,,,,,,
Devin Neal,NO,RB,40,No,Yes,No,29,3,No,,Yes,3,1,,0.1034,2,,0.6667,6,11,3,-5,,,,0.069,0.1034,,,,-1.6667,70.1,0.2069,2,-3.8418,3,5.5,1.5,,6.3255,6.3255,0.0789,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,9,,1,0.8276,0.3333,,,
Oronde Gadsden,LAC,TE,99,Yes,No,No,80,14,No,,Yes,11,0.7857,2,0.175,8,,0.5714,92,47,25,95,1,0.125,0.35,0.45,0.1875,12,1,0.0714,6.7857,77.1,1.15,6.5714,-1.1584,11.5,5.875,3.125,6,25.5789,25.5789,0.1522,9.2,17.2,13.2,17.2,21.2,17.2,13.2,17.2,17.2,17.2,13.2,21.2,17.2,6,15,,3,0.0125,0.2143,,,
TreVeyon Henderson,NE,RB,71,Yes,No,Yes,63,25,No,,Yes,24,0.96,1,0.3968,22,,0.88,130,164,37,-17,7,0.3182,0.0159,0.0159,0.0794,8,6,0.24,-0.68,101.7,2.0635,5.2,-0.9436,5.9091,7.4545,1.6818,5,42.2194,42.2194,0.3731,19,41,30,52,41,44,33,41,41,41,30,41,41,4,17,1,2,0.8889,0.08,1,,
Jayden Reed,GB,WR,24,No,No,Yes,24,7,No,,Yes,7,1,,0.2917,7,,1,59,33,7,26,1,0.1429,0.0417,0.7083,0.2083,5,1,0.1429,3.7143,101.8,2.4583,8.4286,1.9498,8.4286,4.7143,1,2,9.647,9.647,0.3043,5.9,12.9,9.4,12.9,12.9,12.9,9.4,12.9,12.9,12.9,9.4,12.9,12.9,1,7,,,0.0417,,,,
Jalen Coker,CAR,WR,76,No,No,No,72,9,Yes,1,Yes,7,0.7778,2,0.125,7,1,0.7778,56,23,9,51,,,,0.6806,0.3194,6,1,0.1111,5.6667,90,0.7778,6.2222,-0.2863,8,3.2857,1.2857,4,17.2609,17.2609,0.1429,11.6,18.6,15.1,18.6,18.6,18.6,15.1,18.6,18.6,18.6,15.1,18.6,18.6,3,11,1,,,,1,,1
Raheem Mostert,LV,RB,20,No,No,Yes,14,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,1,,,,
Arian Smith,NYJ,WR,60,Yes,No,No,56,1,No,,Yes,1,1,,0.0179,1,,1,,3,,-3,,,,0.4464,0.5536,1,1,1,-3,79.2,,,-4.9408,,3,,,2.9828,2.9828,0.0189,,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,,16,,,,,,,
Marvin Mims,DEN,WR,81,Yes,No,No,70,18,No,,Yes,16,0.8889,,0.2571,16,,0.8889,122,142,54,-7,2,0.125,,0.3429,0.6,15,10,0.5556,-0.3889,94.9,1.7429,6.7778,1.2503,7.625,8.875,3.375,5,28.3486,28.3486,0.2308,12.2,28.2,20.2,28.2,28.2,31.2,23.2,28.2,28.2,28.2,20.2,28.2,28.2,1,15,,,0.0571,,,,
Dallas Goedert,PHI,TE,126,No,No,No,118,22,No,1,No,19,0.8636,,0.1864,17,1,0.7727,145,68,25,111,,,0.322,0.5339,0.1441,15,,,5.0455,109.1,1.2288,6.5909,-0.2284,8.5294,4,1.4706,8,35.6444,35.6444,0.1818,20.5,37.5,29,37.5,46,40.5,32,37.5,37.5,37.5,29,46,37.5,2,15,1,2,,0.0909,,,
Roschon Johnson,CHI,RB,1,No,No,No,1,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,1,,,,
Cedric Tillman,CLV,WR,80,No,No,Yes,66,7,Yes,1,Yes,6,0.8571,,0.1061,4,,0.5714,20,3,,36,1,0.25,,0.2273,0.7727,7,,,5.1429,22.6,0.303,2.8571,-3.5481,5,0.75,,2,15.1194,15.1194,0.0933,2,6,4,6,6,6,4,6,6,6,4,6,6,1,13,,1,,0.1429,,,
