Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,AlignmentWideRoutesPercentage,playerStatsFirstDownsReceiving,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,playerStatsInside20ReceivingTargetsTotal,AlignmentInlineRoutesPercentage,TargetsContestedTotal,DropsTotal,AveragesPerTargetDropsTotal,ReceptionsContested,TouchdownsTotal
John Metchie,HST,WR,18,No,No,No,5,3,No,No,3,1,0.6,3,1,11,19,4,-8,,0.4,3,3,1,-2.6667,81.9,2.2,3.6667,-1.4602,3.6667,6.3333,1.3333,4.7781,4.7781,0.1667,1.1,4.1,2.6,4.1,4.1,4.1,2.6,4.1,4.1,4.1,2.6,4.1,4.1,13,0.6,1,,,1,,,,,,
Marquise Brown,KC,WR,2,No,No,No,2,1,No,Yes,1,1,0.5,1,1,4,8,1,-4,,,1,1,1,-4,83.3,2,4,-0.4851,4,8,1,1.6316,1.6316,0.5,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,2,1,,,,,,,,,,
Skyy Moore,KC,WR,6,No,No,Yes,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.5,,,,,,,,,,
Chris Conley,SF,WR,7,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.5,,,,,,,,,,
Travis Homer,CHI,RB,3,No,No,Yes,3,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
Jaelon Darden,SEA,WR,1,Yes,No,Yes,1,1,No,Yes,1,1,1,1,1,6,8,1,-2,,,1,1,1,-2,91.7,6,6,0.5009,6,8,1,1.5102,1.5102,1,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,11,1,1,,,,,,,,,
Luke Schoonmaker,DAL,TE,10,No,No,No,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Jack Stoll,MIA,TE,4,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,,,,,
Mecole Hardman,KC,WR,8,Yes,No,No,7,4,No,Yes,4,1,0.5714,4,1,35,44,6,-9,0.1429,0.4286,4,4,1,-2.25,103.1,5,8.75,3.3905,8.75,11,1.5,5.7333,5.7333,0.5,3.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,12,0.4286,2,1,0.25,,,,,,,
Malik Heath,GB,WR,5,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,
Jalen McMillan,TB,WR,38,Yes,No,Yes,12,6,Yes,Yes,6,1,0.5,6,1,56,58,11,-2,,0.4167,6,6,1,-0.3333,145.1,4.6667,9.3333,3.6306,9.3333,9.6667,1.8333,9.6973,9.6973,0.1579,11.6,17.6,14.6,17.6,17.6,17.6,14.6,17.6,17.6,17.6,14.6,17.6,17.6,13,0.5833,4,1,0.1667,1,,,,,,1
D'Ernest Johnson,JAX,RB,10,Yes,No,No,6,4,No,No,4,1,0.6667,4,1,25,45,9,-20,0.6667,0.1667,4,4,1,-5,92.7,4.1667,6.25,0.8835,6.25,11.25,2.25,6.0732,6.0732,0.4,2.5,6.5,4.5,8.5,6.5,6.5,4.5,6.5,6.5,6.5,4.5,6.5,6.5,13,0.1667,1,,,,,,,,,
Theo Johnson,NYG,TE,21,Yes,No,No,8,3,No,Yes,3,1,0.375,2,0.6667,19,27,4,-12,0.125,0.125,3,3,1,-4,84,2.375,6.3333,0.8084,9.5,13.5,2,6.3778,6.3778,0.1429,1.9,3.9,2.9,3.9,4.9,3.9,2.9,3.9,3.9,3.9,2.9,4.9,3.9,12,0.25,1,,,,0.5,1,,,,
Jahan Dotson,PHI,WR,10,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,4,5,,-1,,0.5,1,1,1,-1,83.3,1,4,-2.1699,4,5,,1.3579,1.3579,0.1,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,17,0.5,,,,,,,,,,
DeVonta Smith,PHI,WR,8,No,No,No,3,,No,Yes,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.6667,,,,,,,,,,
Eric Gray,NYG,RB,6,Yes,No,No,5,4,No,Yes,4,1,0.8,4,1,53,79,13,-26,0.8,0.2,4,4,1,-6.5,118.8,10.6,13.25,8.441,13.25,19.75,3.25,6.2213,6.2213,0.6667,5.3,9.3,7.3,11.3,9.3,9.3,7.3,9.3,9.3,9.3,7.3,9.3,9.3,16,,2,2,0.5,,,,,,,
Trenton Irwin,CIN,WR,8,Yes,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,
Jameson Williams,DET,WR,38,No,No,Yes,14,6,No,Yes,6,1,0.4286,6,1,29,50,12,-21,,0.4286,6,6,1,-3.5,86.8,2.0714,4.8333,0.0987,4.8333,8.3333,2,10.2937,10.2937,0.1579,2.9,8.9,5.9,8.9,8.9,8.9,5.9,8.9,8.9,8.9,5.9,8.9,8.9,15,0.5714,1,2,0.3333,1,,,,,,
James Proche,CLV,WR,2,No,No,No,1,,No,No,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
Puka Nacua,LA,WR,16,No,No,No,14,12,No,Yes,12,1,0.8571,12,1,119,145,37,-26,,0.2857,12,12,1,-2.1667,135.8,8.5,9.9167,4.5305,9.9167,12.0833,3.0833,18.3441,18.3441,0.75,17.9,29.9,23.9,29.9,29.9,32.9,26.9,29.9,29.9,29.9,23.9,29.9,29.9,11,0.7143,5,6,0.5,4,,,,,,1
Joe Mixon,HST,RB,27,No,No,No,16,13,No,No,12,0.9231,0.8125,11,0.8462,79,127,44,-53,0.9375,0.0625,13,13,1,-4.0769,92,4.9375,6.0769,0.4026,7.1818,11.5455,4,19.7812,19.7812,0.4815,7.9,18.9,13.4,24.4,18.9,18.9,13.4,18.9,18.9,18.9,13.4,18.9,18.9,14,,4,5,0.4545,,,,1,0.0769,,
Kristian Wilkerson,LV,WR,2,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,
Aaron Jones,MIN,RB,23,No,No,Yes,19,19,No,Yes,19,1,1,19,1,132,218,35,-86,0.8421,,19,19,1,-4.5263,95.6,6.9474,6.9474,1.3784,6.9474,11.4737,1.8421,29.3546,29.3546,0.8261,12.2,31.2,21.7,40.7,31.2,34.2,23.7,30.2,30.2,30.2,20.7,31.2,30.2,17,0.1579,7,3,0.1579,5,,,,,,
Luke Farrell,JAX,TE,10,Yes,No,No,1,1,No,No,1,1,1,1,1,5,8,8,-3,,,1,1,1,-3,87.5,5,5,-0.8652,5,8,8,1.858,1.858,0.1,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,17,,,1,1,,1,,,,,
Christian Kirk,JAX,WR,13,No,No,No,4,1,No,Yes,1,1,0.25,1,1,6,7,3,-1,,0.5,1,1,1,-1,91.7,1.5,6,-0.1699,6,7,3,1.5188,1.5188,0.0769,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,8,0.5,,,,,,,,,,
Demario Douglas,NE,WR,36,Yes,No,No,24,10,No,Yes,10,1,0.4167,10,1,46,80,17,-34,,0.5833,10,10,1,-3.4,85.8,1.9167,4.6,-0.2442,4.6,8,1.7,18.1067,18.1067,0.2778,4.6,14.6,9.6,14.6,14.6,14.6,9.6,14.6,14.6,14.6,9.6,14.6,14.6,17,0.4167,1,3,0.3,,,,,,,
Alexander Mattison,LV,RB,17,Yes,No,Yes,11,6,No,Yes,6,1,0.5455,4,0.6667,61,73,24,-22,0.8182,,6,6,1,-3.6667,100,5.5455,10.1667,4.3891,15.25,18.25,6,8.8478,8.8478,0.3529,6.1,10.1,8.1,12.1,10.1,10.1,8.1,10.1,10.1,10.1,8.1,10.1,10.1,14,0.1818,3,3,0.75,,,1,1,0.1667,,
Cade Otton,TB,TE,57,No,No,No,13,10,No,Yes,9,0.9,0.7692,8,0.8,47,66,17,-25,,0.1538,10,10,1,-2.5,86.3,3.6154,4.7,-0.5712,5.875,8.25,2.125,15.7737,15.7737,0.1754,4.7,12.7,8.7,12.7,16.7,12.7,8.7,12.7,12.7,12.7,8.7,16.7,12.7,14,0.1538,2,1,0.125,3,0.6923,,1,0.1,,
Malik Nabers,NYG,WR,39,Yes,No,No,21,10,No,Yes,10,1,0.4762,8,0.8,56,78,31,-28,,0.2857,10,10,1,-2.8,123.3,2.6667,5.6,0.5373,7,9.75,3.875,17.6382,17.6382,0.2564,11.6,19.6,15.6,19.6,19.6,19.6,15.6,19.6,19.6,19.6,15.6,19.6,19.6,15,0.7143,2,2,0.25,,,,2,0.2,,1
Tank Dell,HST,WR,38,Yes,No,No,13,6,No,Yes,6,1,0.4615,6,1,23,47,16,-24,,0.3846,6,6,1,-4,82.6,1.7692,3.8333,-0.7123,3.8333,7.8333,2.6667,9.2339,9.2339,0.1579,2.3,8.3,5.3,8.3,8.3,8.3,5.3,8.3,8.3,8.3,5.3,8.3,8.3,14,0.6154,1,,,,,,,,,
Gus Edwards,LAC,RB,1,Yes,No,No,1,1,No,Yes,,,1,,,,,,-5,1,,1,1,1,-5,39.6,,,-5.8711,,,,1.72,1.72,1,,,,,,,,,,,,,,11,,,,,,,,,,,
Xavier Weaver,ARZ,WR,3,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,
Taysom Hill,NO,TE,9,Yes,No,No,8,4,No,Yes,4,1,0.5,4,1,31,44,9,-13,0.375,,4,4,1,-3.25,99,3.875,7.75,2.5113,7.75,11,2.25,6.0743,6.0743,0.4444,3.22,7.22,5.22,7.22,9.22,7.22,5.22,7.22,7.22,7.22,5.22,9.25,7.25,8,0.375,1,1,0.25,,0.25,,,,,
Brian Robinson,WAS,RB,24,No,No,No,13,7,No,Yes,7,1,0.5385,6,0.8571,35,69,11,-39,0.7692,0.2308,7,7,1,-5.5714,47.9,2.6923,5,-0.2996,5.8333,11.5,1.8333,11.8504,11.8504,0.2917,3.5,9.5,6.5,12.5,9.5,9.5,6.5,9.5,9.5,9.5,6.5,9.5,9.5,14,,1,1,0.1667,1,,1,1,0.1429,,
Alvin Kamara,NO,RB,27,No,No,No,23,22,No,No,21,0.9545,0.9565,20,0.9091,211,282,52,-76,0.6087,0.1304,22,22,1,-3.4545,121.8,9.1739,9.5909,3.7476,10.55,14.1,2.6,34.8793,34.8793,0.8148,27.1,47.1,37.1,57.1,47.1,50.1,40.1,47.1,47.1,47.1,37.1,47.1,47.1,14,0.2609,5,2,0.1,3,,,1,0.0455,,1
Ray-Ray McCloud,ATL,WR,35,No,No,No,14,14,No,Yes,13,0.9286,1,12,0.8571,74,113,34,-47,,0.1429,14,14,1,-3.3571,88.7,5.2857,5.2857,0.4715,6.1667,9.4167,2.8333,21.6323,21.6323,0.4,7.4,19.4,13.4,19.4,19.4,19.4,13.4,19.4,19.4,19.4,13.4,19.4,19.4,17,0.8571,1,3,0.25,1,,,1,0.0714,,
Eric Saubert,SF,TE,3,No,No,No,2,1,No,Yes,1,1,0.5,1,1,-1,,,-1,,1,1,1,1,-1,79.2,-0.5,-1,-5.9014,-1,,,2.0818,2.0818,0.3333,-0.1,0.9,0.4,0.9,1.4,0.9,0.4,0.9,0.9,0.9,0.4,1.4,0.9,17,,,,,1,,,,,,
DK Metcalf,SEA,WR,33,Yes,No,Yes,9,2,No,Yes,2,1,0.2222,2,1,6,7,5,-1,,0.1111,2,2,1,-0.5,79.2,0.6667,3,-3.1042,3,3.5,2.5,3.0807,3.0807,0.0606,0.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,15,0.8889,,,,1,,,,,,
Mark Andrews,BLT,TE,24,No,No,No,7,1,No,No,1,1,0.1429,1,1,2,3,,-1,,0.5714,1,1,1,-1,79.2,0.2857,2,-2.9014,2,3,,1.4477,1.4477,0.0417,0.2,1.2,0.7,1.2,1.7,1.2,0.7,1.2,1.2,1.2,0.7,1.7,1.2,17,0.2857,,,,,0.1429,,,,,
Parker Washington,JAX,WR,28,Yes,No,No,12,3,No,No,3,1,0.25,2,0.6667,9,14,4,-9,,,3,3,1,-3,70.1,0.75,3,-1.975,4.5,7,2,4.4623,4.4623,0.1071,0.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,17,1,,1,0.5,,,,1,0.3333,,
MyCole Pruitt,PIT,TE,12,Yes,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,1.935,1.935,,,,,,,,,,,,,,,12,,,,,,1,,,,,
Erick All,CIN,TE,6,Yes,No,No,1,1,No,Yes,1,1,1,1,1,-1,,,-1,,,1,1,1,-1,79.2,-1,-1,-5.9014,-1,,,1.6739,1.6739,0.1667,-0.1,0.9,0.4,0.9,1.4,0.9,0.4,0.9,0.9,0.9,0.4,1.4,0.9,9,,,,,,1,,,,,
Allen Robinson,DET,WR,2,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,,,,,,,,,,
Kendre Miller,NO,RB,7,No,No,Yes,4,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
Diontae Johnson,HST,WR,9,No,No,No,5,3,No,No,2,0.6667,0.6,2,0.6667,9,11,4,-6,,,3,3,1,-2,70.1,1.8,3,-2.6083,4.5,5.5,2,4.7963,4.7963,0.3333,0.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,12,1,,,,,,,,,,
Dameon Pierce,HST,RB,3,No,No,No,2,1,No,No,,,0.5,,,,,,-4,1,,1,1,1,-4,39.6,,,-5.5699,,,,1.7135,1.7135,0.3333,,,,,,,,,,,,,,11,,,,,1,,,,,,
Blake Corum,LA,RB,2,Yes,No,Yes,1,1,No,Yes,1,1,1,1,1,8,14,5,-6,1,,1,1,1,-6,100,8,8,2.9107,8,14,5,1.3775,1.3775,0.5,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,15,,,1,1,,,,,,,
Pierre Strong,CLV,RB,9,No,No,No,7,3,No,Yes,3,1,0.4286,3,1,43,52,17,-9,0.7143,0.1429,3,3,1,-3,118.8,6.1429,14.3333,8.371,14.3333,17.3333,5.6667,4.5485,4.5485,0.3333,4.3,7.3,5.8,8.8,7.3,7.3,5.8,7.3,7.3,7.3,5.8,7.3,7.3,13,0.1429,2,1,0.3333,,,,,,,
Rakim Jarrett,TB,WR,14,Yes,No,Yes,3,,Yes,Yes,,,,,,,,,,,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.3333,,,,,,,,,,
Julian Hill,MIA,TE,29,Yes,No,No,4,1,No,Yes,1,1,0.25,1,1,4,7,-1,-3,,,1,1,1,-3,83.3,1,4,-1.8652,4,7,-1,2.2389,2.2389,0.0345,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,16,,,,,1,1,,,,,
Tyquan Thornton,NE,WR,6,No,No,Yes,4,1,No,Yes,1,1,0.25,1,1,6,8,3,-2,,0.25,1,1,1,-2,91.7,1.5,6,0.5009,6,8,3,1.5102,1.5102,0.1667,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,5,0.75,,,,,,,,,,
Breece Hall,NYJ,RB,29,Yes,No,No,21,13,No,Yes,11,0.8462,0.619,11,0.8462,57,93,29,-41,0.8095,0.1905,13,13,1,-3.1538,84.9,2.7143,4.3846,-1.6178,5.1818,8.4545,2.6364,23.1985,23.1985,0.4483,4.7,15.7,10.2,21.2,15.7,15.7,9.2,14.7,14.7,14.7,9.2,15.7,14.7,16,,2,2,0.1818,,,,,,,
Trent Sherfield,MIN,WR,4,No,No,Yes,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,
Greg Dortch,ARZ,WR,24,No,No,No,9,6,No,Yes,6,1,0.6667,6,1,70,85,38,-15,0.1111,0.4444,6,6,1,-2.5,115.3,7.7778,11.6667,6.552,11.6667,14.1667,6.3333,9.5047,9.5047,0.25,7,13,10,13,13,13,10,13,13,13,10,13,13,17,0.4444,2,5,0.8333,,,,,,,
Terrell Jennings,NE,RB,2,Yes,No,No,1,1,No,Yes,,,1,,,,,,-6,1,,1,1,1,-6,39.6,,,-5.0893,,,,2.0857,2.0857,0.5,,,,,,,,,,,,,,2,,,,,,,,,,,
Tip Reiman,ARZ,TE,20,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,1,,,,,
Jha'Quan Jackson,TEN,WR,2,Yes,No,Yes,1,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
Javonte Williams,DEN,RB,31,Yes,No,No,24,17,No,Yes,17,1,0.7083,16,0.9412,91,191,45,-105,0.9583,,17,17,1,-6.1765,89,3.7917,5.3529,0.1902,5.6875,11.9375,2.8125,27.469,27.469,0.5484,9.1,25.1,17.1,33.1,25.1,25.1,17.1,25.1,25.1,25.1,17.1,25.1,25.1,17,,4,2,0.125,,0.0417,,1,0.0588,,
Tyrell Shavers,BUF,WR,1,No,No,No,1,1,No,Yes,1,1,1,1,1,69,71,61,-2,,1,1,1,1,-2,158.3,69,69,63.5009,69,71,61,1.5102,1.5102,1,12.9,13.9,13.4,13.9,13.9,13.9,13.4,13.9,13.9,13.9,13.4,13.9,13.9,3,,1,2,2,,,,,,,1
Cam Akers,MIN,RB,14,No,No,Yes,9,5,No,Yes,4,0.8,0.5556,4,0.8,27,44,12,-18,0.8889,,5,5,1,-3.6,128.8,3,5.4,-0.0773,6.75,11,3,7.957,7.957,0.3571,8.7,12.7,10.7,14.7,12.7,12.7,10.7,12.7,12.7,12.7,10.7,12.7,12.7,16,,1,,,1,0.1111,,,,,1
JaMycal Hasty,NE,RB,3,Yes,No,Yes,3,1,No,Yes,1,1,0.3333,1,1,-3,1,,-4,1,,1,1,1,-4,79.2,-1,-3,-8.5699,-3,1,,1.5708,1.5708,0.3333,-0.3,0.7,0.2,1.2,0.7,0.7,0.2,0.7,0.7,0.7,0.2,0.7,0.7,13,,,,,,,,,,,
Courtland Sutton,DEN,WR,46,Yes,No,No,6,3,No,Yes,3,1,0.5,3,1,9,17,4,-8,,0.1667,3,3,1,-2.6667,79.2,1.5,3,-2.1269,3,5.6667,1.3333,4.6512,4.6512,0.0652,0.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,17,0.8333,2,,,,,,,,,
Audric Estime,DEN,RB,4,Yes,No,No,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,
Darnell Washington,PIT,TE,19,Yes,No,No,2,2,No,Yes,1,0.5,1,1,0.5,4,7,1,-7,,,2,2,1,-3.5,56.3,2,2,-4.1008,4,7,1,3.1969,3.1969,0.1053,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,17,0.5,,1,1,,0.5,,,,,
Zach Ertz,WAS,TE,45,No,No,No,7,2,No,Yes,2,1,0.2857,2,1,10,12,3,-2,,0.7143,2,2,1,-1,87.5,1.4286,5,-0.0701,5,6,1.5,2.8598,2.8598,0.0444,1,3,2,3,4,3,2,3,3,3,2,4,3,17,,,,,,0.2857,,,,,
Davis Allen,LA,TE,8,Yes,No,Yes,1,1,No,Yes,,,1,,,,,,-5,,,1,1,1,-5,39.6,,,-4.3733,,,,1.3703,1.3703,0.125,,,,,,,,,,,,,,14,,,,,,1,,,,,
Jonathan Taylor,IND,RB,22,Yes,No,No,13,9,No,No,7,0.7778,0.6923,6,0.6667,58,85,46,-42,0.8462,0.1538,9,9,1,-4.6667,44.9,4.4615,6.4444,0.9428,9.6667,14.1667,7.6667,13.3493,13.3493,0.4091,5.8,11.8,8.8,14.8,11.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,14,,3,4,0.6667,,,,,,,
Troy Franklin,DEN,WR,22,Yes,No,No,14,8,No,Yes,8,1,0.5714,8,1,29,56,15,-27,,0.2857,8,8,1,-3.375,121.4,2.0714,3.625,-1.1577,3.625,7,1.875,14.3643,14.3643,0.3636,8.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,16,0.7143,1,1,0.125,3,,,,,,1
River Cracraft,MIA,WR,8,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,
Tyler Goodson,IND,RB,6,Yes,No,No,4,2,No,No,1,0.5,0.5,1,0.5,24,30,3,-10,1,,2,2,1,-5,93.8,6,12,6.6704,24,30,3,3.1048,3.1048,0.3333,2.4,3.4,2.9,3.9,3.4,3.4,2.9,3.4,3.4,3.4,2.9,3.4,3.4,16,,1,1,1,,,,,,,
Jordan Mason,SF,RB,7,No,No,No,4,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
Tre Tucker,LV,WR,30,Yes,No,Yes,14,9,No,Yes,9,1,0.6429,8,0.8889,41,59,19,-19,,0.3571,9,9,1,-2.1111,85.6,2.9286,4.5556,-0.9065,5.125,7.375,2.375,13.4708,13.4708,0.3,4.1,12.1,8.1,12.1,12.1,12.1,8.1,12.1,12.1,12.1,8.1,12.1,12.1,17,0.6429,1,1,0.125,,,,1,0.1111,,
Michael Pittman,IND,WR,31,Yes,No,No,15,12,No,No,11,0.9167,0.8,11,0.9167,61,77,19,-17,,0.1333,12,12,1,-1.4167,87.8,4.0667,5.0833,-0.5023,5.5455,7,1.7273,18.7293,18.7293,0.3871,6.1,17.1,11.6,17.1,17.1,17.1,11.6,17.1,17.1,17.1,11.6,17.1,17.1,16,0.8667,2,,,2,,,,,,
Grant DuBose,MIA,WR,7,No,No,No,1,1,No,Yes,1,1,1,1,1,-2,4,,-6,,1,1,1,1,-6,79.2,-2,-2,-5.7419,-2,4,,2.0857,2.0857,0.1429,-0.2,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,3,,,,,,,,,,,
Tim Jones,JAX,WR,8,Yes,No,No,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,,,,,,,,,
Malik Washington,MIA,WR,39,Yes,No,No,15,8,No,Yes,8,1,0.5333,7,0.875,48,70,31,-23,,0.3333,8,8,1,-2.875,91.7,3.2,6,0.9332,6.8571,10,4.4286,12.11,12.11,0.2051,4.8,11.8,8.3,11.8,11.8,11.8,8.3,11.8,11.8,11.8,8.3,11.8,11.8,14,0.6667,3,1,0.1429,2,,1,,,,
Xavier Hutchinson,HST,WR,22,No,No,No,6,1,No,No,1,1,0.1667,1,1,-4,,,-4,,0.3333,1,1,1,-4,79.2,-0.6667,-4,-8.4851,-4,,,1.4435,1.4435,0.0455,-0.4,0.6,0.1,0.6,0.6,0.6,0.1,0.6,0.6,0.6,0.1,0.6,0.6,16,0.6667,,,,,,,,,,
Simi Fehoko,LAC,WR,7,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,
Ezekiel Elliott,DAL,RB,7,No,No,No,4,3,No,Yes,3,1,0.75,3,1,13,19,10,-6,0.75,0.25,3,3,1,-2,84.7,3.25,4.3333,-1.8647,4.3333,6.3333,3.3333,4.8167,4.8167,0.4286,1.3,4.3,2.8,5.8,4.3,4.3,2.8,4.3,4.3,4.3,2.8,4.3,4.3,15,,1,1,0.3333,1,,,,,,
Stone Smartt,LAC,TE,8,Yes,No,Yes,2,1,No,Yes,1,1,0.5,1,1,6,9,3,-3,,0.5,1,1,1,-3,91.7,3,6,0.1348,6,9,3,1.6455,1.6455,0.125,0.6,1.6,1.1,1.6,2.1,1.6,1.1,1.6,1.6,1.6,1.1,2.1,1.6,14,,,,,,0.5,,,,,
T.J. Hockenson,MIN,TE,12,No,No,Yes,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
Tim Patrick,DET,WR,29,No,No,Yes,6,,No,Yes,,,,,,,,,,,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.8333,,,,,,,,,,
Josh Reynolds,JAX,WR,12,Yes,No,No,1,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
Noah Gray,KC,TE,25,Yes,No,No,10,3,No,Yes,3,1,0.3,3,1,38,47,8,-9,,0.2,3,3,1,-3,118.8,3.8,12.6667,6.9824,12.6667,15.6667,2.6667,6.5081,6.5081,0.12,3.8,6.8,5.3,6.8,8.3,6.8,5.3,6.8,6.8,6.8,5.3,8.3,6.8,17,0.3,3,1,0.3333,1,0.5,,,,,
Brian Thomas,JAX,WR,30,Yes,No,No,20,13,No,No,13,1,0.65,13,1,102,130,35,-28,,0.5,13,13,1,-2.1538,99.4,5.1,7.8462,2.4156,7.8462,10,2.6923,22.3175,22.3175,0.4333,10.2,23.2,16.7,23.2,23.2,26.2,19.7,23.2,23.2,23.2,16.7,23.2,23.2,17,0.5,6,3,0.2308,,,,,,,
DeAndre Hopkins,KC,WR,16,No,No,No,4,1,No,Yes,1,1,0.25,1,1,1,2,1,-1,,0.25,1,1,1,-1,79.2,0.25,1,-5.1699,1,2,1,1.5766,1.5766,0.0625,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,16,0.75,,,,,,,,,,
