Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,YardsAirTotal,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,AverageDepthOfTarget,TargetsContestedTotal,ReceptionsContested,AlignmentInlineRoutesPercentage,DropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,TargetsInEndzone,ReceptionsHero,TouchdownsTotal,TouchdownsInEndzone,DeepTargetTargetsTotal
Hassan Haskins,LAC,RB,25,No,No,No,15,1,No,Yes,1,1,0.0667,1,1,10,7,2,,,0.9333,,108.3,0.6667,10,3.4906,10,7,2,1,1.3903,1.3903,0.04,1,2,1.5,2.5,2,2,1.5,2,2,2,1.5,2,2,,15,3,,0.0667,3,,,,,,,,,,,,
Andrew Ogletree,IND,TE,53,No,Yes,No,39,7,Yes,Yes,5,0.7143,0.1795,5,0.7143,59,30,13,,,,4,96.7,1.5128,8.4286,-0.2337,11.8,6,2.6,3,13.6705,13.6705,0.1321,5.9,10.9,8.4,10.9,13.4,10.9,8.4,10.9,10.9,10.9,8.4,13.4,10.9,1,17,73,0.3077,0.0769,10.4286,,,0.6154,,,,,,,,,1
Jaylen Warren,PIT,RB,82,No,No,No,52,9,No,Yes,7,0.7778,0.1731,7,0.7778,43,38,16,3,0.4286,0.8846,4,86.6,0.8269,4.7778,-1.9427,6.1429,5.4286,2.2857,2,16.8449,16.8449,0.1098,4.3,11.3,7.8,14.8,11.3,11.3,7.8,11.3,11.3,11.3,7.8,11.3,11.3,4,15,27,0.0385,0.0385,3,,,0.0385,,,,,1,,,,
Kendrick Bourne,NE,WR,91,No,No,No,88,15,No,No,13,0.8667,0.1705,10,0.6667,87,24,7,,,,14,104,0.9886,5.8,-1.4563,8.7,2.4,0.7,4,32.6532,32.6532,0.1648,14.7,24.7,19.7,24.7,24.7,24.7,19.7,24.7,24.7,24.7,19.7,24.7,24.7,2,12,118,0.2159,0.7841,7.8667,2,1,,1,,,0.0667,2,,1,1,
Teagan Quitoriano,HST,TE,15,No,No,Yes,13,,No,Yes,,,,,,,,,,,0.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0.0769,0.1538,,,,0.6923,,,,,,,,,
Ashton Dulin,IND,WR,23,No,Yes,No,21,2,Yes,Yes,2,1,0.0952,1,0.5,54,35,8,1,1,,2,135.4,2.5714,27,17.307,54,35,8,1,5.1065,5.1065,0.087,11.4,12.4,11.9,12.4,12.4,12.4,11.9,12.4,12.4,12.4,11.9,12.4,12.4,,15,28,0.381,0.619,14,1,,,,,,,,,1,,
Jauan Jennings,SF,WR,178,No,Yes,No,173,64,No,No,53,0.8281,0.3699,48,0.75,507,111,51,6,0.125,,59,111.9,2.9306,7.9219,0.1159,10.5625,2.3125,1.0625,30,107.1428,107.1428,0.3596,74.7,122.7,98.7,122.7,122.7,125.7,101.7,122.7,122.7,122.7,98.7,122.7,122.7,7,15,582,0.4335,0.5665,9.0938,12,10,,4,,,0.0625,3,,4,2,3
Ja'Tavion Sanders,CAR,TE,122,No,No,No,112,19,No,Yes,18,0.9474,0.1696,16,0.8421,96,78,23,1,0.0625,,13,87.7,0.8571,5.0526,-0.604,6,4.875,1.4375,4,31.6118,31.6118,0.1557,9.6,25.6,17.6,25.6,33.6,25.6,17.6,25.6,25.6,25.6,17.6,33.6,25.6,3,16,27,0.5089,0.1786,1.4211,,,0.3125,2,,,0.1053,,,,,
Anthony Miller,BLT,WR,1,Yes,No,Yes,1,1,No,Yes,1,1,1,1,1,16,,,,,,1,118.8,16,16,5.9048,16,,,1,1.7588,1.7588,1,1.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,2.6,2.1,2.6,2.6,,2,16,,1,16,,,,,,,,,,,,
Tanner Conner,MIA,TE,3,No,No,Yes,3,1,No,Yes,1,1,0.3333,1,1,4,,,,,,,83.3,1.3333,4,-2.0667,4,,,,1.367,1.367,0.3333,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,,7,4,0.6667,0.3333,4,,,,,,,,,,,,
Quintin Morris,BUF,TE,29,No,No,No,25,3,No,No,3,1,0.12,3,1,24,13,2,,,,1,139.6,0.96,8,1.7105,8,4.3333,0.6667,2,7.9469,7.9469,0.1034,8.4,11.4,9.9,11.4,12.9,11.4,9.9,11.4,11.4,11.4,9.9,12.9,11.4,1,16,12,0.24,0.2,4,,,0.56,,,,,1,,1,1,
Devin Singletary,NYG,RB,63,No,Yes,No,31,1,No,Yes,1,1,0.0323,1,1,8,6,1,,,0.8065,,100,0.2581,8,1.6053,8,6,1,,1.3995,1.3995,0.0159,0.8,1.8,1.3,2.3,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,15,2,0.0323,0.1613,2,,,,,,,,,,,,
Isaiah Hodgins,NYG,WR,9,No,No,No,8,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0.375,0.625,,,,,,,,,,,,,
Zamir White,LV,RB,27,No,No,No,17,1,No,Yes,1,1,0.0588,1,1,1,,,,,0.8824,,79.2,0.0588,1,-4.7294,1,,,,1.2942,1.2942,0.037,0.1,1.1,0.6,1.6,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,,8,1,0.0588,0.0588,1,,,,,,,,,,,,
Ameer Abdullah,LV,RB,132,No,No,No,101,14,No,No,12,0.8571,0.1386,12,0.8571,97,76,24,2,0.1667,0.9307,10,119.3,0.9604,6.9286,0.5369,8.0833,6.3333,2,6,22.196,22.196,0.1061,15.7,27.7,21.7,33.7,27.7,27.7,21.7,27.7,27.7,27.7,21.7,27.7,27.7,2,16,25,0.0396,0.0297,1.7857,,,,,,,,,,1,,
Tanner McLachlan,CIN,TE,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,
Devaughn Vele,DEN,WR,98,Yes,No,No,92,34,No,Yes,28,0.8235,0.3696,25,0.7353,262,74,27,1,0.04,,24,124.9,2.8478,7.7059,0.1915,10.48,2.96,1.08,17,59.9089,59.9089,0.3469,44.2,69.2,56.7,69.2,69.2,72.2,59.7,69.2,69.2,69.2,56.7,69.2,69.2,6,13,280,0.6739,0.3152,8.2353,4,2,0.0109,1,1,0.0294,0.0294,4,1,3,3,1
Khalil Herbert,CIN,RB,32,No,No,No,22,2,No,Yes,2,1,0.0909,2,1,6,6,1,,,0.8636,1,79.2,0.2727,3,-2.8271,3,3,0.5,,2.749,2.749,0.0625,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,13,,0.0455,0.0909,,,,,,,,,,,,,
Trey Sermon,IND,RB,64,No,Yes,No,39,1,Yes,Yes,1,1,0.0256,1,1,4,4,3,,,0.8974,,83.3,0.1026,4,-1.8271,4,4,3,,1.3069,1.3069,0.0156,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,17,,0.0513,0.0513,,,,,,,,,,,,,
Josh Downs,IND,WR,146,No,Yes,No,146,63,Yes,Yes,48,0.7619,0.4315,42,0.6667,418,211,60,5,0.119,0.0205,56,84,2.863,6.6349,-0.2776,9.9524,5.0238,1.4286,26,107.3522,107.3522,0.4315,47.8,89.8,68.8,89.8,89.8,92.8,71.8,89.8,89.8,89.8,68.8,89.8,89.8,10,14,379,0.8082,0.1644,6.0159,6,3,0.0068,3,,,0.0476,1,,1,,1
Foster Moreau,NO,TE,134,No,No,Yes,89,15,No,Yes,14,0.9333,0.1685,13,0.8667,148,47,16,,,,13,147.4,1.6629,9.8667,1.8974,11.3846,3.6154,1.2308,9,27.3025,27.3025,0.1119,26.8,39.8,33.3,39.8,46.3,42.8,36.3,39.8,39.8,39.8,33.3,46.3,39.8,3,17,126,0.3146,0.1011,8.4,2,1,0.5843,,,,,2,1,2,2,
Tyler Allgeier,ATL,RB,53,No,No,No,40,1,No,Yes,1,1,0.025,1,1,9,11,3,,,0.95,,104.2,0.225,9,2.802,9,11,3,,1.349,1.349,0.0189,0.9,1.9,1.4,2.4,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,,17,-2,,0.05,-2,,,,,,,,,,,,
Isaiah Davis,NYJ,RB,21,No,No,No,16,2,No,Yes,1,0.5,0.125,1,0.5,15,11,6,,,0.75,1,75,0.9375,7.5,1.3043,15,11,6,1,6.0221,6.0221,0.0952,1.5,2.5,2,3,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,1,13,5,0.125,0.125,2.5,,,,,,,,,,,,
Colby Parkinson,LA,TE,166,No,No,No,147,26,No,No,19,0.7308,0.1769,19,0.7308,188,114,42,1,0.0526,,18,93.1,1.2789,7.2308,0.2504,9.8947,6,2.2105,11,43.4626,43.4626,0.1566,18.8,37.8,28.3,37.8,47.3,40.8,31.3,37.8,37.8,37.8,28.3,47.3,37.8,5,17,145,0.2313,0.0952,5.5769,,,0.6735,,,,,2,,,,1
Brenden Bates,CLV,TE,9,No,No,No,4,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0.25,,,,,0.75,,,,,,,,,
Rome Odunze,CHI,WR,166,No,No,No,158,36,No,Yes,26,0.7222,0.2278,23,0.6389,260,73,18,2,0.087,,23,83.1,1.6456,7.2222,-1.0113,11.3043,3.1739,0.7826,17,69.4673,69.4673,0.2169,32,55,43.5,55,55,58,46.5,55,55,55,43.5,55,55,5,17,359,0.3734,0.6266,9.9722,5,3,,1,,,0.0278,4,3,1,1,1
Bucky Irving,TB,RB,93,No,No,Yes,76,5,No,Yes,5,1,0.0658,5,1,43,34,19,1,0.2,0.9079,2,102.5,0.5658,8.6,2.2929,8.6,6.8,3.8,2,6.9347,6.9347,0.0538,4.3,9.3,6.8,11.8,9.3,9.3,6.8,9.3,9.3,9.3,6.8,9.3,9.3,,17,9,0.0263,0.0526,1.8,,,0.0132,,,,,,,,,
D.J. Moore,CHI,WR,179,No,No,No,177,46,No,Yes,34,0.7391,0.2599,32,0.6957,396,191,45,5,0.1562,,36,103.2,2.2373,8.6087,1.1119,12.375,5.9688,1.4062,20,81.0071,81.0071,0.257,45.6,77.6,61.6,77.6,77.6,80.6,64.6,77.6,77.6,77.6,61.6,77.6,77.6,5,17,389,0.3051,0.6949,8.4565,5,4,,1,3,0.0652,0.0217,1,,1,,7
Keaton Mitchell,BLT,RB,2,No,No,No,2,,No,Yes,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.5,,,,,,,,,,,,,,
Tyjae Spears,TEN,RB,62,No,Yes,No,46,7,No,Yes,6,0.8571,0.1522,6,0.8571,55,48,24,4,0.6667,0.8913,3,139,1.1957,7.8571,1.9817,9.1667,8,4,2,10.1605,10.1605,0.1129,11.5,17.5,14.5,20.5,17.5,17.5,14.5,17.5,17.5,17.5,14.5,17.5,17.5,2,12,8,0.0435,0.0435,1.1429,,,0.0217,,,,,,,1,,
Laviska Shenault,LAC,WR,9,No,No,Yes,7,1,No,Yes,1,1,0.1429,1,1,10,7,3,,,,1,108.3,1.4286,10,4.5501,10,7,3,1,2.9032,2.9032,0.1111,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,12,3,0.7143,0.2857,3,,,,,,,,,,,,
Josh Oliver,MIN,TE,98,No,Yes,Yes,81,18,No,No,16,0.8889,0.2222,16,0.8889,173,95,23,,,,11,146.3,2.1358,9.6111,2.7291,10.8125,5.9375,1.4375,11,32.1647,32.1647,0.1837,35.3,51.3,43.3,51.3,59.3,54.3,46.3,51.3,51.3,51.3,43.3,59.3,51.3,3,15,93,0.0617,0.0247,5.1667,,,0.9136,,,,,1,2,3,1,
Nick Chubb,CLV,RB,51,No,No,No,36,3,No,No,2,0.6667,0.0833,2,0.6667,6,2,,,,0.8889,3,109.7,0.1667,2,-4.2112,3,1,,1,6.0235,6.0235,0.0588,6.6,8.6,7.6,9.6,8.6,8.6,7.6,8.6,8.6,8.6,7.6,8.6,8.6,1,8,6,0.0833,,2,,,0.0278,,,,,,,1,,
Michael Carter,ARZ,RB,32,No,Yes,No,27,2,No,No,2,1,0.0741,2,1,24,23,20,1,0.5,0.9259,,116.7,0.8889,12,6.2218,12,11.5,10,1,2.8513,2.8513,0.0625,2.4,4.4,3.4,5.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,,3,1,0.0741,,0.5,,,,,,,,,,,,
Breece Hall,NYJ,RB,178,No,No,No,123,15,No,Yes,13,0.8667,0.122,11,0.7333,73,44,14,,,0.7886,11,83.5,0.5935,4.8667,-1.5126,6.6364,4,1.2727,1,22.6908,22.6908,0.0843,7.3,18.3,12.8,23.8,18.3,18.3,12.8,18.3,18.3,18.3,12.8,18.3,18.3,2,16,39,0.0488,0.122,2.6,,,0.0407,2,,,0.1333,,,,,1
Trent Sherfield,MIN,WR,24,No,Yes,Yes,22,4,No,No,4,1,0.1818,4,1,42,18,1,,,,2,150,1.9091,10.5,3.6686,10.5,4.5,0.25,2,6.9261,6.9261,0.1667,10.2,14.2,12.2,14.2,14.2,14.2,12.2,14.2,14.2,14.2,12.2,14.2,14.2,1,17,24,0.4545,0.5,6,,,0.0455,,,,,,,1,,
Tyquan Thornton,NE,WR,23,No,Yes,Yes,23,4,Yes,Yes,3,0.75,0.1739,2,0.5,24,15,13,1,0.5,,3,29.2,1.0435,6,-3.8461,12,7.5,6.5,1,8.1571,8.1571,0.1739,2.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,4.4,3.4,4.4,4.4,1,5,65,0.087,0.913,16.25,1,,,1,,,0.25,,,,,1
Jha'Quan Jackson,TEN,WR,7,No,No,No,6,1,No,No,1,1,0.1667,1,1,8,3,,,,,1,100,1.3333,8,1.6372,8,3,,1,1.603,1.603,0.1429,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,12,5,0.6667,0.3333,5,,,,,,,,,,,,
Rakim Jarrett,TB,WR,43,No,No,Yes,39,7,No,Yes,7,1,0.1795,7,1,88,12,5,1,0.1429,,6,118.8,2.2564,12.5714,4.0705,12.5714,1.7143,0.7143,4,11.4453,11.4453,0.1628,8.8,15.8,12.3,15.8,15.8,15.8,12.3,15.8,15.8,15.8,12.3,15.8,15.8,1,10,76,0.3333,0.6667,10.8571,3,3,,,,,,,,,,
Julian Hill,MIA,TE,71,No,No,No,48,9,No,Yes,7,0.7778,0.1875,6,0.6667,51,31,17,1,0.1667,0.0417,5,81.3,1.0625,5.6667,-2.1738,8.5,5.1667,2.8333,2,15.6052,15.6052,0.1268,5.1,11.1,8.1,11.1,14.1,11.1,8.1,11.1,11.1,11.1,8.1,14.1,11.1,2,16,68,0.25,0.0833,7.5556,1,,0.625,,,,,1,,,,1
Dameon Pierce,HST,RB,25,No,No,No,19,1,No,Yes,,,0.0526,,,,,,,,0.7895,1,39.6,,,-6.5094,,,,,1.3222,1.3222,0.04,,,,,,,,,,,,,,,11,3,0.1053,0.1053,3,,,,,,,,,,,,
Blake Corum,LA,RB,23,No,No,No,14,5,No,No,5,1,0.3571,4,0.8,34,35,4,,,0.9286,1,95,2.4286,6.8,0.9096,8.5,8.75,1,4,6.8089,6.8089,0.2174,3.4,7.4,5.4,9.4,7.4,7.4,5.4,7.4,7.4,7.4,5.4,7.4,7.4,,15,1,0.0714,,0.2,,,,1,,,0.2,,,,,
Pierre Strong,CLV,RB,53,No,No,No,43,4,No,Yes,3,0.75,0.093,3,0.75,12,9,2,,,0.6279,1,77.1,0.2791,3,-3.1151,4,3,0.6667,,5.6431,5.6431,0.0755,1.2,4.2,2.7,5.7,4.2,4.2,2.7,4.2,4.2,4.2,2.7,4.2,4.2,,13,6,0.1395,0.093,1.5,,,0.1395,,,,,,,,,
Jacob Kibodi,CLV,RB,6,No,No,No,5,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Kendre Miller,NO,RB,15,No,No,No,12,1,No,No,1,1,0.0833,,,,,,,,0.8333,,39.6,,,-5.8271,,,,,1.4732,1.4732,0.0667,,,,,,,,,,,,,,,6,,,0.1667,,,,,1,,,1,,,,,
Diontae Johnson,HST,WR,91,No,No,No,91,37,No,Yes,24,0.6486,0.4066,19,0.5135,233,58,29,4,0.2105,,34,55.3,2.5604,6.2973,-1.5236,12.2632,3.0526,1.5263,15,71.6244,71.6244,0.4066,35.3,54.3,44.8,54.3,54.3,57.3,47.8,54.3,54.3,54.3,44.8,54.3,54.3,7,12,339,0.2527,0.7473,9.1622,7,3,,1,,,0.027,4,,2,2,3
Erick All,CIN,TE,50,No,No,No,44,10,No,Yes,10,1,0.2273,10,1,72,48,22,1,0.1,0.0455,9,96.7,1.6364,7.2,1.0221,7.2,4.8,2.2,4,14.5568,14.5568,0.2,7.2,17.2,12.2,17.2,22.2,17.2,12.2,17.2,17.2,17.2,12.2,22.2,17.2,1,9,24,0.25,0.0909,2.4,,,0.6136,,,,,,,,,
Braxton Berrios,MIA,WR,27,No,No,No,24,2,No,Yes,1,0.5,0.0833,,,,,,,,,2,39.6,,,-7.2876,,,,,5.0883,5.0883,0.0741,,,,,,,,,,,,,,,6,15,0.5417,0.4583,7.5,1,,,,,,,,,,,
DK Metcalf,SEA,WR,152,No,No,No,146,45,No,No,38,0.8444,0.3082,29,0.6444,338,113,33,5,0.1724,,39,68.6,2.3151,7.5111,-0.5328,11.6552,3.8966,1.1379,13,78.6502,78.6502,0.2961,32.8,61.8,47.3,61.8,61.8,64.8,49.3,60.8,60.8,60.8,46.3,61.8,60.8,2,15,464,0.1164,0.8836,10.3111,10,3,,3,2,0.0444,0.0667,1,1,,,8
Mark Andrews,BLT,TE,132,No,No,No,123,34,No,Yes,29,0.8529,0.2764,26,0.7647,286,61,18,,,0.0081,27,118,2.3252,8.4118,-0.1872,11,2.3462,0.6923,18,60.6289,60.6289,0.2576,46.6,72.6,59.6,72.6,85.6,75.6,62.6,72.6,72.6,72.6,59.6,85.6,72.6,5,17,358,0.626,0.2114,10.5294,2,,0.1545,2,,,0.0588,3,1,3,3,4
Parker Washington,JAX,WR,135,No,Yes,No,132,19,Yes,Yes,13,0.6842,0.1439,12,0.6316,169,49,30,3,0.25,,18,126.9,1.2803,8.8947,0.3827,14.0833,4.0833,2.5,8,34.7317,34.7317,0.1407,28.9,40.9,34.9,40.9,40.9,43.9,37.9,40.9,40.9,40.9,34.9,40.9,40.9,3,17,204,0.3258,0.6742,10.7368,,,,1,,,0.0526,1,,2,,
MyCole Pruitt,PIT,TE,28,No,No,No,21,6,No,Yes,3,0.5,0.2857,3,0.5,28,6,3,,,0.0476,5,63.2,1.3333,4.6667,-2.8849,9.3333,2,1,2,12.2452,12.2452,0.2143,8.8,11.8,10.3,11.8,13.3,11.8,10.3,11.8,11.8,11.8,10.3,13.3,11.8,1,12,44,0.1905,0.0476,7.3333,,,0.7143,,,,,1,,1,1,
Allen Robinson,DET,WR,18,No,No,No,18,5,No,Yes,4,0.8,0.2778,2,0.4,9,2,,,,,3,47.9,0.5,1.8,-4.4322,4.5,1,,2,7.1418,7.1418,0.2778,0.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,2.9,1.9,2.9,2.9,,12,23,0.4444,0.5556,4.6,3,1,,1,,,0.2,,,,,
Ray-Ray McCloud,ATL,WR,208,No,No,No,199,36,No,Yes,31,0.8611,0.1809,26,0.7222,378,132,62,3,0.1154,,18,103.7,1.8995,10.5,2.5375,14.5385,5.0769,2.3846,18,60.0922,60.0922,0.1731,43.8,69.8,56.8,69.8,69.8,72.8,59.8,69.8,69.8,69.8,56.8,69.8,69.8,3,17,334,0.4121,0.5879,9.2778,6,2,,2,,,0.0556,1,2,1,1,1
Eric Saubert,SF,TE,67,No,Yes,No,55,3,No,No,3,1,0.0545,3,1,16,,,,,,2,128.5,0.2909,5.3333,-2.1166,5.3333,,,1,6.3788,6.3788,0.0448,7.6,10.6,9.1,10.6,12.1,10.6,9.1,10.6,10.6,10.6,9.1,12.1,10.6,2,17,21,0.2909,0.1091,7,,,0.6,,,,,1,,1,1,
Chris Collier,LV,RB,3,No,No,No,3,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
Justyn Ross,KC,WR,5,No,No,No,5,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.2,0.8,,,,,,,,,,,,,
Tucker Fisk,LAC,TE,22,No,No,No,14,3,No,Yes,3,1,0.2143,2,0.6667,8,9,2,,,,2,70.1,0.5714,2.6667,-3.15,4,4.5,1,,7.1272,7.1272,0.1364,0.8,2.8,1.8,2.8,3.8,2.8,1.8,2.8,2.8,2.8,1.8,3.8,2.8,1,9,8,0.0714,,2.6667,1,,0.9286,,,,,1,,,,
Brian Robinson,WAS,RB,65,No,No,Yes,41,7,No,Yes,5,0.7143,0.1707,5,0.7143,66,55,30,2,0.4,0.6585,3,100.9,1.6098,9.4286,2.715,13.2,11,6,2,10.2274,10.2274,0.1077,6.6,11.6,9.1,14.1,11.6,11.6,9.1,11.6,11.6,11.6,9.1,11.6,11.6,1,14,21,0.2195,0.122,3,1,1,,,,,,,,,,
Alvin Kamara,NO,RB,131,No,No,No,102,18,No,Yes,15,0.8333,0.1765,14,0.7778,122,76,21,2,0.1429,0.7157,15,71.8,1.1961,6.7778,-0.1651,8.7143,5.4286,1.5,3,24.9807,24.9807,0.1374,12.2,26.2,19.2,33.2,26.2,29.2,22.2,26.2,26.2,26.2,19.2,26.2,26.2,1,14,73,0.2353,0.049,4.0556,,,,1,1,0.0556,0.0556,,1,,,1
Aaron Shampklin,PIT,RB,4,No,Yes,Yes,4,,No,No,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.25,,,,,,,,,,,,,
Kadarius Toney,CLV,WR,3,No,No,No,3,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0.6667,0.3333,,,,,,,,,,,,,
Taysom Hill,NO,TE,50,No,No,No,42,15,No,Yes,14,0.9333,0.3571,12,0.8,84,50,13,2,0.1667,0.0714,12,90,2,5.6,-0.6128,7,4.1667,1.0833,4,23.1332,23.1332,0.3,8.12,20.12,14.12,20.12,26.12,20.12,13.12,19.12,19.12,19.12,13.12,26.3,19.3,2,8,46,0.5714,0.1429,3.0667,,,0.2143,2,,,0.1333,,,,,
Gus Edwards,LAC,RB,37,Yes,Yes,No,23,,No,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,
Colson Yankoff,WAS,TE,1,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,
Malik Nabers,NYG,WR,174,No,Yes,No,173,66,No,Yes,55,0.8333,0.3815,48,0.7273,454,173,74,8,0.1667,0.0058,64,106.5,2.6243,6.8788,-0.2052,9.4583,3.6042,1.5417,24,116.2927,116.2927,0.3793,63.4,111.4,87.4,111.4,111.4,114.4,90.4,111.4,111.4,111.4,87.4,111.4,111.4,8,15,441,0.2717,0.7225,6.6818,6,4,,5,,,0.0758,4,2,3,3,
Raheem Blackshear,CAR,RB,13,No,No,No,9,,No,Yes,,,,,,,,,,,0.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,0.4444,,,,,,,,,,,,,
Demario Douglas,NE,WR,150,No,No,No,149,47,No,No,38,0.8085,0.3154,34,0.7234,407,171,53,,,0.0134,39,96.7,2.7315,8.6596,1.5681,11.9706,5.0294,1.5588,23,86.008,86.008,0.3133,46.7,80.7,63.7,80.7,80.7,83.7,66.7,80.7,80.7,80.7,63.7,80.7,80.7,4,17,341,0.7651,0.2215,7.2553,1,,,4,1,0.0213,0.0851,1,2,1,,
Sione Vaki,DET,RB,7,No,No,No,6,1,No,Yes,1,1,0.1667,1,1,17,2,2,,,0.8333,1,118.8,2.8333,17,8.2308,17,2,2,1,1.7441,1.7441,0.1429,1.7,2.7,2.2,3.2,2.7,2.7,2.2,2.7,2.7,2.7,2.2,2.7,2.7,,11,15,0.1667,,15,,,,,1,1,,,,,,
Alexander Mattison,LV,RB,98,No,No,No,70,12,No,Yes,10,0.8333,0.1714,9,0.75,66,50,16,,,0.9,4,87.5,0.9429,5.5,-0.7518,7.3333,5.5556,1.7778,5,23.2921,23.2921,0.1224,6.6,15.6,11.1,20.1,15.6,15.6,11.1,15.6,15.6,15.6,11.1,15.6,15.6,2,14,21,0.0143,0.0857,1.75,1,1,,1,,,0.0833,,,,,
Cade Otton,TB,TE,203,No,No,Yes,171,49,No,Yes,40,0.8163,0.2865,33,0.6735,344,189,102,7,0.2121,,33,94.3,2.0117,7.0204,0.2982,10.4242,5.7273,3.0909,18,80.2103,80.2103,0.2414,39.4,72.4,55.9,72.4,88.9,75.4,57.9,71.4,71.4,71.4,54.9,88.9,71.4,6,14,248,0.3099,0.1462,5.0612,5,3,0.5439,4,2,0.0408,0.0816,3,,1,1,
Aaron Jones,MIN,RB,157,No,Yes,Yes,119,14,No,No,13,0.9286,0.1176,11,0.7857,100,68,18,1,0.0909,0.8487,7,106.3,0.8403,7.1429,0.4053,9.0909,6.1818,1.6364,8,25.2417,25.2417,0.0892,22,33,27.5,38.5,33,36,30.5,33,33,33,27.5,33,33,4,17,58,0.0336,0.0672,4.1429,1,,0.0504,1,1,0.0714,0.0714,,,2,,
Luke Farrell,JAX,TE,54,No,Yes,No,36,10,Yes,Yes,7,0.7,0.2778,6,0.6,36,19,9,,,,7,67.1,1,3.6,-2.6028,6,3.1667,1.5,2,13.4794,13.4794,0.1852,3.6,9.6,6.6,9.6,12.6,9.6,6.6,9.6,9.6,9.6,6.6,12.6,9.6,1,17,30,0.0556,0.0556,3,,,0.8889,1,,,0.1,,,,,
Luke Musgrave,GB,TE,26,No,No,No,24,4,No,Yes,4,1,0.1667,4,1,30,7,3,,,,4,97.9,1.25,7.5,0.3709,7.5,1.75,0.75,1,7.3493,7.3493,0.1538,3,7,5,7,9,7,5,7,7,7,5,9,7,1,7,23,0.2083,0.1667,5.75,,,0.625,,,,,,,,,
