Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,DropsTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,AlignmentWideRoutesPercentage,TargetedReadDesignTotal,TargetedReadDesignPercentage,YardsAfterContactTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AveragesPerReceptionYardsAfterContact,AlignmentBackfieldRoutesPercentage,ReceptionsHero
John Bates,WAS,TE,58,No,No,No,32,3,No,No,3,1,1,0.0938,2,0.6667,21,6,34,1,1,1,0.9062,0.0938,3,11.3333,126.4,0.6562,7,-1.8245,0.3333,10.5,3,2,6.9652,6.9652,0.0517,8.1,10.1,9.1,10.1,11.1,10.1,9.1,10.1,10.1,10.1,9.1,11.1,10.1,1,15,,,,,,,,,,,
T.J. Hockenson,MIN,TE,84,No,No,Yes,73,8,No,No,4,0.5,1,0.1096,4,0.5,43,-8,112,1,1,,0.411,0.4247,8,14,105.7,0.589,5.375,-4.7454,,10.75,-2,3,17.9741,17.9741,0.0952,10.3,14.3,12.3,14.3,16.3,14.3,12.3,14.3,14.3,14.3,12.3,16.3,14.3,2,15,1,1,0.1644,1,0.125,,,,,,
Stone Smartt,NYJ,TE,12,No,No,No,10,1,No,Yes,1,1,,0.1,,,,,15,,,,0.2,0.6,1,15,39.6,,,-10.6391,,,,,1.6027,1.6027,0.0833,,,,,,,,,,,,,,,8,1,,0.2,,,,,,,,
Xavier Hutchinson,HST,WR,77,Yes,No,Yes,76,20,No,Yes,12,0.6,2,0.2632,10,0.5,197,62,280,2,1,,,0.1447,14,14,118.1,2.5921,9.85,0.1323,,19.7,6.2,10,38.5253,38.5253,0.2597,31.7,41.7,36.7,41.7,41.7,44.7,39.7,41.7,41.7,41.7,36.7,41.7,41.7,2,17,5,3,0.8553,,,12,2,0.2,1.2,,
Simi Fehoko,ARZ,WR,3,No,Yes,Yes,3,,No,Yes,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0.6667,,,,,,,,
Josh Reynolds,NYJ,WR,16,Yes,Yes,Yes,16,6,No,No,3,0.5,,0.375,3,0.5,38,3,78,,,,,0.3125,3,13,70.1,2.375,6.3333,-2.8694,,12.6667,1,,9.2469,9.2469,0.375,3.8,6.8,5.3,6.8,6.8,6.8,5.3,6.8,6.8,6.8,5.3,6.8,6.8,,5,1,1,0.6875,,,2,,,0.6667,,
Noah Gray,KC,TE,48,No,No,No,35,9,No,Yes,5,0.5556,,0.2571,4,0.4444,73,27,126,,,,0.5143,0.2857,7,14,72.9,2.0857,8.1111,-1.5593,,18.25,6.75,4,20.8056,20.8056,0.1875,7.3,11.3,9.3,11.3,13.3,11.3,9.3,11.3,11.3,11.3,9.3,13.3,11.3,,16,2,1,0.1714,,,5,,,1.25,0.0286,
Brian Thomas,JAX,WR,97,No,No,No,96,35,Yes,Yes,30,0.8571,4,0.3646,21,0.6,354,79,486,1,1,2,,0.2812,30,13.8857,103.7,3.6875,10.1143,0.5798,0.0571,16.8571,3.7619,20,69.2045,69.2045,0.3608,41.4,62.4,51.9,62.4,62.4,65.4,54.9,62.4,62.4,62.4,51.9,62.4,62.4,4,14,8,2,0.7188,,,10,1,0.0476,0.4762,,1
Chimere Dike,TEN,WR,76,No,No,No,76,14,Yes,Yes,7,0.5,,0.1842,6,0.4286,104,13,205,,,1,,0.6316,10,14.6429,68.8,1.3684,7.4286,-2.4024,0.0714,17.3333,2.1667,4,29.3208,29.3208,0.1842,10.4,16.4,13.4,16.4,16.4,19.4,16.4,16.4,16.4,16.4,13.4,16.4,16.4,2,17,2,2,0.3684,,,3,,,0.5,,
Tim Patrick,JAX,WR,53,No,No,No,52,12,Yes,Yes,10,0.8333,2,0.2308,5,0.4167,75,14,172,2,1,3,,0.3077,8,14.3333,67.7,1.4423,6.25,-3.577,0.25,15,2.8,4,26.4092,26.4092,0.2264,19.5,24.5,22,24.5,24.5,24.5,22,24.5,24.5,24.5,22,24.5,24.5,2,16,6,3,0.6923,,,,,,,,
DeAndre Hopkins,BLT,WR,35,No,No,No,35,8,No,Yes,6,0.75,,0.2286,5,0.625,75,3,112,,,,,0.3143,7,14,93.2,2.1429,9.375,-0.2157,,15,0.6,5,19.2892,19.2892,0.2286,7.5,12.5,10,12.5,12.5,12.5,10,12.5,12.5,12.5,10,12.5,12.5,,17,2,1,0.6857,,,-1,,,-0.2,,
Jahmyr Gibbs,DET,RB,89,Yes,Yes,Yes,67,,No,Yes,,,,,,,,,,,,,,0.1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0.0448,,,,,,,0.8209,
Cody White,SEA,WR,6,Yes,No,Yes,6,1,No,Yes,1,1,,0.1667,1,1,60,43,17,1,,,,0.5,1,17,158.3,10,60,48.3347,,60,43,1,1.9275,1.9275,0.1667,12,13,12.5,13,13,13,12.5,13,13,13,12.5,13,13,,9,1,1,0.5,,,39,1,1,39,,
Tay Martin,WAS,WR,2,No,Yes,Yes,2,1,Yes,Yes,1,1,,0.5,1,1,14,1,13,,,,,,1,13,118.8,7,14,5.0855,,14,1,1,1.275,1.275,0.5,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,3,,,1,,,1,,,1,,
Zavier Scott,MIN,RB,10,Yes,No,Yes,6,,No,Yes,,,,,,,,,,,,,0.1667,,,,,,,,,,,,1.7441,1.7441,,,,,,,,,,,,,,,,11,,,0.1667,,,,,,,0.6667,
Dalton Kincaid,BUF,TE,46,No,No,No,44,22,No,Yes,18,0.8182,2,0.5,16,0.7273,329,115,297,3,1,1,0.2273,0.5455,17,13.5,154.4,7.4773,14.9545,5.2357,0.0455,20.5625,7.1875,15,38.8003,38.8003,0.4783,50.9,66.9,58.9,66.9,74.9,69.9,61.9,66.9,66.9,66.9,58.9,74.9,66.9,3,12,4,3,0.2273,,,34,1,0.0625,2.125,,
Jakobi Meyers,JAX,WR,110,No,No,No,109,41,Yes,Yes,31,0.7561,4,0.3761,22,0.5366,330,47,562,2,2,4,,0.3486,29,13.7073,57,3.0275,8.0488,-1.4485,0.0976,15,2.1364,20,72.7458,72.7458,0.3727,45,67,56,67,67,70,59,67,67,67,56,67,67,4,16,11,6,0.6514,,,24,4,0.1818,1.0909,,
Hunter Henry,NE,TE,105,Yes,Yes,No,92,23,No,No,19,0.8261,1,0.25,16,0.6957,263,51,309,2,,2,0.3696,0.4783,19,13.4348,100.5,2.8587,11.4348,1.6307,0.087,16.4375,3.1875,11,47.5788,47.5788,0.219,38.3,54.3,46.3,54.3,62.3,57.3,49.3,54.3,54.3,54.3,46.3,62.3,54.3,4,17,5,4,0.1087,,,8,,,0.5,0.0435,1
Myles Price,MIN,WR,1,Yes,No,Yes,1,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,
Michael Wilson,ARZ,WR,116,No,No,Yes,115,42,No,No,27,0.6429,6,0.3652,24,0.5714,414,98,597,5,3,2,,0.2696,38,14.2143,120.4,3.6,9.8571,0.1562,0.0476,17.25,4.0833,23,79.7096,79.7096,0.3621,71.4,95.4,83.4,95.4,95.4,98.4,86.4,95.4,95.4,95.4,83.4,95.4,95.4,7,17,11,9,0.7304,,,45,4,0.1667,1.875,,3
Gabe Davis,BUF,WR,28,No,No,No,28,8,No,Yes,6,0.75,1,0.2857,6,0.75,90,14,113,1,1,,,0.0357,4,14.125,151,3.2143,11.25,1.4332,,15,2.3333,6,16.1131,16.1131,0.2857,15,21,18,21,21,21,18,21,21,21,18,21,21,1,6,2,2,0.9643,,,7,,,1.1667,,
Ian Thomas,LV,TE,29,No,No,No,11,2,No,Yes,2,1,,0.1818,2,1,32,5,27,,,,0.9091,0.0909,1,13.5,118.8,2.9091,16,6.2754,,16,2.5,2,3.008,3.008,0.069,3.2,5.2,4.2,5.2,6.2,5.2,4.2,5.2,5.2,5.2,4.2,6.2,5.2,,15,,,,,,2,,,1,,
Zay Flowers,BLT,WR,90,No,No,No,90,36,No,Yes,28,0.7778,2,0.4,21,0.5833,399,79,536,,,4,,0.3111,27,14.8889,73.7,4.4333,11.0833,0.8901,0.1111,19,3.7619,20,64.0638,64.0638,0.4,39.9,60.9,50.4,60.9,60.9,63.9,53.4,60.9,60.9,60.9,50.4,60.9,60.9,2,17,3,1,0.6889,,,13,1,0.0476,0.619,,1
Javonte Williams,DAL,RB,78,No,Yes,No,50,,Yes,Yes,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,0.92,
Cam Akers,SEA,RB,2,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.28,5.6,5.6,,4,,,,,,,,,,,
Courtland Sutton,DEN,WR,108,No,No,No,107,48,No,Yes,31,0.6458,7,0.4486,26,0.5417,435,66,675,3,2,2,,0.1682,37,14.0625,97.1,4.0654,9.0625,-0.61,0.0417,16.7308,2.5385,25,105.1982,105.1982,0.4444,61.5,87.5,74.5,87.5,87.5,90.5,77.5,87.5,87.5,87.5,74.5,87.5,87.5,9,17,9,6,0.8318,,,36,1,0.0385,1.3846,,1
Greg Dortch,ARZ,WR,37,Yes,No,No,37,1,Yes,Yes,1,1,,0.027,1,1,11,-1,12,,,,,0.6216,1,12,112.5,0.2973,11,1.9539,,11,-1,,1.4695,1.4695,0.027,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,12,,,0.3514,,,-1,,,-1,0.027,
Tyrell Shavers,BUF,WR,38,No,No,No,37,10,No,Yes,7,0.7,,0.2703,7,0.7,121,36,132,,,,0.0811,0.3514,5,13.2,110.8,3.2703,12.1,2.9191,,17.2857,5.1429,6,16.1443,16.1443,0.2632,12.1,19.1,15.6,19.1,19.1,22.1,18.6,19.1,19.1,19.1,15.6,19.1,19.1,,17,1,1,0.5676,,,1,,,0.1429,,1
Terrell Jennings,NE,RB,1,No,Yes,Yes,1,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,1,
Tip Reiman,ARZ,TE,3,No,No,No,2,,No,Yes,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0.5,,,,,,,,
Audric Estime,NO,RB,21,No,No,No,18,1,Yes,No,1,1,,0.0556,1,1,19,3,16,,,,,,,16,118.8,1.0556,19,8.3333,,19,3,1,1.4602,1.4602,0.0476,1.9,2.9,2.4,3.4,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,,6,,,0.0556,,,-1,,,-1,0.9444,
Charlie Kolar,BLT,TE,33,No,No,No,23,5,No,Yes,5,1,,0.2174,5,1,81,19,62,,,,0.8261,0.087,4,12.4,118.8,3.5217,16.2,6.9155,,16.2,3.8,5,8.279,8.279,0.1515,8.1,13.1,10.6,13.1,15.6,13.1,10.6,13.1,13.1,13.1,10.6,15.6,13.1,,17,2,2,0.087,,,2,,,0.4,,
Zach Ertz,WAS,TE,72,Yes,No,Yes,71,21,Yes,Yes,16,0.7619,1,0.2958,13,0.619,192,35,261,1,1,2,0.338,0.5915,18,12.4286,87.8,2.7042,9.1429,0.0084,0.0952,14.7692,2.6923,10,38.8628,38.8628,0.2917,25.2,38.2,31.7,38.2,44.7,41.2,34.7,38.2,38.2,38.2,31.7,44.7,38.2,1,13,4,3,0.0704,,,5,1,0.0769,0.3846,,
Darnell Washington,PIT,TE,37,No,No,No,28,9,Yes,Yes,5,0.5556,,0.3214,5,0.5556,107,43,125,,,,0.5357,0.25,7,13.8889,58.3,3.8214,11.8889,1.7987,,21.4,8.6,5,14.043,14.043,0.2432,10.7,15.7,13.2,15.7,18.2,18.7,16.2,15.7,15.7,15.7,13.2,18.2,15.7,,16,3,3,0.2143,,,8,1,0.2,1.6,,
Davis Allen,LA,TE,55,No,No,Yes,47,7,No,No,5,0.7143,3,0.1489,4,0.5714,64,21,97,2,2,,0.5957,0.1064,5,13.8571,127.4,1.3617,9.1429,-0.5167,,16,5.25,4,17.3144,17.3144,0.1273,18.4,22.4,20.4,22.4,24.4,22.4,20.4,22.4,22.4,22.4,20.4,24.4,22.4,3,17,1,,0.2979,,,4,,,1,,
Jonathan Taylor,IND,RB,113,Yes,No,Yes,88,,No,Yes,,,,,,,,,,,,,,0.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0.0455,,,,,,,0.9091,
Troy Franklin,DEN,WR,88,No,No,No,88,29,No,Yes,18,0.6207,3,0.3295,14,0.4828,208,22,429,1,1,3,,0.3295,20,14.7931,44.1,2.3636,7.1724,-2.826,0.1034,14.8571,1.5714,12,58.862,58.862,0.3295,26.8,40.8,33.8,40.8,40.8,43.8,36.8,40.8,40.8,40.8,33.8,40.8,40.8,5,17,3,2,0.6705,,,8,1,0.0714,0.5714,,
Laquon Treadwell,IND,WR,2,Yes,No,Yes,2,,No,Yes,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,0.5,,,,,,,,
Michael Pittman,IND,WR,112,Yes,No,Yes,111,31,No,Yes,25,0.8065,4,0.2793,20,0.6452,294,42,407,3,1,3,,0.2613,28,13.129,114.2,2.6486,9.4839,0.2616,0.0968,14.7,2.1,19,63.7559,63.7559,0.2768,47.4,67.4,57.4,67.4,67.4,70.4,60.4,67.4,67.4,67.4,57.4,67.4,67.4,5,17,6,3,0.7387,,,18,,,0.9,,1
Malik Washington,MIA,WR,65,Yes,Yes,No,65,8,No,No,3,0.375,1,0.1231,3,0.375,39,7,120,1,1,,,0.4462,4,15,53.6,0.6,4.875,-5.1385,,13,2.3333,3,15.729,15.729,0.1231,9.9,12.9,11.4,12.9,12.9,12.9,11.4,12.9,12.9,12.9,11.4,12.9,12.9,1,17,1,1,0.5385,,,3,,,1,0.0154,
Tyler Goodson,IND,RB,7,Yes,No,Yes,6,,No,Yes,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,0.6667,
Jordan Mason,MIN,RB,50,Yes,No,Yes,29,,No,Yes,,,,,,,,,,,,,0.1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,0.069,,,,,,,0.7931,
Tre Tucker,LV,WR,88,No,No,No,88,22,No,Yes,16,0.7273,1,0.25,11,0.5,160,10,306,1,1,2,0.0114,0.1591,20,13.9091,70.3,1.8182,7.2727,-2.3872,0.0909,14.5455,0.9091,11,49.9896,49.9896,0.25,22,33,27.5,33,33,36,30.5,33,33,33,27.5,33,33,2,17,5,1,0.8295,,,3,,,0.2727,,
Tim Jones,JAX,WR,2,No,Yes,No,2,,No,Yes,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,0.5,,,,,,,,
John FitzPatrick,GB,TE,31,Yes,No,No,23,,No,Yes,,,,,,,,,,,,,0.6957,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,0.1304,,,,,,,0.087,
Sean Tucker,TB,RB,21,No,No,No,16,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0.1875,,,,,,,0.8125,
Brashard Smith,KC,RB,9,No,No,No,8,1,No,Yes,1,1,,0.125,,,,,11,,,,,0.25,1,11,39.6,,,-7.2558,,,,,1.6607,1.6607,0.1111,,,,,,,,,,,,,,,17,,,0.125,,,,,,,0.625,
Cedrick Wilson,MIA,WR,13,Yes,Yes,No,13,3,No,No,1,0.3333,2,0.2308,,,,,44,,,,,0.1538,1,14.6667,39.6,,,-9.8065,,,,,8.0757,8.0757,0.2308,,,,,,,,,,,,,,2,10,1,,0.7692,,,,,,,0.0769,
Tank Bigsby,PHI,RB,14,No,No,No,8,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,1,
Jordan Watkins,SF,WR,4,No,Yes,No,4,2,No,Yes,1,0.5,,0.5,1,0.5,19,,37,,,,,0.5,1,18.5,83.3,4.75,9.5,-1.9156,,19,,1,4.025,4.025,0.5,1.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,2.9,2.4,2.9,2.9,,4,1,1,0.5,,,,,,,,
Jordan Addison,MIN,WR,88,Yes,No,Yes,88,24,No,Yes,16,0.6667,2,0.2727,12,0.5,205,31,362,3,2,4,,0.1364,18,15.0833,118.9,2.3295,8.5417,-1.5295,0.1667,17.0833,2.5833,12,45.0656,45.0656,0.2727,38.5,50.5,44.5,50.5,50.5,53.5,47.5,50.5,50.5,50.5,44.5,50.5,50.5,3,14,3,1,0.8636,,,14,,,1.1667,,1
Tyler Lockett,LV,WR,56,No,No,No,56,11,No,Yes,7,0.6364,1,0.1964,5,0.4545,64,12,140,1,1,,,0.7857,7,12.7273,56.6,1.1429,5.8182,-3.2907,,12.8,2.4,5,27.3767,27.3767,0.1964,12.4,17.4,14.9,17.4,17.4,17.4,14.9,17.4,17.4,17.4,14.9,17.4,17.4,1,17,4,2,0.2143,,,5,1,0.2,1,,
Keon Coleman,BUF,WR,61,No,No,No,60,15,No,Yes,13,0.8667,3,0.25,10,0.6667,160,30,222,2,2,2,0.0167,0.2333,13,14.8,141.7,2.6667,10.6667,0.5954,0.1333,16,3,10,37.001,37.001,0.2459,28,38,33,38,38,41,36,38,38,38,33,38,38,4,13,3,2,0.75,,,8,,,0.8,,
Lil'Jordan Humphrey,DEN,WR,33,No,No,No,32,8,No,Yes,5,0.625,2,0.25,4,0.5,69,17,106,,,,,0.4062,5,13.25,79.7,2.1562,8.625,-0.7074,,17.25,4.25,4,18.8228,18.8228,0.2424,6.9,10.9,8.9,10.9,10.9,10.9,8.9,10.9,10.9,10.9,8.9,10.9,10.9,2,10,1,,0.5938,,,4,1,0.25,1,,
Xavier Smith,LA,WR,32,No,No,Yes,31,3,No,No,3,1,,0.0968,3,1,81,42,39,,,,,0.7097,2,13,118.8,2.6129,27,18.1634,,27,14,3,5.0418,5.0418,0.0938,8.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,11.1,9.6,11.1,11.1,,16,,,0.2903,,,6,1,0.3333,2,,
Kenneth Walker,SEA,RB,38,No,No,No,27,,Yes,Yes,,,,,,,,,,,,,0.037,0.0741,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0.037,,,,,,,0.8519,
De'Von Achane,MIA,RB,71,No,No,No,60,7,No,Yes,3,0.4286,2,0.1167,2,0.2857,34,7,108,1,1,1,,0.3333,5,15.4286,47.3,0.5667,4.8571,-3.689,0.1429,17,3.5,2,14.6748,14.6748,0.0986,9.4,11.4,10.4,12.4,11.4,11.4,10.4,11.4,11.4,11.4,10.4,11.4,11.4,2,16,1,1,0.1333,,,2,,,1,0.5333,1
Mike Evans,TB,WR,44,No,No,No,44,25,No,Yes,19,0.76,1,0.5682,15,0.6,193,19,321,1,1,2,,0.2273,20,12.84,64.3,4.3864,7.72,-1.3508,0.08,12.8667,1.2667,15,48.6855,48.6855,0.5682,25.3,40.3,32.8,40.3,40.3,43.3,35.8,40.3,40.3,40.3,32.8,40.3,40.3,3,8,9,6,0.7727,,,7,1,0.0667,0.4667,,
Rashee Rice,KC,WR,40,Yes,No,No,40,15,No,Yes,13,0.8667,1,0.375,8,0.5333,207,93,213,,,3,,0.55,9,14.2,98.6,5.175,13.8,4.1433,0.2,25.875,11.625,7,31.3356,31.3356,0.375,20.7,28.7,24.7,28.7,28.7,31.7,27.7,28.7,28.7,28.7,24.7,28.7,28.7,1,8,3,1,0.45,,,37,1,0.125,4.625,,
Ty Chandler,MIN,RB,5,Yes,No,Yes,4,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,
Austin Hooper,NE,TE,33,Yes,Yes,No,25,9,No,No,9,1,2,0.36,7,0.7778,103,25,127,2,2,1,0.72,0.12,9,14.1111,153.9,4.12,11.4444,1.5608,0.1111,14.7143,3.5714,7,18.6325,18.6325,0.2727,22.3,29.3,25.8,29.3,32.8,32.3,28.8,29.3,29.3,29.3,25.8,32.8,29.3,2,16,3,2,0.12,,,11,,,1.5714,0.04,1
Justin Watson,HST,WR,7,Yes,No,Yes,7,1,No,Yes,1,1,,0.1429,1,1,15,2,13,,,,,0.7143,1,13,118.8,2.1429,15,6.0855,,15,2,1,4.0306,4.0306,0.1429,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,3,,,0.2857,,,1,,,1,,
Britain Covey,PHI,WR,7,No,No,No,7,,No,No,,,,,,,,,,,,,,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.1429,,,,,,,,
Jaylen Wright,MIA,RB,12,Yes,Yes,No,11,,No,No,,,,,,,,,,,,,,0.4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.5455,
Ben Yurosek,MIN,TE,10,Yes,No,Yes,6,,No,Yes,,,,,,,,,,,,,0.8333,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
Devin Culp,TB,TE,10,No,No,No,10,1,Yes,Yes,1,1,1,0.1,1,1,6,,11,1,1,,0.5,0.4,1,11,131.3,0.6,6,-2.7402,,6,,1,2.1046,2.1046,0.1,6.6,7.6,7.1,7.6,8.1,7.6,7.1,7.6,7.6,7.6,7.1,8.1,7.6,1,11,,,0.1,,,,,,,,
Tyrone Tracy,NYG,RB,63,No,No,Yes,50,3,No,No,2,0.6667,1,0.06,1,0.3333,13,,54,1,1,,,0.1,1,18,87.5,0.26,4.3333,-3.2438,,13,,1,7.1011,7.1011,0.0476,7.3,8.3,7.8,8.8,8.3,8.3,7.8,8.3,8.3,8.3,7.8,8.3,8.3,2,15,1,,0.08,,,,,,,0.82,
Michael Mayer,LV,TE,35,No,No,No,22,3,No,Yes,2,0.6667,,0.1364,2,0.6667,44,10,52,,,,0.7727,0.1364,2,17.3333,109.7,2,14.6667,2.6208,,22,5,2,5.3094,5.3094,0.0857,4.4,6.4,5.4,6.4,7.4,6.4,5.4,6.4,6.4,6.4,5.4,7.4,6.4,,13,1,1,0.0909,,,6,,,3,,
Jelani Woods,NYJ,TE,1,No,Yes,Yes,1,,No,No,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
Marvin Harrison,ARZ,WR,70,No,No,No,68,30,No,Yes,19,0.6333,3,0.4412,14,0.4667,229,16,429,,,3,,0.1765,27,14.3,58.9,3.3676,7.6333,-2.1555,0.1,16.3571,1.1429,12,57.8445,57.8445,0.4286,22.9,36.9,29.9,36.9,36.9,39.9,32.9,36.9,36.9,36.9,29.9,36.9,36.9,3,12,4,1,0.8235,,,14,,,1,,
Bryce Oliver,TEN,WR,4,No,No,No,4,,Yes,Yes,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.75,,,,,,,,
Ollie Gordon,MIA,RB,32,Yes,Yes,No,18,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,1,
Mo Alie-Cox,IND,TE,46,Yes,No,Yes,25,5,No,Yes,2,0.4,1,0.2,1,0.2,5,,63,1,1,1,0.96,0.04,5,12.6,39.6,0.2,1,-8.4789,0.2,5,,1,9.4534,9.4534,0.1087,6.5,7.5,7,7.5,8,7.5,7,7.5,7.5,7.5,7,8,7.5,2,17,3,1,,,,,,,,,
D'Ernest Johnson,NE,RB,5,Yes,Yes,No,3,,No,No,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.3333,,,,,,,0.3333,
Theo Johnson,NYG,TE,77,No,No,Yes,64,24,No,No,18,0.75,4,0.375,12,0.5,198,35,331,1,1,3,0.25,0.5156,21,13.7917,92,3.0938,8.25,-1.705,0.125,16.5,2.9167,12,51.3383,51.3383,0.3117,25.8,37.8,31.8,37.8,43.8,40.8,34.8,37.8,37.8,37.8,31.8,43.8,37.8,5,15,12,8,0.2188,,,20,,,1.6667,0.0156,3
Jahan Dotson,PHI,WR,69,No,No,No,69,8,No,No,3,0.375,,0.1159,3,0.375,48,8,116,,,,,0.4348,6,14.5,18.8,0.6957,6,-3.9555,,16,2.6667,3,15.7976,15.7976,0.1159,4.8,7.8,6.3,7.8,7.8,7.8,6.3,7.8,7.8,7.8,6.3,7.8,7.8,2,17,,,0.5652,,,1,,,0.3333,,
DeVonta Smith,PHI,WR,84,No,No,No,83,30,No,No,25,0.8333,1,0.3614,18,0.6,311,62,420,,,2,,0.5301,25,14,81.4,3.747,10.3667,0.5919,0.0667,17.2778,3.4444,17,61.1583,61.1583,0.3571,31.1,49.1,40.1,49.1,49.1,52.1,43.1,49.1,49.1,49.1,40.1,49.1,49.1,1,17,9,4,0.4699,,,15,,,0.8333,,2
Mitchell Evans,CAR,TE,20,No,No,No,17,3,No,Yes,2,0.6667,1,0.1765,2,0.6667,46,10,46,,,,0.7647,0.2353,3,15.3333,70.1,2.7059,15.3333,5.3184,,23,5,2,6.5305,6.5305,0.15,4.6,6.6,5.6,6.6,7.6,6.6,5.6,6.6,6.6,6.6,5.6,7.6,6.6,1,17,,,,,,2,,,1,,
Jalen McMillan,TB,WR,23,No,No,No,23,4,No,Yes,4,1,,0.1739,4,1,69,2,67,,,,,0.2174,1,16.75,118.8,3,17.25,6.3973,,17.25,0.5,4,7.4738,7.4738,0.1739,6.9,10.9,8.9,10.9,10.9,10.9,8.9,10.9,10.9,10.9,8.9,10.9,10.9,1,4,1,1,0.7826,,,,,,,,
Jameson Williams,DET,WR,118,Yes,Yes,Yes,118,38,No,Yes,29,0.7632,2,0.322,24,0.6316,532,170,546,3,,5,,0.2458,25,14.3684,133.1,4.5085,14,3.8788,0.1316,22.1667,7.0833,23,71.0593,71.0593,0.322,71.2,95.2,83.2,95.2,95.2,98.2,86.2,95.2,95.2,95.2,83.2,95.2,95.2,3,17,2,2,0.7542,,,74,10,0.4167,3.0833,,
