Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,TargetsContestedTotal,TargetsInEndzone,DeepTargetTargetsTotal,AlignmentInlineRoutesPercentage
Blake Corum,LA,RB,14,No,No,No,5,1,No,No,1,1,0.2,2,1,1,,,,,,2,39.6,-6.3947,1,1.4542,1.4542,0.0769,,15,,,,
Pierre Strong,CLV,RB,52,No,No,Yes,42,7,No,No,4,0.5714,0.1667,32,3,0.5714,0.119,0.1667,3,,,4.5714,39.6,-7.1783,0.4286,10.603,10.603,0.1795,,13,1,,,0.1429
Jacob Kibodi,CLV,RB,2,No,No,Yes,2,1,No,No,,,0.5,3,,1,,,,,,3,39.6,-6.5094,,1.3305,1.3305,0.5,1,1,,,,
Rakim Jarrett,TB,WR,25,No,Yes,Yes,23,2,No,Yes,2,1,0.087,21,1,,0.3478,0.6522,2,,,10.5,39.6,-8.2126,0.5,3.7482,3.7482,0.087,1,10,1,1,,
Julian Hill,MIA,TE,46,No,Yes,No,31,6,No,No,2,0.3333,0.1935,73,1,,0.4194,0.0323,3,,,12.1667,39.6,-9.2971,0.1667,11.4356,11.4356,0.1622,2,16,1,1,1,0.5484
Tyquan Thornton,NE,WR,21,No,No,Yes,20,3,Yes,Yes,1,0.3333,0.15,88,1,,0.1,0.9,2,,,29.3333,39.6,-11.7513,0.3333,8.4047,8.4047,0.1875,,5,1,,3,
Breece Hall,NYJ,RB,153,No,Yes,No,114,17,No,No,7,0.4118,0.1491,30,7,0.8246,0.0439,0.1228,10,2,0.1176,1.7647,39.6,-6.3836,0.4118,30.1971,30.1971,0.1278,2,16,,1,1,0.0088
Trent Sherfield,MIN,WR,12,No,Yes,Yes,11,,No,No,,,,,,,0.7273,0.2727,,,,,,,,,,,,17,,,,
Jha'Quan Jackson,TEN,WR,6,No,Yes,No,6,2,No,No,,,0.3333,71,,,0.8333,0.1667,2,,,35.5,39.6,-13.7986,,2.567,2.567,0.4,,12,,,2,
DK Metcalf,SEA,WR,137,No,No,No,128,40,No,No,20,0.5,0.3125,748,5,,0.0938,0.9062,33,,,18.7,39.6,-10.1976,0.125,97.6317,97.6317,0.3922,6,15,17,7,16,
Mark Andrews,BLT,TE,110,No,No,Yes,93,13,No,No,4,0.3077,0.1398,216,3,,0.6129,0.1935,9,,,16.6154,39.6,-10.9964,0.2308,29.307,29.307,0.1529,2,17,2,,5,0.1935
Parker Washington,JAX,WR,113,No,Yes,No,110,18,Yes,Yes,4,0.2222,0.1636,287,3,,0.4,0.6,16,1,0.0556,15.9444,39.6,-9.6464,0.1667,37.5592,37.5592,0.2022,4,17,2,3,6,
MyCole Pruitt,PIT,TE,27,No,No,No,15,3,No,Yes,,,0.2,6,,0.0667,0.2,,2,,,2,39.6,-6.8995,,6.5206,6.5206,0.1765,,12,,,,0.7333
Erick All,CIN,TE,26,No,No,No,21,1,No,No,1,1,0.0476,-2,1,0.1429,0.2381,0.0476,,,,-2,39.6,-4.8511,1,1.612,1.612,0.0556,,9,,,,0.5714
Braxton Berrios,MIA,WR,24,No,No,No,21,4,No,No,1,0.25,0.1905,31,,,0.4762,0.5238,4,,,7.75,39.6,-7.4177,,10.1771,10.1771,0.1818,1,6,1,1,,
Allen Robinson,DET,WR,16,No,No,No,16,4,No,No,2,0.5,0.25,24,1,,0.4375,0.5625,2,,,6,39.6,-6.7435,0.25,5.8701,5.8701,0.2667,,12,2,,,
Kendre Miller,NO,RB,16,No,No,No,13,3,No,No,2,0.6667,0.2308,4,2,0.7692,0.0769,0.1538,,,,1.3333,39.6,-6.2055,0.6667,4.0856,4.0856,0.25,,6,,,,
Diontae Johnson,HST,WR,72,No,Yes,No,70,28,No,No,10,0.3571,0.4,375,2,,0.2714,0.7286,25,1,0.0357,13.3929,39.6,-8.698,0.0714,66.1028,66.1028,0.4828,9,12,8,6,7,
Brenden Bates,CLV,TE,9,No,No,Yes,5,1,No,No,,,0.2,-2,,,,,,,,-2,39.6,-4.8511,,1.6098,1.6098,0.125,,6,,,,1
Rome Odunze,CHI,WR,184,No,No,No,170,43,No,No,5,0.1163,0.2529,870,3,,0.4118,0.5882,30,,,20.2326,39.6,-10.6273,0.0698,94.9241,94.9241,0.3209,10,17,2,11,18,
Isaiah Davis,NYJ,RB,16,No,Yes,No,12,3,No,No,2,0.6667,0.25,30,1,0.8333,0.0833,0.0833,1,,,10,39.6,-7.7952,0.3333,7.9144,7.9144,0.2308,1,13,1,1,1,
Colby Parkinson,LA,TE,101,No,No,No,89,16,No,No,3,0.1875,0.1798,139,1,,0.191,0.1011,11,1,0.0625,8.6875,39.6,-8.2554,0.0625,33.1401,33.1401,0.1818,6,17,3,3,2,0.7079
Josh Oliver,MIN,TE,46,No,Yes,Yes,32,5,No,No,1,0.2,0.1562,92,,,0.0938,0.125,3,,,18.4,39.6,-10.0339,,9.0741,9.0741,0.1515,,15,1,1,2,0.7812
Nick Chubb,CLV,RB,38,No,Yes,Yes,24,3,No,No,2,0.6667,0.125,1,,0.9167,0.0417,,2,1,0.3333,0.3333,39.6,-6.3028,,4.2515,4.2515,0.1071,,8,,,,0.0417
Michael Carter,ARZ,RB,24,No,Yes,No,19,,No,No,,,,,,1,,,,,,,,,,,,,,3,,,,
Tyjae Spears,TEN,RB,51,No,No,No,39,5,No,No,1,0.2,0.1282,-7,1,0.9231,0.0513,,2,1,0.2,-1.4,39.6,-6.1035,0.2,7.5871,7.5871,0.1282,,12,,,,0.0256
Laviska Shenault,LAC,WR,3,No,Yes,Yes,3,,No,No,,,,,,,0.6667,0.3333,,,,,,,,1.5112,1.5112,,,12,,,,
D.J. Moore,CHI,WR,201,No,No,No,190,38,No,No,6,0.1579,0.2,605,3,0.0053,0.2684,0.7263,23,1,0.0263,15.9211,39.6,-9.5627,0.0789,87.1137,87.1137,0.2603,8,17,3,5,13,
Keaton Mitchell,BLT,RB,5,No,No,Yes,4,,No,No,,,,,,0.5,0.5,,,,,,,,,,,,,4,,,,
Bucky Irving,TB,RB,55,No,Yes,Yes,46,5,No,Yes,3,0.6,0.1087,-23,2,0.8696,0.0435,0.087,3,3,0.6,-4.6,39.6,-5.4733,0.4,7.5316,7.5316,0.098,1,17,1,,,
Zamir White,LV,RB,18,No,No,No,8,2,No,No,2,1,0.25,-6,1,1,,,,,,-3,39.6,-5.4582,0.5,2.9526,2.9526,0.1667,,8,1,,,
Ameer Abdullah,LV,RB,105,No,No,No,72,6,No,No,2,0.3333,0.0833,7,1,0.9028,0.0278,0.0694,1,,,1.1667,39.6,-6.1715,0.1667,10.621,10.621,0.0845,,16,,,,
Trayveon Williams,CIN,RB,1,No,No,No,1,,No,Yes,,,,,,1,,,,,,,,,,,,,,8,,,,
Devin Singletary,NYG,RB,72,No,Yes,No,40,1,No,No,1,1,0.025,2,1,0.9,0.025,0.075,,,,2,39.6,-6.3947,1,2.8546,2.8546,0.0189,,15,,,,
Isaiah Hodgins,NYG,WR,7,No,Yes,Yes,7,,No,No,,,,,,,0.4286,0.5714,,,,,,,,,,,,3,,,,
Tyler Allgeier,ATL,RB,28,No,No,No,22,,Yes,Yes,,,,,,0.9091,0.0455,0.0455,,,,,,,,,,,,17,,,,
Jermar Jefferson,DET,RB,2,No,No,No,1,,No,No,,,,,,1,,,,,,,,,,,,,,2,,,,
Stephen Sullivan,CAR,TE,2,Yes,Yes,Yes,1,1,No,No,,,1,16,,,,1,1,,,16,39.6,-10.191,,1.9169,1.9169,1,,1,,,,
Foster Moreau,NO,TE,116,No,Yes,Yes,77,9,No,Yes,2,0.2222,0.1169,135,1,,0.2857,0.0779,7,,,15,39.6,-8.0238,0.1111,20.1669,20.1669,0.1047,3,17,1,3,2,0.6364
Trey Sermon,IND,RB,68,No,Yes,No,41,2,Yes,Yes,2,1,0.0488,6,2,0.878,0.0488,0.0732,,,,3,39.6,-6.5283,1,3.251,3.251,0.0339,1,17,,,,
Josh Downs,IND,WR,128,No,Yes,No,125,29,Yes,Yes,11,0.3793,0.232,274,5,0.008,0.832,0.16,26,,,9.4483,39.6,-7.9153,0.1724,56.8515,56.8515,0.2762,7,14,5,3,3,
Devaughn Vele,DEN,WR,85,No,No,No,82,13,No,Yes,5,0.3846,0.1585,104,2,,0.6585,0.3171,10,1,0.0769,8,39.6,-7.3684,0.1538,22.2136,22.2136,0.1912,1,13,3,1,,0.0244
Khalil Herbert,CIN,RB,15,No,No,No,12,1,No,Yes,1,1,0.0833,-3,1,0.75,0.0833,0.1667,,,,-3,39.6,-6.1191,1,2.7,2.7,0.1,1,13,,,,
Andrew Ogletree,IND,TE,55,No,Yes,No,33,4,Yes,Yes,1,0.25,0.1212,68,1,,0.1818,0.1515,3,,,17,39.6,-10.7242,0.25,9.8972,9.8972,0.0889,1,17,,,1,0.6667
Jaylen Warren,PIT,RB,78,No,No,No,59,6,No,Yes,2,0.3333,0.1017,16,1,0.8475,0.0169,0.0169,2,1,0.1667,2.6667,39.6,-6.9356,0.1667,11.5434,11.5434,0.1333,3,15,1,1,,0.1186
Kendrick Bourne,NE,WR,71,No,Yes,No,67,10,No,No,5,0.5,0.1493,145,1,,0.2388,0.7612,10,,,14.5,39.6,-9.3875,0.1,24.4538,24.4538,0.1887,1,12,2,2,2,
Hassan Haskins,LAC,RB,25,No,No,Yes,17,,No,No,,,,,,0.9412,,0.0588,,,,,,,,,,,,15,,,,
Dareke Young,SEA,WR,1,No,No,No,1,1,No,No,,,1,9,,,,1,1,,,9,39.6,-7.4539,,1.5704,1.5704,1,,12,,,,
Juwan Johnson,NO,TE,148,No,Yes,Yes,133,14,No,Yes,7,0.5,0.1053,195,4,0.0075,0.4436,0.188,12,,,13.9286,39.6,-8.8691,0.2857,27.7335,27.7335,0.1239,,17,3,,3,0.3609
David Montgomery,DET,RB,38,No,No,Yes,23,2,No,No,,,0.087,6,,0.8696,0.0435,0.087,,,,3,39.6,-6.5094,,2.7686,2.7686,0.069,,14,,,,
Mack Hollins,BUF,WR,132,No,Yes,No,121,18,No,No,4,0.2222,0.1488,373,,,0.314,0.6777,13,,,20.7222,39.6,-10.6402,,42.471,42.471,0.1698,2,17,3,2,7,0.0083
Tyler Boyd,TEN,WR,131,No,No,No,119,15,No,No,6,0.4,0.1261,181,2,,0.8067,0.1933,8,,,12.0667,39.6,-8.2303,0.1333,38.3239,38.3239,0.1429,5,16,4,3,2,
Tanner Conner,MIA,TE,4,No,No,Yes,4,1,No,No,,,0.25,39,,,0.5,0.5,1,,,39,39.6,-12.8,,1.2767,1.2767,0.25,,7,,,1,
Quintin Morris,BUF,TE,24,No,Yes,No,22,3,No,No,1,0.3333,0.1364,60,1,,0.4545,0.0909,2,,,20,39.6,-10.3546,0.3333,5.835,5.835,0.1765,,16,,,2,0.4545
Ja'Tavion Sanders,CAR,TE,102,No,No,No,91,10,Yes,Yes,3,0.3,0.1099,105,3,0.011,0.5055,0.1209,5,,,10.5,39.6,-7.1921,0.3,17.9035,17.9035,0.122,2,16,1,,1,0.3626
Anthony Miller,BLT,WR,1,Yes,No,No,1,,No,Yes,,,,,,,,1,,,,,,,,,,,,2,,,,
Jauan Jennings,SF,WR,119,No,Yes,No,113,28,No,No,10,0.3571,0.2478,324,5,,0.3628,0.6372,23,,,11.5714,39.6,-8.5693,0.1786,55.8255,55.8255,0.3077,6,15,5,6,4,
Teagan Quitoriano,HST,TE,12,No,No,No,9,,No,No,,,,,,,0.1111,0.2222,,,,,,,,,,,,7,,,,0.6667
Ashton Dulin,IND,WR,24,No,Yes,No,21,5,Yes,Yes,2,0.4,0.2381,120,,,0.4762,0.5238,5,,,24,39.6,-11.6385,,9.0637,9.0637,0.2381,,15,1,,2,
KaVontae Turpin,DAL,WR,69,No,No,No,65,15,No,No,6,0.4,0.2308,234,5,0.0308,0.7385,0.2308,11,2,0.1333,15.6,39.6,-9.5714,0.3333,31.4161,31.4161,0.2679,3,17,3,2,4,
Jamison Crowder,WAS,WR,17,No,No,No,16,3,No,No,,,0.1875,43,,,0.75,0.25,1,,,14.3333,39.6,-9.8503,,4.8382,4.8382,0.2727,,6,,,,
Jalen Nailor,MIN,WR,117,No,Yes,Yes,115,14,No,No,6,0.4286,0.1217,196,3,,0.4609,0.5391,10,,,14,39.6,-8.72,0.2143,28.1116,28.1116,0.1728,3,17,2,3,3,
John Metchie,HST,WR,79,No,Yes,No,76,11,No,No,4,0.3636,0.1447,125,1,,0.6579,0.3421,7,,,11.3636,39.6,-8.6552,0.0909,24.5259,24.5259,0.1667,4,13,2,3,1,
Marquise Brown,KC,WR,10,No,Yes,No,10,6,No,No,,,0.6,72,,,0.5,0.5,6,,,12,39.6,-8.8884,,9.5076,9.5076,0.6,1,2,,,2,
Kenneth Gainwell,PHI,RB,42,No,Yes,No,27,6,No,No,1,0.1667,0.2222,11,,0.7407,0.0741,0.1852,3,1,0.1667,1.8333,39.6,-6.2031,,8.7176,8.7176,0.2069,,17,1,,,
Casey Washington,ATL,WR,1,No,Yes,No,1,1,No,No,1,1,1,30,1,,,1,1,,,30,39.6,-9.194,1,1.9559,1.9559,1,,2,,,1,
Jordan Mims,NO,RB,23,No,Yes,Yes,17,5,No,Yes,3,0.6,0.2941,2,,0.7059,0.1765,0.1176,3,2,0.4,0.4,39.6,-6.251,,9.0137,9.0137,0.25,,9,,,,
Kevin Austin,NO,WR,59,No,Yes,Yes,56,11,No,Yes,3,0.2727,0.1964,156,,,0.1964,0.8036,6,1,0.0909,14.1818,39.6,-8.2765,,24.4404,24.4404,0.234,,8,1,,3,
Tyler Badie,DEN,RB,1,No,Yes,No,1,,No,No,,,,,,1,,,,,,,,,,,,,,3,,,,
Jalen Brooks,DAL,WR,65,No,No,No,61,15,No,No,6,0.4,0.2459,237,2,,0.2131,0.7869,12,,,15.8,39.6,-9.5187,0.1333,30.808,30.808,0.2941,3,14,5,2,4,
J.K. Dobbins,LAC,RB,85,No,No,Yes,52,4,No,No,4,1,0.0769,8,3,0.8846,0.0385,0.0577,1,1,0.25,2,39.6,-6.6706,0.75,10.2409,10.2409,0.0635,,13,1,,,0.0192
Emari Demercado,ARZ,RB,39,No,No,No,25,4,No,No,,,0.16,23,,0.92,,0.08,1,1,0.25,5.75,39.6,-7.1638,,6.4015,6.4015,0.125,,13,,,,
Jordan Whittington,LA,WR,33,No,No,No,30,6,No,No,1,0.1667,0.2,69,1,0.0333,0.4,0.5667,4,,,11.5,39.6,-8.1649,0.1667,11.7771,11.7771,0.2069,2,15,1,1,1,
Josh Whyle,TEN,TE,51,No,Yes,No,39,9,No,No,1,0.1111,0.2308,82,1,,0.4359,0.2308,6,1,0.1111,9.1111,39.6,-8.2648,0.1111,17.7945,17.7945,0.2143,2,17,,1,1,0.3333
Travis Etienne,JAX,RB,99,No,Yes,No,72,12,Yes,Yes,3,0.25,0.1667,46,,0.8889,0.0278,0.0833,4,3,0.25,3.8333,39.6,-6.9706,,20.6459,20.6459,0.1519,3,15,1,2,1,
Equanimeous St. Brown,NO,WR,9,No,No,No,8,,No,No,,,,,,,0.375,0.625,,,,,,,,,,,,2,,,,
Samaje Perine,KC,RB,67,No,No,No,57,5,No,Yes,3,0.6,0.0877,12,2,0.9474,0.0351,0.0175,3,2,0.4,2.4,39.6,-6.5305,0.4,12.1858,12.1858,0.1087,2,17,,1,,
Myles Gaskin,MIN,RB,1,No,Yes,No,1,,No,No,,,,,,1,,,,,,,,,,,,,,4,,,,
Ronnie Rivers,LA,RB,15,No,No,No,9,1,No,No,,,0.1111,-4,,0.8889,0.1111,,,,,-4,39.6,-5.5699,,1.4911,1.4911,0.0909,,6,,,,
Amari Cooper,BUF,WR,112,No,Yes,No,107,39,No,Yes,12,0.3077,0.3645,679,7,,0.215,0.785,32,,,17.4103,39.6,-9.5466,0.1795,77.4103,77.4103,0.4149,1,14,4,1,15,
Darius Slayton,NYG,WR,170,No,Yes,No,152,29,No,No,12,0.4138,0.1908,488,6,,0.1711,0.8289,22,,,16.8276,39.6,-9.8843,0.2069,63.0738,63.0738,0.2231,4,16,2,5,10,
Dare Ogunbowale,HST,RB,84,No,Yes,No,54,7,No,No,1,0.1429,0.1296,34,1,0.7778,0.1296,0.0926,1,,,4.8571,39.6,-8.0059,0.1429,14.9175,14.9175,0.1029,3,17,,1,1,
Nico Collins,HST,WR,97,No,Yes,No,92,26,No,No,9,0.3462,0.2826,412,5,,0.2174,0.7826,21,,,15.8462,39.6,-9.6637,0.1923,54.6042,54.6042,0.3377,6,12,3,6,9,
Jerry Jeudy,CLV,WR,226,No,No,Yes,214,49,No,No,20,0.4082,0.229,721,9,0.0093,0.3505,0.6355,42,1,0.0204,14.7143,39.6,-9.2799,0.1837,99.977,99.977,0.2707,9,17,9,8,11,0.0047
Jake Ferguson,DAL,TE,137,No,No,No,117,23,No,No,5,0.2174,0.1966,198,3,0.0171,0.6154,0.094,20,,,8.6087,39.6,-7.804,0.1304,43.1111,43.1111,0.2054,2,14,2,1,2,0.2735
Davante Adams,NYJ,WR,153,No,Yes,No,150,46,No,No,15,0.3261,0.3067,555,7,,0.5133,0.4867,37,3,0.0652,12.0652,39.6,-8.5025,0.1522,102.6498,102.6498,0.3538,11,14,8,9,10,
Marquez Valdes-Scantling,NO,WR,101,No,Yes,Yes,97,22,No,Yes,9,0.4091,0.2268,471,2,,0.2165,0.7835,14,,,21.4091,39.6,-10.9824,0.0909,47.8043,47.8043,0.2933,,14,6,3,13,
Connor Heyward,PIT,TE,19,No,Yes,No,13,2,No,No,2,1,0.1538,34,,0.1538,0.2308,0.3077,1,,,17,39.6,-8.8502,,2.3918,2.3918,0.1538,,16,1,,1,0.3077
Adonai Mitchell,IND,WR,80,No,Yes,No,78,29,Yes,Yes,7,0.2414,0.3718,548,3,,0.2564,0.7436,25,,,18.8966,39.6,-10.0387,0.1034,76.1365,76.1365,0.4143,6,17,2,7,14,
Nick Westbrook-Ikhine,TEN,WR,122,No,Yes,No,112,21,No,No,5,0.2381,0.1875,291,3,,0.2321,0.7679,19,,,13.8571,39.6,-9.2468,0.1429,43.9331,43.9331,0.2165,2,17,2,2,4,
Jake Bobo,SEA,WR,31,No,No,No,30,3,No,No,1,0.3333,0.1,48,1,,0.2333,0.7667,2,,,16,39.6,-10.3139,0.3333,6.3849,6.3849,0.1364,,17,,,,
Brevyn Spann-Ford,DAL,TE,39,No,No,No,33,5,No,No,4,0.8,0.1515,55,,,0.4545,0.0606,3,,,11,39.6,-9.424,,11.0103,11.0103,0.1471,2,17,3,1,,0.4848
Tyler Higbee,LA,TE,15,No,No,No,12,4,No,No,,,0.3333,14,,,0.0833,0.25,3,1,0.25,3.5,39.6,-6.8185,,9.7121,9.7121,0.3636,4,3,,1,,0.6667
Parris Campbell,PHI,WR,24,No,No,No,23,1,No,Yes,,,0.0435,6,,,0.6522,0.3478,1,,,6,39.6,-6.9491,,1.5113,1.5113,0.0667,,5,,,,
Saquon Barkley,PHI,RB,88,No,No,No,70,6,No,No,3,0.5,0.0857,76,2,0.9143,0.0429,0.0429,2,1,0.1667,12.6667,39.6,-12.3749,0.3333,11.1621,11.1621,0.1034,2,16,1,,2,
Evan Engram,JAX,TE,75,No,Yes,No,72,15,No,No,4,0.2667,0.2083,140,3,,0.3333,0.25,14,,,9.3333,39.6,-8.5259,0.2,28.5698,28.5698,0.25,1,9,1,,1,0.4167
Jamari Thrash,CLV,WR,23,No,No,Yes,20,4,No,No,3,0.75,0.2,44,2,,0.55,0.45,3,1,0.25,11,39.6,-7.9889,0.5,7.6998,7.6998,0.2353,,9,1,,1,
Will Dissly,LAC,TE,98,No,No,Yes,85,12,No,No,6,0.5,0.1412,104,4,,0.3882,0.1647,6,,,8.6667,39.6,-8.0241,0.3333,23.2999,23.2999,0.1622,4,15,2,,1,0.4471
KhaDarel Hodge,ATL,WR,36,No,No,No,35,4,Yes,Yes,2,0.5,0.1143,91,1,,0.3429,0.6571,2,,,22.75,39.6,-10.6341,0.25,9.8462,9.8462,0.129,2,16,1,1,2,
Miles Sanders,CAR,RB,40,No,No,No,30,4,Yes,Yes,,,0.1333,38,,0.7,0.0667,0.2333,1,,,9.5,39.6,-7.3518,,6.5365,6.5365,0.1212,1,11,,,1,
Charlie Jones,CIN,WR,1,No,No,No,1,,No,Yes,,,,,,,1,,,,,,,,,,,,,8,,,,
Rasheen Ali,BLT,RB,4,No,No,Yes,3,2,No,No,1,0.5,0.6667,-7,1,1,,,1,1,0.5,-3.5,39.6,-5.1779,0.5,2.6212,2.6212,0.5,,5,,,,
Jonathan Mingo,DAL,WR,87,No,No,No,84,23,No,No,6,0.2609,0.2738,294,2,0.0119,0.3929,0.5833,18,,,12.7826,39.6,-8.8257,0.087,46.9129,46.9129,0.3239,1,17,3,1,3,0.0119
Cooper Kupp,LA,WR,114,Yes,No,No,109,30,No,No,8,0.2667,0.2752,332,2,,0.6147,0.3853,24,,,11.0667,39.6,-8.2635,0.0667,64.2702,64.2702,0.3261,4,12,8,5,5,
Steven Sims,BLT,WR,5,No,No,Yes,5,,No,No,,,,,,,0.2,0.8,,,,,,,,,,,,9,,,,
Tommy Tremble,CAR,TE,93,No,No,No,76,7,Yes,Yes,3,0.4286,0.0921,52,1,0.0132,0.4737,0.1316,3,,,7.4286,39.6,-7.3475,0.1429,14.2331,14.2331,0.0986,1,12,3,1,1,0.3816
Jase McClellan,ATL,RB,2,No,Yes,No,2,,No,No,,,,,,1,,,,,,,,,,,,,,2,,,,
Adam Trautman,DEN,TE,79,No,No,No,47,7,No,Yes,2,0.2857,0.1489,29,,,0.1277,0.0851,2,,,4.1429,39.6,-6.4486,,11.0234,11.0234,0.1273,1,17,2,,,0.7872
Ja'Marr Chase,CIN,WR,179,No,No,No,177,38,No,Yes,19,0.5,0.2147,491,9,0.0113,0.3559,0.6328,33,1,0.0263,12.9211,39.6,-8.8063,0.2368,93.705,93.705,0.2603,14,17,7,11,7,
D'Andre Swift,CHI,RB,124,No,No,No,87,8,No,No,4,0.5,0.092,10,4,0.8046,0.046,0.1494,5,4,0.5,1.25,39.6,-6.0747,0.5,11.6306,11.6306,0.0879,,17,,,,
Ben Sims,GB,TE,22,No,No,No,12,1,No,No,,,0.0833,16,,,0.1667,0.0833,,,,16,39.6,-10.191,,4.0865,4.0865,0.0556,1,16,,1,,0.75
DeAndre Carter,CHI,WR,26,Yes,Yes,No,25,4,No,No,,,0.16,112,,,0.72,0.28,2,,,28,39.6,-12.4897,,14.6483,14.6483,0.1905,1,13,,1,4,
Robbie Chosen,MIA,WR,8,No,Yes,No,7,2,No,Yes,1,0.5,0.2857,28,,,0.1429,0.8571,2,,,14,39.6,-9.9902,,4.5409,4.5409,0.2857,2,2,,2,,
Kayshon Boutte,NE,WR,114,No,Yes,No,108,22,No,No,4,0.1818,0.2037,472,3,,0.1389,0.8611,16,,,21.4545,39.6,-10.4789,0.1364,54.4478,54.4478,0.2651,2,15,1,2,9,
Hunter Long,LA,TE,29,No,No,No,23,2,No,No,,,0.087,,,,0.1304,0.087,2,,,,39.6,-6.0935,,4.8713,4.8713,0.1111,,17,,,,0.7826
Blake Watson,DEN,RB,2,No,No,Yes,2,1,No,No,1,1,0.5,2,,1,,,,,,2,39.6,-6.3947,,1.4082,1.4082,0.5,,2,1,,,
Chris Brooks,GB,RB,25,No,No,No,16,2,No,No,1,0.5,0.125,2,1,0.9375,0.0625,,1,,,1,39.6,-6.43,0.5,3.3228,3.3228,0.0909,1,13,,,,
Christian Watson,GB,WR,79,No,No,No,75,20,No,No,6,0.3,0.2667,442,3,,0.3333,0.64,15,,,22.1,39.6,-10.5992,0.15,49.9699,49.9699,0.3077,6,15,3,5,10,0.0267
George Holani,SEA,RB,1,No,No,No,1,,No,No,,,,,,1,,,,,,,,,,,,,,3,,,,
Jonathon Brooks,CAR,RB,3,No,Yes,Yes,2,,No,No,,,,,,1,,,,,,,,,,,,,,3,,,,
Tom Kennedy,DET,WR,4,No,No,No,3,1,No,No,,,0.3333,12,,,0.3333,0.6667,1,,,12,39.6,-9.0461,,1.4094,1.4094,0.3333,,4,,,,
Dallin Holker,NO,TE,10,No,Yes,Yes,10,1,No,Yes,,,0.1,30,,,0.3,0.2,,,,30,39.6,-13.2292,,3.5705,3.5705,0.1429,,12,,,1,0.5
Justice Hill,BLT,RB,87,Yes,No,No,61,5,No,Yes,,,0.082,,,0.9016,0.0164,0.0656,,,,,39.6,-6.065,,10.2069,10.2069,0.0794,1,16,,,,0.0164
Anthony Firkser,KC,TE,7,No,Yes,Yes,6,,No,No,,,,,,,0.1667,,,,,,,,,,,,,6,,,,0.8333
Sincere McCormick,LV,RB,12,No,No,No,9,,Yes,No,,,,,,1,,,,,,,,,,,,,,4,,,,
K.J. Osborn,WAS,WR,42,No,Yes,Yes,42,10,No,No,3,0.3,0.2381,72,2,,0.3333,0.6667,8,,,7.2,39.6,-7.3853,0.2,15.5224,15.5224,0.2857,1,9,1,1,,
Tyler Conklin,NYJ,TE,164,No,Yes,No,140,17,No,No,5,0.2941,0.1214,177,1,,0.55,0.1214,9,,,10.4118,39.6,-8.7785,0.0588,31.8198,31.8198,0.1223,1,16,3,1,2,0.3286
James Conner,ARZ,RB,79,Yes,No,No,55,4,No,No,3,0.75,0.0727,-7,2,0.6909,0.1455,0.1636,4,4,1,-1.75,39.6,-6.188,0.5,6.1969,6.1969,0.0656,,16,,,,
Mike Boone,CAR,RB,12,No,No,No,10,2,Yes,Yes,1,0.5,0.2,-10,1,0.7,0.1,0.2,,,,-5,39.6,-5.3296,0.5,2.7262,2.7262,0.25,,5,,,,
Velus Jones,CAR,WR,1,No,Yes,No,1,,No,No,,,,,,,,1,,,,,,,,,,,,2,,,,
Will Mallory,IND,TE,25,No,No,No,23,3,No,No,1,0.3333,0.1304,43,,,0.7391,0.1304,1,,,14.3333,39.6,-10.6651,,4.8476,4.8476,0.15,,10,1,,,0.1304
Chris Rodriguez Jr.,WAS,RB,8,No,No,No,4,,No,No,,,,,,1,,,,,,,,,,,,,,7,,,,
Olamide Zaccheaus,WAS,WR,76,No,No,No,70,18,No,No,9,0.5,0.2571,178,6,,0.4571,0.5429,16,1,0.0556,9.8889,39.6,-7.8176,0.3333,32.9235,32.9235,0.3051,1,17,3,1,2,
Alec Pierce,IND,WR,159,No,Yes,No,152,25,Yes,Yes,9,0.36,0.1645,633,5,,0.1579,0.8421,20,,,25.32,39.6,-11.0435,0.2,53.6314,53.6314,0.1969,1,16,4,2,14,
Drake London,ATL,WR,167,No,No,No,156,45,Yes,Yes,19,0.4222,0.2885,660,6,,0.4038,0.5962,38,1,0.0222,14.6667,39.6,-9.5765,0.1333,99.4689,99.4689,0.3462,8,17,13,8,10,
Jalen Tolbert,DAL,WR,184,No,No,No,174,24,No,No,11,0.4583,0.1379,385,6,,0.3161,0.6839,16,,,16.0417,39.6,-9.2935,0.25,52.456,52.456,0.1622,5,17,7,2,8,
Bub Means,NO,WR,25,No,No,No,25,6,No,No,3,0.5,0.24,73,,,0.4,0.6,6,,,12.1667,39.6,-8.7245,,9.4532,9.4532,0.3,,7,1,,2,
