id,name,pos,team,accurateThrows,adjustedCompletionPercentage,battedPasses,cleanPocketDropbacks,drops,explosiveInterceptions,explosiveThrows,explosiveTouchdowns,explosiveYards,highlightThrows,qbHits,spikes,successfulPlays,throwaways,yardsAfterCatch,dvoa,dyar,epa,turnover_battedPasses,brokenPasses,intWorthyThrows,pickSixes,turnover_throwaways,endZoneCompletions,endZoneInterceptions,endZoneThrows,endZoneTouchdowns,redZoneCompletions,redZoneInterceptions,redZoneThrows,redZoneTouchdowns,airYards,alex,catchableAirYards,droppedAirYards,prayerYards,twentyPlusCompletions,twentyPlusPassingYards,twentyPlusThrows,twentyPlusTouchdowns,closingCoverage,emptyRouteCoverage,manCoverage,manYards,openCoverage,singleHighRoutes,singleHighYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards,adjustedSackRate,avoidedSacks,blitzes,pressures,qbFaultSacks,pressure_qbHits,sacks,scrambles,timeToPressure,timeToThrow
00-0034827,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.27,18.998,3.868,0,0,0,0,0,1,0,1,1,1,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,1,1,0,0,0,0,3,4.1
00-0034348,Courtland Sutton,WR,DEN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.1,-17.308,-4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,1,-5,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,3.9,0
00-0039577,,,,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.2115,-12.594999999999999,-2.146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-8.5,-2,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,1,-2,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,4.6
00-0034577,,,,1,0.5,0,2,1,0,0,0,0,0,0,0,0,0,0,-1.2098,-12.794,-1.355,0,1,0,0,0,0,0,0,0,0,0,0,0,10,-4.5,10,10,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
00-0039451,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1269,-8.182,-0.819,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
00-0031503,Jameis Winston,QB,NYG,46,0.6897,1,46,3,0,13,1,363,0,12,0,30,5,210,0.2073,148.53,19.846999999999998,1,11,5,0,5,2,1,9,2,2,1,9,1,619,1.3939,412,13,207,6,192,8,1,14,0,27,180,11,49,427,17,16,21,129,8,0,0,43,376,0.0455,1,19,23,1,12,3,1,67.5,188.90000000000003
00-0038128,,,,32,0.9143,0,27,2,0,9,2,287,2,5,0,25,0,126,0.781,233.91899999999998,28.614,0,1,0,0,0,1,0,3,1,5,0,8,1,354,1.6286,304,8,50,7,230,8,2,7,0,15,166,19,25,283,1,6,18,107,2,4,17,32,241,0.0857,0,14,13,0,5,3,9,33.9,88.49999999999999
00-0040668,Shedeur Sanders,QB,CLE,129,0.7278,5,128,3,3,17,4,652,2,68,0,79,14,809,-0.5953,-658.6899999999998,-70.653,5,38,12,0,14,2,1,9,2,9,0,14,3,1525,-2.7689,664,4,861,9,344,28,2,28,0,69,385,81,127,709,14,59,116,408,23,10,119,184,851,0.1226,8,61,115,11,68,23,18,303.79999999999995,651.2000000000003
00-0040730,RJ Harvey,RB,DEN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1987,-7.462,-0.459,0,0,1,0,0,0,0,0,0,0,0,1,0,2,-8,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.5
00-0035645,,,,1,0.5,0,2,0,0,1,1,33,0,0,0,1,0,20,1.9402,26.134000000000004,2.428,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1.5,13,0,10,0,0,0,0,0,0,1,33,0,2,33,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,8.4
00-0031237,,,,10,0.6667,0,12,0,0,1,0,32,0,4,0,2,2,52,-0.6284,-48.513999999999996,-11.546,0,2,0,0,2,0,0,1,0,2,0,5,0,98,-3.4,27,0,71,0,0,0,0,4,0,5,50,5,8,52,1,4,10,-11,0,0,0,13,-9,0.1333,0,4,6,2,4,2,1,15,32.699999999999996
00-0033280,Christian McCaffrey,RB,SF,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.1542,-7.656,-0.771,0,0,0,0,1,0,0,1,0,0,0,1,0,14,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2
00-0033319,,,,3,1,0,2,0,0,0,0,0,0,0,0,2,0,15,0.8915,16.772,2.9000000000000004,0,0,0,0,0,0,0,0,0,1,0,1,0,4,-6,4,0,0,0,0,0,0,0,0,1,8,2,1,8,0,1,2,11,0,0,0,2,11,0,0,1,1,0,0,0,0,2.1,5.4
00-0040398,,,,101,0.7239,4,130,9,1,6,0,142,2,32,0,53,6,417,-0.7059,-623.5090000000001,-66.938,4,24,10,0,6,2,3,8,2,6,3,19,2,867,-3.5882,379,23,488,2,45,9,0,19,0,29,55,49,86,280,15,44,89,330,22,4,4,150,559,0.1307,4,53,45,4,32,19,7,98.09999999999998,364.90000000000003
00-0035289,,,,7,0.7778,2,11,1,1,0,0,0,0,1,0,3,2,31,-1.1009,-68.507,-5.8389999999999995,2,3,1,0,2,0,0,0,0,0,0,0,0,68,-6.3077,10,4,58,0,0,2,0,0,0,3,11,7,4,0,2,1,8,26,1,2,11,11,26,0,0,4,2,0,1,0,1,1.6,32.3
00-0038400,Tanner McKee,QB,PHI,25,0.6944,0,34,1,0,2,0,58,1,6,0,22,6,100,-0.1844,-23.082,-2.4689999999999976,0,3,1,0,6,1,0,4,1,3,1,8,1,411,1.6977,178,4,233,1,27,4,0,8,0,17,77,8,31,191,0,18,18,69,3,0,0,32,183,0.0698,0,14,14,3,6,3,3,49.49999999999999,123.69999999999997
00-0022942,,,,66,0.7407,3,72,2,1,2,1,53,3,13,0,41,2,271,-0.0467,39.78200000000001,-5.900000000000002,3,17,4,1,2,3,0,4,3,5,0,8,4,717,-1.2283,332,5,385,1,20,10,1,10,0,37,188,30,50,253,14,34,43,241,3,4,13,60,319,0.0652,0,26,25,2,13,5,0,48.400000000000006,211.30000000000007
00-0026300,,,,34,0.7727,2,40,0,0,4,0,113,1,10,2,28,2,213,0.1921,115.32099999999998,19.513000000000005,2,8,4,0,2,1,0,4,1,2,0,5,1,313,-2.963,159,0,154,0,0,2,0,7,2,13,69,21,26,178,0,17,34,180,4,2,0,49,289,0.037,1,18,18,2,10,2,8,45.1,153.00000000000006
00-0039054,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.0125,-27.481,-2.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,1,0,0,0
00-0034721,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.805,0,0,0,0,1,0,0,0,0,0,0,0,0,15,5,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0037324,,,,39,0.7872,1,41,2,0,2,0,59,0,14,1,16,2,156,-0.6574,-216.057,-28.689999999999994,1,7,1,0,2,0,0,3,0,2,0,4,1,277,-3.8909,80,-4,197,0,0,6,0,9,1,20,29,18,35,39,0,14,29,98,11,2,5,46,113,0.1455,2,12,24,3,14,8,4,59.3,148.20000000000002
00-0037742,Treylon Burks,WR,WAS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3921,-8.743,-0.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,1,0,1,1,0,4.4,0
00-0038582,,,,10,0.8182,1,12,2,0,0,0,0,0,7,0,3,1,28,-1.5855,-154.40699999999998,-19.580000000000002,1,4,1,0,1,0,0,0,0,0,0,1,0,58,-7.6667,32,14,26,0,0,0,0,5,0,4,-21,3,6,12,0,4,14,-3,3,2,-11,18,19,0.3333,0,11,8,0,7,5,2,8.7,40.900000000000006
00-0039634,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8671,8.011,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
00-0033269,,,,1,1,0,1,0,0,0,0,0,1,0,0,1,0,5,1.9215,14.641,3.513,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,0,0,0,0,0,0,0,1,16,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032434,,,,17,0.76,1,26,2,0,1,0,21,0,5,0,5,2,80,-0.7643,-128.11499999999998,-25.096000000000004,1,4,3,1,2,0,0,0,0,0,0,0,0,109,-4.2,13,11,96,0,0,1,0,0,0,10,43,7,15,62,11,11,14,3,1,2,0,21,22,0.0333,0,8,5,0,5,1,0,10.8,79.1
00-0033400,,,,0,1,0,1,0,0,1,0,28,0,0,0,1,0,9,4.9352,23.174,4.401,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0038579,,,,13,0.6,0,18,2,0,2,0,44,0,3,0,8,1,31,-0.3805,-37.736000000000004,-5.0360000000000005,0,4,0,0,1,0,0,1,0,1,0,2,0,184,-0.2273,111,5,73,0,0,2,0,1,0,8,55,9,14,95,3,7,9,2,2,1,0,16,42,0.0455,0,8,5,1,3,1,1,13.899999999999999,56.40000000000001
00-0036679,,,,7,0.6364,1,10,0,0,1,0,51,1,8,0,4,1,28,-0.7391,-71.15799999999997,-6.823,1,2,0,0,1,0,0,0,0,0,0,0,0,138,-0.5714,60,0,78,1,51,3,0,1,0,5,2,8,9,25,0,4,11,41,1,0,0,15,64,0.3571,0,4,10,4,8,5,1,27.5,37.19999999999999
