id,name,pos,team,catchableTargets,contestedReceptions,contestedTargets,createdCatches,drops,explosiveReceptions,explosiveTouchdowns,explosiveYards,firstReadTargets,missedTackles,success,dvoa,dyar,epa,endZoneTargets,endZoneTouchdowns,redZoneTargets,redZoneTouchdowns,airYards,catchableAirYards,droppedAirYards,prayerYards,deepReceptions,deepTargets,deepTouchdowns,deepYards,backfieldRoutes,backfieldYards,closingCoverage,emptyRouteCoverage,emptyRouteYards,inlineRoutes,inlineYards,manCoverage,manYards,offlineRoutes,offlineYards,openCoverage,outWideRoutes,outWideYards,singleHighRoutes,singleHighYards,slotRoutes,slotYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards
00-0036415,,,,30,5,10,2,0,6,0,157,37,0,26,-0.1264,0.10200000000000475,8.940999999999999,3,1,3,1,0,276,0,347,5,9,0,136,1,6,8,1,0,0,0,89,75,0,0,18,310,267,175,183,44,77,6,16,171,167,4,8,0,265,275
00-0038840,,,,15,1,3,2,1,3,0,70,13,1,12,-0.0836,6.027999999999995,7.118,0,0,1,0,0,116,14,41,1,1,0,26,1,0,2,1,0,0,0,35,21,0,0,8,63,110,54,58,41,50,4,2,46,102,1,4,0,69,139
00-0040644,,,,3,0,0,0,0,0,0,0,1,3,1,-0.1188,0.3630000000000004,-0.5820000000000001,0,0,0,0,0,2,0,0,0,0,0,0,10,4,2,0,0,0,0,3,0,0,0,1,2,0,9,0,7,9,0,0,10,13,0,0,0,16,13
00-0040187,,,,20,0,0,0,1,2,0,46,6,1,17,0.0667,24.887000000000004,3.1900000000000035,2,1,4,2,0,66,3,25,0,0,0,0,4,0,3,1,0,72,115,28,7,37,47,13,5,0,71,81,22,9,1,2,65,90,6,3,0,111,164
00-0040134,Pat Bryant,WR,DEN,35,3,6,0,1,4,1,136,28,3,28,-0.0091,44.956999999999994,14.225999999999999,2,1,8,0,0,260,5,150,2,4,1,72,4,0,3,0,0,0,0,70,73,2,0,20,114,177,127,108,165,201,13,11,150,259,1,8,11,215,305
00-0040179,DJ Giddens,RB,IND,0,0,0,0,0,0,0,0,1,0,0,-0.8948,-6.781,-1.658,0,0,1,0,0,0,0,-6,0,0,0,0,24,0,1,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,1,11,0,0,5,0,12,0
00-0037614,John Metchie III,WR,CAR,38,1,5,1,4,1,1,22,29,1,21,-0.2358,-40.852999999999994,-2.3360000000000003,1,0,5,1,0,161,22,107,0,0,0,0,2,7,7,0,0,0,0,58,138,4,2,17,144,138,120,154,84,127,4,12,105,67,8,9,53,176,136
00-0037086,,,,10,2,3,0,0,0,0,0,9,0,7,-0.1855,-10.598,0.9730000000000002,2,1,3,1,0,48,0,37,0,1,0,0,0,0,3,0,0,24,0,44,46,59,27,3,7,16,67,21,42,33,0,5,48,28,2,17,27,88,30
00-0040078,Brashard Smith,RB,KC,27,0,0,0,1,0,0,0,13,2,15,-0.0187,24.892000000000007,-0.6160000000000021,0,0,7,1,0,-61,-1,5,0,0,0,0,63,78,2,0,0,0,0,25,4,1,0,19,17,66,44,29,17,28,5,5,52,143,4,2,0,73,168
00-0038519,,,,1,0,0,0,0,1,0,21,0,0,1,1.8445,13.142,2.177,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,4,21,0,0,1,3,21,5,21,2,0,0,0,3,0,0,0,0,4,0
00-0036309,Darnell Mooney,WR,NYG,38,2,9,2,3,5,1,150,58,2,27,-0.3366,-114.96599999999998,3.671000000000001,6,0,8,0,0,488,71,531,3,18,1,108,1,0,9,0,0,0,0,132,85,0,0,29,262,347,216,200,179,96,9,22,213,243,3,13,0,310,358
00-0037263,Tyler Allgeier,RB,ARI,15,1,1,0,1,2,0,52,3,1,7,0.0808,18.362,2.7810000000000006,0,0,1,0,0,-29,-5,3,0,0,0,0,129,92,2,0,0,0,0,33,31,1,0,10,5,4,63,63,1,0,1,0,66,33,3,7,0,103,65
00-0038040,,,,4,0,0,0,0,0,0,0,0,0,2,-0.2801,-3.905,-1.857,0,0,0,0,0,0,0,-3,0,0,0,0,39,24,1,0,0,0,0,13,0,0,0,3,0,0,24,18,0,0,0,0,15,6,2,0,0,26,24
00-0039407,,,,3,0,0,0,0,0,0,0,0,1,1,-0.5776,-11.902999999999999,-0.79,0,0,0,0,0,-6,0,0,0,0,0,0,17,18,0,0,0,0,0,4,0,0,0,2,1,0,6,1,0,0,0,1,12,17,1,0,0,14,18
00-0040583,Woody Marks,RB,HOU,27,1,3,0,2,3,0,107,8,6,14,0.2047,63.50799999999998,7.229000000000003,2,1,8,3,0,-14,-2,91,0,1,0,0,284,202,6,0,0,0,0,102,72,0,0,15,15,0,132,143,6,6,4,6,152,65,5,21,0,203,136
00-0036232,,,,2,1,1,0,0,0,0,0,3,0,1,-0.7684,-31.491000000000003,-3.334,0,0,0,0,0,7,0,51,0,1,0,0,5,0,1,0,0,11,2,19,2,43,5,3,2,0,39,7,5,0,1,1,25,0,0,2,0,47,5
00-0039050,,,,2,0,0,0,1,0,0,0,2,0,1,-0.6714,-17.092,-1.196,1,0,1,0,0,-2,-2,18,0,0,0,0,16,11,0,0,0,23,0,30,11,51,0,3,4,0,51,0,11,0,0,0,50,11,1,4,0,75,0
00-0038720,,,,16,0,0,0,1,1,0,20,7,2,10,-0.2381,-21.236,0.1419999999999998,1,0,3,0,0,37,8,29,0,0,0,0,18,4,2,1,0,50,38,30,19,81,98,15,9,0,88,96,26,0,0,2,89,44,1,6,0,153,121
00-0036429,,,,8,0,0,0,0,0,0,0,3,2,3,-0.3634,-17.987,-0.20199999999999985,0,0,1,0,0,13,0,-1,0,0,0,0,76,2,3,0,0,36,14,64,0,69,24,5,10,0,107,3,13,8,0,1,86,45,0,11,0,140,48
00-0033589,,,,1,0,0,0,0,0,0,0,1,0,0,-0.3205,-1.262,-0.303,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,1,26,5,25,5,9,0,0,0,11,0,0,0,0,24,5
00-0035359,,,,22,1,7,0,3,3,0,61,23,3,15,-0.2171,-24.006999999999998,-1.7770000000000004,2,1,6,2,0,194,46,210,1,7,0,21,1,0,4,0,0,0,0,107,50,2,0,12,187,101,149,57,134,90,2,14,164,125,4,11,9,217,141
00-0038609,,,,0,0,0,0,0,0,0,0,1,0,0,-1.019,-10.942,-0.247,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,3,0
00-0034775,Christian Kirk,WR,SF,32,0,5,0,2,3,0,101,34,2,18,-0.3787,-103.04499999999999,-20.22,3,1,6,1,0,140,7,225,1,5,0,47,3,9,1,0,0,0,0,78,52,0,0,19,70,73,112,138,186,157,12,20,133,102,0,14,-1,181,187
00-0039631,,,,2,0,0,0,0,0,0,0,1,0,1,-2.0852,-28.009,-0.352,0,0,0,0,0,-6,0,0,0,0,0,0,1,0,0,0,0,1,6,2,1,2,1,2,1,0,1,1,1,0,0,0,4,6,0,1,0,4,6
00-0036414,,,,1,0,0,0,1,0,0,0,0,0,0,-1.4433,-7.367,-1.43,0,0,0,0,0,-6,-6,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
00-0040154,,,,3,0,0,1,0,0,0,0,3,0,2,0.1611,6.771000000000001,1.382,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,17,25,10,9,1,0,1,0,8,16,2,0,0,15,16
00-0038440,,,,14,0,0,0,0,1,0,20,5,1,7,0.2937,43.806000000000004,-0.7639999999999993,1,1,3,1,0,-7,0,24,0,1,0,0,44,66,2,0,0,0,0,16,0,4,0,8,8,7,29,54,7,25,3,1,33,44,2,1,0,47,98
00-0034521,,,,11,3,5,1,1,0,0,0,6,0,7,-0.4428,-45.138999999999996,-9.657,5,1,6,1,0,70,33,72,0,3,0,0,0,0,3,0,0,0,0,37,13,1,0,7,78,49,65,50,60,21,0,8,64,20,0,10,0,102,57
00-0040189,Oronde Gadsden II,TE,LAC,53,6,10,1,4,11,0,331,41,5,44,0.2063,127.84599999999999,16.512999999999987,9,3,15,3,0,470,27,154,7,9,0,210,7,0,12,0,0,59,225,135,195,89,125,29,54,108,187,364,172,206,13,10,179,299,5,15,1,246,469
00-0037654,,,,3,0,0,0,1,0,0,0,0,0,1,-0.3854,-6.981000000000001,-0.8879999999999999,0,0,0,0,0,2,4,20,0,1,0,0,4,0,0,1,0,29,12,19,0,24,7,0,5,0,34,12,4,0,1,1,27,7,2,4,0,46,19
00-0036741,,,,6,0,0,1,0,0,0,0,5,0,6,-0.2269,-12.067000000000002,-5.034000000000001,1,1,1,1,0,29,0,5,0,0,0,0,11,0,0,2,0,32,22,14,7,13,7,5,1,0,26,11,12,17,1,5,36,35,0,5,0,53,39
00-0033576,,,,4,0,0,0,0,0,0,0,3,0,3,-0.2597,-8.921,1.4969999999999999,0,0,3,0,0,15,0,13,0,0,0,0,6,0,0,0,0,17,0,20,0,53,22,5,1,0,51,31,8,9,0,2,31,0,0,3,0,65,31
00-0037093,,,,2,1,2,1,0,1,0,36,2,0,2,0.5123,15.915,1.9700000000000002,0,0,0,0,0,48,0,9,1,1,0,36,0,0,0,0,0,0,0,4,48,0,0,1,16,48,9,48,1,0,0,2,6,0,0,2,0,13,0
00-0039299,George Holani,RB,SEA,2,0,0,0,0,0,0,0,0,0,1,0.4516,5.473999999999999,-0.1399999999999999,0,0,0,0,0,-1,0,0,0,0,0,0,8,15,0,0,0,0,0,2,0,0,0,1,0,0,8,15,1,0,0,0,1,0,1,0,0,7,15
00-0037231,,,,16,0,3,0,2,1,0,36,17,0,8,-0.2957,-29.724999999999994,0.34099999999999997,2,1,2,1,0,101,13,90,0,2,0,0,1,0,5,3,0,0,0,25,8,0,0,6,91,70,56,45,53,70,3,6,83,91,3,3,4,117,132
00-0039410,Ryan Flournoy,WR,DAL,44,2,8,2,2,5,1,181,34,7,32,0.1738,131.349,28.633999999999993,5,2,7,3,0,313,29,153,2,5,1,88,0,0,5,0,0,0,0,97,247,0,0,20,162,239,106,173,96,236,13,15,134,269,3,18,33,161,228
00-0038705,,,,14,0,1,0,2,2,0,62,4,2,6,-0.1781,-3.945000000000002,-1.5869999999999997,1,1,4,1,0,-6,-4,18,0,0,0,0,118,69,3,1,28,0,0,38,0,1,28,8,6,4,63,16,4,0,1,3,61,57,4,4,0,90,73
00-0038090,,,,4,1,1,0,0,2,0,44,6,2,5,0.4378,30.784,4.715,0,0,0,0,0,40,0,70,1,2,0,23,2,15,1,0,0,0,0,17,21,0,0,1,49,62,34,77,14,10,4,1,30,10,0,1,0,48,66
00-0031484,,,,1,0,0,0,0,0,0,0,1,0,1,-0.4275,-4.508000000000001,-0.38000000000000006,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,39,7,19,7,12,0,1,0,0,29,0,1,0,0,0,18,7,1,5,0,33,0
00-0038046,Charlie Kolar,TE,LAC,10,0,0,1,0,2,0,43,8,0,10,0.3627,45.645999999999994,5.1549999999999985,1,1,3,2,0,90,0,16,0,0,0,0,0,0,2,0,0,67,103,35,13,32,20,6,5,0,72,81,9,19,1,3,33,48,2,8,13,78,129
00-0039521,,,,8,1,3,1,0,1,0,23,10,1,4,-0.477,-36.231,1.1469999999999998,1,0,3,0,0,80,0,112,0,4,0,0,0,0,0,0,0,0,0,51,29,0,0,6,156,67,90,35,39,0,1,5,102,32,1,3,0,144,38
00-0038752,,,,2,0,0,0,0,0,0,0,1,0,1,0.3278,6.555999999999999,1.135,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,20,0,13,17,14,20,0,0,19,3,0,2,0,28,20
00-0039165,Zach Charbonnet,RB,SEA,21,2,2,1,1,1,0,21,2,1,11,-0.0201,17.098999999999997,0.6720000000000002,0,0,3,0,0,26,5,14,0,0,0,0,227,125,4,0,0,0,0,71,13,4,10,9,4,0,109,24,13,9,2,5,127,120,4,12,0,177,131
00-0038994,Jordan Addison,WR,MIN,52,6,18,4,5,11,0,358,60,3,38,-0.0902,23.001999999999995,13.990000000000004,11,3,13,3,0,617,59,466,6,22,0,245,10,4,10,0,0,0,0,104,85,4,0,35,321,552,191,301,85,54,6,20,221,305,6,8,4,316,525
00-0040142,Kaleb Johnson,RB,PIT,2,0,0,0,1,0,0,0,0,0,1,0.0188,1.7220000000000004,0.24500000000000005,0,0,0,0,0,-8,-3,0,0,0,0,0,16,9,0,0,0,0,0,7,0,0,0,2,0,0,10,9,2,0,0,0,7,0,0,1,0,11,9
00-0035298,,,,10,0,1,1,0,0,0,0,7,2,6,-0.2996,-19.958000000000002,-1.1069999999999989,1,0,2,0,0,36,0,38,0,1,0,0,1,0,0,0,0,0,0,33,16,0,0,7,72,35,47,10,25,27,3,1,50,52,2,1,0,65,46
00-0033955,,,,26,0,1,0,1,1,0,24,5,4,15,0.0293,28.258999999999993,-0.19800000000000012,0,0,2,0,0,-22,4,-1,0,0,0,0,164,139,5,1,0,0,0,79,56,1,9,20,5,0,117,142,37,48,3,0,78,54,3,11,0,127,140
00-0037524,,,,2,0,0,0,0,0,0,0,2,0,2,0.9085,13.967,2.533,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,7,14,0,0,1,10,23,9,23,1,0,0,0,2,0,0,0,0,4,9
00-0033282,,,,7,0,1,0,0,2,0,41,4,0,7,0.3713,30.969,8.806000000000001,0,0,1,1,0,54,0,91,1,3,0,20,4,6,0,0,0,0,0,25,20,0,0,5,44,64,44,54,33,11,1,1,34,27,2,3,0,56,61
00-0039376,,,,0,0,0,0,0,0,0,0,0,0,0,-1.1129,-10.756,-5.0920000000000005,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
00-0038710,,,,2,0,2,0,0,0,0,0,3,0,0,-1.5609,-51.596000000000004,-3.7280000000000006,0,0,0,0,0,3,0,40,0,1,0,0,5,0,1,0,0,30,0,37,4,34,4,1,11,0,66,4,27,0,1,3,38,0,0,3,0,70,0
00-0037594,,,,0,0,0,0,0,0,0,0,1,0,0,-1.056,-8.891,-1.452,0,0,0,0,0,0,0,22,0,0,0,0,14,0,0,0,0,0,0,7,0,1,0,0,2,0,13,0,0,0,0,1,4,0,1,0,0,10,0
00-0037282,,,,3,0,0,0,0,0,0,0,2,0,3,0.3199,8.607,2.2439999999999998,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,4,9,7,20,3,0,0,7,9,3,8,0,0,5,19,0,0,0,8,19
00-0038614,,,,4,0,0,0,0,0,0,0,2,0,3,0.1387,8.351999999999999,0.7839999999999999,0,0,1,1,0,0,0,0,0,0,0,0,51,11,0,1,0,3,0,36,7,40,1,3,1,0,51,5,0,0,0,0,37,5,1,6,2,58,5
00-0033921,Chris Godwin Jr.,WR,TB,38,2,5,0,2,5,0,158,32,6,30,-0.0433,34.507000000000005,13.649999999999999,4,2,7,2,0,213,10,148,1,4,0,31,0,0,11,0,0,0,0,75,80,0,0,23,115,181,136,231,127,179,2,12,100,104,2,6,25,167,280
00-0039746,Will Shipley,RB,PHI,10,0,0,0,1,0,0,0,1,1,2,-0.451,-16.857,-5.088,0,0,1,0,0,-3,4,-7,0,0,0,0,69,56,1,0,0,0,0,27,18,0,0,6,7,0,38,25,5,0,2,2,40,31,1,3,0,54,38
00-0037120,,,,2,0,0,0,0,0,0,0,2,0,1,-0.5254,-7.449000000000001,-0.9469999999999998,0,0,1,0,0,-2,0,-1,0,0,0,0,18,8,0,0,0,0,0,5,0,0,0,2,3,0,13,8,2,0,0,1,10,0,0,0,0,18,8
00-0035021,,,,7,1,3,0,0,3,0,103,7,1,4,-0.0888,3.073000000000004,5.7589999999999995,0,0,1,0,0,88,0,70,2,3,0,55,3,-8,1,0,0,0,0,25,60,1,48,3,53,66,40,47,17,0,1,4,31,11,1,3,48,49,46
00-0032775,,,,24,4,5,2,1,5,1,128,28,1,18,0.0348,45.29699999999999,6.518999999999999,3,1,3,0,0,277,21,195,4,9,1,97,0,0,6,0,0,0,0,74,78,1,0,12,152,205,112,185,96,71,5,11,135,91,1,2,0,175,198
00-0031687,,,,12,0,0,0,0,0,0,0,1,2,4,0.0734,15.768999999999998,1.4610000000000003,0,0,1,0,0,-16,0,0,0,0,0,0,94,67,0,0,0,0,0,27,17,0,0,7,0,0,35,12,2,3,1,1,59,55,3,2,3,69,53
00-0038797,Emanuel Wilson,RB,SEA,16,0,0,0,1,1,0,25,1,5,8,-0.2304,-8.761000000000001,-0.034999999999999476,0,0,2,0,0,-39,-5,7,0,0,0,0,135,88,4,0,0,0,0,49,11,5,11,8,8,0,80,59,3,0,0,1,65,29,4,6,11,102,88
00-0038738,,,,14,0,1,0,1,0,0,0,4,3,8,0.2583,32.948,4.603000000000001,1,1,4,1,0,-8,2,5,0,0,0,0,83,72,1,0,0,0,0,34,3,21,23,4,4,0,44,34,4,14,3,1,63,72,6,5,3,78,106
00-0031610,Darren Waller,TE,FA,24,5,7,4,0,5,0,131,24,0,21,0.3474,95.06,29.216,7,6,7,6,0,210,0,149,3,5,0,90,1,0,5,1,0,16,37,31,59,17,19,14,56,110,76,166,61,117,4,10,70,104,1,4,13,119,224
00-0038783,,,,10,0,2,0,2,0,0,0,6,0,4,-0.3465,-21.078000000000003,-0.6269999999999999,1,0,2,1,0,36,7,-1,0,0,0,0,4,0,1,0,0,0,0,17,-2,48,5,4,4,15,34,29,10,28,3,1,31,19,2,1,0,49,50
00-0040737,Terrance Ferguson,TE,LAR,12,1,3,1,1,7,2,201,17,0,9,0.09,28.465000000000003,7.385999999999998,7,3,3,1,0,207,16,259,6,14,2,180,3,0,4,0,0,14,34,63,133,32,59,10,42,27,94,161,77,111,2,9,69,36,0,5,34,105,98
00-0034867,,,,0,0,0,0,0,0,0,0,1,0,0,-0.9684,-6.675,-0.565,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,1,3,0,0,0,0,2,0
00-0038454,,,,10,0,0,0,1,0,0,0,0,0,6,-0.0487,5.049999999999998,-5.530000000000001,0,0,0,0,0,-19,3,-9,0,0,0,0,40,56,0,0,0,0,0,14,17,2,0,7,1,0,32,42,7,7,0,0,16,21,5,2,0,36,46
00-0037838,Isaiah Likely,TE,NYG,29,2,4,1,1,4,0,134,20,3,19,-0.1069,-7.985999999999997,5.395999999999999,3,1,6,1,0,208,5,79,2,3,0,56,4,0,3,0,0,1,0,72,80,34,28,17,22,53,122,137,176,226,6,4,103,166,5,12,4,165,227
00-0039458,,,,5,1,1,0,1,0,0,0,4,0,4,0.3528,16.058,3.0540000000000003,0,0,1,0,0,39,1,0,0,0,0,0,1,0,2,0,0,25,42,11,4,13,6,1,1,0,30,23,3,0,0,1,12,25,1,1,0,32,44
00-0040218,,,,12,0,1,0,1,1,0,34,8,0,7,-0.1624,-4.143000000000001,3.456999999999999,0,0,3,0,0,67,30,23,1,2,0,34,9,18,2,1,2,0,0,19,17,0,0,8,20,37,33,64,44,53,2,2,37,42,1,2,0,53,89
00-0034365,,,,13,1,1,0,0,1,0,20,7,1,10,0.1711,18.98,5.074,0,0,0,0,0,42,0,0,0,0,0,0,3,0,3,0,0,64,34,44,17,54,61,6,9,15,97,80,13,4,0,1,42,34,3,4,0,99,97
00-0037757,,,,0,0,0,0,0,0,0,0,0,0,0,-1.0404,-9.891,-0.366,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00-0036423,,,,5,0,0,0,0,0,0,0,3,2,3,-0.3544,-13.765,1.616,1,0,1,0,0,2,0,16,0,0,0,0,1,7,1,0,0,7,16,10,5,5,5,2,0,0,11,5,10,8,1,1,11,31,1,1,0,13,31
00-0039164,Anthony Richardson Sr.,QB,IND,0,0,0,0,0,0,0,0,0,0,1,0.3643,4.614,0.458,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0
00-0038938,,,,6,1,5,0,0,0,0,0,10,0,4,-0.62,-51.5,-9.084,1,0,1,0,0,41,0,239,0,5,0,0,0,0,1,0,0,0,0,26,12,0,0,2,81,31,55,21,17,4,2,9,41,14,0,2,0,72,23
00-0040432,,,,2,0,0,0,0,0,0,0,3,0,2,-0.5073,-17.166,-5.744,1,0,1,0,0,19,0,54,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,3,26,7,22,7,15,18,1,2,19,18,0,0,0,31,25
00-0034959,,,,8,0,2,0,1,0,0,0,6,0,6,0.01,11.419999999999998,-0.2260000000000003,2,2,2,2,0,24,-2,14,0,0,0,0,13,17,1,0,0,0,0,3,7,12,11,5,0,0,21,18,6,17,1,2,9,26,0,1,1,28,38
00-0036924,,,,36,1,3,0,2,0,0,0,1,9,24,0.0992,59.88,1.8569999999999998,1,0,7,0,0,16,4,59,0,1,0,0,249,251,1,1,0,0,0,69,57,3,0,20,7,0,116,92,7,16,2,5,141,175,17,8,0,196,210
00-0037157,,,,23,0,0,0,1,1,0,20,2,2,14,0.0754,38.307,1.4069999999999991,2,1,6,1,0,5,-4,32,0,0,0,0,150,160,3,0,0,0,0,39,6,1,0,13,8,0,95,89,7,0,0,5,68,71,10,3,0,127,154
00-0038951,Sean Tucker,RB,TB,10,0,1,0,1,1,1,28,3,1,2,-0.374,-15.107999999999997,-3.16,1,0,3,0,0,-14,-5,4,0,0,0,0,59,34,1,0,0,0,0,18,30,0,0,6,7,0,36,30,0,0,0,1,27,4,3,3,0,48,4
00-0037617,,,,4,0,0,0,0,0,0,0,0,0,1,-0.4738,-7.6530000000000005,-1.513,0,0,0,0,0,-3,0,0,0,0,0,0,51,13,2,0,0,0,0,19,0,0,0,0,2,0,22,2,2,0,0,0,30,11,2,3,0,36,13
00-0039391,Kimani Vidal,RB,LAC,16,0,0,0,0,1,0,60,4,4,9,-0.0004,18.042,0.7390000000000012,0,0,6,1,0,-26,0,12,0,1,0,0,253,136,3,0,0,0,0,94,82,2,0,9,4,0,147,90,9,0,0,1,112,46,9,9,0,174,54
00-0036628,,,,12,0,1,0,0,1,0,22,9,0,10,-0.0369,4.254000000000001,7.806000000000001,1,1,2,1,0,45,0,3,0,0,0,0,3,0,0,2,0,59,73,58,16,82,20,10,7,0,105,82,24,10,0,2,60,19,4,8,2,115,87
00-0035406,,,,14,3,4,1,0,2,0,56,18,1,12,-0.0849,8.26999999999999,7.936999999999999,3,1,4,1,0,131,0,146,1,3,0,34,0,0,3,0,0,0,0,50,15,2,0,5,110,91,77,48,53,65,2,12,79,108,3,9,0,115,141
00-0036265,,,,3,0,0,0,0,0,0,0,1,0,1,-0.673,-9.862,-4.183999999999999,0,0,1,0,0,12,0,0,0,0,0,0,24,21,1,0,0,0,0,7,0,0,0,1,0,0,10,3,0,0,0,1,11,18,0,3,0,17,21
00-0038794,,,,5,0,0,0,1,0,0,0,1,1,2,-0.2247,-2.995000000000001,-2.223,0,0,0,0,0,-17,-5,-6,0,0,0,0,27,27,0,0,0,0,0,3,0,0,0,3,2,0,12,18,0,0,0,0,17,9,3,0,0,26,27
00-0040590,,,,12,1,3,0,0,0,0,0,18,0,8,-0.303,-33.266999999999996,-8.762,1,1,4,1,0,107,0,189,0,3,0,0,1,0,3,0,0,0,0,47,30,2,0,4,129,92,83,31,37,0,3,13,83,61,0,3,0,122,62
00-0032104,,,,17,1,1,0,0,0,0,0,5,4,8,0.0669,18.372,0.8149999999999998,0,0,1,0,0,-3,0,0,0,0,0,0,50,99,4,2,0,0,0,10,22,0,0,5,3,0,23,33,2,0,4,2,28,66,2,2,0,43,77
00-0040259,,,,10,0,2,0,2,0,0,0,10,1,6,-0.5328,-42.637,-3.833,1,0,0,0,0,74,6,51,0,2,0,0,1,0,0,0,0,0,0,33,43,0,0,7,70,16,50,16,49,55,1,4,66,55,2,4,0,87,28
00-0039589,,,,4,0,0,0,0,1,1,34,6,0,4,-0.047,4.138000000000002,0.5209999999999999,0,0,0,0,0,44,0,44,1,1,1,34,0,0,0,0,0,0,0,10,0,0,0,3,20,34,16,17,15,30,2,1,19,47,1,0,0,25,64
00-0039032,Tyjae Spears,RB,TEN,47,1,3,0,2,3,0,84,5,15,18,-0.063,19.989999999999995,-1.6440000000000015,0,0,7,0,0,-115,-8,0,0,0,0,0,209,192,7,0,0,0,0,71,29,31,49,26,6,21,122,90,15,2,4,4,128,163,9,11,11,190,235
00-0034678,,,,0,0,1,0,0,0,0,0,1,0,0,-1.2817,-12.352,-0.34,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00-0039648,,,,4,0,0,0,0,0,0,0,2,1,3,0.2285,18.764000000000003,-0.9770000000000002,1,1,1,1,0,14,0,9,0,0,0,0,3,0,1,0,0,3,0,12,16,17,30,2,4,0,17,29,3,0,1,2,9,0,0,4,1,18,14
00-0034613,,,,22,2,5,2,0,1,0,33,14,2,13,0.1454,34.642,0.5680000000000005,3,2,6,2,0,113,0,6,1,1,0,33,2,13,3,0,0,1,0,42,68,34,59,13,22,15,51,66,50,81,1,4,55,100,3,3,2,67,100
00-0034981,,,,8,0,0,0,1,0,0,0,6,2,6,-0.2254,-10.367,-3.736,0,0,1,0,0,14,-1,-4,0,0,0,0,1,0,2,2,0,49,39,15,0,26,14,4,5,0,52,31,14,6,3,1,38,28,0,3,0,78,59
00-0039623,,,,13,0,2,0,0,0,0,0,12,1,7,-0.4214,-39.201,-7.460000000000002,1,0,2,0,0,73,0,76,0,2,0,0,3,5,2,1,2,0,0,36,17,0,0,8,111,28,67,29,52,43,1,6,96,45,0,2,0,129,57
00-0033357,,,,14,0,1,0,3,0,0,0,5,1,6,-0.4715,-36.171,-0.41799999999999926,1,0,0,0,0,10,5,44,0,1,0,0,18,17,1,1,0,1,0,11,0,12,18,7,21,30,45,18,28,26,2,2,34,73,4,0,0,68,91
00-0039920,,,,10,1,1,0,0,1,0,21,3,3,5,-0.3897,-27.665000000000003,-3.2239999999999993,0,0,1,0,0,15,0,-22,0,0,0,0,13,0,3,0,0,0,0,16,19,0,0,8,22,38,43,58,35,62,1,1,27,42,0,0,0,54,81
00-0040488,,,,1,0,0,0,0,0,0,0,1,0,0,-0.5113,-3.041,-0.224,0,0,0,0,0,-3,0,0,0,0,0,0,4,3,0,0,0,2,0,2,0,9,0,1,0,0,10,3,1,0,0,0,6,0,0,0,0,14,3
00-0039067,Rashee Rice,WR,KC,61,1,6,1,5,9,1,263,37,5,40,-0.0784,29.15900000000001,14.967000000000004,5,2,18,4,0,212,42,126,3,6,0,78,11,48,2,1,2,0,0,80,75,0,0,32,134,245,123,239,102,278,18,19,114,324,7,9,6,166,494
00-0032918,,,,2,0,0,0,0,0,0,0,0,1,2,0.3227,6.466,0.749,0,0,0,0,0,2,0,0,0,0,0,0,65,11,0,0,0,0,0,14,0,11,0,0,0,0,38,11,3,0,1,0,40,0,1,1,0,65,11
00-0038555,Tank Bigsby,RB,PHI,3,0,0,0,0,1,0,31,0,3,1,0.0659,5.224,-0.7370000000000001,0,0,1,0,0,-7,0,1,0,0,0,0,48,32,0,0,0,0,0,16,0,0,0,3,4,0,34,31,1,0,0,0,19,1,1,0,0,37,32
