Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,TouchdownsInEndzone,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,TargetsContestedTotal,ReceptionsContested,DropsTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerTargetDropsTotal,ReceptionsHero
Jalen McMillan,TB,WR,22,No,No,No,16,5,No,Yes,5,1,,0.3125,5,1,41,24,5,17,,,0.25,0.75,5,3.4,,100.8,2.5625,8.2,1.7941,8.2,4.8,1,2,7.0937,7.0937,0.2273,4.1,9.1,6.6,9.1,9.1,9.1,6.6,9.1,9.1,9.1,6.6,9.1,9.1,,4,1,0.2,,,,,,2,0.4,,
D'Ernest Johnson,NE,RB,5,Yes,No,Yes,3,,No,Yes,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.6667,,,,,,,,
Theo Johnson,NYG,TE,106,Yes,Yes,No,79,10,No,Yes,10,1,,0.1266,9,0.9,37,44,21,7,,,0.5316,0.1519,10,0.7,,82.1,0.4684,3.7,-2.4891,4.1111,4.8889,2.3333,1,16.5278,16.5278,0.0943,3.7,12.7,8.2,12.7,17.2,12.7,8.2,12.7,12.7,12.7,8.2,17.2,12.7,2,15,,,0.0759,0.2405,3,2,1,7,0.7,0.1,
Jahan Dotson,PHI,WR,105,No,No,No,95,7,No,Yes,7,1,,0.0737,7,1,56,15,5,41,,,0.3368,0.6632,4,5.8571,,100,0.5895,8,1.3284,8,2.1429,0.7143,3,9.5786,9.5786,0.0667,5.6,12.6,9.1,12.6,12.6,12.6,9.1,12.6,12.6,12.6,9.1,12.6,12.6,,17,,,,,1,1,,,,,
DeVonta Smith,PHI,WR,134,No,No,No,122,39,No,Yes,39,1,1,0.3197,35,0.8974,314,119,23,230,1,1,0.7377,0.2623,27,5.8974,1,108.8,2.5738,8.0513,1.0897,8.9714,3.4,0.6571,19,64.8291,64.8291,0.291,37.4,72.4,54.9,72.4,72.4,75.4,57.9,72.4,72.4,72.4,54.9,72.4,72.4,3,17,,,,,2,,2,8,0.2051,0.0513,
Aaron Jones,MIN,RB,40,No,No,No,32,15,No,Yes,15,1,,0.4688,14,0.9333,107,156,26,-47,,,0.0312,0.0625,11,-3.1333,,96.4,3.3438,7.1333,1.5485,7.6429,11.1429,1.8571,5,24.8349,24.8349,0.375,10.7,24.7,17.7,31.7,24.7,27.7,20.7,24.7,24.7,24.7,17.7,24.7,24.7,,12,,,0.9062,,,,1,9,0.6,0.0667,
Luke Farrell,SF,TE,41,Yes,No,No,33,4,No,Yes,4,1,,0.1212,4,1,35,31,12,4,2,,0.0909,0.0909,2,1,,142.7,1.0606,8.75,2.7307,8.75,7.75,3,3,7.3455,7.3455,0.0976,15.5,19.5,17.5,19.5,21.5,19.5,17.5,19.5,19.5,19.5,17.5,21.5,19.5,2,17,1,0.25,,0.8182,,,,,,,
Nyheim Hines,NO,RB,1,No,No,No,1,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,
Luke Musgrave,GB,TE,62,Yes,No,Yes,47,12,No,Yes,12,1,,0.2553,10,0.8333,86,29,4,59,,,0.3404,0.0851,9,4.9167,,96.5,1.8298,7.1667,0.1243,8.6,2.9,0.4,3,18.2526,18.2526,0.1935,8.6,18.6,13.6,18.6,23.6,18.6,13.6,18.6,18.6,18.6,13.6,23.6,18.6,,17,,,,0.5745,5,3,1,1,0.0833,0.0833,
Christian Kirk,HST,WR,72,Yes,No,Yes,67,15,No,Yes,15,1,1,0.2239,11,0.7333,90,58,10,53,,,0.7612,0.2239,13,3.5333,,60.4,1.3433,6,0.0385,8.1818,5.2727,0.9091,2,23.7646,23.7646,0.2083,9,20,14.5,20,20,20,14.5,20,20,20,14.5,20,20,3,13,,,0.0149,,4,1,,2,0.1333,,
Xavier Restrepo,TEN,WR,4,No,Yes,Yes,3,1,No,Yes,1,1,,0.3333,1,1,15,4,3,11,,,1,,1,11,,118.8,5,15,6.6848,15,4,3,1,1.435,1.435,0.25,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,2,,,,,,,,,,,
Woody Marks,HST,RB,66,Yes,No,Yes,41,13,No,Yes,13,1,2,0.3171,11,0.8462,76,87,30,20,1,1,0.0488,0.0244,5,1.5385,1,116.7,1.8537,5.8462,-0.2892,6.9091,7.9091,2.7273,3,22.9732,22.9732,0.197,13.6,24.6,19.1,30.1,24.6,24.6,19.1,24.6,24.6,24.6,19.1,24.6,24.6,3,16,3,0.2727,0.9268,,2,,1,5,0.3846,0.0769,
James Proche,TEN,WR,26,No,No,No,13,3,No,Yes,3,1,,0.2308,3,1,25,,,25,,,0.2308,0.7692,3,8.3333,,101.4,1.9231,8.3333,0.7291,8.3333,,,,6.1699,6.1699,0.1154,2.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,5.5,4,5.5,5.5,,9,,,,,,,,,,,
Puka Nacua,LA,WR,117,No,No,No,104,49,No,Yes,49,1,1,0.4712,47,0.9592,376,219,99,170,2,1,0.2788,0.7115,44,3.4694,1,112.2,3.6154,7.6735,1.4339,8,4.6596,2.1064,19,81.0405,81.0405,0.4188,48.6,95.6,72.1,95.6,95.6,98.6,74.1,94.6,94.6,94.6,71.1,95.6,94.6,8,16,6,0.1277,,0.0096,7,5,,14,0.2857,,
David Martin-Robinson,TEN,TE,4,No,No,No,2,,No,Yes,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,0.5,,,,,,,
Jayden Higgins,HST,WR,79,Yes,No,Yes,68,10,No,Yes,10,1,1,0.1471,9,0.9,91,10,3,93,,,0.2794,0.7206,8,9.3,,104.6,1.3382,9.1,1.2961,10.1111,1.1111,0.3333,5,17.3883,17.3883,0.1266,9.1,18.1,13.6,18.1,18.1,18.1,13.6,18.1,18.1,18.1,13.6,18.1,18.1,2,17,,,,,1,,,,,,
Skyy Moore,SF,WR,22,Yes,No,No,18,2,No,Yes,2,1,,0.1111,2,1,33,18,15,15,,,0.3889,0.6111,,7.5,,118.8,1.8333,16.5,8.5801,16.5,9,7.5,2,3.2538,3.2538,0.0909,3.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,,17,2,1,,,1,1,,,,,
Travis Homer,CHI,RB,1,Yes,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,1,,,,,,,,
Shane Zylstra,DET,TE,22,Yes,No,No,14,1,No,Yes,1,1,,0.0714,1,1,5,,,5,,,0.2857,0.1429,,5,,87.5,0.3571,5,-1.48,5,,,,1.3755,1.3755,0.0455,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,,5,,,,0.5714,1,1,,,,,
Jalen Royals,KC,WR,11,No,No,No,7,1,No,Yes,1,1,,0.1429,1,1,2,4,1,-2,,,0.4286,0.5714,1,-2,,79.2,0.2857,2,-3.4991,2,4,1,,1.5608,1.5608,0.0909,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,,7,,,,,,,,1,1,,
Malik Heath,GB,WR,35,No,No,Yes,25,5,Yes,Yes,5,1,,0.2,5,1,49,29,20,20,,,0.36,0.6,5,4,,107.5,1.96,9.8,3.3346,9.8,5.8,4,3,7.1125,7.1125,0.1429,4.9,9.9,7.4,9.9,9.9,9.9,7.4,9.9,9.9,9.9,7.4,9.9,9.9,,11,2,0.4,,0.04,,,,1,0.2,,
Luke Schoonmaker,DAL,TE,44,No,No,No,29,6,No,Yes,6,1,,0.2069,5,0.8333,61,42,18,23,,,0.2069,0.1034,3,3.8333,,109,2.1034,10.1667,3.866,12.2,8.4,3.6,3,8.2644,8.2644,0.1364,6.1,11.1,8.6,11.1,13.6,11.1,8.6,11.1,11.1,11.1,8.6,13.6,11.1,,17,1,0.2,,0.6897,1,,,,,,
Nate Adkins,DEN,TE,17,No,No,No,8,4,No,Yes,4,1,,0.5,3,0.75,20,14,7,11,,,0.125,0.125,2,2.75,,85.4,2.5,5,-1.223,6.6667,4.6667,2.3333,1,5.5753,5.5753,0.2353,2,5,3.5,5,6.5,5,3.5,5,5,5,3.5,6.5,5,,9,,,,0.75,1,,,1,0.25,,
Tre Harris,LAC,WR,90,No,No,No,78,19,No,Yes,19,1,1,0.2436,19,1,185,93,35,97,1,1,0.3462,0.6538,16,5.1053,,124.8,2.3718,9.7368,2.9902,9.7368,4.8947,1.8421,11,29.5104,29.5104,0.2111,24.5,43.5,34,43.5,43.5,46.5,37,43.5,43.5,43.5,34,43.5,43.5,3,17,3,0.1579,,,3,3,,5,0.2632,,
Jack Stoll,NO,TE,24,No,Yes,No,13,2,Yes,Yes,2,1,,0.1538,2,1,11,1,1,10,,,0.2308,0.0769,,5,,89.6,0.8462,5.5,-1.0799,5.5,0.5,0.5,1,2.7099,2.7099,0.0833,1.1,3.1,2.1,3.1,4.1,3.1,2.1,3.1,3.1,3.1,2.1,4.1,3.1,,15,,,0.1538,0.5385,1,1,,,,,
Russell Gage,SF,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Darius Cooper,PHI,WR,19,No,No,No,15,2,No,Yes,2,1,,0.1333,2,1,19,4,1,15,,,0.3333,0.6667,1,7.5,,106.3,1.2667,9.5,2.0328,9.5,2,0.5,1,2.7005,2.7005,0.1053,1.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,3.9,2.9,3.9,3.9,,13,,,,,,,,,,,
Braxton Berrios,HST,WR,8,No,Yes,No,6,1,No,Yes,1,1,,0.1667,1,1,4,,,4,,,0.8333,0.1667,1,4,,83.3,0.6667,4,-2.0498,4,,,,1.3128,1.3128,0.125,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,4,,,,,,,,,,,
Thomas Fidone,NYG,TE,5,No,No,No,5,,No,Yes,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0.2,,,,,,,
Kendre Miller,NO,RB,15,No,No,Yes,8,4,No,Yes,4,1,,0.5,4,1,28,35,17,-7,,,,,1,-1.75,,95.8,3.5,7,1.0576,7,8.75,4.25,1,7.7238,7.7238,0.2667,2.8,6.8,4.8,8.8,6.8,6.8,4.8,6.8,6.8,6.8,4.8,6.8,6.8,,7,3,0.75,1,,,,,1,0.25,,
Travis Hunter,JAX,WR,69,No,No,No,60,14,No,Yes,14,1,,0.2333,13,0.9286,91,38,26,67,,,0.7,0.2833,9,4.7857,1,93.8,1.5167,6.5,-0.1937,7,2.9231,2,6,22.9052,22.9052,0.2029,9.1,22.1,15.6,22.1,22.1,22.1,15.6,22.1,22.1,22.1,15.6,22.1,22.1,1,7,2,0.1538,0.0167,,2,1,,4,0.2857,,
DK Metcalf,PIT,WR,140,No,No,No,118,30,No,Yes,30,1,1,0.2542,29,0.9667,297,212,55,99,2,1,0.161,0.8305,25,3.3,,130.1,2.5169,9.9,3.6959,10.2414,7.3103,1.8966,16,50.7973,50.7973,0.2143,41.7,70.7,56.2,70.7,70.7,73.7,59.2,70.7,70.7,70.7,56.2,70.7,70.7,3,15,9,0.3103,0.0085,,3,2,,9,0.3,,
Mark Andrews,BLT,TE,81,No,No,No,61,19,No,Yes,19,1,3,0.3115,16,0.8421,103,30,21,108,1,1,0.6393,0.1803,15,5.6842,,106.8,1.6885,5.4211,-1.4426,6.4375,1.875,1.3125,6,34.9757,34.9757,0.2346,16.3,32.3,24.3,32.3,40.3,35.3,27.3,32.3,32.3,32.3,24.3,40.3,32.3,4,17,1,0.0625,,0.1803,4,2,2,,,0.1053,
Parker Washington,JAX,WR,105,No,No,No,94,20,No,Yes,20,1,,0.2128,18,0.9,216,67,17,188,,,0.4787,0.5213,15,9.4,2,111.7,2.2979,10.8,3.0086,12,3.7222,0.9444,8,37.8993,37.8993,0.1905,21.6,39.6,30.6,39.6,39.6,42.6,33.6,39.6,39.6,39.6,30.6,39.6,39.6,3,16,2,0.1111,,,3,3,1,3,0.15,0.05,
Tyquan Thornton,KC,WR,69,No,No,Yes,54,5,No,Yes,5,1,,0.0926,5,1,109,30,15,79,,,0.3519,0.6481,4,15.8,2,118.8,2.0185,21.8,12.4454,21.8,6,3,3,10.1612,10.1612,0.0725,10.9,15.9,13.4,15.9,15.9,18.9,16.4,15.9,15.9,15.9,13.4,15.9,15.9,,14,,,,,2,2,,1,0.2,,1
Breece Hall,NYJ,RB,86,No,No,No,66,19,No,Yes,19,1,,0.2879,19,1,191,187,35,4,1,,0.0606,0.0606,8,0.2105,,126.1,2.8939,10.0526,3.8674,10.0526,9.8421,1.8421,6,28.639,28.639,0.2209,25.1,44.1,34.6,53.6,44.1,47.1,37.6,44.1,44.1,44.1,34.6,44.1,44.1,,16,4,0.2105,0.8788,,,,,7,0.3684,,
Trent Sherfield,ARZ,WR,23,No,Yes,No,14,1,No,Yes,1,1,,0.0714,1,1,15,9,9,6,,,0.3571,0.6429,1,6,,118.8,1.0714,15,8.0509,15,9,9,1,1.4645,1.4645,0.0435,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,,12,1,1,,,,,,,,,
Evan Hull,NO,RB,11,No,No,No,7,,Yes,Yes,,,,,,,,,,,,,,0.2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,0.7143,,,,,,,,
Dameon Pierce,KC,RB,1,No,No,No,1,1,No,Yes,1,1,,1,,,,,,-5,,,,,1,-5,,39.6,,,-5.8711,,,,,1.873,1.873,1,,,,,,,,,,,,,,,5,,,1,,,,1,,,1,
Blake Corum,LA,RB,34,No,No,No,18,6,No,Yes,6,1,,0.3333,5,0.8333,37,35,7,5,,,0.0556,,2,0.8333,,92.4,2.0556,6.1667,-0.0813,7.4,7,1.4,2,8.1913,8.1913,0.1765,3.7,8.7,6.2,11.2,8.7,8.7,6.2,8.7,8.7,8.7,6.2,8.7,8.7,,17,1,0.2,0.9444,,,,1,2,0.3333,0.1667,
Julian Hill,MIA,TE,49,Yes,No,Yes,18,4,No,Yes,4,1,,0.2222,4,1,34,24,8,10,,,0.1667,,4,2.5,,102.1,1.8889,8.5,2.4547,8.5,6,2,1,7.3706,7.3706,0.0816,3.4,7.4,5.4,7.4,9.4,7.4,5.4,7.4,7.4,7.4,5.4,9.4,7.4,,14,1,0.25,,0.8333,1,1,,2,0.5,,
Colson Yankoff,WAS,TE,14,No,No,No,7,,No,Yes,,,,,,,,,,,,,0.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,0.5714,,,,,,,
Dylan Laube,LV,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,1,,,,,,,,
Jason Brownlee,KC,WR,6,No,No,No,2,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
Taysom Hill,NO,TE,25,No,No,No,24,8,Yes,Yes,8,1,,0.3333,7,0.875,62,63,19,2,,,0.4167,0.1667,5,0.25,,99,2.5833,7.75,1.7611,8.8571,9,2.7143,2,11.331,11.331,0.32,6.2,13.2,9.7,13.2,16.7,13.2,9.7,13.2,13.2,13.2,9.7,16.7,13.2,,13,,,0.25,0.1667,,,1,3,0.375,0.125,
DeMario Douglas,NE,WR,71,Yes,No,Yes,66,14,No,Yes,14,1,,0.2121,14,1,136,87,15,49,,,0.7879,0.197,12,3.5,1,107.1,2.0606,9.7143,3.5841,9.7143,6.2143,1.0714,5,24.3525,24.3525,0.1972,13.6,27.6,20.6,27.6,27.6,30.6,23.6,27.6,27.6,27.6,20.6,27.6,27.6,1,17,,,0.0152,,,,,6,0.4286,,1
James Mitchell,CAR,TE,5,No,No,No,4,2,No,Yes,2,1,,0.5,2,1,20,22,10,-2,,,0.25,,2,-1,,108.3,5,10,4.1797,10,11,5,2,2.8321,2.8321,0.4,2,4,3,4,5,4,3,4,4,4,3,5,4,,5,,,,0.75,,,,,,,
Cade Otton,TB,TE,160,No,No,No,110,33,No,Yes,33,1,,0.3,28,0.8485,255,162,68,113,,,0.6091,0.1273,20,3.4242,,86.2,2.3182,7.7273,1.4368,9.1071,5.7857,2.4286,10,47.1354,47.1354,0.2062,25.5,53.5,39.5,53.5,67.5,56.5,42.5,53.5,53.5,53.5,39.5,67.5,53.5,2,16,4,0.1429,,0.2636,9,4,,4,0.1212,,
Carter Runyon,LV,TE,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,1,,,,,,,
Malik Nabers,NYG,WR,32,No,Yes,Yes,27,6,Yes,Yes,6,1,,0.2222,6,1,43,9,5,34,,,0.1481,0.8519,6,5.6667,,96.5,1.5926,7.1667,0.2272,7.1667,1.5,0.8333,2,10.0816,10.0816,0.1875,4.3,10.3,7.3,10.3,10.3,10.3,7.3,10.3,10.3,10.3,7.3,10.3,10.3,1,4,3,0.5,,,,,,1,0.1667,,
Xavier Weaver,ARZ,WR,66,No,No,No,57,6,No,Yes,6,1,,0.1053,6,1,58,22,2,36,,,0.2456,0.7544,2,6,,106.9,1.0175,9.6667,2.8709,9.6667,3.6667,0.3333,2,9.4967,9.4967,0.0909,5.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,11.8,8.8,11.8,11.8,2,9,,,,,,,,,,,
Ray-Ray McCloud,NYG,WR,39,Yes,No,No,34,5,No,Yes,5,1,,0.1471,4,0.8,35,17,17,15,,,0.2353,0.7647,4,3,,95.8,1.0294,7,0.8787,8.75,4.25,4.25,2,6.9489,6.9489,0.1282,3.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,7.5,5.5,7.5,7.5,,6,2,0.5,,,1,1,1,2,0.4,0.2,
Eric Saubert,SEA,TE,31,Yes,No,No,16,2,No,Yes,2,1,,0.125,2,1,18,6,1,12,,,0.125,0.0625,,6,,104.2,1.125,9,2.1064,9,3,0.5,1,2.644,2.644,0.0645,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,,11,,,,0.8125,,,,,,,
Brian Robinson,SF,RB,20,Yes,No,No,16,6,No,Yes,6,1,,0.375,5,0.8333,17,29,12,-10,,,0.125,0.125,1,-1.6667,,79.2,1.0625,2.8333,-2.9726,3.4,5.8,2.4,1,9.4615,9.4615,0.3,1.7,6.7,4.2,9.2,6.7,6.7,4.2,6.7,6.7,6.7,4.2,6.7,6.7,2,17,3,0.6,0.75,,1,,,1,0.1667,,
Alvin Kamara,NO,RB,79,No,Yes,No,55,16,No,Yes,16,1,,0.2909,15,0.9375,68,84,26,-12,,,0.0545,0.0909,5,-0.75,,84.4,1.2364,4.25,-1.7107,4.5333,5.6,1.7333,3,24.4122,24.4122,0.2025,6.8,21.8,14.3,29.3,21.8,21.8,14.3,21.8,21.8,21.8,14.3,21.8,21.8,1,11,5,0.3333,0.8545,,1,,,3,0.1875,,
Gunner Olszewski,NYG,WR,16,No,No,No,14,4,No,Yes,4,1,,0.2857,4,1,37,29,11,8,,,0.5714,0.4286,4,2,,105.2,2.6429,9.25,3.0829,9.25,7.25,2.75,3,5.9551,5.9551,0.2667,9.02,13.02,11.02,13.02,13.02,13.02,11.02,13.02,13.02,13.02,11.02,13.35,13.35,,16,,,,,1,1,,2,0.5,,
Jimmy Horn,CAR,WR,24,No,No,No,22,5,No,Yes,5,1,,0.2273,5,1,23,36,11,-13,,,0.8182,0.1818,4,-2.6,,85.8,1.0455,4.6,-0.1927,4.6,7.2,2.2,,7.3805,7.3805,0.2083,2.3,7.3,4.8,7.3,7.3,7.3,4.8,7.3,7.3,7.3,4.8,7.3,7.3,1,13,1,0.2,,,,,,3,0.6,,
Tai Felton,MIN,WR,9,Yes,No,Yes,7,1,No,Yes,1,1,,0.1429,1,1,10,12,3,-2,,,0.1429,0.8571,1,-2,,108.3,1.4286,10,4.5009,10,12,3,1,2.5241,2.5241,0.1111,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,,14,,,,,,,,,,,
Tucker Fisk,LAC,TE,20,No,No,No,7,2,No,Yes,2,1,,0.2857,1,0.5,7,9,2,2,,,0.1429,,2,1,,58.3,1,3.5,-1.9589,7,9,2,,2.8405,2.8405,0.1,0.7,1.7,1.2,1.7,2.2,1.7,1.2,1.7,1.7,1.7,1.2,2.2,1.7,,10,,,,0.8571,1,,1,1,0.5,0.5,
Tim Patrick,JAX,WR,38,No,No,No,31,6,No,Yes,6,1,1,0.1935,5,0.8333,44,10,3,52,1,1,0.4194,0.5806,3,8.6667,1,136.8,1.4194,7.3333,-0.344,8.8,2,0.6,3,10.3977,10.3977,0.1579,10.4,15.4,12.9,15.4,15.4,15.4,12.9,15.4,15.4,15.4,12.9,15.4,15.4,2,16,1,0.2,,,1,1,1,1,0.1667,0.1667,
Josh Reynolds,NYJ,WR,51,No,No,No,48,10,No,Yes,10,1,,0.2083,9,0.9,81,16,9,69,,,0.2083,0.7917,8,6.9,,100.4,1.6875,8.1,1.0537,9,1.7778,1,3,14.1675,14.1675,0.1961,8.1,17.1,12.6,17.1,17.1,17.1,12.6,17.1,17.1,17.1,12.6,17.1,17.1,,5,1,0.1111,,,2,1,,,,,1
Noah Gray,KC,TE,92,No,No,No,57,10,No,Yes,10,1,,0.1754,9,0.9,53,42,15,22,,,0.4211,0.2105,8,2.2,,88.8,0.9298,5.3,-1.1971,5.8889,4.6667,1.6667,3,15.8836,15.8836,0.1087,5.3,14.3,9.8,14.3,18.8,14.3,9.8,14.3,14.3,14.3,9.8,18.8,14.3,1,16,1,0.1111,0.0351,0.3333,2,1,,3,0.3,,
Brian Thomas,JAX,WR,126,No,No,No,110,18,No,Yes,18,1,,0.1636,14,0.7778,241,97,23,164,,,0.2727,0.7273,15,9.1111,2,118.8,2.1909,13.3889,5.4228,17.2143,6.9286,1.6429,10,29.6911,29.6911,0.1429,24.1,38.1,31.1,38.1,38.1,41.1,34.1,38.1,38.1,38.1,31.1,38.1,38.1,,14,3,0.2143,,,2,,2,1,0.0556,0.1111,
Chimere Dike,TEN,WR,95,No,No,No,70,20,No,Yes,20,1,,0.2857,20,1,99,119,20,-20,,,0.7,0.2857,18,-1,,87.3,1.4143,4.95,-0.4301,4.95,5.95,1,3,37.817,37.817,0.2105,9.9,29.9,19.9,29.9,29.9,29.9,19.9,29.9,29.9,29.9,19.9,29.9,29.9,5,17,2,0.1,0.0143,,,,,16,0.8,,
DeAndre Hopkins,BLT,WR,46,No,No,No,39,8,No,Yes,8,1,,0.2051,8,1,89,31,33,58,,,0.2821,0.7179,7,7.25,,113,2.2821,11.125,4.0535,11.125,3.875,4.125,5,11.9629,11.9629,0.1739,8.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,16.9,12.9,16.9,16.9,,17,,,,,2,2,,,,,
Xavier Hutchinson,HST,WR,98,Yes,No,Yes,86,9,No,Yes,9,1,,0.1047,8,0.8889,74,29,15,62,,,0.1744,0.8256,9,6.8889,,100.9,0.8605,8.2222,0.9982,9.25,3.625,1.875,3,13.5121,13.5121,0.0918,7.4,15.4,11.4,15.4,15.4,15.4,11.4,15.4,15.4,15.4,11.4,15.4,15.4,,17,1,0.125,,,1,,,1,0.1111,,
Simi Fehoko,ARZ,WR,5,No,Yes,Yes,2,,No,Yes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,
T.J. Hockenson,MIN,TE,100,Yes,Yes,No,70,32,No,Yes,32,1,1,0.4571,31,0.9688,222,128,50,104,1,1,0.4,0.0714,13,3.25,,106,3.1714,6.9375,0.407,7.1613,4.129,1.6129,8,47.3399,47.3399,0.32,28.2,59.2,43.7,59.2,74.7,62.2,46.7,59.2,59.2,59.2,43.7,74.7,59.2,4,15,2,0.0645,,0.5286,2,2,1,6,0.1875,0.0312,
Stone Smartt,NYJ,TE,14,No,No,No,9,3,No,Yes,3,1,,0.3333,2,0.6667,21,14,14,22,,,0.5556,0.2222,3,7.3333,,86.8,2.3333,7,-0.6759,10.5,7,7,1,4.0616,4.0616,0.2143,2.1,4.1,3.1,4.1,5.1,4.1,3.1,4.1,4.1,4.1,3.1,5.1,4.1,,8,1,0.5,,0.2222,3,2,,,,,
Ian Thomas,LV,TE,40,No,No,No,22,10,No,Yes,10,1,,0.4545,10,1,85,53,24,32,,,0.1364,0.1364,8,3.2,,102.1,3.8636,8.5,1.6367,8.5,5.3,2.4,4,15.0423,15.0423,0.25,8.5,18.5,13.5,18.5,23.5,18.5,13.5,18.5,18.5,18.5,13.5,23.5,18.5,,15,1,0.1,,0.7273,,,,1,0.1,,
Zay Flowers,BLT,WR,117,No,No,No,109,36,No,Yes,36,1,,0.3303,34,0.9444,335,179,36,170,1,,0.3945,0.6055,31,4.7222,4,103.1,3.0734,9.3056,2.684,9.8529,5.2647,1.0588,15,58.2396,58.2396,0.3077,37.5,71.5,54.5,71.5,71.5,74.5,55.5,69.5,69.5,69.5,52.5,71.5,69.5,5,17,8,0.2353,,,3,3,2,14,0.3889,0.0556,
Michael Wilson,ARZ,WR,185,No,No,No,162,40,No,Yes,40,1,,0.2469,36,0.9,380,106,65,380,1,,0.2531,0.7469,35,9.5,4,104.2,2.3457,9.5,1.9803,10.5556,2.9444,1.8056,20,69.2793,69.2793,0.2162,44,80,62,80,80,83,65,80,80,80,62,80,80,2,17,4,0.1111,,,15,11,1,2,0.05,0.025,
Dalton Kincaid,BUF,TE,54,No,No,No,43,13,No,Yes,13,1,1,0.3023,13,1,128,79,26,49,1,1,0.6047,0.1163,11,3.7692,,133.3,2.9767,9.8462,2.9067,9.8462,6.0769,2,6,21.0911,21.0911,0.2407,18.8,31.8,25.3,31.8,38.3,34.8,28.3,31.8,31.8,31.8,25.3,38.3,31.8,1,12,,,,0.2791,1,1,,4,0.3077,,
