Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,TargetsTotal,TargetsContestedTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAirTotal,TouchdownsTotal,DropsTotal,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,YardsAfterContactTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,AveragesPerReceptionYardsAfterContact,TargetsInEndzone,playerStatsInside20ReceivingTargetsTotal,TouchdownsInEndzone,ReceptionsHero
Tutu Atwell,LA,WR,6,No,No,No,5,Yes,Yes,,0.6,0.4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Moore,CAR,WR,4,Yes,No,Yes,3,No,Yes,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amon-Ra St. Brown,DET,WR,17,No,Yes,No,17,Yes,Yes,,0.4118,0.5882,17,,6,,6,1,0.3529,4,,0.6667,47,11,46,,2,6,7.6667,,50.7,2.7647,7.8333,0.1711,0.3333,11.75,2.75,2,9.1913,9.1913,0.3529,4.7,8.7,6.7,8.7,8.7,8.7,6.7,8.7,8.7,8.7,6.7,8.7,8.7,3,,,1,0.1667,0.75,,1,,
Isaiah Williams,NYJ,WR,16,No,No,No,16,No,Yes,,0.75,0.25,15,,3,,3,1,0.1875,3,,1,9,16,-7,,,2,-2.3333,,79.2,0.5625,3,-2.1548,,3,5.3333,,4.9956,4.9956,0.1875,0.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,3.9,2.4,3.9,3.9,7,,,1,0.3333,2.3333,,1,,
Charlie Woerner,ATL,TE,15,No,No,No,5,Yes,Yes,0.6,,,17,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omarion Hampton,LAC,RB,10,Yes,No,No,10,No,Yes,,,0.2,9,0.8,2,1,2,1,0.2,1,,0.5,4,9,-1,,,2,-0.5,,56.3,0.4,2,-4.2665,,4,9,,2.734,2.734,0.2,0.4,1.4,0.9,1.9,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,5,,,1,0.5,5,,,,
Josh Palmer,BUF,WR,10,No,No,No,9,No,Yes,,0.1111,0.8889,12,,2,,2,1,0.2222,2,,1,77,20,57,,,2,28.5,1,118.8,8.5556,38.5,25.1674,,38.5,10,2,3.516,3.516,0.2,7.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,9.7,8.7,9.7,9.7,10,,,,,5,,,,
Antonio Gibson,NE,RB,3,No,Yes,No,3,No,Yes,,,0.3333,5,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Kiner,ARZ,RB,2,No,No,No,1,Yes,Yes,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kameron Johnson,TB,WR,3,No,No,No,3,No,Yes,,0.3333,0.6667,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyami Brown,JAX,WR,16,Yes,Yes,No,15,No,Yes,,0.4,0.6,14,,2,1,2,1,0.1333,,,,,,26,,2,2,13,,39.6,,,-9.4297,1,,,,4.0339,4.0339,0.125,,,,,,,,,,,,,,,,,,,,1,1,,
Luther Burden,CHI,WR,11,No,Yes,No,11,Yes,Yes,,0.3636,0.6364,15,,3,,3,1,0.2727,3,,1,73,28,45,,,2,15,1,118.8,6.6364,24.3333,14.6047,,24.3333,9.3333,2,4.3385,4.3385,0.2727,7.3,10.3,8.8,10.3,10.3,10.3,8.8,10.3,10.3,10.3,8.8,10.3,10.3,2,3,1,,,0.6667,,,,
Garrett Wilson,NYJ,WR,10,No,Yes,Yes,10,Yes,Yes,,0.3,0.7,7,,3,2,3,1,0.3,2,1,0.6667,34,23,51,,,3,17,1,104.9,3.4,11.3333,1.5111,,17,11.5,2,5.4851,5.4851,0.3,3.4,5.4,4.4,5.4,5.4,5.4,4.4,5.4,5.4,5.4,4.4,5.4,5.4,21,1,0.5,,,10.5,,,,
Chris Manhertz,NYG,TE,5,No,No,No,1,No,Yes,1,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Whiteheart,CLV,TE,7,Yes,No,No,5,No,Yes,0.2,0.4,0.2,16,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Taylor,NYJ,TE,18,No,No,Yes,15,No,Yes,0.5333,0.2,0.2667,13,,7,4,7,1,0.4667,5,3,0.7143,37,13,48,,1,4,6.8571,,83.6,2.4667,5.2857,-1.8757,0.1429,7.4,2.6,2,10.8578,10.8578,0.3889,3.7,8.7,6.2,8.7,11.2,8.7,6.2,8.7,8.7,8.7,6.2,11.2,8.7,9,,,,,1.8,,1,,
Emanuel Wilson,GB,RB,13,No,No,No,9,Yes,Yes,,,0.2222,17,0.7778,,,,,,,,,,,,,,,,,,,,,,,,,1.755,1.755,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Johnston,LAC,WR,19,Yes,No,No,17,No,Yes,,0.1176,0.8824,14,,5,2,5,1,0.2941,3,1,0.6,60,6,93,,1,3,18.6,2,102.1,3.5294,12,2.9878,0.2,20,2,1,9.0621,9.0621,0.2632,6,9,7.5,9,9,9,7.5,9,9,9,7.5,9,9,2,,,,,0.6667,,,,1
Rachaad White,TB,RB,17,No,No,No,11,No,Yes,,0.0909,,17,0.9091,4,,4,1,0.3636,4,,1,14,29,-15,,,3,-3.75,,81.3,1.2727,3.5,-2.1237,,3.5,7.25,,5.5152,5.5152,0.2353,1.4,5.4,3.4,7.4,5.4,5.4,3.4,5.4,5.4,5.4,3.4,5.4,5.4,15,,,3,0.75,3.75,,1,,
Elijah Moore,BUF,WR,5,No,No,No,4,No,Yes,,0.75,0.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Corley,CLV,WR,2,Yes,No,No,2,No,Yes,,0.5,0.5,13,,1,,1,1,0.5,1,,1,1,5,-4,,,,-4,,79.2,0.5,1,-3.4851,,1,5,,1.576,1.576,0.5,0.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1.1,0.6,1.1,1.1,1,1,1,,,1,,1,,
Xavier Worthy,KC,WR,13,Yes,Yes,No,13,Yes,Yes,,0.3077,0.6923,14,,1,1,1,1,0.0769,1,1,1,12,,12,,,,12,,116.7,0.9231,12,2.9539,,12,,1,1.6882,1.6882,0.0769,1.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,2,,,,,2,,,,
Zach Charbonnet,SEA,RB,7,No,No,No,4,No,Yes,,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuba Hubbard,CAR,RB,16,No,No,No,12,No,Yes,,0.0833,0.1667,15,0.75,3,,3,1,0.25,1,,0.3333,6,6,18,,2,1,6,,42.4,0.5,2,-4.6598,0.6667,6,6,,5.3433,5.3433,0.1875,0.6,1.6,1.1,2.1,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,,,,,,,,,,
Jared Wayne,HST,WR,1,Yes,No,No,1,No,Yes,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ Barner,SEA,TE,8,No,No,No,5,No,Yes,1,,,17,,2,,2,1,0.4,2,,1,26,,26,1,,1,13,1,158.3,5.2,13,4.7793,,13,,1,3.7713,3.7713,0.25,8.6,10.6,9.6,10.6,11.6,10.6,9.6,10.6,10.6,10.6,9.6,11.6,10.6,,,,,,,1,,1,
Kareem Hunt,KC,RB,10,No,No,No,8,No,Yes,,0.125,0.125,17,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Henry,BLT,RB,11,No,Yes,Yes,8,Yes,Yes,,,,17,1,1,,1,1,0.125,1,,1,12,12,,,,,,,116.7,1.5,12,6.1729,,12,12,1,1.5315,1.5315,0.0909,1.2,2.2,1.7,2.7,2.2,2.2,1.7,2.2,2.2,2.2,1.7,2.2,2.2,7,1,1,,,7,,,,
Robert Tonyan,KC,TE,4,No,No,No,2,No,Yes,1,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elic Ayomanor,TEN,WR,21,Yes,Yes,No,19,No,Yes,,0.1053,0.8947,16,,5,1,5,1,0.2632,3,,0.6,32,8,52,,1,4,10.4,,78.8,1.6842,6.4,-1.8881,0.2,10.6667,2.6667,2,8.1811,8.1811,0.2381,3.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,6.2,4.7,6.2,6.2,3,,,,,1,,,,
Andre Baccellia,ARZ,WR,5,No,No,No,5,No,Yes,,0.2,0.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Johnson,BUF,RB,7,No,No,No,6,No,Yes,,0.1667,0.1667,17,0.6667,2,,2,1,0.3333,1,,0.5,23,6,34,,1,2,17,,91.7,3.8333,11.5,6.314,0.5,23,6,1,5.083,5.083,0.2857,2.3,3.3,2.8,3.8,3.3,3.3,2.8,3.3,3.3,3.3,2.8,3.3,3.3,,,,,,,,1,,
Van Jefferson,TEN,WR,13,Yes,No,No,13,No,Yes,,0.2308,0.7692,16,,3,1,3,1,0.2308,3,1,1,18,7,11,,,2,3.6667,,91.7,1.3846,6,-0.04,,6,2.3333,,5.6163,5.6163,0.2308,1.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,4.8,3.3,4.8,4.8,1,,,,,0.3333,,,,
Bijan Robinson,ATL,RB,26,No,No,No,19,Yes,Yes,,0.2632,0.2632,17,0.4737,6,1,6,1,0.3158,6,1,1,52,47,5,1,,5,0.8333,,142.4,2.7368,8.6667,2.0564,,8.6667,7.8333,3,10.555,10.555,0.2308,11.2,17.2,14.2,20.2,17.2,17.2,14.2,17.2,17.2,17.2,14.2,17.2,17.2,22,1,0.1667,3,0.5,3.6667,,1,,1
LeQuint Allen,JAX,RB,12,Yes,Yes,No,8,No,Yes,,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colston Loveland,CHI,TE,16,No,Yes,No,16,Yes,Yes,0.5625,0.3125,0.125,16,,4,1,4,1,0.25,3,,0.75,22,4,24,,,3,6,,87.5,1.375,5.5,-1.4621,,7.3333,1.3333,1,5.5001,5.5001,0.25,2.2,5.2,3.7,5.2,6.7,5.2,3.7,5.2,5.2,5.2,3.7,6.7,5.2,,,,,,,,1,,
Calvin Austin,PIT,WR,14,No,Yes,Yes,13,Yes,Yes,,0.4615,0.5385,14,,2,2,2,1,0.1538,1,1,0.5,,1,18,,,2,9,,56.3,,,-9.051,,,1,,3.2267,3.2267,0.1429,,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,,,,1,0.5,,,,,
Pat Freiermuth,PIT,TE,12,No,Yes,Yes,9,Yes,Yes,0.1111,0.8889,,17,,2,1,2,1,0.2222,2,1,1,30,6,24,1,,2,12,,158.3,3.3333,15,6.4622,,15,3,2,3.8744,3.8744,0.1667,9,11,10,11,12,11,10,11,11,11,10,12,11,3,,,,,1.5,1,1,1,
Isiah Pacheco,KC,RB,7,Yes,Yes,No,7,Yes,Yes,,,,13,1,3,,3,1,0.4286,2,,0.6667,37,26,6,,1,2,2,,109,5.2857,12.3333,4.8637,0.3333,18.5,13,1,5.5468,5.5468,0.4286,3.7,5.7,4.7,6.7,5.7,5.7,4.7,5.7,5.7,5.7,4.7,5.7,5.7,1,1,0.5,1,0.3333,0.5,,,,
Darren Waller,MIA,TE,6,No,No,No,5,Yes,Yes,0.4,0.4,0.2,9,,1,1,1,1,0.2,1,1,1,6,,11,1,,1,11,,131.3,1.2,6,-2.7402,,6,,1,2.1046,2.1046,0.1667,6.6,7.6,7.1,7.6,8.1,7.6,7.1,7.6,7.6,7.6,7.1,8.1,7.6,,,,,,,1,1,1,
Ashton Jeanty,LV,RB,21,No,No,No,13,No,Yes,,,0.0769,17,0.9231,3,,3,1,0.2308,3,,1,20,29,-9,1,,1,-3,,134,1.5385,6.6667,1.1689,,6.6667,9.6667,1,5.3893,5.3893,0.1429,8,11,9.5,12.5,11,11,9.5,11,11,11,9.5,11,11,6,1,0.3333,,,2,,1,,
Kyle Monangai,CHI,RB,5,No,Yes,No,3,Yes,Yes,,0.3333,,17,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sinnott,WAS,TE,6,No,No,No,6,No,No,0.6667,0.3333,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaydon Blue,DAL,RB,3,No,No,No,3,No,Yes,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefon Diggs,NE,WR,29,No,Yes,No,28,No,Yes,,0.6429,0.3214,17,0.0357,11,2,11,1,0.3929,10,1,0.9091,127,29,128,1,,8,11.6364,3,145.1,4.5357,11.5455,3.511,,12.7,2.9,6,20.6323,20.6323,0.3793,18.7,28.7,23.7,28.7,28.7,31.7,26.7,28.7,28.7,28.7,23.7,28.7,28.7,8,,,,,0.8,,1,,
Jaylin Noel,HST,WR,19,No,No,Yes,18,No,Yes,,0.5556,0.4444,17,,1,,1,1,0.0556,1,,1,4,1,3,,,1,3,,83.3,0.2222,4,-1.4499,,4,1,1,1.4234,1.4234,0.0526,0.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,1.4,0.9,1.4,1.4,,,,,,,,,,
Zay Jones,ARZ,WR,13,No,No,No,13,Yes,Yes,,0.1538,0.8462,8,,1,,1,1,0.0769,1,,1,7,1,6,,,1,6,,95.8,0.5385,7,0.0509,,7,1,,1.4838,1.4838,0.0769,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,,,,,,,,,
Isaac TeSlaa,DET,WR,6,No,Yes,No,5,Yes,Yes,,0.2,0.8,17,,1,,1,1,0.2,1,,1,13,,17,1,,1,17,,158.3,2.6,13,1.3347,,13,,1,2.8953,2.8953,0.1667,7.3,8.3,7.8,8.3,8.3,8.3,7.8,8.3,8.3,8.3,7.8,8.3,8.3,,,,,,,1,1,1,1
Allen Lazard,NYJ,WR,7,No,No,No,7,No,Yes,,0.7143,0.2857,10,,1,1,1,1,0.1429,1,1,1,10,1,9,,,,9,,108.3,1.4286,10,2.5461,,10,1,1,1.3097,1.3097,0.1429,1,2,1.5,2,2,2,1.5,2,2,2,1.5,2,2,1,,,,,1,,,,
Hunter Renfrow,CAR,WR,12,Yes,No,Yes,12,No,Yes,,0.9167,0.0833,6,,5,,5,1,0.4167,3,,0.6,15,5,51,1,,4,10.2,1,104.2,1.25,3,-5.4243,,5,1.6667,2,10.0287,10.0287,0.4167,7.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,10.5,9,10.5,10.5,2,,,1,0.2,0.6667,1,2,1,
Andrei Iosivas,CIN,WR,24,Yes,No,No,21,No,Yes,,0.4762,0.5238,17,,4,2,4,1,0.1905,1,,0.25,11,,37,,1,3,9.25,,39.6,0.5238,2.75,-5.1714,0.25,11,,1,5.9997,5.9997,0.1667,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,,,,,,,,,,
Jeremy Ruckert,NYJ,TE,15,No,No,No,9,No,Yes,0.8889,,0.1111,17,,2,,2,1,0.2222,1,,0.5,21,5,9,,1,1,4.5,,87.5,2.3333,10.5,1.0452,0.5,21,5,,2.8984,2.8984,0.1429,2.1,3.1,2.6,3.1,3.6,3.1,2.6,3.1,3.1,3.1,2.6,3.6,3.1,2,,,,,2,,,,
Kalif Raymond,DET,WR,6,No,Yes,No,5,Yes,Yes,,0.6,0.4,15,,2,,2,1,0.4,1,,0.5,30,6,28,,1,1,14,1,95.8,6,15,6.0987,0.5,30,6,1,4.2266,4.2266,0.3333,3,4,3.5,4,4,4,3.5,4,4,4,3.5,4,4,-1,,,,,-1,,1,,
Darnell Mooney,ATL,WR,25,No,No,No,22,Yes,Yes,,0.3636,0.6364,15,,3,,3,1,0.1364,3,,1,56,14,42,,,3,14,1,118.8,2.5455,18.6667,10.0746,,18.6667,4.6667,3,3.4586,3.4586,0.12,5.6,8.6,7.1,8.6,8.6,8.6,7.1,8.6,8.6,8.6,7.1,8.6,8.6,2,1,0.3333,,,0.6667,,,,
Najee Harris,LAC,RB,1,No,No,No,1,No,Yes,,,,3,1,1,,1,1,1,1,,1,5,,5,,,,5,,87.5,5,5,-2.233,,5,,,1.4465,1.4465,1,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,,,
Chase Brown,CIN,RB,23,Yes,No,No,17,No,Yes,,0.2941,0.0588,17,0.6471,1,,1,1,0.0588,,,,,,-5,,,1,-5,,39.6,,,-5.8711,,,,,1.6724,1.6724,0.0435,,,,,,,,,,,,,,,,,1,1,,,,,
Curtis Samuel,BUF,WR,2,No,Yes,No,1,No,Yes,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Hudson,CIN,TE,4,Yes,No,No,4,No,Yes,,0.75,0.25,13,,1,,1,1,0.25,1,,1,-3,-3,,,,,,,79.2,-0.75,-3,-8.289,,-3,-3,,1.3488,1.3488,0.25,-0.3,0.7,0.2,0.7,1.2,0.7,0.2,0.7,0.7,0.7,0.2,1.2,0.7,-1,,,,,-1,,,,
Dylan Drummond,ATL,WR,4,No,No,No,3,Yes,Yes,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Sample,CIN,TE,12,Yes,No,No,7,No,Yes,0.7143,0.1429,,17,0.1429,1,,1,1,0.1429,1,,1,16,12,4,,,,4,,118.8,2.2857,16,9.9333,,16,12,1,1.3713,1.3713,0.0833,1.6,2.6,2.1,2.6,3.1,2.6,2.1,2.6,2.6,2.6,2.1,3.1,2.6,4,,,,,4,,,,
Daniel Bellinger,NYG,TE,14,No,No,No,9,No,Yes,0.5556,0.1111,0.2222,16,0.1111,1,,1,1,0.1111,,,,,,18,,1,1,18,,39.6,,,-12.9732,1,,,,6.6683,6.6683,0.0714,,,,,,,,,,,,,,,,,,,,1,1,,
Devontez Walker,BLT,WR,5,No,Yes,Yes,5,Yes,Yes,,0.2,0.8,11,,1,,1,1,0.2,,,,,,37,,1,1,37,1,39.6,,,-14.8206,1,,,,1.2885,1.2885,0.2,,,,,,,,,,,,,,,,,,,,,,,
Dontayvion Wicks,GB,WR,10,No,No,No,9,No,Yes,,0.3333,0.6667,14,,4,2,4,1,0.4444,3,1,0.75,37,4,53,,1,4,13.25,1,103.1,4.1111,9.25,0.1119,0.25,12.3333,1.3333,2,6.7605,6.7605,0.4,3.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,6.7,5.2,6.7,6.7,1,,,,,0.3333,,,,
Malik Davis,DAL,RB,9,Yes,Yes,Yes,4,Yes,Yes,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson Knox,BUF,TE,11,No,No,No,9,No,Yes,0.5556,0.3333,0.1111,17,,1,1,1,1,0.1111,,,,,,-8,,,,-8,,39.6,,,-6.1028,,,,,1.76,1.76,0.0909,,,,,,,,,,,,,,,,,,,,,1,,
Noah Brown,WAS,WR,1,Yes,No,Yes,1,Yes,Yes,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeka Egbuka,TB,WR,27,No,No,No,24,No,Yes,,0.2917,0.7083,17,,6,1,6,1,0.25,5,1,0.8333,75,13,83,,1,5,13.8333,2,118.8,3.125,12.5,3.3991,0.1667,15,2.6,3,12.9978,12.9978,0.2222,7.5,12.5,10,12.5,12.5,12.5,10,12.5,12.5,12.5,10,12.5,12.5,5,1,0.2,,,1,,,,
Cam Skattebo,NYG,RB,5,No,No,No,3,No,Yes,,0.3333,,8,0.6667,1,1,1,1,0.3333,,,,,,5,,,1,5,,39.6,,,-7.233,,,,,1.4383,1.4383,0.2,,,,,,,,,,,,,,,,,,,,,,,
Dont'e Thornton,LV,WR,11,No,No,No,11,No,Yes,,0.1818,0.8182,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Bates,WAS,TE,8,No,No,No,5,No,No,0.8,,0.2,15,,1,,1,1,0.2,,,,,,10,,1,1,10,,39.6,,,-7.7685,1,,,,1.3893,1.3893,0.125,,,,,,,,,,,,,,,,,,,,,,,
Trey McBride,ARZ,TE,52,No,No,No,52,Yes,Yes,0.3462,0.5769,0.0769,17,,10,6,10,1,0.1923,8,4,0.8,94,31,110,1,,9,11,1,139.2,1.8077,9.4,0.3748,,11.75,3.875,6,19.8266,19.8266,0.1923,15.4,23.4,19.4,23.4,27.4,23.4,19.4,23.4,23.4,23.4,19.4,27.4,23.4,9,,,1,0.1,1.125,2,4,1,
Kyren Williams,LA,RB,30,No,No,No,20,Yes,Yes,,0.15,,17,0.85,3,,3,1,0.15,2,,0.6667,33,10,27,,1,2,9,1,103.5,1.65,11,3.0153,0.3333,16.5,5,1,4.6856,4.6856,0.1,3.3,5.3,4.3,6.3,5.3,5.3,4.3,5.3,5.3,5.3,4.3,5.3,5.3,2,,,1,0.3333,1,,1,,
Payne Durham,TB,TE,6,No,No,No,3,No,Yes,0.6667,0.3333,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Shipley,PHI,RB,2,No,No,No,1,No,No,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker Kraft,GB,TE,9,No,No,Yes,8,No,Yes,0.5,0.25,0.25,8,,2,1,2,1,0.25,1,1,0.5,15,,16,1,1,2,8,,114.6,1.875,7.5,-0.7073,0.5,15,,1,4.3797,4.3797,0.2222,7.5,8.5,8,8.5,9,8.5,8,8.5,8.5,8.5,8,9,8.5,,,,,,,1,2,1,
Raheem Mostert,LV,RB,4,No,Yes,No,4,No,Yes,,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Coker,CAR,WR,9,No,No,No,9,No,Yes,,0.4444,0.5556,11,,3,1,3,1,0.3333,3,1,1,24,4,24,1,,3,8,,139.6,2.6667,8,0.2439,,8,1.3333,1,7.3259,7.3259,0.3333,8.4,11.4,9.9,11.4,11.4,11.4,9.9,11.4,11.4,11.4,9.9,11.4,11.4,1,,,,,0.3333,1,1,1,
Dallas Goedert,PHI,TE,23,No,No,No,18,Yes,Yes,0.3889,0.5556,0.0556,15,,4,,4,1,0.2222,3,,0.75,31,9,34,1,1,4,8.5,,136.5,1.7222,7.75,-0.6239,0.25,10.3333,3,2,8.1044,8.1044,0.1739,9.1,12.1,10.6,12.1,13.6,12.1,10.6,12.1,12.1,12.1,10.6,13.6,12.1,3,,,,,1,1,1,1,
Arian Smith,NYJ,WR,11,No,No,No,11,No,Yes,,0.3636,0.6364,16,,1,,1,1,0.0909,,,,,,17,,,1,17,,39.6,,,-11.6653,,,,,1.9646,1.9646,0.0909,,,,,,,,,,,,,,,,,,,,,,,
Marvin Mims,DEN,WR,9,No,No,No,8,No,No,,0.5,0.5,15,,1,,1,1,0.125,1,,1,5,2,3,,,,3,,87.5,0.625,5,-0.4499,,5,2,,1.2925,1.2925,0.1111,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,,,,,,,,,
Cedric Tillman,CLV,WR,13,Yes,No,No,13,No,Yes,,0.0769,0.9231,13,,3,1,3,1,0.2308,3,1,1,39,5,34,,,2,11.3333,,118.8,3,13,4.5275,,13,1.6667,1,4.6394,4.6394,0.2308,3.9,6.9,5.4,6.9,6.9,6.9,5.4,6.9,6.9,6.9,5.4,6.9,6.9,2,,,,,0.6667,,,,
Calvin Ridley,TEN,WR,11,No,No,No,10,Yes,Yes,,0.1,0.9,7,,2,1,2,1,0.2,1,,0.5,8,,16,,1,2,8,,60.4,0.8,4,-3.5106,0.5,8,,1,3.1045,3.1045,0.1818,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,,,,,,,,,,
Chris Godwin,TB,WR,15,No,No,No,13,No,Yes,,0.6923,0.3077,9,,4,1,4,1,0.3077,1,,0.25,8,-1,39,,1,3,9.75,,39.6,0.6154,2,-6.0173,0.25,8,-1,,6.0956,6.0956,0.2667,0.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,1.8,1.3,1.8,1.8,-1,,,,,-1,,1,,
Terry McLaurin,WAS,WR,11,No,No,No,11,No,No,,0.0909,0.9091,10,,4,4,4,1,0.3636,2,2,0.5,16,,42,,1,4,10.5,,60.4,1.4545,4,-4.3108,0.25,8,,2,13.0526,13.0526,0.3636,1.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,,,,,,,1,1,,
Harold Fannin,CLV,TE,26,No,No,No,24,Yes,Yes,0.375,0.625,,16,,8,2,8,1,0.3333,5,,0.625,59,25,61,,1,7,7.625,,84.9,2.4583,7.375,-0.2878,0.125,11.8,5,2,14.1679,14.1679,0.3077,5.9,10.9,8.4,10.9,13.4,10.9,8.4,10.9,10.9,10.9,8.4,13.4,10.9,12,,,,,2.4,,1,,
Kyle Pitts,ATL,TE,30,No,No,No,27,Yes,Yes,0.5185,0.2222,0.2593,17,,9,,9,1,0.3333,9,,1,55,36,19,1,,5,2.1111,,129.2,2.037,6.1111,-0.1725,,6.1111,4,4,15.2828,15.2828,0.3,11.5,20.5,16,20.5,25,20.5,16,20.5,20.5,20.5,16,25,20.5,30,1,0.1111,2,0.2222,3.3333,,1,,
