Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TouchdownsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,playerStatsInside20ReceivingTargetsTotal,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,TouchdownsInEndzone,DropsTotal,AlignmentBackfieldRoutesPercentage,AveragesPerTargetDropsTotal,ReceptionsHero,DeepTargetTargetsTotal
George Pickens,PIT,WR,122,No,Yes,No,116,40,No,Yes,35,0.875,0.3448,26,0.65,240,118,65,250,,0.2328,0.7672,36,6.25,89.6,2.069,6,-0.8735,9.2308,4.5385,2.5,12,70.9227,70.9227,0.367,29,55,42,55,55,58,44,54,54,54,41,55,54,14,1,11,0.4231,3,0.075,11,8,6,3,,4,,0.1,,1
Rico Dowdle,DAL,RB,71,No,No,Yes,51,12,Yes,Yes,10,0.8333,0.2353,9,0.75,73,85,27,-16,,0.0588,0.0196,7,-1.3333,117.7,1.4314,6.0833,0.0425,8.1111,9.4444,3,4,21.9918,21.9918,0.1739,13.3,22.3,17.8,26.8,22.3,22.3,17.8,22.3,22.3,22.3,17.8,22.3,22.3,16,1,2,0.2222,5,0.4167,2,,1,,,1,0.9216,0.0833,,
Jermaine Burton,CIN,WR,20,No,No,No,20,1,Yes,Yes,1,1,0.05,,,,,,2,,0.1,0.9,1,2,39.6,,,-5.3344,,,,,1.232,1.232,0.0526,,,,,,,,,,,,,,14,,,,,,,1,,,,,,,,
Ricky Pearsall,SF,WR,77,No,No,No,68,13,No,Yes,11,0.8462,0.1912,10,0.7692,83,31,8,83,,0.4559,0.5441,12,6.3846,86.4,1.2206,6.3846,-0.6525,8.3,3.1,0.8,7,25.4523,25.4523,0.1831,14.3,24.3,19.3,24.3,24.3,24.3,19.3,24.3,24.3,24.3,19.3,24.3,24.3,11,1,,,2,0.1538,4,2,2,1,1,,,,1,
Pharaoh Brown,SEA,TE,23,No,No,No,13,4,No,No,4,1,0.3077,4,1,37,19,9,18,0.6154,0.3077,0.0769,4,4.5,105.2,2.8462,9.25,2.512,9.25,4.75,2.25,2,6.2495,6.2495,0.1905,2.7,6.7,4.7,6.7,8.7,6.7,3.7,5.7,5.7,5.7,3.7,8.7,5.7,15,,,,2,0.5,,,,,,,,,,
Chris Olave,NO,WR,57,No,Yes,No,51,16,No,No,16,1,0.3137,15,0.9375,127,50,9,90,,0.2353,0.7451,15,5.625,120.6,2.4902,7.9375,1.1578,8.4667,3.3333,0.6,8,26.9251,26.9251,0.3019,18.7,33.7,26.2,33.7,33.7,36.7,29.2,33.7,33.7,33.7,26.2,33.7,33.7,8,1,,,2,0.125,2,,1,,1,1,0.0196,0.0625,,1
Jordan Matthews,CAR,TE,3,No,Yes,No,3,,No,No,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Ben Skowronek,PIT,WR,15,No,Yes,No,11,5,No,Yes,5,1,0.4545,5,1,69,30,9,39,0.2727,0.7273,,4,7.8,118.8,6.2727,13.8,6.5353,13.8,6,1.8,4,8.3844,8.3844,0.3571,6.9,11.9,9.4,11.9,11.9,11.9,9.4,11.9,11.9,11.9,9.4,11.9,11.9,9,,2,0.4,,,,,,,,,,,,
Jake Tonges,SF,TE,2,No,No,No,2,,No,Yes,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
Trey Benson,ARZ,RB,13,No,No,No,8,4,No,Yes,4,1,0.5,4,1,50,60,9,-10,,,0.375,1,-2.5,118.8,6.25,12.5,6.4073,12.5,15,2.25,3,5.6814,5.6814,0.3077,5,9,7,11,9,9,7,9,9,9,7,9,9,13,,2,0.5,1,0.25,,,,,,,0.625,,,
Roman Wilson,PIT,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Julius Chestnut,TEN,RB,9,No,No,No,7,1,No,Yes,1,1,0.1429,1,1,2,3,2,-1,,0.1429,,,-1,79.2,0.2857,2,-3.819,2,3,2,,1.6739,1.6739,0.1111,0.2,1.2,0.7,1.7,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,14,,,,,,,,,,,,0.8571,,,
Wan'Dale Robinson,NYG,WR,165,No,Yes,No,152,45,No,Yes,40,0.8889,0.2961,38,0.8444,247,164,54,118,,0.7434,0.25,40,2.6222,87.7,1.625,5.4889,-0.3583,6.5,4.3158,1.4211,12,68.0925,68.0925,0.2866,30.7,68.7,49.7,68.7,68.7,71.7,52.7,68.7,68.7,68.7,49.7,68.7,68.7,17,1,2,0.0526,7,0.1556,5,2,,2,,2,0.0066,0.0444,,
Zach Davidson,BUF,TE,9,No,Yes,No,8,1,No,No,1,1,0.125,1,1,5,1,,4,0.25,0.75,,,4,87.5,0.625,5,-1.0667,5,1,,,1.4617,1.4617,0.1111,0.5,1.5,1,1.5,2,1.5,1,1.5,1.5,1.5,1,2,1.5,3,,,,,,,,,,,,,,,
Ryan Flournoy,DAL,WR,24,No,No,Yes,20,7,Yes,Yes,6,0.8571,0.35,5,0.7143,24,2,2,34,,0.15,0.85,6,4.8571,75.9,1.2,3.4286,-2.7997,4.8,0.4,0.4,,9.8519,9.8519,0.3043,1.4,6.4,3.9,6.4,6.4,6.4,2.9,5.4,5.4,5.4,2.9,6.4,5.4,11,,1,0.2,,,,1,,1,,1,,0.1429,,
D'Onta Foreman,CLV,RB,29,No,No,Yes,15,4,No,Yes,3,0.75,0.2667,3,0.75,35,29,4,6,0.0667,0.0667,0.1333,1,1.5,101,2.3333,8.75,2.4704,11.6667,9.6667,1.3333,1,5.8019,5.8019,0.1538,3.5,6.5,5,8,6.5,6.5,5,6.5,6.5,6.5,5,6.5,6.5,11,,,,1,0.25,,,,,,,0.7333,,,
Deebo Samuel,SF,WR,117,No,No,No,111,27,No,Yes,24,0.8889,0.2432,18,0.6667,142,131,68,58,,0.3153,0.6577,23,2.1481,79.6,1.2793,5.2593,-0.7746,7.8889,7.2778,3.7778,6,45.2679,45.2679,0.2547,14.2,32.2,23.2,32.2,32.2,35.2,26.2,32.2,32.2,32.2,23.2,32.2,32.2,15,,6,0.3333,10,0.3704,6,5,,1,,3,0.027,0.1111,,
Devin Duvernay,JAX,WR,35,No,Yes,No,32,4,No,Yes,4,1,0.125,4,1,37,41,7,-4,,0.75,0.25,3,-1,105.2,1.1562,9.25,4.4683,9.25,10.25,1.75,2,6.1353,6.1353,0.1176,3.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,7.7,5.7,7.7,7.7,13,,,,2,0.5,1,,,,,,,,,
Mike Gesicki,CIN,TE,122,No,Yes,No,115,31,No,Yes,27,0.871,0.2696,24,0.7742,164,53,21,180,0.0696,0.6522,0.2783,27,5.8065,99.4,1.4261,5.2903,-1.7528,6.8333,2.2083,0.875,11,56.1141,56.1141,0.2696,22.4,46.4,34.4,46.4,58.4,49.4,37.4,46.4,46.4,46.4,34.4,58.4,46.4,17,1,2,0.0833,,,6,2,3,2,1,3,,0.0968,1,
Nikko Remigio,KC,WR,6,Yes,No,No,4,2,No,Yes,,,0.5,,,,,,9,,0.75,0.25,2,4.5,39.6,,,-6.1995,,,,,2.9194,2.9194,0.3333,,,,,,,,,,,,,,5,,,,,,,1,,,,,,,,
Hayden Hurst,LAC,TE,16,No,No,No,11,3,No,Yes,2,0.6667,0.2727,2,0.6667,13,5,3,23,0.0909,0.4545,0.4545,3,7.6667,75.7,1.1818,4.3333,-3.4803,6.5,2.5,1.5,1,5.4075,5.4075,0.1875,1.3,3.3,2.3,3.3,4.3,3.3,2.3,3.3,3.3,3.3,2.3,4.3,3.3,9,,,,,,1,,1,,,,,,,
Clyde Edwards-Helaire,NO,RB,5,No,No,Yes,5,2,No,Yes,2,1,0.4,1,0.5,14,13,1,1,,,,2,0.5,72.9,2.8,7,1.2218,14,13,1,1,2.8219,2.8219,0.4,1.4,2.4,1.9,2.9,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2,,,,,,,,,,,1,1,0.5,,
Dalvin Cook,DAL,RB,4,No,No,No,3,,No,No,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0.6667,,,
Tyreek Hill,MIA,WR,173,No,No,No,144,32,No,Yes,27,0.8438,0.2222,20,0.625,129,45,14,219,,0.2917,0.7014,24,6.8438,102.2,0.8958,4.0312,-3.4395,6.45,2.25,0.7,11,65.0749,65.0749,0.1975,30.9,50.9,40.9,50.9,50.9,53.9,43.9,50.9,50.9,50.9,40.9,50.9,50.9,17,3,1,0.05,4,0.125,9,5,6,1,3,2,0.0069,0.0625,,
Demarcus Robinson,LA,WR,159,No,No,No,134,13,No,No,6,0.4615,0.097,5,0.3846,45,10,5,135,,0.3507,0.6493,10,10.3846,16.5,0.3358,3.4615,-4.7699,9,2,1,4,27.1315,27.1315,0.0861,4.5,9.5,7,9.5,9.5,9.5,7,9.5,9.5,9.5,7,9.5,9.5,17,,,,,,5,,3,,,,,,,1
Travis Kelce,KC,TE,156,No,Yes,No,125,27,No,No,23,0.8519,0.216,23,0.8519,132,64,14,94,0.312,0.424,0.264,22,3.4815,87,1.056,4.8889,-1.4811,5.7391,2.7826,0.6087,8,44.6823,44.6823,0.1888,12.2,35.2,23.7,35.2,46.7,38.2,25.7,34.2,34.2,34.2,22.7,46.7,34.2,16,,1,0.0435,3,0.1111,10,1,,1,,,,,,
Cole Kmet,CHI,TE,146,No,Yes,Yes,85,12,No,No,11,0.9167,0.1412,11,0.9167,69,31,16,51,0.3059,0.5529,0.1059,8,4.25,118.4,0.8118,5.75,-0.795,6.2727,2.8182,1.4545,7,20.3062,20.3062,0.0882,12.9,23.9,18.4,23.9,29.4,23.9,18.4,23.9,23.9,23.9,18.4,29.4,23.9,17,1,,,2,0.1667,3,1,1,1,1,,0.0353,,,
Zack Moss,CIN,RB,48,Yes,No,No,36,10,No,Yes,10,1,0.2778,9,0.9,70,84,15,-14,0.0278,0.0556,0.0556,3,-1.4,95.8,1.9444,7,1.1251,7.7778,9.3333,1.6667,5,14.8294,14.8294,0.2128,7,16,11.5,20.5,16,16,11.5,16,16,16,11.5,16,16,8,,2,0.2222,3,0.3,1,1,,,,,0.8611,,,
Rhamondre Stevenson,NE,RB,77,No,No,No,53,13,No,No,13,1,0.2453,12,0.9231,71,88,25,-23,0.0189,0.0377,0.1509,7,-1.7692,89.4,1.3396,5.4615,-0.4766,5.9167,7.3333,2.0833,2,21.848,21.848,0.1857,7.1,19.1,13.1,25.1,19.1,19.1,13.1,19.1,19.1,19.1,13.1,19.1,19.1,15,,3,0.25,5,0.3846,3,,,,,1,0.7925,0.0769,,
Brenton Strange,JAX,TE,90,No,Yes,No,67,14,No,Yes,13,0.9286,0.209,11,0.7857,102,75,33,53,0.5075,0.3731,0.0896,13,3.7857,120.8,1.5224,7.2857,0.8582,9.2727,6.8182,3,6,25.8403,25.8403,0.1609,16.2,27.2,21.7,27.2,32.7,30.2,24.7,27.2,27.2,27.2,21.7,32.7,27.2,17,1,6,0.5455,1,0.0714,1,1,1,,1,1,0.0299,0.0714,,
Mike Williams,PIT,WR,102,No,Yes,No,85,6,No,Yes,6,1,0.0706,6,1,55,16,7,39,,0.2588,0.7412,6,6.5,104.9,0.6471,9.1667,2.2184,9.1667,2.6667,1.1667,3,9.8319,9.8319,0.0638,5.5,11.5,8.5,11.5,11.5,11.5,8.5,11.5,11.5,11.5,8.5,11.5,11.5,18,,,,,,,2,,2,,,,,,
Derius Davis,LAC,WR,23,No,No,No,22,4,No,Yes,4,1,0.1818,4,1,7,20,1,-13,,0.6364,0.2727,3,-3.25,79.2,0.3182,1.75,-2.5588,1.75,5,0.25,,5.7462,5.7462,0.2,0.7,4.7,2.7,4.7,4.7,4.7,2.7,4.7,4.7,4.7,2.7,4.7,4.7,15,,1,0.25,2,0.5,,1,,1,,,0.0909,,,
Kylen Granson,IND,TE,62,No,Yes,No,52,10,No,Yes,7,0.7,0.1923,4,0.4,50,35,5,59,0.4615,0.3462,0.1923,7,5.9,16.7,0.9615,5,-2.283,12.5,8.75,1.25,2,16.0686,16.0686,0.1695,5,9,7,9,11,9,7,9,9,9,7,11,9,17,,,,1,0.1,3,1,,,,2,,0.2,,
John Ross,PHI,WR,2,Yes,No,No,2,1,No,Yes,1,1,0.5,1,1,6,2,1,4,,,1,,4,91.7,3,6,-0.0498,6,2,1,1,1.3584,1.3584,0.5,0.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1.6,1.1,1.6,1.6,1,,,,,,,,,,,,,,,
Devin Thompkins,CAR,WR,10,No,No,No,10,1,Yes,Yes,1,1,0.1,1,1,-1,6,,-7,,0.6,0.3,1,-7,79.2,-0.1,-1,-3.5405,-1,6,,,1.2932,1.2932,0.1,-0.1,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,0.9,0.4,0.9,0.9,7,,,,1,1,,,,,,,0.1,,,
Terrace Marshall,LV,WR,28,No,No,No,27,,No,Yes,,,,,,,,,,,0.1111,0.8889,,,,,,,,,,,1.367,1.367,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
Kimani Vidal,LAC,RB,22,No,No,No,15,,No,Yes,,,,,,,,,,,0.0667,0.2,,,,,,,,,,,1.6816,1.6816,,,,,,,,,,,,,,,10,,,,,,,,,,,,0.7333,,,
Mason Tipton,NO,WR,58,No,Yes,No,51,7,No,Yes,6,0.8571,0.1373,6,0.8571,45,16,8,38,,0.3333,0.6667,6,5.4286,93.5,0.8824,6.4286,-0.1157,7.5,2.6667,1.3333,2,11.6577,11.6577,0.1321,4.5,10.5,7.5,10.5,10.5,10.5,7.5,10.5,10.5,10.5,7.5,10.5,10.5,11,,1,0.1667,,,1,,,,,,,,,
Jalin Hyatt,NYG,WR,63,No,Yes,No,57,5,No,Yes,5,1,0.0877,4,0.8,26,1,,33,,0.1404,0.8596,5,6.6,88.3,0.4561,5.2,-1.7279,6.5,0.25,,1,7.5178,7.5178,0.0847,2.6,6.6,4.6,6.6,6.6,6.6,4.6,6.6,6.6,6.6,4.6,6.6,6.6,16,,,,,,,,,,,1,,0.2,,
David Njoku,CLV,TE,104,No,Yes,No,96,33,No,No,27,0.8182,0.3438,21,0.6364,134,90,25,107,0.5417,0.3125,0.1354,26,3.2424,56.9,1.3958,4.0606,-2.4118,6.381,4.2857,1.1905,5,59.1418,59.1418,0.3438,19.4,40.4,29.9,40.4,50.9,43.4,32.9,40.4,40.4,40.4,29.9,50.9,40.4,11,1,,,4,0.1212,7,4,5,2,1,4,0.0104,0.1212,,
Brock Bowers,LV,TE,170,No,No,No,147,43,No,Yes,34,0.7907,0.2925,30,0.6977,242,154,42,132,0.2381,0.585,0.1701,28,3.0698,54.6,1.6463,5.6279,-0.683,8.0667,5.1333,1.4,14,73.1565,73.1565,0.2687,24.2,54.2,39.2,54.2,69.2,57.2,42.2,54.2,54.2,54.2,39.2,69.2,54.2,17,,2,0.0667,4,0.093,4,4,1,1,,2,0.0068,0.0465,,
Isaac Guerendo,SF,RB,30,No,No,No,22,5,No,Yes,5,1,0.2273,5,1,24,19,8,5,,0.1364,0.0455,1,1,86.7,1.0909,4.8,-1.4333,4.8,3.8,1.6,2,7.4554,7.4554,0.1852,2.4,7.4,4.9,9.9,7.4,7.4,4.9,7.4,7.4,7.4,4.9,7.4,7.4,16,,,,1,0.2,,,,,,,0.8182,,,
Kenny Yeboah,NYJ,TE,6,No,No,No,4,1,No,Yes,1,1,0.25,1,1,4,7,1,-3,1,,,1,-3,83.3,1,4,-1.8652,4,7,1,,1.5429,1.5429,0.1667,0.4,1.4,0.9,1.4,1.9,1.4,0.9,1.4,1.4,1.4,0.9,1.9,1.4,9,,,,,,,,,,,,,,,
A.J. Brown,PHI,WR,125,No,No,No,118,33,No,Yes,25,0.7576,0.2797,25,0.7576,290,118,44,255,,0.2034,0.7966,28,7.7273,111.9,2.4576,8.7879,1.3497,11.6,4.72,1.76,18,53.4738,53.4738,0.3,35,60,47.5,60,60,63,50.5,60,60,60,47.5,60,60,13,1,7,0.28,,,3,3,2,3,1,,,,,
Luke McCaffrey,WAS,WR,48,No,No,Yes,44,6,Yes,Yes,6,1,0.1364,6,1,49,29,5,20,,0.7727,0.2273,5,3.3333,100.7,1.1136,8.1667,2.0958,8.1667,4.8333,0.8333,3,9.5315,9.5315,0.1304,4.9,10.9,7.9,10.9,10.9,10.9,7.9,10.9,10.9,10.9,7.9,10.9,10.9,17,,1,0.1667,2,0.3333,1,,,,,,,,,
Brock Wright,DET,TE,55,No,No,No,28,2,No,Yes,2,1,0.0714,2,1,7,2,1,12,0.7857,0.0714,0.1071,2,6,120.8,0.25,3.5,-3.4775,3.5,1,0.5,1,5.7827,5.7827,0.0377,6.7,8.7,7.7,8.7,9.7,8.7,7.7,8.7,8.7,8.7,7.7,9.7,8.7,17,1,,,,,2,,1,,1,,0.0357,,,
Deonte Harty,BLT,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
Jamaal Williams,NO,RB,23,No,No,Yes,13,1,No,Yes,1,1,0.0769,1,1,,6,1,-6,,0.3077,,1,-6,79.2,,,-5.0893,,6,1,,4.8697,4.8697,0.0476,,1,0.5,1.5,1,1,0.5,1,1,1,0.5,1,1,14,,,,1,1,,,,,,,0.6923,,,
Brandin Cooks,DAL,WR,54,No,No,Yes,44,9,Yes,Yes,7,0.7778,0.2045,6,0.6667,40,8,2,74,,0.1818,0.8182,9,8.2222,113.2,0.9091,4.4444,-3.0101,6.6667,1.3333,0.3333,3,18.5746,18.5746,0.1765,10,16,13,16,16,16,13,16,16,16,13,16,16,10,1,,,1,0.1111,2,1,2,,1,,,,,
Justin Jefferson,MIN,WR,160,No,No,No,147,51,No,Yes,40,0.7843,0.3469,36,0.7059,292,145,38,270,,0.2653,0.7007,37,5.2941,81.5,1.9864,5.7255,-1.0377,8.1111,4.0278,1.0556,14,99.4772,99.4772,0.3542,41.2,77.2,59.2,77.2,77.2,80.2,62.2,77.2,77.2,77.2,59.2,77.2,77.2,17,2,1,0.0278,8,0.1569,9,7,5,4,2,2,0.034,0.0392,1,
Ryan Miller,TB,WR,37,No,No,Yes,26,6,No,Yes,5,0.8333,0.2308,5,0.8333,60,48,9,25,,0.5385,0.4615,5,4.1667,108.3,2.3077,10,3.4643,12,9.6,1.8,2,9.0184,9.0184,0.1667,6,11,8.5,11,11,11,8.5,11,11,11,8.5,11,11,11,,,,1,0.1667,,1,,1,,,,,,
Rashid Shaheed,NO,WR,53,No,No,No,47,9,No,No,6,0.6667,0.1915,5,0.5556,39,22,6,55,,0.2553,0.7447,9,6.1111,26.9,0.8298,4.3333,-2.8265,7.8,4.4,1.2,1,16.7575,16.7575,0.18,3.9,8.9,6.4,8.9,8.9,8.9,6.4,8.9,8.9,8.9,6.4,8.9,8.9,6,,,,2,0.2222,4,1,2,,,,,,,
Greg Dulcich,NYG,TE,27,No,Yes,No,22,4,No,Yes,3,0.75,0.1818,3,0.75,14,9,2,15,0.2727,0.5909,0.1364,3,3.75,79.2,0.6364,3.5,-3.3799,4.6667,3,0.6667,,5.5986,5.5986,0.1538,1.4,4.4,2.9,4.4,5.9,4.4,2.9,4.4,4.4,4.4,2.9,5.9,4.4,9,,,,1,0.25,,,,,,,,,,
Craig Reynolds,DET,RB,7,No,No,No,4,1,No,Yes,,,0.25,,,,,,3,,,0.25,,3,39.6,,,-6.5094,,,,,1.4274,1.4274,0.1429,,,,,,,,,,,,,,14,,,,,,,,,,,,0.75,,,
Johnny Mundt,MIN,TE,61,No,No,No,52,13,No,Yes,12,0.9231,0.25,10,0.7692,83,62,14,31,0.5962,0.2308,0.1731,4,2.3846,118.4,1.5962,6.3846,0.2023,8.3,6.2,1.4,4,20.5212,20.5212,0.2407,14.3,24.3,19.3,24.3,29.3,24.3,19.3,24.3,24.3,24.3,19.3,29.3,24.3,17,1,2,0.2,1,0.0769,3,1,1,1,1,1,,0.0769,,
Durham Smythe,MIA,TE,51,No,No,No,27,8,No,Yes,6,0.75,0.2963,2,0.25,13,4,1,58,0.6296,0.2593,0.037,5,7.25,39.6,0.4815,1.625,-5.8746,6.5,2,0.5,,14.9669,14.9669,0.1633,1.3,3.3,2.3,3.3,4.3,3.3,2.3,3.3,3.3,3.3,2.3,4.3,3.3,17,,,,,,3,1,2,,,3,0.0741,0.375,,
Xavier Legette,CAR,WR,98,No,Yes,No,85,20,No,Yes,17,0.85,0.2353,15,0.75,119,33,14,135,,0.2706,0.7294,19,6.75,122.7,1.4,5.95,-1.4264,7.9333,2.2,0.9333,8,33.4375,33.4375,0.2151,23.9,38.9,31.4,38.9,38.9,41.9,34.4,38.9,38.9,38.9,31.4,38.9,38.9,16,2,3,0.2,3,0.15,3,1,2,,2,1,,0.05,,
J.J. Taylor,HST,RB,8,No,No,No,6,2,No,Yes,2,1,0.3333,1,0.5,-2,,,-7,,0.1667,0.1667,2,-3.5,56.3,-0.3333,-1,-7.0346,-2,,,,3.0427,3.0427,0.25,-0.2,0.8,0.3,1.3,0.8,0.8,0.3,0.8,0.8,0.8,0.3,0.8,0.8,4,,,,1,0.5,,,,,,1,0.6667,0.5,,
Brandon Johnson,PIT,WR,4,No,No,No,4,1,No,Yes,1,1,0.25,1,1,9,5,2,4,,0.25,0.75,,4,104.2,2.25,9,2.9502,9,5,2,,1.3265,1.3265,0.25,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,3,,,,,,,,,,,,,,,
Alex Bachman,LV,WR,13,No,Yes,Yes,12,1,Yes,Yes,1,1,0.0833,1,1,11,,,11,,0.3333,0.6667,1,11,112.5,0.9167,11,2.6848,11,,,1,1.5019,1.5019,0.0833,1.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,2.1,1.6,2.1,2.1,5,,,,,,,,,,,,,,,
Austin Trammell,JAX,WR,8,No,No,Yes,8,2,No,Yes,2,1,0.25,1,0.5,22,8,2,27,,0.5,0.5,1,13.5,89.6,2.75,11,1.636,22,8,2,1,3.6629,3.6629,0.2857,2.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,3.2,2.7,3.2,3.2,1,,,,,,,1,,,,1,,0.5,,
Kendric Pryor,CIN,WR,2,No,Yes,No,2,1,No,Yes,1,1,0.5,1,1,9,-1,-1,10,,,1,,10,104.2,4.5,9,1.5,9,-1,-1,,1.9113,1.9113,0.5,0.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,1.9,1.4,1.9,1.9,2,,,,,,,,,,,,,,,
Tony Pollard,TEN,RB,112,No,No,No,77,26,No,Yes,23,0.8846,0.3377,20,0.7692,78,122,44,-54,,0.0909,0.0779,16,-2.0769,78.7,1.013,3,-2.8981,3.9,6.1,2.2,4,40.4353,40.4353,0.2476,7.8,27.8,17.8,37.8,27.8,27.8,17.8,27.8,27.8,27.8,17.8,27.8,27.8,16,,2,0.1,9,0.3462,,1,,1,,3,0.8312,0.1154,,
Romeo Doubs,GB,WR,88,Yes,No,No,68,22,No,Yes,19,0.8636,0.3235,17,0.7727,150,40,10,141,,0.1029,0.8971,22,6.4091,57,2.2059,6.8182,-0.1193,8.8235,2.3529,0.5882,11,33.6778,33.6778,0.2619,15,32,23.5,32,32,35,26.5,32,32,32,23.5,32,32,13,,,,1,0.0455,3,3,,3,,2,,0.0909,,
Ray Davis,BUF,RB,35,No,No,No,29,5,No,No,5,1,0.1724,5,1,34,44,17,-10,0.0345,0.0345,0.0345,1,-2,95,1.1724,6.8,1.1547,6.8,8.8,3.4,2,6.9259,6.9259,0.1562,3.4,8.4,5.9,10.9,8.4,8.4,5.9,8.4,8.4,8.4,5.9,8.4,8.4,17,,1,0.2,,,,,,,,,0.8966,,,
DeeJay Dallas,ARZ,RB,3,No,No,No,2,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,1,,,
JuJu Smith-Schuster,KC,WR,69,Yes,No,No,56,12,No,Yes,12,1,0.2143,10,0.8333,86,62,28,42,0.0357,0.4643,0.5,9,3.5,124.3,1.5357,7.1667,1.0112,8.6,6.2,2.8,5,25.6468,25.6468,0.1875,14.6,24.6,19.6,24.6,24.6,24.6,19.6,24.6,24.6,24.6,19.6,24.6,24.6,14,1,2,0.2,3,0.25,3,2,1,1,,1,,0.0833,,
Ladd McConkey,LAC,WR,89,No,No,No,75,23,No,Yes,21,0.913,0.3067,19,0.8261,251,97,31,180,,0.7067,0.2933,19,7.8261,141.1,3.3467,10.913,3.4725,13.2105,5.1053,1.6316,11,41.6332,41.6332,0.284,37.1,56.1,46.6,56.1,56.1,59.1,49.6,56.1,56.1,56.1,46.6,56.1,56.1,16,2,5,0.2632,,,2,3,1,3,1,2,,0.087,,
Chig Okonkwo,TEN,TE,114,No,No,No,97,21,No,Yes,20,0.9524,0.2165,19,0.9048,114,70,31,65,0.3814,0.4227,0.1546,16,3.0952,69.4,1.1753,5.4286,-1.1616,6,3.6842,1.6316,5,33.9106,33.9106,0.1981,11.4,30.4,20.9,30.4,39.9,33.4,23.9,30.4,30.4,30.4,20.9,39.9,30.4,17,,3,0.1579,4,0.1905,,2,,1,,,0.0412,,,
Gerald Everett,CHI,TE,37,No,Yes,Yes,23,4,No,No,4,1,0.1739,4,1,12,17,3,-5,0.3043,0.3913,0.1739,3,-1.25,79.2,0.5217,3,-2.9652,3,4.25,0.75,,5.6605,5.6605,0.1111,1.2,5.2,3.2,5.2,7.2,5.2,3.2,5.2,5.2,5.2,3.2,7.2,5.2,17,,,,2,0.5,,,,,,,0.1304,,,
Lucas Krull,DEN,TE,54,Yes,No,No,38,3,No,Yes,3,1,0.0789,2,0.6667,18,,1,22,0.4737,0.3684,0.1316,2,7.3333,82.6,0.4737,6,-1.4717,9,,0.5,1,3.9335,3.9335,0.0566,1.8,3.8,2.8,3.8,4.8,3.8,2.8,3.8,3.8,3.8,2.8,4.8,3.8,13,,,,,,,1,,,,,0.0263,,,
