"Rank","Season","Player","Team","Pos.","Cov. Snaps","Tgts","Points Saved","PS Per Play","Points Above Avg","PAA Per Play","EPA","EPA/Tgt","Positive%","PAR","WAR","Boom%","Bust%"
"[object Object]","2025","Nick Bolton","Chiefs","LB","466","33","4.66","0.011","-10.43","-0.024","11.69","0.35","48.5%","-9.1","-0.3","33.3%","12.1%"
"[object Object]","2025","Tremaine Edmunds","Bears","LB","396","40","4.49","0.012","-8.02","-0.021","6.02","0.15","60.0%","-6.8","-0.2","22.5%","15.0%"
"[object Object]","2025","Darien Porter","Raiders","CB","295","28","4.48","0.015","-5.00","-0.017","8.49","0.30","53.6%","-2.7","-0.1","42.9%","21.4%"
"[object Object]","2025","Benjamin Morrison","Buccaneers","CB","227","33","4.31","0.019","-3.91","-0.017","9.35","0.28","45.5%","-2.2","-0.1","39.4%","18.2%"
"[object Object]","2025","Quan Martin","Commanders","S","519","30","4.02","0.008","-12.69","-0.025","20.46","0.68","63.3%","-9.9","-0.3","46.7%","10.0%"
"[object Object]","2025","Jalyn Armour-Davis","Titans","CB","286","26","3.85","0.014","-6.22","-0.022","15.57","0.60","65.4%","-3.9","-0.1","46.2%","11.5%"
"[object Object]","2025","Max Melton","Cardinals","CB","240","35","3.82","0.016","-4.13","-0.017","19.48","0.56","54.3%","-2.3","-0.1","37.1%","8.6%"
"[object Object]","2025","Tyrique Stevenson","Bears","CB","331","47","3.79","0.012","-7.37","-0.023","18.55","0.39","51.1%","-5.0","-0.2","34.0%","12.8%"
"[object Object]","2025","Paulson Adebo","Giants","CB","426","73","3.62","0.009","-10.31","-0.024","19.49","0.27","56.2%","-7.1","-0.2","28.8%","11.0%"
"[object Object]","2025","Tyrel Dodson","Dolphins","LB","435","31","3.50","0.009","-10.18","-0.025","1.85","0.06","48.4%","-8.8","-0.3","25.8%","19.4%"
"[object Object]","2025","Nick Cross","Colts","S","609","42","3.49","0.006","-15.12","-0.025","14.72","0.35","54.8%","-12.0","-0.4","42.9%","19.0%"
"[object Object]","2025","Trey Amos","Commanders","CB","280","34","3.35","0.012","-5.86","-0.021","2.32","0.07","52.9%","-3.5","-0.1","23.5%","14.7%"
"[object Object]","2025","Amani Hooker","Titans","S","500","35","2.89","0.006","-14.02","-0.029","19.11","0.55","57.1%","-11.7","-0.4","40.0%","14.3%"
"[object Object]","2025","Darrell Baker Jr.","Titans","CB","419","52","2.80","0.007","-11.83","-0.028","25.05","0.48","53.8%","-8.8","-0.3","38.5%","15.4%"
"[object Object]","2025","Upton Stout","49ers","CB","360","44","2.46","0.007","-9.88","-0.028","15.23","0.35","56.8%","-7.2","-0.2","38.6%","20.5%"
"[object Object]","2025","Logan Wilson","2 teams","LB","313","24","2.35","0.008","-7.24","-0.024","9.23","0.38","62.5%","-6.1","-0.2","37.5%","8.3%"
"[object Object]","2025","Myles Harden","Browns","CB","319","40","2.34","0.007","-8.59","-0.027","-2.30","-0.06","47.5%","-6.1","-0.2","42.5%","32.5%"
"[object Object]","2025","Jarvis Brownlee Jr.","2 teams","CB","238","30","1.13","0.005","-6.59","-0.028","5.01","0.17","50.0%","-4.8","-0.1","30.0%","16.7%"
"[object Object]","2025","Deonte Banks","Giants","CB","257","31","1.04","0.004","-7.37","-0.029","23.10","0.75","61.3%","-5.6","-0.2","41.9%","9.7%"
"[object Object]","2025","Marlon Humphrey","Ravens","CB","525","68","0.29","0.001","-16.13","-0.031","34.55","0.51","55.9%","-12.3","-0.4","39.7%","13.2%"
"[object Object]","2025","Denzel Burke","Cardinals","CB","380","47","0.07","0.000","-11.71","-0.031","8.73","0.19","51.1%","-8.8","-0.3","29.8%","17.0%"
"[object Object]","2025","Quincy Williams","Jets","LB","352","29","0.00","0.000","-10.41","-0.032","3.46","0.12","44.8%","-9.8","-0.3","20.7%","13.8%"
"[object Object]","2025","Darius Slay","Steelers","CB","308","31","-0.22","-0.001","-9.27","-0.030","12.73","0.41","58.1%","-6.9","-0.2","29.0%","6.5%"
"[object Object]","2025","Shavon Revel Jr.","Cowboys","CB","191","31","-0.24","-0.001","-7.34","-0.039","17.91","0.58","61.3%","-5.9","-0.2","38.7%","6.5%"
"[object Object]","2025","Patrick Queen","Steelers","LB","598","42","-0.30","-0.001","-18.07","-0.032","8.19","0.20","42.9%","-16.3","-0.5","26.2%","21.4%"
"[object Object]","2025","Marques Sigle","49ers","S","219","23","-1.19","-0.005","-8.44","-0.039","21.34","0.93","60.9%","-7.3","-0.2","47.8%","4.3%"
"[object Object]","2025","Barrett Carter","Bengals","LB","389","35","-2.89","-0.008","-15.23","-0.042","18.12","0.52","65.7%","-14.2","-0.4","31.4%","8.6%"
"[object Object]","2025","SirVocea Dennis","Buccaneers","LB","488","34","-3.07","-0.007","-18.78","-0.041","18.69","0.55","67.6%","-17.3","-0.5","35.3%","5.9%"
"[object Object]","2025","Akeem Davis-Gaither","Cardinals","LB","358","30","-4.86","-0.014","-15.76","-0.046","10.18","0.34","60.0%","-14.7","-0.5","36.7%","16.7%"
"[object Object]","2025","L'Jarius Sneed","Titans","CB","187","22","-6.55","-0.035","-12.81","-0.069","17.52","0.80","54.5%","-11.4","-0.4","40.9%","22.7%"
