targets,grades_pass_block,grades_offense,yards_after_contact,explosive,grades_pass_route,draft_season,elu_rush_mtf,breakaway_attempts,designed_yards,team_name,yprr,breakaway_percent,fumbles,first_downs,elusive_rating,jersey_number,breakaway_yards,player_game_count,eligible_season,total_touches,scramble_yards,yco_attempt,yards,grades_run_block,receptions,zone_attempts,scrambles,grades_run,penalties,attempts,elu_yco,elu_recv_mtf,team,declined_penalties,ypa,drops,position,grades_hands_fumble,longest,routes,player,franchise_id,rec_yards,gap_attempts,run_plays,avoided_tackles,grades_offense_penalty,player_id,touchdowns,grades_pass
0,,58.4,126,6,,2025,0,0,2,TEN,,0,11,15,0,01,0,17,2025,15,157,3.23,159,60.4,0,3,24,70.1,3,39,5,0,TEN,0,4.1,0,QB,30,20,0,Cam Ward,31,0,1,344,5,67.2,133244,2,56.4
1,82.1,56.9,65,5,52.5,2025,4,1,129,DAL,0.21,20.9,1,7,17.5,23,27,5,2025,39,0,1.71,129,60,1,23,0,59,1,38,65,0,DAL,0,3.4,0,HB,39,27,24,Jaydon Blue,9,5,13,47,4,0,157303,1,
0,,71.1,114,5,,2016,0,0,19,ARZ,,0,5,16,0,07,0,14,2016,16,149,3,168,60.8,0,3,22,68.9,3,38,9,0,ARZ,0,4.4,0,QB,52.2,15,0,Jacoby Brissett,1,0,0,231,5,75.3,10725,1,69.1
0,,61.8,126,8,60,2024,1,0,25,MIN,0,0,6,12,3.8,09,0,10,2024,20,156,3.41,181,60.1,0,3,17,71.6,6,37,15,0,MIN,0,4.9,0,QB,28.3,26,1,J.J. McCarthy,18,0,1,212,10,7,144918,4,60.1
0,,76.7,14,3,,2021,0,0,5,SF,,0,4,13,0,10,0,12,2021,28,62,0.38,67,60.1,0,0,9,66.9,3,37,7,0,SF,0,1.8,0,QB,72.4,13,0,Mac Jones,28,0,1,220,1,49.6,60323,0,75.4
0,,92,30,1,,2009,0,0,-22,LA,,0,10,3,0,09,0,20,2009,25,38,0.88,16,60,0,0,9,37.4,5,34,18,0,LA,0,0.5,0,QB,62.9,13,0,Matthew Stafford,26,0,1,534,0,73.1,4924,0,91.7
9,29.2,63.7,69,1,73.4,2017,8,0,95,ARZ,0.93,0,1,7,64.7,06,0,3,2017,40,0,2.16,95,60,8,5,0,64.5,1,32,69,4,ARZ,1,3,0,HB,36.5,12,41,James Conner,1,38,26,38,8,0,11860,1,
15,74.3,71.4,95,3,85,2023,5,0,114,MIN,1.69,0,2,6,45.2,36,0,9,2023,46,0,2.97,114,,14,19,0,60,0,32,95,2,MIN,0,3.6,0,HB,24.5,11,58,Zavier Scott,18,98,10,31,5,82.6,55123,0,
2,,70,134,5,57.1,2024,2,0,61,NO,0,0,4,17,21.3,02,0,9,2024,17,106,4.32,167,60.8,1,2,15,76.9,3,31,29,0,NO,0,5.4,0,QB,44.8,15,2,Spencer Rattler,20,0,8,174,5,66.1,97408,0,66.1
14,57,62.3,104,4,62.7,2024,10,2,160,ARZ,0.89,50.6,0,4,119.5,33,81,4,2024,42,0,3.59,160,57.9,13,9,0,62.1,0,29,104,4,ARZ,0,5.5,0,HB,80.8,52,72,Trey Benson,1,64,20,40,10,81.9,131705,0,
0,,72.2,90,6,,2019,0,0,28,ARZ,,0,1,10,0,01,0,5,2019,12,145,3.1,173,60,0,3,17,71.4,4,29,21,0,ARZ,0,6,0,QB,90.2,30,0,Kyler Murray,1,0,6,107,7,55.1,38334,1,69.5
18,70.8,69.5,86,4,52.6,2023,6,1,122,GB,0.85,13.1,0,6,80.4,30,16,18,2023,42,0,3.07,122,86.8,14,17,0,73.6,0,28,86,5,GB,0,4.4,2,HB,80.2,16,120,Chris Brooks,12,102,9,65,6,87.8,83644,0,
2,8.4,40.2,65,0,38.9,2025,4,0,69,PIT,0.56,0,0,2,32,20,0,10,2025,29,0,2.32,69,60,1,22,0,49.4,1,28,65,0,PIT,0,2.5,1,HB,34.4,9,16,Kaleb Johnson,25,9,6,33,4,0,156419,0,
4,77.5,73.6,84,1,74,2025,5,0,92,CLV,1.11,0,0,7,83,35,0,4,2025,30,0,3.11,92,59.7,3,16,0,69.9,0,27,84,3,CLV,0,3.4,0,HB,79.4,14,19,Raheim Sanders,8,21,10,35,5,76.6,146626,1,
0,,60.7,115,5,,2011,0,0,2,NYJ,,0,1,10,0,02,0,6,2011,5,141,4.26,143,60,0,2,22,65.9,2,27,2,0,NYJ,0,5.3,0,QB,89.4,15,0,Tyrod Taylor,22,0,0,73,7,84.2,6332,1,58.2
7,52.9,62.4,71,0,82.6,2024,5,0,83,SEA,1.32,0,1,6,55.8,36,0,6,2024,33,0,2.63,83,60,6,21,0,56.3,0,27,71,2,SEA,0,3.1,0,HB,44.9,9,37,George Holani,29,49,6,33,5,79.2,72154,1,
2,15.4,52.2,69,2,30.4,2025,2,0,96,IND,0,0,0,5,20.4,21,0,9,2025,26,0,2.65,96,60,0,11,0,61.3,0,26,69,0,IND,0,3.7,1,HB,78.9,12,22,DJ Giddens,14,0,15,41,2,79.9,144595,0,
3,78.2,55.1,69,3,51.9,2020,1,2,106,NE,0.33,34,1,6,10.2,04,36,5,2020,27,0,2.76,106,60,2,13,0,56.4,0,25,69,0,NE,0,4.2,0,HB,23.9,21,18,Antonio Gibson,19,6,9,29,1,77.3,78050,1,
30,52.9,55.4,66,2,49.4,2022,2,0,73,CLV,0.61,0,0,5,27.5,34,0,13,2022,50,0,2.75,73,60,26,13,0,59.5,0,24,66,3,CLV,0,3,3,HB,83.8,12,169,Jerome Ford,8,103,9,25,2,89.4,83601,0,
12,80.8,57.9,61,2,50.2,2025,3,0,97,JAX,0.41,0,0,5,21.8,36,0,18,2025,35,0,2.54,97,44.8,11,16,0,58.8,0,24,61,0,JAX,0,4,0,HB,85,12,152,LeQuint Allen,15,63,8,46,3,87.5,158290,0,
0,,79.1,45,6,,2020,2,1,67,BLT,,16.6,0,11,24.2,05,25,5,2020,17,84,1.88,151,60.3,0,4,7,86.5,1,24,35,0,BLT,0,6.3,0,QB,85.6,29,0,Tyler Huntley,3,0,1,112,2,83.3,46448,0,68.8
1,74.6,65.2,53,2,75.6,2024,1,0,73,NE,2.25,0,0,8,9.6,26,0,5,2024,24,0,2.3,73,60,1,4,0,62.1,0,23,53,0,NE,0,3.2,0,HB,78.8,11,4,Terrell Jennings,19,9,19,31,1,73.9,102408,1,
0,,92.3,60,7,,2022,1,2,56,GB,,30.9,2,9,7.7,02,38,4,2022,13,67,2.73,123,60,0,5,9,80.3,0,22,13,0,GB,0,5.6,0,QB,42,22,0,Malik Willis,12,0,0,48,5,80.5,60341,2,90.8
12,45.9,56.9,79,3,66.8,2015,2,1,104,LV,0.86,35.6,0,5,42.2,31,37,12,2015,34,0,3.59,104,60,12,17,0,52.4,0,22,79,2,LV,0,4.7,0,HB,84.5,37,81,Raheem Mostert,23,70,3,28,2,85,9783,0,
0,,44.1,135,7,,2025,0,0,2,CLV,,0,2,7,0,12,0,8,2025,3,167,6.43,169,60.1,0,1,18,67.9,7,21,6,0,CLV,0,8,0,QB,48.7,16,0,Shedeur Sanders,8,0,0,163,6,17.2,131396,1,42.3
1,,68,24,2,,2005,0,0,-7,PIT,,0,6,3,0,08,0,17,2005,10,68,1.14,61,60.6,1,0,12,42.7,6,21,0,0,PIT,0,2.9,0,QB,52.9,20,0,Aaron Rodgers,25,-9,0,357,0,54.2,2241,1,68.8
3,69.2,68.6,63,3,54.1,2025,3,1,98,CAR,0.65,22.4,0,6,62.5,23,22,15,2025,24,0,3,98,62.5,3,9,0,72,0,21,63,2,CAR,0,4.7,0,HB,66.1,22,20,Trevor Etienne,5,13,11,43,3,80.2,157730,0,
0,,68,24,2,,2008,0,0,5,CIN,,0,3,9,0,16,0,13,2008,17,30,1.14,35,60.3,0,1,4,76.1,8,21,6,0,CIN,1,1.7,0,QB,60.2,13,0,Joe Flacco,7,0,0,223,1,10.8,4332,1,66.8
0,,59.3,34,2,,2024,0,0,-7,ATL,,0,4,5,0,09,0,9,2024,8,77,1.62,70,60.1,0,0,13,66.2,7,21,0,0,ATL,0,3.3,0,QB,73.1,15,0,Michael Penix Jr.,2,0,1,228,2,50,82134,1,58
8,36.8,66.7,60,1,76.3,2019,3,1,117,DAL,1.2,41.9,1,5,64.3,24,49,4,2019,28,0,3,117,60,8,10,0,65.9,0,20,60,3,DAL,0,5.9,0,HB,29.2,49,25,Miles Sanders,9,30,9,23,3,79.6,40555,1,
0,,62.1,9,0,60,2020,0,0,-3,MIA,0,0,8,1,0,01,0,14,2020,8,46,0.45,43,60,0,2,12,27,4,20,5,0,MIA,0,2.2,0,QB,45.4,8,1,Tua Tagovailoa,17,0,1,310,0,60.6,60326,0,65.8
0,,77.7,14,1,61.7,2016,0,0,-3,DET,0,0,6,5,0,16,0,17,2016,14,48,0.74,45,60.7,0,0,5,52.6,5,19,12,0,DET,0,2.4,0,QB,69.6,24,4,Jared Goff,11,0,1,431,0,68.9,10635,0,76.8
1,27.5,51.5,36,0,49.9,2023,0,0,48,NO,0.17,0,0,2,0,34,0,6,2023,20,0,1.89,48,60.3,1,10,0,55.9,0,19,36,0,NO,0,2.5,0,HB,79.8,8,36,Evan Hull,20,6,9,28,0,80.6,97302,0,
3,83.9,50.1,46,1,41.9,2024,1,1,76,NYJ,0.85,19.7,1,4,25.6,00,15,4,2024,20,0,2.56,76,69.1,2,14,0,49.8,0,18,46,1,NYJ,0,4.2,1,HB,27.6,15,20,Braelon Allen,22,17,2,30,1,79.6,145159,1,
0,,63.3,32,4,,2012,0,0,15,NYG,,0,3,6,0,03,0,6,2012,6,91,1.78,106,60,0,1,12,56.5,4,18,9,0,NYG,2,5.9,0,QB,27.9,15,0,Russell Wilson,21,0,1,68,1,83.7,7077,0,63.5
27,37.5,63.7,88,1,62.1,2019,2,1,93,BLT,1.34,76.3,1,4,137.9,43,71,10,2019,39,0,4.89,93,74.7,21,11,0,69.6,0,18,88,9,BLT,0,5.2,1,HB,39.1,71,126,Justice Hill,3,169,5,45,2,87.2,45865,2,
37,67.1,61.6,48,1,64.7,2022,6,1,89,DAL,1.65,28.1,1,3,78.8,09,25,15,2019,43,0,2.82,89,48.9,26,2,0,46.8,1,17,48,6,DAL,1,5.2,4,WR,74.7,25,240,KaVontae Turpin,9,396,4,113,6,83.7,47658,0,
4,44.2,58.5,49,1,57.2,2022,1,0,47,LAC,0.31,0,0,4,27.5,28,0,10,2022,21,0,2.88,47,71.6,4,8,0,58.4,0,17,49,1,LAC,0,2.8,0,HB,79.8,10,42,Hassan Haskins,27,13,9,23,1,80.3,83701,0,
4,66,61.8,48,0,67.5,2022,1,0,47,MIN,0.69,0,0,1,14.1,32,0,2,2022,20,0,2.82,47,60,3,13,0,59.8,0,17,48,0,MIN,0,2.8,0,HB,78.2,5,16,Ty Chandler,18,11,4,20,1,75.3,62942,0,
62,,60.9,85,3,62.9,2024,6,1,110,MIA,0.86,16.4,1,5,150.8,06,18,17,2024,63,0,5,110,43.9,46,4,0,59.5,2,17,85,13,MIA,0,6.5,1,WR,72.4,18,368,Malik Washington,17,317,2,179,6,52.4,97108,1,
0,,36,96,5,,2021,0,0,10,LAC,,0,1,5,0,05,0,4,2021,10,75,5.65,85,60,0,3,7,66.5,1,17,20,0,LAC,0,5,0,QB,50.7,22,0,Trey Lance,27,0,2,28,6,3.6,91399,0,31.3
99,61.8,69.4,57,2,70.3,2019,4,2,75,WAS,1.66,64,2,4,79.1,01,48,16,2019,89,0,3.35,75,53.6,72,1,0,58.8,5,17,57,17,WAS,1,4.4,5,WR,28.8,29,437,Deebo Samuel,32,727,9,234,4,74.9,48274,1,
95,74.7,67.8,33,3,67.9,2018,1,1,82,CHI,1.24,20.7,1,6,14.9,02,17,19,2018,78,0,1.94,82,61,61,4,0,69.8,8,17,33,5,CHI,0,4.8,3,WR,82.5,17,642,DJ Moore,6,798,6,421,1,40.9,48267,1,68.9
0,80.2,78.2,63,1,58.1,2024,3,1,78,HST,0,25.6,0,5,65.4,44,20,13,2024,17,0,3.71,78,59.8,0,6,0,74.5,0,17,63,0,HST,0,4.6,0,FB,76.2,20,2,British Brooks,13,0,7,60,3,80.7,77714,0,
15,54.3,60.5,45,0,70.6,2023,1,0,71,DAL,1.28,0,0,6,58.2,40,0,17,2023,29,0,2.81,71,45.4,13,9,0,65.3,0,16,45,5,DAL,0,4.4,1,FB,78,9,85,Hunter Luepke,9,109,2,122,1,88.3,91319,0,
2,2.9,48.7,32,0,59.6,2025,2,0,45,CIN,0.45,0,0,1,23.5,25,0,7,2025,17,0,2,45,60,1,12,0,56.8,0,16,32,0,CIN,0,2.8,0,HB,79.9,7,20,Tahj Brooks,7,9,4,24,2,76.9,123133,0,
3,77,61.8,37,0,31.9,2021,2,0,52,NYJ,0.22,0,0,2,27.2,31,0,3,2021,17,0,2.31,52,60,1,14,0,67.3,0,16,37,0,NYJ,0,3.3,1,HB,76.5,7,18,Khalil Herbert,22,4,1,19,2,77,41668,0,
200,79.7,96.1,98,4,96.2,2023,5,2,129,LA,3.57,48.8,1,7,123.2,12,63,19,2023,169,0,6.13,129,76.3,153,2,0,61.6,1,16,98,29,LA,0,8.1,5,WR,70,45,574,Puka Nacua,26,2047,0,295,5,78.8,100632,2,
3,26.2,81.4,55,0,70.3,2021,2,0,61,LAC,1.39,0,0,3,81.5,22,0,3,2021,18,0,3.67,61,60,3,7,0,83.9,0,15,55,2,LAC,0,4.1,0,HB,76.4,7,18,Najee Harris,27,25,7,19,2,75.3,57121,0,
4,57.7,74.3,11,1,61.1,2022,0,1,43,PIT,1.11,67.4,0,11,0,83,29,17,2022,18,0,0.73,43,55.3,3,1,0,82.1,0,15,11,0,PIT,0,2.9,0,TE,76.7,29,19,Connor Heyward,25,21,0,65,0,81.2,57301,2,
0,,91.8,19,0,,2020,0,0,12,CIN,,0,0,5,0,09,0,8,2020,5,29,1.36,41,60,0,0,9,59,4,14,2,0,CIN,0,2.9,0,QB,90.7,9,0,Joe Burrow,7,0,0,175,0,86.8,28022,0,91.3
11,37.2,54.9,36,1,63.1,2024,0,1,49,PHI,0.78,40.8,0,4,0,28,20,16,2024,24,0,2.57,49,78.2,10,8,0,45.1,0,14,36,0,PHI,0,3.5,1,HB,47.3,20,79,Will Shipley,24,62,5,21,0,84.8,144138,0,
0,22.5,53.3,30,0,53.2,2019,1,0,25,NE,0,0,0,0,15.3,34,0,6,2019,14,0,2.14,25,60,0,8,0,58.8,0,14,30,0,NE,0,1.8,0,HB,80.6,5,17,D'Ernest Johnson,19,0,6,20,1,78.1,45734,0,
7,67,56.2,33,0,59.5,2017,0,0,43,WAS,0.95,0,0,3,24.8,30,0,2,2017,19,0,2.36,43,58.8,5,6,0,56.6,1,14,33,2,WAS,0,3.1,0,HB,76.3,6,40,Austin Ekeler,32,38,7,17,0,0,12164,0,
1,7.1,36.7,31,1,27.5,2022,2,0,36,KC,0,0,0,1,31.6,25,0,3,2022,14,0,2.21,36,60,0,6,0,51.6,0,14,31,0,KC,0,2.6,1,HB,77.1,10,7,Dameon Pierce,16,0,8,19,2,74.3,83659,0,
17,44.2,70.5,49,1,81.7,2015,4,0,60,IND,1.71,0,0,3,116.7,26,0,13,2015,30,0,3.5,60,56.3,16,12,0,66.1,0,14,49,6,IND,0,4.3,0,HB,43.2,14,58,Ameer Abdullah,14,99,2,19,4,81,9487,1,
0,,76,5,0,,2012,0,0,-1,ATL,,0,3,4,0,18,0,10,2012,12,8,0.36,7,60.1,0,0,2,66.3,5,14,3,0,ATL,0,0.5,0,QB,68.4,6,0,Kirk Cousins,2,0,1,241,0,30.5,7102,1,75
0,,49,37,3,60,2025,1,0,-3,CLV,0,0,0,4,33.3,08,0,10,2025,3,89,2.64,86,60,0,1,11,58.8,5,14,3,0,CLV,0,6.1,0,QB,90.2,19,1,Dillon Gabriel,8,0,1,139,2,7.3,86272,0,49.6
1,6.1,63.6,37,1,52.1,2021,2,1,49,NYJ,0,32.7,0,2,43.8,34,16,4,2021,13,0,2.85,49,60,0,9,0,70,0,13,37,0,NYJ,0,3.8,0,HB,81.6,16,13,Kene Nwangwu,22,0,4,15,2,80.2,40547,0,
0,,64,14,3,58.9,2021,0,0,2,HST,0,0,1,2,0,10,0,6,2021,6,58,1.08,60,60,0,1,7,43.6,3,13,3,0,HST,0,4.6,0,QB,57.9,14,1,Davis Mills,13,0,0,108,1,0,52269,1,67.6
13,,70.3,106,6,65.1,2024,8,3,127,CLV,1.04,49.6,0,6,407.7,83,63,13,2024,24,0,8.15,127,61,11,0,0,78.5,0,13,106,4,CLV,0,9.8,0,WR,82.9,31,76,Malachi Corley,8,79,1,112,8,83.3,66272,0,
99,62.3,66.4,41,4,67.6,2022,2,2,91,SEA,1.36,67,1,4,16.8,22,61,21,2022,75,0,3.15,91,32,62,2,0,72.8,3,13,41,2,SEA,0,7,0,WR,60,31,562,Rashid Shaheed,29,765,3,211,2,50.3,63707,0,
0,,32.4,23,2,,2025,0,0,5,NYJ,,0,3,4,0,04,0,5,2025,6,44,1.77,49,60,0,0,7,50.4,1,13,2,0,NYJ,0,3.8,0,QB,39.2,12,0,Brady Cook,22,0,1,111,2,84.8,124199,0,32.7
0,,70.6,0,0,,2017,0,0,-8,JAX,,0,0,0,0,14,0,5,2017,12,0,0,-8,60,0,0,0,62.8,0,12,0,0,JAX,0,-0.7,0,QB,75.1,0,0,Nick Mullens,15,0,0,33,0,76.8,12282,0,71.2
3,12.8,56,37,0,33.1,2025,4,0,58,ARZ,1,0,0,4,88.1,37,0,4,2025,14,0,3.08,58,72.4,2,5,0,62,0,12,37,0,ARZ,0,4.8,1,HB,75.4,9,15,Corey Kiner,1,15,7,12,4,73.8,86392,0,
0,,52.9,28,2,,2008,0,0,1,WAS,,0,2,4,0,14,0,5,2008,4,54,2.33,55,60.3,0,1,8,47.3,0,12,2,0,WAS,0,4.6,0,QB,26.6,13,0,Josh Johnson,32,0,1,66,3,82,4474,1,55.4
6,57.7,51.6,27,0,58.4,2022,2,0,32,LV,0.8,0,0,1,28.1,03,0,5,2022,16,0,2.25,32,60,4,11,0,48.8,0,12,27,0,LV,0,2.7,0,HB,79.8,9,30,Zamir White,23,24,1,16,2,79.6,83665,0,
3,71.3,54.7,40,1,45.8,2020,2,0,60,PHI,1.17,0,1,4,44.4,29,0,7,2020,15,0,3.33,60,60,3,5,0,56.8,0,12,40,0,PHI,0,5,0,HB,23.8,11,18,AJ Dillon,24,21,6,23,2,81.4,57165,0,
65,,67.5,35,2,67.6,2023,3,1,78,DEN,1.4,20.5,1,3,33.5,19,16,17,2023,61,0,2.92,78,52,49,0,0,62.5,0,12,35,4,DEN,0,6.5,1,WR,75.1,16,340,Marvin Mims Jr.,10,477,3,106,3,88.7,122937,1,
73,24.1,61.4,34,0,65.1,2025,3,0,18,TEN,1.02,0,0,0,26.2,17,0,17,2025,59,0,3.09,18,35.7,48,0,0,49.9,4,11,34,2,TEN,1,1.6,2,WR,79.6,9,414,Chimere Dike,31,423,2,189,3,55.8,129918,0,
10,,60.2,17,1,62.5,2025,3,1,37,GB,1.81,43.2,1,1,36.8,83,16,12,2025,21,0,1.55,37,56.9,10,3,0,55.7,0,11,17,2,GB,0,3.4,0,WR,45.2,16,43,Savion Williams,12,78,5,47,3,82.9,123101,0,
13,52.5,48.6,26,0,46.3,2017,1,0,25,HST,1.15,0,1,1,22.5,33,0,16,2017,21,0,2.36,25,,10,6,0,49.7,0,11,26,1,HST,0,2.3,1,HB,25.3,9,66,Dare Ogunbowale,13,76,3,11,1,85.4,12329,1,
72,,67,12,3,66.3,2024,1,2,87,KC,1.25,59.8,0,4,18.5,01,52,14,2024,53,0,1.09,87,60.7,42,0,0,61.1,1,11,12,8,KC,0,7.9,2,WR,81.7,35,424,Xavier Worthy,16,532,2,190,1,89.4,144718,0,
2,26.3,60.8,18,1,52.2,2022,0,1,40,TEN,0,67.5,0,4,0,36,27,10,2022,11,0,1.64,40,40.4,0,3,0,71.1,0,11,18,0,TEN,0,3.6,0,HB,75.7,27,19,Julius Chestnut,31,0,7,18,0,76.7,109239,0,
0,,50.4,52,3,56.7,2016,0,0,0,MIN,0,0,3,3,0,11,0,5,2016,2,57,4.73,57,60.3,0,0,9,62.7,3,11,0,0,MIN,0,5.2,0,QB,43.4,16,1,Carson Wentz,18,0,0,88,3,53.4,10636,0,50
90,,65.9,23,1,65.7,2023,2,0,51,LV,1.2,0,0,1,33.8,01,0,17,2023,68,0,2.09,51,59,57,0,0,60.9,4,11,23,9,LV,0,4.6,5,WR,84.3,10,582,Tre Tucker,23,696,0,324,2,79.3,101106,0,
71,67.3,74.6,9,0,72.7,2024,0,0,16,SEA,1.35,0,3,10,8.3,88,0,20,2024,69,0,0.82,16,67.6,58,0,0,89.5,6,11,9,7,SEA,1,1.5,2,TE,23.3,2,434,AJ Barner,29,586,0,444,0,57.3,129433,1,
8,86.2,50,28,1,53.6,2021,1,1,47,DEN,0.83,38.3,0,8,15,46,18,19,2021,17,0,2.55,47,44.5,6,1,0,55.5,0,11,28,0,DEN,0,4.3,1,FB,75.3,18,64,Adam Prentice,10,53,0,141,1,85,35639,0,
0,65.8,62.6,15,1,59.2,2022,0,1,42,SEA,0,59.5,0,1,0,32,25,5,2022,10,0,1.5,42,59.8,0,5,0,62.2,0,10,15,0,SEA,0,4.2,0,HB,78,25,2,Velus Jones Jr.,29,0,5,17,0,74.7,40573,0,
65,50.2,64.4,6,1,61.6,2018,0,1,48,BLT,1.23,72.9,1,7,3.1,89,35,17,2018,58,0,0.6,48,67.1,48,0,0,82.9,7,10,6,3,BLT,1,4.8,3,TE,44.6,35,344,Mark Andrews,3,422,0,240,0,61,47436,1,
0,,64,8,0,,2017,0,0,-7,NE,,0,0,0,0,11,0,4,2017,9,2,0.8,-5,60,0,0,1,56.1,0,10,0,0,NE,0,-0.5,0,QB,76.3,2,0,Joshua Dobbs,19,0,0,31,1,77.4,11890,0,66.5
117,,79.6,37,2,81.6,2023,5,1,62,BLT,2.53,29,4,3,80.9,04,18,17,2023,96,0,3.7,62,60.1,86,0,0,52.8,5,10,37,16,BLT,2,6.2,5,WR,23.5,18,479,Zay Flowers,3,1211,4,367,5,54.6,97268,1,
8,50.1,59.7,32,1,63.5,2019,3,0,36,CLV,1.06,0,0,3,53.3,38,0,5,2019,18,0,3.2,36,60,8,8,0,58,0,10,32,0,CLV,0,3.6,0,HB,79.1,11,52,Trayveon Williams,8,55,2,14,3,82.4,45775,0,
46,66.4,70.5,49,0,72.7,2025,3,0,49,GB,1.53,0,0,3,102.6,00,0,15,2025,43,0,4.9,49,47.1,33,1,0,54.3,0,10,49,6,GB,0,4.9,1,WR,81.6,9,291,Matthew Golden,12,445,0,178,3,86.8,156165,0,
0,,60.9,33,2,,2025,1,0,60,ATL,,0,1,3,40.7,38,0,4,2025,9,0,3.67,60,60,0,7,0,60.4,0,9,33,0,ATL,0,6.7,0,HB,20.8,12,0,Nate Carter,2,0,2,12,1,71.5,147376,0,
57,51.8,46.8,51,3,49.4,2017,3,1,70,PIT,0.69,28.6,1,3,115.6,81,20,18,2017,49,0,5.67,70,45.2,40,3,0,68,6,9,51,7,PIT,1,7.8,2,TE,36.7,20,318,Jonnu Smith,25,221,1,206,3,26.2,11855,1,
0,,79.8,5,0,,2017,0,0,-7,BUF,,0,0,0,0,11,0,4,2017,7,13,0.56,6,60.3,0,0,2,66.6,0,9,0,0,BUF,0,0.7,0,QB,80.3,9,0,Mitch Trubisky,4,0,0,59,0,80.8,11757,0,77.7
30,76.6,59.2,22,0,48.6,2022,1,0,27,DEN,0.97,0,0,2,25.3,28,0,18,2022,29,0,2.44,27,58.6,20,7,0,66.9,1,9,22,2,DEN,0,3,4,HB,82.8,7,152,Tyler Badie,10,148,1,16,1,23.9,83714,0,
3,75,52,14,0,53.3,2022,1,0,24,IND,0.36,0,0,0,14.1,31,0,9,2022,11,0,1.56,24,60.2,2,2,0,51.2,0,9,14,0,IND,0,2.7,0,HB,74.8,6,22,Tyler Goodson,14,8,7,13,1,76.9,101659,0,
1,56,77.6,27,0,54.9,2022,1,0,46,LA,0,0,0,3,33.3,20,0,5,2022,9,0,3,46,60,0,2,0,77.4,0,9,27,0,LA,0,5.1,0,HB,82.1,9,6,Ronnie Rivers,26,0,7,16,1,73.7,57208,0,
0,,55.6,0,0,,2014,0,0,-10,LA,,0,0,0,0,11,0,3,2014,9,0,0,-10,60,0,0,0,62.3,1,9,0,0,LA,0,-1.1,0,QB,72.7,-1,0,Jimmy Garoppolo,26,0,0,18,0,0,8697,0,
98,,82.1,5,0,85.1,2023,1,0,2,JAX,2.19,0,0,1,9.8,11,0,17,2023,74,0,0.56,2,38.3,65,1,0,51.7,1,9,5,12,JAX,1,0.2,6,WR,89.3,5,436,Parker Washington,15,954,0,243,1,88,129799,0,
0,,51.9,25,2,,2019,0,0,8,CIN,,0,1,5,0,06,0,5,2019,5,31,2.78,39,60,0,0,4,62.2,3,9,6,0,CIN,1,4.3,0,QB,67.2,13,0,Jake Browning,7,0,0,62,1,41.7,46401,1,51.5
15,,61.3,28,2,60,2025,2,1,69,CAR,1.11,36.2,0,3,73.7,15,25,14,2025,19,0,3.5,69,58.1,11,0,0,64.1,0,8,28,2,CAR,0,8.6,2,WR,75.8,25,97,Jimmy Horn Jr.,5,108,0,65,2,82.9,144483,0,
1,,39.7,9,0,,2025,0,0,-2,MIA,,0,3,1,0,14,0,4,2025,6,21,1.13,19,60,1,0,3,55.1,2,8,4,0,MIA,0,2.4,0,QB,29.5,9,0,Quinn Ewers,17,-6,0,79,1,35.2,127253,0,40.5
72,,76.7,35,2,77.7,2025,4,1,33,CHI,2.34,45.5,0,3,129.1,10,15,17,2025,61,0,4.38,33,53.9,53,0,0,57.2,0,8,35,14,CHI,0,4.1,6,WR,82.5,15,307,Luther Burden III,6,718,1,173,4,86.8,157170,0,
0,,61.2,11,0,,2023,0,0,-4,PHI,,0,0,1,0,16,0,4,2023,5,12,1.38,8,60,0,0,3,58.8,0,8,0,0,PHI,0,1,0,QB,81.2,9,0,Tanner McKee,24,0,0,39,0,80.1,131770,0,60.7
42,62.4,63.5,11,0,64.3,2025,0,0,22,TB,1.08,0,0,0,26.9,15,0,16,2025,35,0,1.57,22,58.2,28,0,0,50.9,1,7,11,6,TB,0,3.1,1,WR,77.5,6,297,Tez Johnson,30,322,0,178,0,68.8,123709,0,
1,,74,14,2,99.3,2015,1,0,12,NYG,33,0,1,3,66.7,19,0,3,2015,7,11,2,23,60.3,1,2,1,72.2,1,7,14,1,NYG,0,3.3,0,QB,83.8,11,1,Jameis Winston,21,33,0,79,1,27.5,9434,1,66.3
33,,62.3,14,0,61.4,2019,2,0,15,ARZ,0.96,0,0,1,77.8,04,0,12,2019,36,0,2,15,45.6,29,0,0,74.4,1,7,14,12,ARZ,0,2.1,2,WR,63.6,9,215,Greg Dortch,1,206,4,66,2,52.4,42237,1,
0,,52.8,7,0,,2018,0,0,3,PIT,,0,1,2,0,02,0,6,2018,6,3,1,6,60.5,0,0,1,69.1,1,7,1,0,PIT,0,0.9,0,QB,42.8,3,0,Mason Rudolph,25,0,0,58,1,12.6,46569,0,50.5
2,,58.7,15,0,62,2020,1,0,13,KC,1.29,0,0,1,47.6,26,0,2,2020,9,0,2.14,13,60,2,3,0,57.9,0,7,15,1,KC,0,1.9,0,HB,72.3,7,7,Clyde Edwards-Helaire,16,9,4,9,1,72.4,57279,0,
3,2.8,44.2,11,0,68.1,2024,0,0,9,LV,1.2,0,0,0,15.7,23,0,5,2024,10,0,1.57,9,60,3,5,0,45.5,0,7,11,1,LV,0,1.3,0,HB,42.8,3,15,Dylan Laube,23,18,2,9,0,76.3,88664,0,
