targets,yards_per_coverage_snap,draft_season,missed_tackles,catch_rate,team_name,tackles,coverage_percent,jersey_number,dropped_ints,player_game_count,eligible_season,grades_tackle,yards,receptions,forced_incompletion_rate,grades_coverage_defense,interceptions,snap_counts_coverage,grades_run_defense,snap_counts_pass_play,penalties,forced_incompletes,team,coverage_snaps_per_target,stops,declined_penalties,position,longest,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,player,franchise_id,yards_after_catch,avg_depth_of_target,pass_break_ups,qb_rating_against,coverage_snaps_per_reception,assists,grades_pass_rush_defense,player_id,touchdowns
57,1.4,2018,2,61.4,DET,31,99.7,04,1,11,2018,71.9,480,35,10.5,61.3,2,375,78.7,376,6,6,DET,6.1,9,4,CB,37,5.9,65.2,13.7,86.4,D.J. Reed,11,124,13,3,79.6,9.9,1,58.5,26940,1
65,1,2020,9,64.6,MIN,41,99.4,02,1,17,2020,37.6,495,42,6.2,74.1,1,520,66.8,523,0,4,MIN,7.6,14,0,CB,79,16.1,73.8,11.8,87.6,Isaiah Rodgers,18,237,9.4,3,91.5,11.8,6,53.3,27069,2
1,1.1,2020,6,100,SF,2,2.9,47,0,17,2020,30.3,12,1,0,39.4,0,12,58.5,412,2,0,SF,11,4,1,ED,12,75,67.9,12,70.3,Bryce Huff,28,7,5,0,116.7,11,0,72.8,27128,0
4,1.8,2019,4,75,CHI,5,3.5,98,0,19,2019,57.9,33,3,0,52.3,0,20,62.9,567,1,0,CHI,4.5,15,0,ED,13,33.3,72.4,11,86,Montez Sweat,6,10,10,0,99,6,3,72.4,27271,0
42,0.6,2019,3,78.6,CLV,33,89.8,30,1,17,2019,76.9,247,33,7.1,80.4,3,403,87.3,449,2,3,CLV,9.1,14,0,LB,27,6.4,87.6,7.5,66.2,Devin Bush,8,176,2.8,3,69.3,11.6,11,68.7,27375,1
2,0.4,2020,1,50,PHI,2,9.6,00,0,9,2020,73.9,5,1,0,73.7,0,15,69.5,157,1,0,PHI,7,1,0,ED,5,25,86,5,57.1,Joshua Uche,24,1,2,0,56.3,14,1,84.3,27379,0
7,2.7,2019,0,71.4,CLV,4,100,20,0,2,2019,78.7,78,5,28.6,65.4,0,30,53.2,30,0,2,CLV,4.1,1,0,CB,21,0,63.6,15.6,76.4,D'Angelo Ross,8,27,13.9,2,108,5.8,0,,27732,0
0,0,2020,0,,DET,0,100,30,0,5,2020,,0,0,,53.9,0,11,61.5,11,0,0,DET,,0,0,CB,,,55.7,,73.7,Khalil Dorsey,11,0,,0,0,,0,,27819,0
0,0,2020,1,,JAX,2,2.7,52,0,18,2020,52.3,0,0,,48.5,0,8,58.6,291,0,0,JAX,,1,0,DI,,33.3,55.5,,87.2,DaVon Hamilton,15,0,,0,0,,0,55.4,28072,0
2,0.7,2019,1,100,BLT,5,4.5,41,0,18,2019,63.8,14,2,0,55.3,0,24,57.8,531,5,0,BLT,10.5,11,1,ED,9,12.5,64.7,7,40.3,Dre'Mont Jones,3,13,0.5,0,95.8,10.5,2,69.6,28075,0
11,1,2020,4,100,PIT,11,87.5,50,0,12,2020,44.3,112,11,0,45,0,126,60.4,144,0,0,PIT,10.6,3,0,LB,18,26.7,55.1,10.2,79.6,Malik Harrison,25,37,6.8,0,109.1,10.6,0,79.9,28081,0
9,0.8,2018,0,88.9,CLV,10,86.3,17,0,17,2018,73.6,71,8,0,69.1,0,88,62.8,102,0,0,CLV,9.6,5,0,LB,19,0,69.8,8.9,76.6,Jerome Baker,8,59,1.7,0,99.5,10.8,1,77.7,28091,0
1,3,2020,1,100,IND,3,0.4,92,0,17,2020,34.9,3,1,0,58.6,0,1,45.8,260,1,0,IND,1,3,0,DI,3,16.7,56.6,3,71.8,Neville Gallimore,14,4,-1,0,79.2,1,2,70.2,28094,0
16,1.6,2018,1,62.5,HST,12,100,11,0,10,2018,74.1,180,10,6.3,50.9,0,120,76.2,120,0,1,HST,7.1,4,0,CB,66,6.3,55.1,18,81.7,Tremon Smith,13,48,17,1,121.9,11.3,3,,28196,1
28,1,2020,9,78.6,LAC,19,87.3,43,0,17,2020,33,238,22,10.7,47.3,0,248,72.2,284,1,3,LAC,8.3,5,0,LB,37,32.1,59.8,10.8,48.4,Troy Dye,27,149,4.4,3,114,10.5,0,69.7,28251,1
3,0.2,2022,0,66.7,NE,3,93.1,41,0,5,2022,40.8,6,2,0,42.6,0,27,40.1,29,1,0,NE,9,1,0,S,3,0,29.9,3,0,Brenden Schooler,19,0,8.7,0,70.1,13.5,0,55.9,28253,0
18,1,2018,2,72.2,PIT,15,93.4,25,0,5,2018,69.1,173,13,5.6,60.7,1,184,79,197,1,1,PIT,9.4,3,0,S,59,9.1,68,13.3,26.1,DeShon Elliott,25,113,6,1,97.7,13.1,5,78.3,28854,1
54,0.7,2022,8,64.8,MIA,42,99.1,23,0,17,2022,36.4,354,35,11.1,54.7,1,572,77.7,577,9,6,MIA,10,13,2,CB,36,13.3,60.2,10.1,68,Jack Jones,17,149,11.2,1,112.7,15.4,10,84.9,29050,6
65,0.9,2019,4,66.2,IND,48,87.9,53,1,16,2019,81.5,403,43,9.2,57.5,1,457,66.8,520,1,6,IND,6.7,12,0,LB,30,6.6,62.6,9.4,88.2,Germaine Pratt,14,198,6.3,5,97.1,10.1,9,55.8,29407,4
1,0.6,2018,0,100,NYG,1,83.3,49,0,1,2018,76.1,3,1,0,78.4,0,5,57.8,6,0,0,NYG,5,1,0,LB,3,0,73.9,3,68.5,Chris Board,21,2,1,0,79.2,5,0,60,29456,0
44,1,2020,4,75,DAL,30,95.4,55,0,15,2020,66,327,33,6.8,47.6,0,332,55.9,348,0,3,DAL,7.2,5,0,LB,22,10,52.5,9.9,84,Logan Wilson,9,234,5.1,3,118.3,9.5,6,80.4,29623,3
23,1.2,2019,5,73.9,MIN,18,43.8,43,0,12,2019,36.5,151,17,13,81.5,1,135,57.1,308,1,3,MIN,5.5,17,0,ED,23,19.2,70.5,8.9,74.9,Andrew Van Ginkel,18,117,4.1,3,72.9,7.5,3,66.8,30267,0
36,1.1,2019,3,77.8,CHI,21,89.5,53,1,11,2019,76.3,317,28,8.3,67.5,1,306,68.2,342,0,3,CHI,8,12,0,LB,42,10,70.1,11.3,83.9,T.J. Edwards,6,156,5.7,3,119.6,10.3,6,60.7,30737,3
1,13,2020,0,100,BUF,0,100,23,0,2,2020,,26,1,0,36.2,0,2,60,2,0,0,BUF,2,0,0,CB,26,,29.5,26,67.4,Dane Jackson,4,0,26,0,158.3,2,0,,32989,1
66,1.1,2018,3,56.1,ATL,35,100,21,0,12,2018,61.2,426,37,4.5,59.8,1,406,54.7,406,2,3,ATL,5.8,13,0,CB,52,7.3,58.6,11.5,57.7,Mike Hughes,2,88,13,3,84.5,10.4,3,,34057,3
1,0.4,2019,0,100,MIA,1,100,41,0,2,2019,73,6,1,0,75.7,0,16,47.4,16,0,0,MIA,15,1,0,CB,6,0,56.9,6,72.8,Kendall Sheffield,17,3,3,0,91.7,15,0,,34105,0
21,1,2019,2,71.4,BUF,12,98.3,25,0,13,2019,53.4,154,15,9.5,43.3,0,171,53,174,0,2,BUF,7.7,2,0,S,29,12.5,42.7,10.3,82.7,Darnell Savage,4,56,11.1,2,131.7,10.7,2,55.1,34247,4
2,0.3,2021,0,50,GB,0,100,39,0,3,2021,,4,1,0,49.3,0,13,61.2,13,0,0,GB,6,0,0,S,4,,49.5,4,74.3,Zayne Anderson,12,6,13,0,56.3,12,0,,34622,0
61,0.5,2020,8,65.6,PHI,42,87.5,53,1,17,2020,56.7,281,40,8.2,81.6,2,589,69.7,673,1,5,PHI,9.2,18,0,LB,20,14,80.9,7,70.2,Zack Baun,24,164,5,4,73.2,14,7,80.6,34632,2
63,1.5,2020,7,79.4,ARZ,36,90.9,27,0,17,2020,55.9,543,50,4.8,36.5,1,390,66.9,429,1,3,ARZ,5.8,10,1,LB,30,14,49.9,10.9,85.5,Akeem Davis-Gaither,1,325,5.1,2,122.4,7.3,7,54.5,34788,5
54,0.7,2019,2,46.3,TB,28,99.1,35,0,14,2019,73.7,311,25,13,75.9,3,443,63.5,447,4,7,TB,7.8,8,1,CB,56,5.9,80.6,12.4,57.9,Jamel Dean,30,105,13.2,1,47.7,16.8,4,99.9,34918,1
1,0.6,2023,0,100,DAL,3,92.3,31,0,1,2020,49.4,6,1,0,50,0,12,74.3,13,0,0,DAL,10,0,0,CB,6,0,56.8,6,74.4,Josh Butler,9,1,5,0,91.7,10,0,59.1,35097,0
2,1,2020,1,50,CAR,1,6.1,52,0,14,2020,30.5,8,1,0,55.9,0,8,59,131,0,0,CAR,4,2,0,ED,8,25,59.3,8,85.7,Trevis Gipson,5,7,2,0,60.4,8,2,57.5,35241,0
31,1,2019,2,74.2,MIN,33,71.3,51,0,13,2019,83.4,283,23,3.2,48.6,0,295,75.4,414,2,1,MIN,9,7,1,LB,30,3.8,63.6,12.3,63.2,Blake Cashman,18,187,5.3,1,101.9,12.2,18,58.9,35413,0
0,0,2020,0,,HST,0,5,52,0,4,2020,20.7,0,0,,60,0,1,57.6,20,1,0,HST,,0,0,ED,,,47.9,,0,Darrell Taylor,13,0,,0,0,,0,55.9,36001,0
2,0.1,2019,2,50,MIA,1,24,56,0,5,2019,30.7,2,1,0,74.4,0,18,59.7,75,1,0,MIA,8.5,1,0,ED,2,66.7,58.7,2,32.5,Quinton Bell,17,3,2.5,0,56.3,17,0,54.5,37468,0
8,0.6,2019,0,50,LA,3,98,51,0,6,2019,65.9,27,4,25,77.5,0,48,64.4,49,0,2,LA,5.8,2,0,LB,12,0,75.6,6.8,75.4,Troy Reeder,26,22,4,2,97.4,11.5,0,59.4,38268,1
31,0.4,2021,3,71,IND,41,96.7,00,0,17,2021,89.2,252,22,12.9,67.7,4,675,77,698,0,4,IND,20.6,6,0,S,32,6.3,70.8,11.5,88.6,Camryn Bynum,14,124,8.3,3,66.3,29,4,57.8,38408,1
1,0.5,2022,0,100,MIA,3,18.8,53,0,8,2022,77.6,5,1,0,68.2,0,12,76.6,64,0,0,MIA,11,0,0,ED,5,0,64.1,5,80.8,Cameron Goode,17,6,-1,0,87.5,11,0,46.3,38410,0
51,1.2,2017,9,74.5,MIN,25,62.6,55,0,17,2017,48,354,38,0,36.7,0,301,72.9,481,1,0,MIN,5.6,16,0,LB,27,23.7,62.1,9.3,75.3,Eric Wilson,18,174,4.5,0,99.6,7.5,4,70.2,38587,1
7,1.3,2019,0,57.1,CIN,4,100,43,1,4,2019,80,27,4,28.6,89.8,0,22,60.7,22,0,2,CIN,3,3,0,LB,9,0,86.7,6.8,71,Joe Giles-Harris,7,19,4.1,2,65.8,5.3,0,,39382,0
21,1.2,2020,3,61.9,TEN,13,99.5,38,0,7,2020,47.6,224,13,14.3,49.5,0,203,59.6,204,6,3,TEN,8.9,1,2,CB,40,18.8,50.4,17.2,35.3,L'Jarius Sneed,31,58,14.1,1,137.7,14.4,0,58.5,40588,3
41,0.6,2020,9,65.9,BLT,38,98.2,12,1,17,2020,51.4,403,27,22,71.9,0,673,71.6,685,3,9,BLT,15.6,6,0,S,52,16.7,70.4,14.9,27.8,Alohi Gilman,3,225,7.8,6,114.2,23.6,7,58.6,41662,2
21,1.1,2020,1,76.2,GB,19,99.6,28,0,10,2020,59.9,286,16,0,64.6,0,284,44.5,285,3,0,GB,12.7,9,1,CB,35,4.8,58.7,17.9,11,Trevon Diggs,12,78,14,0,157.2,16.7,1,40.3,41817,3
34,0.5,2021,4,67.6,ATL,21,89.6,00,0,13,2021,70.6,197,23,20.6,78.6,0,430,71.3,480,2,7,ATL,11.8,6,1,LB,21,13.8,77.7,8.6,54.2,Divine Deablo,2,125,4.7,7,82.6,17.5,4,65,42208,0
5,1.1,2021,1,80,CHI,4,77.5,45,0,4,2021,56.3,31,4,20,45.1,0,31,71.7,40,0,1,CHI,5.6,1,0,LB,13,16.7,57.5,7.8,76.2,Amen Ogbongbemiga,6,17,8,1,92.5,7,1,49.1,42449,0
6,0.2,2020,1,50,HST,6,97.4,38,1,2,2020,73.7,17,3,0,63.1,0,74,83.3,76,1,0,HST,11.7,4,0,S,9,14.3,70.1,5.7,78.8,K'Von Wallace,13,4,13,0,56.3,23.3,0,59.1,42467,0
34,0.5,2020,1,67.6,TB,51,90.5,31,0,17,2020,90.4,308,23,17.6,74.3,2,620,60.5,685,0,6,TB,17.4,11,0,S,53,1.7,74.4,13.4,87,Antoine Winfield Jr.,30,95,10.9,6,91.3,25.7,6,82.4,42475,2
0,0,2022,0,,NYG,0,5.9,45,0,8,2022,74.4,0,0,,63.6,0,2,57.3,34,0,0,NYG,,0,0,ED,,0,56.4,,80.2,Tomon Fox,21,0,,0,0,,1,53,42486,0
4,0.5,2020,0,75,DET,6,98.4,02,0,6,2020,65.9,32,3,25,71,0,63,71.6,64,0,1,DET,14.8,1,0,S,26,0,75.8,10.7,78.3,Daniel Thomas,11,5,12.3,1,137.5,19.7,0,58.5,42544,1
11,1.4,2020,1,72.7,CAR,8,87.3,40,0,3,2020,67.3,85,8,0,32.3,0,62,63.3,71,0,0,CAR,5.6,2,0,LB,19,10,43.9,10.6,77.4,Krys Barnes,5,79,4.9,0,94.9,7.8,1,59.6,42548,0
24,0.8,2020,2,87.5,DEN,8,79.6,40,0,17,2020,75.5,255,21,4.2,71.1,1,328,61.9,412,0,1,DEN,12.6,10,0,LB,47,11.8,71.5,12.1,84.2,Justin Strnad,10,182,3.5,1,93.6,14.4,7,69.9,42659,0
1,1.2,2021,0,100,NYG,0,9,57,0,9,2021,66,11,1,0,56.3,0,9,72.4,100,0,0,NYG,9,1,0,ED,11,,64.4,11,86.1,Chauncey Golston,21,4,7,0,112.5,9,0,54.6,42718,0
0,0,2019,0,,SF,1,1.4,97,0,3,2019,78.6,0,0,,71.8,0,1,65.6,71,0,0,SF,,3,0,ED,,0,85.8,,84.7,Nick Bosa,28,0,,0,0,,1,79.6,42741,0
0,0,2021,0,,DAL,0,1.4,97,0,17,2021,71.9,0,0,,59.9,0,6,58.9,426,5,0,DAL,,3,2,DI,,0,65.9,,44.1,Osa Odighizuwa,9,0,,0,0,,2,71.5,42754,0
11,0.8,2022,4,63.6,SF,2,93.8,26,1,6,2022,23.7,58,7,9.1,46.6,0,76,61.3,81,2,1,SF,6.5,1,1,CB,16,57.1,49,8.3,0,Chase Lucas,28,44,2.8,1,77.1,10.1,1,87.4,42833,0
21,1.1,2021,3,85.7,SF,17,89.3,59,0,8,2021,41.8,146,18,4.8,57.8,0,150,48.4,168,0,1,SF,6.6,6,0,LB,18,11.5,51.2,8.1,81.9,Curtis Robinson,28,93,3.1,1,111.5,7.7,6,45.4,42871,1
16,1.1,2020,1,50,KC,9,99.2,08,0,8,2020,32.6,135,8,31.3,67.7,0,126,34.8,127,0,5,KC,7.7,4,0,CB,35,10,60.5,16.9,81.9,Kristian Fulton,16,33,13.6,4,78.9,15.4,0,60,42894,0
1,0.5,2019,3,100,GB,2,2.4,52,0,17,2019,67.7,5,1,0,64.7,0,11,71.3,457,1,0,GB,10,9,0,ED,5,60,69,5,79.1,Rashan Gary,12,4,1,0,87.5,10,0,61.8,42905,0
0,0,2020,1,,ATL,0,5.3,92,0,4,2020,58.6,0,0,,61.6,0,2,59.4,38,0,0,ATL,,0,0,ED,,100,67.2,,78.7,Khalid Kareem,2,0,,0,0,,0,67.7,42993,0
9,0.8,2021,4,66.7,DEN,7,13.9,00,0,19,2021,57,56,6,11.1,57.1,0,73,63.5,527,6,1,DEN,7.3,12,3,ED,13,36.4,64.3,9.3,40.9,Jonathon Cooper,10,53,-0.4,0,83.6,11,0,66.7,43021,0
37,1.1,2018,5,56.8,IND,15,99.7,07,1,7,2018,45.7,286,21,21.6,77.4,0,289,73.7,290,2,8,IND,7.2,4,0,CB,39,25,77.1,13.6,45.3,Charvarius Ward,14,116,12.4,7,81.6,12.8,0,60,43034,0
32,0.4,2020,4,56.3,DEN,31,95.3,22,0,14,2020,71,222,18,12.5,60.6,1,562,75.7,590,3,4,DEN,16.3,5,0,S,44,8.7,64.2,12.3,34.3,Brandon Jones,10,62,12.4,3,75.3,28.9,11,62.2,43049,1
105,1.3,2019,10,79,LV,69,87.9,45,0,17,2019,54,671,83,3.8,36.1,1,554,47,630,4,4,LV,5,28,0,LB,39,10.9,40.7,8.1,37.6,Devin White,23,426,4,3,92.5,6.3,13,69,43089,1
49,0.7,2020,6,77.6,LV,42,95,11,0,15,2020,70.3,339,38,6.1,62.7,0,528,69.5,556,1,3,LV,10.1,10,0,S,43,10.2,66.7,8.9,87.7,Jeremy Chinn,23,201,4.9,2,135.1,13.1,11,60,43179,7
40,0.9,2019,5,75,ARZ,26,91,02,1,8,2019,41.9,269,30,5,59.8,1,312,52.4,343,1,2,ARZ,7.4,9,0,LB,26,14.7,60.1,9,83.8,Mack Wilson Sr.,1,146,5.2,2,90.5,9.8,3,80.6,43190,1
17,2.2,2020,1,100,TEN,10,88.8,48,0,5,2020,72.8,166,17,0,46.6,0,79,52.5,89,2,0,TEN,4.4,6,1,LB,29,7.7,45.4,9.8,0,Joe Bachie,31,75,5.4,0,107.4,4.4,2,72.4,43250,0
1,0,2021,0,0,BUF,0,90,03,0,1,2021,,0,0,0,47.5,0,9,60,10,0,0,BUF,9,0,0,S,,,42.8,,70.3,Damar Hamlin,4,0,23,0,39.6,,0,56.8,43291,0
21,0.6,2020,2,71.4,HST,17,98.3,25,0,9,2020,64.1,125,15,4.8,60.5,0,237,71.4,241,0,1,HST,10.6,7,0,S,34,8.3,64.5,8.3,82.2,Myles Bryant,13,44,7,0,118.2,14.8,5,66.9,43336,2
47,0.8,2020,1,66,MIN,30,95.1,44,0,14,2020,72.9,350,31,6.4,46.8,2,448,68.5,471,2,3,MIN,9.1,10,0,S,40,2.6,55.4,11.3,63.4,Josh Metellus,18,130,9.4,3,105.8,13.8,8,72.6,43395,5
13,1.1,2020,4,69.2,PIT,5,17.2,56,0,14,2020,68.5,80,9,15.4,57.3,0,73,82.5,424,3,2,PIT,5.4,12,0,ED,26,40,82.2,8.9,52.4,Alex Highsmith,25,47,4.2,2,85.4,7.8,1,78,43507,0
1,1,2022,0,100,BLT,0,50,57,0,1,2022,,1,1,0,60,0,1,,2,0,0,BLT,1,0,0,LB,1,,36.8,1,64,William Kwenkeu,3,0,8,0,118.8,1,0,60,43510,1
58,1.5,2022,5,72.4,TEN,36,100,39,1,14,2022,62.1,621,42,13.8,53.9,0,443,55.3,443,4,8,TEN,7.2,12,1,CB,60,11.1,54.8,14.8,86,Darrell Baker Jr.,31,195,12.8,5,135.8,10,4,,43542,5
0,0,2020,0,,BUF,0,75,28,0,2,2020,,0,0,,64.3,0,3,60,4,0,0,BUF,,0,0,S,,,65.4,,94.8,Sam Franklin Jr.,4,0,,0,0,,0,60,43580,0
0,0,2022,0,,HST,0,100,35,0,2,2022,,0,0,,63.7,0,3,69.4,3,0,0,HST,,0,0,LB,,,77.1,,68.2,Jake Hansen,13,0,,0,0,,0,,43645,0
0,0,2019,5,,TEN,6,1.3,98,0,15,2019,48,0,0,,69.9,0,6,66.2,471,10,0,TEN,,15,2,DI,,45.5,88.3,,15.1,Jeffery Simmons,31,0,,0,0,,0,91.4,43742,0
0,0,2020,2,,CAR,6,0.8,95,1,18,2020,64.2,0,0,,67,0,4,65.8,500,2,0,CAR,,9,0,DI,,16.7,72.9,,71.6,Derrick Brown,5,0,,0,0,,4,69.7,43883,0
2,4.9,2021,1,100,CAR,1,8.2,91,0,4,2021,63.5,39,2,0,31.4,0,9,73.4,110,0,0,CAR,4,1,0,ED,27,50,62.4,19.5,82.5,Pat Jones II,5,29,5,0,118.8,4,0,61.3,43974,0
56,0.8,2019,6,71.4,MIN,39,97.6,07,0,17,2019,52.1,424,40,8.9,59.8,2,534,61.3,547,9,5,MIN,9.1,14,2,CB,30,12.2,58.5,10.6,31.3,Byron Murphy Jr.,18,169,8.7,4,96.1,12.7,4,46.7,44027,3
0,0,2020,0,,MIA,1,1.8,95,0,14,2020,28.4,0,0,,57.8,0,2,45.9,112,2,0,MIA,,1,0,DI,,0,47,,60.4,Benito Jones,17,0,,0,0,,0,58.5,44035,0
0,0,2020,0,,BLT,0,2.6,92,0,2,2020,72.2,0,0,,60.2,0,2,69.9,76,1,0,BLT,,2,0,DI,,,73.5,,28.3,Nnamdi Madubuike,3,0,,0,0,,0,71.7,44304,0
0,0,2021,0,,CAR,1,11.1,54,0,3,2021,49.8,0,0,,79.5,0,2,57.8,18,0,0,CAR,,0,0,ED,,0,68.8,,76.9,Boogie Basham,5,0,,0,0,,1,63.1,44320,0
0,0,2021,0,,HST,4,1.8,91,0,13,2021,36.9,0,0,,61.3,0,2,36.9,112,3,0,HST,,4,0,DI,,0,36.5,,8.9,Naquan Jones,13,0,,0,0,,0,58.1,44363,0
1,0,2018,0,0,TEN,1,85.7,42,0,1,2018,31.7,0,0,0,66.4,0,6,41.3,7,0,0,TEN,6,0,0,LB,,0,46.1,,73.1,Kyzir White,31,0,5,0,39.6,,0,58.9,44485,0
11,1.6,2019,4,100,NYG,16,14.4,00,0,17,2019,57.8,113,11,0,83.1,0,79,59.8,550,1,0,NYG,6.5,26,0,ED,36,17.4,75.8,10.3,90.2,Brian Burns,21,85,2.5,0,109.5,6.5,3,71.5,44522,0
8,0.7,2020,6,50,CAR,4,12.8,98,1,17,2020,51.4,42,4,12.5,61.8,1,58,61.8,454,0,1,CAR,7.1,4,0,ED,19,50,56.4,10.5,87.5,D.J. Wonnum,5,33,3.6,1,26,14.3,2,49.9,44550,0
0,0,2020,0,,NO,2,0.6,54,0,15,2020,40.8,0,0,,62.3,0,1,34.3,163,1,0,NO,,5,0,DI,,0,41.6,,64,Jonah Williams,20,0,,0,0,,1,58.1,44597,0
0,0,2020,0,,HST,0,1.1,58,0,10,2020,29.5,0,0,,60,0,1,41.3,89,0,0,HST,,1,0,DI,,,41.8,,84.1,Leki Fotu,13,0,,0,0,,0,51.6,44614,0
5,0.7,2020,1,40,NO,4,98.3,26,1,15,2020,76.3,40,2,80,71.4,0,58,80.1,59,0,4,NO,11,1,0,S,29,16.7,79.5,20,79.4,Terrell Burgess,20,9,23,4,68.8,27.5,1,59,45255,0
0,0,2020,1,,ATL,1,100,29,0,4,2020,29.3,0,0,,53,0,7,70.1,7,0,0,ATL,,0,0,S,,50,60.5,,70.8,Jordan Fuller,2,0,,0,0,,0,,45326,0
70,0.9,2021,4,67.1,NYJ,37,99.1,21,1,16,2021,72.2,509,47,11.4,63,0,583,75.7,588,3,8,NYJ,7.8,12,0,CB,46,8.9,67.1,10.8,88.4,Brandon Stephens,22,164,10.6,6,126.4,11.6,4,62,45644,8
1,0,2018,1,0,LAC,2,2,91,0,14,2018,67.6,0,0,0,65.3,1,6,62,296,2,0,LAC,6,3,0,DI,,25,59.2,,57.6,Da'Shawn Hand,27,0,5,0,0,,1,54.9,48386,0
0,0,2018,0,,WAS,0,0.9,96,0,10,2018,60.2,0,0,,57.3,0,1,61.7,114,0,0,WAS,,0,0,DI,,0,57.8,,85.9,Jalyn Holmes,32,0,,0,0,,1,51.3,48400,0
0,0,2018,0,,ATL,0,0.9,93,0,7,2018,66.7,0,0,,63.3,0,1,49.8,110,0,0,ATL,,2,0,DI,,,53.3,,82.9,Kentavius Street,2,0,,0,0,,0,56.3,48404,0
10,1.9,2019,3,90,TB,7,24,98,0,15,2019,50.5,106,9,0,59.1,1,58,52,242,0,0,TB,5.6,3,0,ED,26,21.4,65.5,11.8,88.2,Anthony Nelson,30,73,3.7,0,104.6,6.2,4,71.9,48405,1
9,1.1,2020,7,77.8,MIN,4,19.4,58,0,12,2020,29.2,67,7,0,47.8,0,65,77.8,335,5,0,MIN,6.8,6,1,ED,29,58.3,74.2,9.6,27.5,Jonathan Greenard,18,72,0.3,0,97.7,8.7,1,77.6,48407,0
3,2,2020,0,100,KC,2,6.3,51,0,15,2020,64.4,26,3,0,59.7,1,13,55,205,0,0,KC,4.3,2,0,ED,15,0,57.3,8.7,88.9,Mike Danna,16,24,0.7,0,63.2,4.3,1,56.7,48415,0
2,1.1,2018,2,100,IND,0,6.6,94,0,13,2018,39.4,14,2,0,55.8,0,15,49.4,227,3,0,IND,6.5,3,1,ED,10,50,46.1,7,44,Tyquan Lewis,14,21,-3.5,0,95.8,6.5,2,51.4,48475,0
15,1.3,2019,4,80,NO,10,23.2,96,0,17,2019,43.1,123,12,6.7,68.5,1,102,65.2,440,3,1,NO,6.5,13,0,ED,32,26.7,65.7,10.3,59.5,Carl Granderson,20,95,2.6,1,95.3,8.1,1,61.5,48500,1
10,2.9,2018,12,100,MIA,5,14.2,02,0,17,2018,28.8,172,10,0,30,0,65,57.2,458,3,0,MIA,6,8,0,ED,34,66.7,54.5,17.2,77.4,Bradley Chubb,17,75,9.7,0,118.8,6,1,60.3,48526,0
2,3.5,2018,0,100,WAS,3,2.7,92,0,7,2018,82.3,14,2,0,49.2,0,4,77.5,147,1,0,WAS,2,8,0,ED,9,0,77.6,7,56.7,Dorance Armstrong,32,10,2,0,95.8,2,0,71.2,48557,0
3,0.3,2018,2,66.7,NE,13,9.9,02,0,18,2018,63.7,15,2,0,81.7,0,48,63.4,484,3,0,NE,16,17,0,ED,9,10.5,71.1,7.5,64.5,Harold Landry III,19,3,3.7,0,78.5,24,4,59.4,48600,0
0,0,2021,1,,DET,1,0.4,51,0,17,2021,53,0,0,,64.1,0,1,68.9,239,2,0,DET,,2,0,DI,,50,68.7,,54.4,Roy Lopez,11,0,,0,0,,0,63.6,48676,0
0,0,2018,0,,WAS,4,0.5,94,0,15,2018,29.8,0,0,,72,0,2,49,373,1,1,WAS,,7,0,DI,,0,60.8,,73.4,Daron Payne,32,0,,1,0,,1,64.5,48698,0
0,0,2019,0,,TB,0,0.9,96,0,17,2019,49.7,0,0,,57.2,0,2,51.1,211,2,0,TB,,2,0,DI,,,48.2,,48.9,Greg Gaines,30,0,,0,0,,0,53.1,48706,0
0,0,2018,1,,BLT,0,4.3,58,0,5,2018,26.2,0,0,,62.7,0,3,37.9,69,0,0,BLT,,0,0,DI,,100,44.9,,80.5,Taven Bryan,3,0,,0,0,,0,52.2,48753,0
0,0,2018,0,,PIT,0,2.3,96,0,7,2018,32.9,0,0,,60,0,1,66.6,44,0,0,PIT,,0,0,DI,,,73.3,,79.2,Daniel Ekuale,25,0,,0,0,,0,70.2,48874,0
0,0,2018,4,,LA,1,0.3,95,0,20,2018,43.2,0,0,,63.1,0,1,78.6,343,0,0,LA,,4,0,DI,,57.1,86.1,,88.2,Poona Ford,26,0,,0,0,,2,76.3,48875,0
0,0,2018,6,,TB,0,3.1,50,0,17,2018,39.1,0,0,,56.9,0,16,62.5,518,2,0,TB,,4,1,DI,,85.7,72.8,,68.6,Vita Vea,30,0,,0,0,,1,77,48956,0
0,0,2018,2,,HST,1,0.9,98,0,12,2018,27.5,0,0,,60.9,0,2,61.3,217,2,0,HST,,2,0,DI,,50,71.5,,49.6,Tim Settle,13,0,,0,0,,1,78.2,48966,0
34,0.7,2019,7,76.5,CAR,54,99.7,21,0,18,2019,71.4,417,26,5.9,61,1,635,68,637,4,2,CAR,17.9,8,0,S,54,9.6,62.3,16,25.3,Nick Scott,5,156,13,1,124.3,23.4,12,74.8,49012,2
2,4.3,2018,1,100,ATL,3,100,42,0,2,2018,46.4,30,2,0,63.8,0,7,60.4,7,0,0,ATL,3.5,3,0,LB,24,25,63.9,15,72.4,Josh Woods,2,25,2.5,0,118.8,3.5,0,,49023,0
33,0.4,2018,4,75.8,NO,30,97.1,21,0,15,2018,57,176,25,6.1,59.2,1,442,77,455,2,2,NO,12.8,10,0,S,18,10.8,66.7,7,61.9,Justin Reid,20,124,5.7,2,84.9,16.9,3,75.2,49048,1
