targets,interception_touchdowns,draft_season,forced_fumbles,missed_tackles,catch_rate,team_name,tackles,jersey_number,snap_counts_offball,snap_counts_box,sacks,snap_counts_pass_rush,player_game_count,eligible_season,snap_counts_dl,grades_tackle,yards,receptions,grades_coverage_defense,hurries,interceptions,snap_counts_coverage,snap_counts_dl_over_t,snap_counts_dl_a_gap,fumble_recoveries,grades_run_defense,snap_counts_corner,hits,penalties,batted_passes,team,stops,declined_penalties,total_pressures,position,fumble_recovery_touchdowns,longest,snap_counts_slot,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,safeties,player,franchise_id,snap_counts_defense,yards_after_catch,snap_counts_dl_b_gap,pass_break_ups,qb_rating_against,snap_counts_run_defense,tackles_for_loss,assists,grades_pass_rush_defense,player_id,snap_counts_fs,touchdowns,snap_counts_dl_outside_t
0,0,2020,0,1,,ATL,2,29,14,8,0,0,4,2020,2,29.3,0,0,53,0,0,7,0,0,0,70.1,0,0,0,0,ATL,0,0,0,S,0,,4,33.3,60.5,,70.8,0,Jordan Fuller,2,16,0,0,0,0,9,0,0,,45326,2,0,2
0,0,2022,0,7,,DEN,30,96,2,2,4,244,19,2022,469,40,0,0,61.3,6,0,0,157,18,0,67.3,0,2,1,0,DEN,29,0,12,DI,0,,0,13.7,62.7,,71.6,0,Eyioma Uwazurike,10,471,0,255,0,0,227,2,14,52,45414,0,0,39
70,0,2021,1,7,67.1,NYJ,59,21,1029,101,0,5,16,2021,18,72.2,509,47,63,1,0,583,0,0,0,75.7,881,0,3,0,NYJ,24,0,1,CB,0,46,46,9,67.1,10.8,88.4,0,Brandon Stephens,22,1047,164,0,6,126.4,459,3,12,62,45644,1,8,18
0,0,2019,0,0,,NYJ,0,47,1,0,0,0,1,2019,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,NYJ,0,0,0,FB,0,,0,,60,,60,0,Andrew Beck,22,1,0,0,0,0,1,0,0,,47121,0,0,0
0,0,2020,0,0,,MIA,0,18,1,0,0,0,1,2020,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,MIA,0,0,0,WR,0,,0,,60,,60,0,Nick Westbrook-Ikhine,17,1,0,0,0,0,1,0,0,,47861,0,0,0
1,0,2018,0,2,0,LAC,19,91,1,1,2,290,14,2018,490,67.6,0,0,65.3,13,1,6,118,20,1,62,0,2,2,3,LAC,16,0,17,DI,0,,0,7.7,59.2,,57.6,0,Da'Shawn Hand,27,491,0,314,0,0,195,4,5,54.9,48386,0,0,38
0,0,2018,0,1,,WAS,14,96,0,0,0,113,10,2018,251,60.2,0,0,57.3,6,0,1,74,1,0,61.7,0,1,0,0,WAS,9,0,7,DI,0,,0,4.8,57.8,,85.9,0,Jalyn Holmes,32,251,0,30,0,0,137,0,6,51.3,48400,0,0,146
0,0,2018,0,1,,ATL,12,93,1,1,2,109,7,2018,215,66.7,0,0,63.3,3,0,1,54,20,0,49.8,0,1,0,0,ATL,13,0,6,DI,0,,0,5,53.3,,82.9,0,Kentavius Street,2,216,0,138,0,0,106,1,7,56.3,48404,0,0,3
10,1,2019,1,4,90,TB,19,98,18,6,3,184,15,2019,369,50.5,106,9,59.1,19,1,58,8,0,0,52,0,1,0,1,TB,12,0,23,ED,0,26,11,11.1,65.5,11.8,88.2,0,Anthony Nelson,30,387,73,2,0,104.6,145,1,13,71.9,48405,0,1,359
9,0,2020,1,11,77.8,MIN,24,58,8,5,4,270,12,2020,551,29.2,67,7,47.8,35,0,65,23,0,0,77.8,0,8,5,0,MIN,25,1,47,ED,0,29,3,25,74.2,9.6,27.5,0,Jonathan Greenard,18,559,72,0,0,97.7,224,7,9,77.6,48407,0,0,528
3,0,2020,0,2,100,KC,11,51,2,1,1,192,15,2020,387,64.4,26,3,59.7,5,1,13,40,5,0,55,0,3,0,0,KC,9,0,9,ED,0,15,1,7.7,57.3,8.7,88.9,0,Mike Danna,16,389,24,47,0,63.2,184,2,13,56.7,48415,0,0,295
2,0,2018,0,2,100,IND,4,94,0,0,3,212,13,2018,323,39.4,14,2,55.8,13,0,15,85,6,0,49.4,0,1,3,1,IND,7,1,17,ED,0,10,0,22.2,46.1,7,44,0,Tyquan Lewis,14,323,21,29,0,95.8,96,1,3,51.4,48475,0,0,203
15,0,2019,0,12,80,NO,38,96,17,3,7,338,17,2019,746,43.1,123,12,68.5,28,1,102,2,0,0,65.2,0,4,3,1,NO,31,0,39,ED,0,32,14,19.4,65.7,10.3,59.5,0,Carl Granderson,20,763,95,3,1,95.3,323,7,12,61.5,48500,0,1,741
10,0,2018,1,17,100,MIA,28,02,3,3,8,393,17,2018,763,28.8,172,10,30,31,0,65,22,0,1,57.2,0,9,3,0,MIA,23,0,48,ED,0,34,0,30.4,54.5,17.2,77.4,0,Bradley Chubb,17,766,75,8,0,118.8,308,1,11,60.3,48526,0,0,733
2,0,2018,0,0,100,WAS,14,92,13,13,6,143,7,2018,226,82.3,14,2,49.2,15,0,4,11,0,0,77.5,0,1,1,0,WAS,16,0,22,ED,0,9,0,0,77.6,7,56.7,0,Dorance Armstrong,32,239,10,0,0,95.8,92,2,5,71.2,48557,0,0,215
3,0,2018,1,4,66.7,NE,29,02,19,14,9,436,18,2018,708,63.7,15,2,81.7,31,0,48,6,0,0,63.4,1,12,3,0,NE,26,0,52,ED,0,9,4,10,71.1,7.5,64.5,0,Harold Landry III,19,727,3,1,0,78.5,243,3,7,59.4,48600,0,0,701
0,0,2021,0,3,,DET,19,51,0,0,3,238,17,2021,425,53,0,0,64.1,8,0,1,29,87,0,68.9,0,2,2,1,DET,14,0,13,DI,0,,0,10,68.7,,54.4,0,Roy Lopez,11,425,0,309,0,0,186,3,8,63.6,48676,0,0,0
0,0,2018,1,3,,NYJ,34,97,0,0,2,343,17,2018,692,61.1,0,0,57.7,8,0,0,22,87,0,76.3,0,1,0,1,NYJ,29,0,11,DI,0,,0,5.2,72.7,,88.1,0,Harrison Phillips,22,692,0,583,0,0,349,5,21,56.2,48690,0,0,0
0,0,2018,1,7,,WAS,31,94,8,8,4,371,15,2018,599,29.8,0,0,72,17,0,2,189,40,0,49,0,5,1,4,WAS,28,0,26,DI,0,,0,14.3,60.8,,73.4,1,Daron Payne,32,607,0,338,1,0,234,5,11,64.5,48698,0,0,32
0,0,2019,0,2,,TB,17,96,0,0,2,209,17,2019,369,49.7,0,0,57.2,5,0,2,50,46,0,51.1,0,1,2,0,TB,14,0,8,DI,0,,0,9.1,48.2,,48.9,0,Greg Gaines,30,369,0,268,0,0,158,1,3,53.1,48706,0,0,5
0,0,2020,0,0,,HST,0,94,0,0,0,5,1,2020,9,,0,0,,0,0,0,0,0,0,45.5,0,0,0,0,HST,0,0,0,DI,0,,0,,35.4,,71.8,0,Marlon Davidson,13,9,0,9,0,0,4,0,0,56.2,48741,0,0,0
0,0,2018,0,1,,BLT,0,58,0,0,1,66,5,2018,98,26.2,0,0,62.7,2,0,3,14,2,0,37.9,0,1,0,0,BLT,0,0,4,DI,0,,0,100,44.9,,80.5,0,Taven Bryan,3,98,0,81,0,0,29,0,0,52.2,48753,0,0,1
0,0,2019,0,0,,ARZ,4,91,0,0,0,50,4,2019,98,71.4,0,0,,1,0,0,32,21,0,55.5,0,2,0,0,ARZ,1,0,3,DI,0,,0,0,60.4,,80,0,L.J. Collier,1,98,0,44,0,0,48,0,2,63.6,48822,0,0,1
0,0,2018,0,1,,PIT,4,96,0,0,0,43,7,2018,72,32.9,0,0,60,5,0,1,11,14,0,66.6,0,1,0,1,PIT,4,0,6,DI,0,,0,12.5,73.3,,79.2,0,Daniel Ekuale,25,72,0,43,0,0,28,0,3,70.2,48874,0,0,4
0,0,2018,0,8,,LA,40,95,0,0,3,342,20,2018,626,43.2,0,0,63.1,28,0,1,48,67,0,78.6,0,3,0,1,LA,33,0,34,DI,0,,0,13.1,86.1,,88.2,0,Poona Ford,26,626,0,502,0,0,283,3,13,76.3,48875,0,0,9
0,0,2018,0,8,,TB,22,50,3,3,4,502,17,2018,761,39.1,0,0,56.9,39,0,16,63,118,1,62.5,0,8,2,3,TB,21,1,51,DI,0,,0,19.5,72.8,,68.6,0,Vita Vea,30,764,0,576,0,0,246,3,11,77,48956,0,0,4
0,0,2018,0,5,,HST,10,98,0,0,1,215,12,2018,383,27.5,0,0,60.9,16,0,2,24,21,0,61.3,0,0,2,3,HST,10,0,17,DI,0,,0,29.4,71.5,,49.6,0,Tim Settle,13,383,0,337,0,0,166,2,2,78.2,48966,0,0,1
34,0,2019,0,15,76.5,CAR,89,21,1109,214,0,2,18,2019,2,71.4,417,26,61,1,1,635,0,0,1,68,1,0,4,0,CAR,22,0,1,S,0,54,79,11.4,62.3,16,25.3,0,Nick Scott,5,1111,156,0,1,124.3,474,0,28,74.8,49012,815,2,2
2,0,2018,0,1,100,ATL,4,42,17,16,0,0,4,2018,0,46.4,30,2,63.8,0,0,7,0,0,0,60.4,1,0,0,0,ATL,3,0,0,LB,0,24,0,16.7,63.9,15,72.4,0,Josh Woods,2,17,25,0,0,118.8,10,0,1,,49023,0,0,0
33,1,2018,0,11,75.8,NO,53,21,778,308,1,13,15,2018,54,57,176,25,59.2,2,1,442,0,0,0,77,9,0,2,1,NO,19,0,3,S,0,18,118,13.6,66.7,7,61.9,0,Justin Reid,20,832,124,0,2,84.9,377,2,17,75.2,49048,343,1,54
0,0,2018,0,0,,PIT,0,23,12,1,0,0,2,2018,0,,0,0,66.3,0,0,11,0,0,0,60,7,0,0,0,PIT,0,0,0,CB,0,,2,,66.7,,71.7,0,Tre Flowers,25,12,0,0,0,0,1,0,0,,49059,2,0,0
46,0,2019,1,6,65.2,ARZ,72,34,961,320,1,15,15,2019,17,85.9,303,30,69.2,0,0,582,0,0,0,64.7,3,0,1,0,ARZ,10,0,1,S,0,30,249,6.4,69.1,10.1,84.3,0,Jalen Thompson,1,978,120,0,5,98.4,381,1,16,60.5,49116,389,2,17
39,1,2018,1,7,69.2,ATL,70,03,1084,530,0,11,17,2018,7,84.3,362,27,59.6,2,3,656,0,0,0,73.5,4,2,1,0,ATL,21,0,4,S,0,33,130,6.6,64.5,13.4,62.4,0,Jessie Bates III,2,1091,143,0,2,100.6,424,1,29,66.6,49162,420,4,7
1,0,2018,0,2,100,MIA,0,22,16,3,0,1,3,2018,0,24.2,17,1,35,0,0,9,0,0,0,60,0,0,0,0,MIA,0,0,0,S,0,17,3,100,29.8,17,71.2,0,Elijah Campbell,17,16,11,0,0,118.8,6,0,0,60,49190,10,0,0
13,0,2018,0,7,76.9,ATL,19,36,264,215,2,18,10,2018,13,40.5,103,10,52,4,0,141,0,0,0,71.7,2,1,1,2,ATL,11,0,7,LB,0,18,47,20.6,62.3,10.3,25.7,0,Ronnie Harrison,2,277,74,0,0,124.8,118,0,8,77.7,49206,0,1,13
17,0,2019,0,4,82.4,NYG,16,33,219,181,1,14,7,2019,6,55.1,145,14,48.9,2,0,121,0,0,0,47.4,2,1,0,0,NYG,9,0,4,LB,0,21,34,13.8,47.7,10.4,80,0,Demetrius Flannigan-Fowles,21,225,67,0,0,102.2,90,3,9,68.1,49231,2,0,6
45,0,2019,0,16,66.7,JAX,69,42,949,276,0,59,17,2019,51,61.3,321,30,48.8,10,1,629,0,0,1,81.1,9,1,2,1,JAX,20,0,11,S,0,61,98,15.1,58.6,10.7,88.1,0,Andrew Wingard,15,1000,111,0,4,92.9,312,4,21,55.9,49268,566,2,51
88,0,2018,0,8,59.1,NE,72,07,1159,132,0,9,21,2018,8,80.2,515,52,71.8,4,2,730,0,0,0,80.4,995,2,13,0,NE,29,0,6,CB,0,36,32,8.1,74,9.9,69.9,0,Carlton Davis III,19,1167,157,0,13,81.4,428,4,19,55.5,49335,0,4,8
18,0,2020,0,1,72.2,TB,13,22,164,3,0,0,7,2020,0,76.8,159,13,56.8,0,1,124,0,0,0,72.1,158,0,0,0,TB,5,0,0,CB,0,21,3,5.9,59.3,12.2,81.8,0,Kindle Vildor,30,164,39,0,1,94.4,40,0,3,,49346,0,1,0
5,0,2018,0,1,100,PHI,4,18,60,5,0,0,2,2018,1,54.3,116,5,31,0,0,43,0,0,0,72.6,54,0,1,0,PHI,1,0,0,CB,0,32,1,16.7,36.9,23.2,77.7,0,Jaire Alexander,24,61,30,0,0,118.8,18,0,1,,49350,0,0,1
0,0,2019,0,0,,NO,0,00,1,1,0,0,1,2019,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,NO,0,0,0,CB,0,,0,,60,,61.7,0,Ugo Amadi,20,1,0,0,0,0,1,0,0,,49352,0,0,0
16,0,2018,0,1,75,NO,10,27,146,8,0,0,6,2018,1,62.3,141,12,54.9,0,0,99,0,0,0,29.7,137,0,1,0,NO,4,0,0,CB,0,29,1,6.7,50.3,11.8,80.9,0,Isaac Yiadom,20,147,43,0,0,101.3,48,1,4,,49355,0,0,1
13,0,2018,0,2,69.2,IND,8,38,130,13,0,4,4,2018,3,57.3,34,9,80.6,0,1,87,0,0,0,41.5,2,0,0,0,IND,3,0,0,CB,0,11,113,18.2,74.3,3.8,79.1,0,Chris Lammons,14,133,21,0,1,40.2,42,1,1,69.2,49368,2,0,3
63,0,2019,1,14,68.3,CHI,54,35,759,269,3,50,14,2019,55,44.7,488,43,44.9,1,2,460,0,0,0,67,14,3,3,0,CHI,21,2,7,S,0,46,390,17.9,51.4,11.3,62.5,0,C.J. Gardner-Johnson,6,814,221,0,3,93.9,304,2,10,59.3,49371,86,3,55
2,0,2022,1,0,100,CHI,4,33,39,0,0,0,2,2022,0,78.6,9,2,74.4,0,0,20,0,0,0,66.6,34,0,0,0,CHI,0,0,0,CB,0,6,5,0,74.5,4.5,76.1,0,Jaylon Jones,6,39,1,0,0,85.4,19,0,0,,49374,0,0,0
46,0,2018,0,9,50,LAC,19,26,629,25,0,0,18,2018,0,27.8,323,23,73.4,0,4,415,0,0,0,47.3,594,0,1,0,LAC,8,0,0,CB,0,75,10,26.5,70.8,14,86.9,0,Donte Jackson,27,629,112,0,7,58.5,214,1,6,,49377,0,3,0
44,0,2019,1,8,59.1,BUF,31,39,418,170,0,19,18,2019,24,47.7,242,26,58,4,0,296,0,0,0,65,4,0,3,0,BUF,14,2,4,S,0,37,145,16.7,60,9.3,82.5,0,Cam Lewis,4,442,134,0,4,81.8,127,1,9,56.8,49395,99,1,24
12,0,2018,1,3,58.3,HST,14,29,224,66,0,2,7,2018,4,63,68,7,42.4,0,0,151,0,0,0,79.5,0,0,1,0,HST,4,0,0,S,0,25,33,13.6,49.4,9.7,80.8,0,M.J. Stewart,13,228,32,0,0,102.1,75,0,5,56.2,49397,125,1,4
37,0,2019,1,19,78.4,DAL,52,06,883,305,0,25,15,2019,35,37.6,315,29,38.6,4,2,554,0,0,0,73.9,4,0,2,1,DAL,15,1,4,S,0,48,87,20.9,50.6,10.9,86.2,0,Donovan Wilson,9,918,129,0,2,119.2,339,3,20,59,49408,487,8,35
3,0,2020,0,0,66.7,NO,4,23,66,17,0,0,1,2020,0,83.7,7,2,76.6,0,0,42,0,0,0,69.2,1,0,0,0,NO,3,0,0,S,0,4,6,0,82.4,3.5,77,0,Julian Blackmon,20,66,10,0,0,70.1,24,0,2,,49434,42,0,0
63,0,2018,0,8,66.7,BUF,52,07,638,91,0,29,15,2018,41,68.3,398,42,63.7,4,0,438,0,0,0,43.6,2,0,4,0,BUF,16,0,4,CB,0,33,541,11.1,57.7,9.5,85.1,0,Taron Johnson,4,679,239,0,3,94.5,212,2,12,36.8,49511,4,2,41
32,0,2021,0,3,81.3,CHI,20,24,430,59,0,9,14,2021,26,61.9,322,26,51.4,1,0,275,0,0,0,46,160,0,3,0,CHI,7,0,1,CB,0,64,205,10.7,49.9,12.4,84.3,0,Nick McCloud,6,456,139,0,2,148.2,172,0,5,48.7,49535,6,5,26
54,0,2018,0,10,59.3,CLV,36,21,769,45,0,3,15,2018,11,39.2,355,32,59.7,2,1,452,0,0,0,55.7,694,0,3,0,CLV,11,0,2,CB,0,45,30,19.6,59.2,11.1,87.2,0,Denzel Ward,8,780,137,0,4,89.7,325,2,5,45.2,49558,0,3,11
31,0,2020,1,17,77.4,MIA,52,21,702,222,0,12,14,2020,11,40.7,254,24,52.2,2,1,413,0,0,0,49.6,3,0,0,0,MIA,16,0,2,S,0,29,56,21,51.1,10.6,83.5,0,Ashtyn Davis,17,713,78,0,2,108.8,288,3,12,54.1,49560,421,2,11
50,0,2019,0,2,54,DET,36,23,582,62,0,5,16,2019,29,81,287,27,64.8,2,0,382,0,0,0,50.8,486,1,8,0,DET,10,1,3,CB,0,37,33,4.3,62.8,10.6,86.4,0,Rock Ya-Sin,11,611,80,0,5,77.7,224,0,9,60.3,49564,1,1,29
0,0,2018,0,0,,JAX,6,93,0,0,0,120,9,2018,217,73.6,0,0,60,3,0,0,23,2,0,59.8,0,2,1,1,JAX,5,0,5,DI,0,,0,0,59.1,,54.6,0,Matt Dickerson,15,217,0,191,0,0,97,1,5,59.4,49601,0,0,1
1,0,2019,0,10,0,DEN,26,99,21,21,12,607,19,2019,867,28.9,0,0,64.2,33,0,6,308,8,0,39.4,0,38,3,5,DEN,26,1,83,DI,0,,0,21.7,63.1,,60.9,0,Zach Allen,10,888,0,538,0,39.6,275,1,10,76.6,49605,0,0,13
8,0,2019,1,3,100,PIT,24,55,186,174,0,18,8,2019,12,64.3,79,8,65.6,2,0,85,0,0,0,74.7,3,0,0,0,PIT,11,0,2,LB,0,24,9,9.4,72.6,9.9,79.5,0,Cole Holcomb,25,198,37,0,0,107.8,95,0,5,54.1,49753,0,0,12
56,0,2019,0,14,82.1,NYJ,61,56,743,680,4,54,13,2019,40,50.7,538,46,35.2,4,0,382,0,0,0,57.3,5,1,2,0,NYJ,42,0,9,LB,0,45,58,15.7,45.5,11.7,59.7,0,Quincy Williams,22,783,372,0,4,136.5,347,6,14,66.9,49779,0,5,40
65,0,2019,1,16,76.9,HST,86,00,1041,985,0,27,18,2019,2,63.9,364,50,69,5,2,658,0,0,2,82.5,1,2,2,2,HST,49,0,7,LB,0,27,52,12.2,75.9,7.3,66.1,0,Azeez Al-Shaair,13,1043,255,0,4,81.8,358,3,29,61,49792,3,1,2
75,0,2018,1,21,77.3,IND,80,44,1042,981,3,113,17,2018,70,47.3,610,58,29.8,12,0,589,0,0,0,54.9,4,4,3,1,IND,39,0,19,LB,0,42,44,13.9,38,10.5,33.5,0,Zaire Franklin,14,1112,337,0,3,109.3,410,5,50,57.5,49834,13,2,70
69,0,2020,1,19,82.6,CAR,96,56,881,837,2,53,16,2020,18,49.4,565,57,42.3,5,1,430,0,0,1,56.6,0,0,1,0,CAR,45,0,7,LB,0,31,43,12.8,48.4,9.9,62.7,0,Christian Rozeboom,5,899,269,0,1,109.2,416,6,33,61.7,49862,1,3,18
0,0,2018,0,3,,CIN,43,92,0,0,5,354,17,2018,670,68.9,0,0,60.7,18,0,0,108,11,0,68,0,6,2,0,CIN,35,0,29,DI,0,,0,4.6,68.6,,66.5,0,B.J. Hill,7,670,0,520,0,0,316,1,19,63.6,49894,0,0,31
0,0,2018,0,4,,TEN,32,69,1,1,1,231,17,2018,482,52.8,0,0,60.3,15,0,1,135,6,1,62.9,0,4,1,0,TEN,28,0,20,DI,0,,0,9.1,66.6,,73.3,0,Sebastian Joseph-Day,31,483,0,218,0,0,251,4,8,65.7,49935,0,0,123
0,0,2019,0,7,,KC,12,99,0,0,2,193,17,2019,374,27.3,0,0,,10,0,0,14,61,1,48.1,0,0,1,0,KC,9,0,12,DI,0,,0,28,49,,68.3,0,Jerry Tillery,16,374,0,295,0,0,181,1,6,55.3,49949,0,0,4
0,0,2018,0,3,,KC,11,92,0,0,0,106,15,2018,308,33.8,0,0,58.2,2,0,4,0,76,0,46,0,1,1,0,KC,8,0,3,DI,0,,0,14.3,43.6,,64.9,0,Derrick Nnadi,16,308,0,232,0,0,198,0,7,50.2,49970,0,0,0
0,0,2020,0,0,,BLT,2,96,0,0,0,49,3,2020,102,69.9,0,0,,3,0,0,16,7,0,27.7,0,0,0,1,BLT,2,0,3,DI,0,,0,0,30.4,,80.8,0,Broderick Washington,3,102,0,70,0,0,53,0,1,62.3,50049,0,0,9
9,1,2018,0,10,55.6,SEA,23,07,6,5,9,426,19,2018,673,48,36,5,40.1,40,1,53,1,0,0,60.8,1,6,6,2,SEA,20,3,55,ED,0,19,0,27,55.6,7.2,25.7,0,Uchenna Nwosu,29,679,26,0,0,25.5,200,4,4,62.7,50084,0,0,672
2,0,2018,0,5,50,DEN,11,98,1,1,8,406,18,2018,568,34,17,1,52.7,26,0,6,327,2,0,66.6,0,9,6,0,DEN,18,1,43,DI,0,17,0,23.8,63,17,17,0,John Franklin-Myers,10,569,4,178,0,79.2,157,1,5,68,50088,0,0,61
5,0,2018,3,2,80,ARZ,11,10,0,0,12,355,17,2018,540,69.3,51,4,43.4,29,0,17,31,0,1,69.8,0,6,2,0,ARZ,20,0,47,ED,0,32,0,10,74.2,12.8,63.7,0,Josh Sweat,1,540,11,6,0,148.8,168,2,7,73.6,50120,0,1,503
0,0,2018,0,1,,PHI,0,45,0,0,0,2,1,2018,4,25,0,0,60,0,0,0,1,0,0,60,0,0,0,0,PHI,0,0,0,ED,0,,0,100,39.1,,68.7,0,Ogbo Okoronkwo,24,4,0,0,0,0,2,0,0,56.5,50130,0,0,3
6,0,2018,1,12,66.7,WAS,25,55,25,25,8,410,17,2018,675,36.7,62,4,30.1,26,0,21,38,0,0,60.9,0,11,2,1,WAS,21,0,45,ED,0,31,0,26.7,58.4,15.5,66.6,0,Jacob Martin,32,700,24,14,0,100.7,269,0,8,63.9,50152,0,0,623
1,0,2020,0,9,0,DEN,28,97,4,3,8,256,14,2020,477,32.8,0,0,65.7,10,0,3,69,27,1,57.8,0,3,2,0,DEN,26,0,21,DI,0,,0,17.6,62.5,,57.7,0,Malcolm Roach,10,481,0,374,0,39.6,222,3,14,63.4,50191,0,0,7
3,0,2018,0,4,100,TEN,6,49,4,4,5,294,12,2018,445,56.5,17,3,76.9,21,0,16,17,0,0,71.1,0,7,3,0,TEN,9,1,33,ED,0,13,0,22.2,63.7,5.7,50.7,0,Arden Key,31,449,7,14,0,90.3,139,3,8,56.7,50201,0,0,414
22,0,2018,1,11,86.4,CIN,23,42,284,265,0,10,16,2018,56,27.3,240,19,28.1,4,0,140,0,0,1,50.5,1,0,1,1,CIN,11,0,4,LB,0,30,18,24.4,30.2,12.6,83.4,0,Oren Burks,7,340,201,0,0,142.4,190,1,11,73.2,50203,0,2,56
2,0,2019,0,9,100,JAX,37,41,2,0,10,592,18,2019,901,56.1,18,2,68.2,68,0,40,31,0,0,72.4,0,22,4,3,JAX,29,0,100,ED,0,10,1,17.6,87.3,9,77.3,1,Josh Hines-Allen,15,903,8,13,0,104.2,271,4,5,83.8,50235,1,0,857
1,0,2018,0,2,100,DET,7,92,1,1,1,150,8,2018,279,47.1,26,1,53.7,4,0,1,50,0,0,51.8,0,2,0,0,DET,6,0,7,ED,0,26,0,13.3,52.4,26,86.2,0,Marcus Davenport,11,280,6,6,0,118.8,129,0,6,55.8,50291,0,0,223
4,0,2018,0,1,75,MIA,2,38,62,4,0,3,3,2018,1,29.9,38,3,48.1,0,0,47,0,0,0,63.7,1,0,0,0,MIA,0,0,0,CB,0,15,57,33.3,49.4,12.7,77.4,0,Cornell Armstrong,17,63,43,0,0,143.8,13,0,0,52.3,50351,0,1,1
22,0,2018,0,8,86.4,NYJ,36,26,299,144,0,8,13,2018,23,49.9,222,19,49.1,1,0,167,0,0,0,40.5,10,0,4,0,NYJ,11,3,1,S,0,33,67,16,44.5,11.7,79.8,0,Isaiah Oliver,22,322,131,0,3,108.7,147,0,6,63.9,50393,78,0,23
0,0,2020,0,0,,MIA,0,24,8,2,0,0,1,2020,0,,0,0,62.9,0,0,3,0,0,0,60,6,0,0,0,MIA,0,0,0,CB,0,,0,,64,,68.9,0,A.J. Green III,17,8,0,0,0,0,5,0,0,,50394,0,0,0
34,0,2018,0,14,64.7,WAS,58,39,671,281,0,8,17,2018,37,54.6,211,22,62.6,2,1,406,0,0,0,65.5,10,1,3,0,WAS,18,1,3,S,0,61,90,14.9,63.7,9.6,57.8,0,Jeremy Reaves,32,708,134,0,5,79.4,294,5,22,59,50406,290,1,37
12,0,2019,0,5,91.7,JAX,26,04,315,45,0,2,8,2019,2,66.2,149,11,35.9,0,0,221,0,0,0,57,1,0,0,0,JAX,6,0,0,S,0,29,24,12.5,36.9,13.5,85.4,0,Juan Thornhill,15,317,26,0,1,146.2,94,1,9,57.9,50426,244,1,2
18,0,2018,1,5,72.2,CIN,16,35,268,59,1,9,7,2018,2,47.8,152,13,65.1,0,1,178,0,0,0,52.7,25,1,1,0,CIN,9,0,2,CB,0,23,184,21.7,65.5,11.7,79.7,0,Jalen Davis,7,270,83,0,1,74.3,83,1,2,85.4,50431,0,0,2
97,1,2019,1,12,52.6,CAR,64,02,1112,94,0,6,18,2019,5,55.4,628,51,85.8,2,5,632,0,0,0,68.6,1010,0,3,0,CAR,22,1,2,CB,0,46,8,14.1,83.5,12.3,69.6,0,Mike Jackson,5,1117,199,0,11,65.1,479,4,9,53.2,50437,0,4,5
3,0,2018,0,0,100,PHI,2,34,12,2,0,0,3,2018,0,75.7,32,3,56,0,0,9,0,0,0,60,1,0,0,0,PHI,2,0,0,CB,0,18,7,0,56.6,10.7,70.6,0,Parry Nickerson,24,12,20,0,0,111.1,3,0,0,,50511,2,0,0
13,0,2018,1,5,76.9,DET,24,29,335,67,0,2,10,2018,7,61.5,108,10,75,0,1,222,0,0,0,75.7,2,0,1,0,DET,2,0,0,S,0,30,18,13.5,79.1,10.8,84.6,0,Avonte Maddox,11,342,32,0,3,108.3,118,1,8,61.3,50543,248,2,7
4,0,2019,0,5,75,KC,21,90,0,0,5,383,17,2019,567,50.3,28,3,52.1,21,0,10,113,46,0,75,0,8,5,1,KC,16,0,34,ED,0,17,0,16.7,62,9.3,31.1,0,Charles Omenihu,16,567,19,95,0,93.8,174,2,4,58.8,50612,0,0,313
10,0,2019,0,3,70,SF,6,57,73,63,0,1,15,2019,99,56.2,120,7,29.9,0,0,51,0,0,1,55.7,1,0,0,0,SF,2,0,0,LB,0,32,9,17.6,42.8,17.1,80.2,0,Luke Gifford,28,172,55,0,0,110.4,120,0,8,60,50675,0,0,99
57,1,2019,0,7,68.4,TEN,50,50,1016,956,1,53,17,2019,44,75.3,416,39,56.9,6,3,582,0,0,0,46,1,0,0,0,TEN,22,0,7,LB,0,50,58,8.1,52.5,10.7,87.2,0,Cody Barton,31,1060,237,0,5,79.3,425,2,29,60.2,50727,1,2,44
82,0,2020,1,8,86.6,MIA,124,20,880,780,4,83,17,2020,105,90.4,682,71,52.7,12,0,487,0,0,1,92,11,0,3,0,MIA,60,0,16,LB,0,55,88,4.3,77.8,9.6,31.7,0,Jordyn Brooks,17,985,439,0,2,113.5,415,10,56,75,50851,1,3,105
61,0,2018,0,12,80.3,BLT,94,00,931,897,0,86,15,2018,22,75.3,442,49,74.4,5,0,548,0,0,1,77.2,1,4,2,0,BLT,49,0,9,LB,1,51,31,8.3,74.5,9,87.5,0,Roquan Smith,3,953,255,0,3,102.3,319,5,39,42.9,50892,2,1,22
71,0,2018,0,11,78.9,CHI,95,49,863,757,2,80,15,2018,96,74.3,530,56,52.9,6,4,498,0,0,1,80.6,12,2,1,2,CHI,47,0,10,LB,0,33,88,7.9,65.8,9.5,86.8,0,Tremaine Edmunds,6,959,254,0,2,93.1,381,3,34,54.9,50905,6,4,96
74,0,2018,1,18,85.1,NE,77,14,930,844,1,72,17,2018,25,52.7,578,63,62.9,18,2,558,0,0,0,84.3,6,0,0,0,NE,37,0,19,LB,0,31,74,13.5,72.2,9.2,87.9,0,Robert Spillane,19,955,336,0,3,97,325,4,38,52.5,50918,5,2,25
