targets,grades_pass_block,grades_offense,yards_after_catch_per_reception,grades_pass_route,draft_season,team_name,yprr,wide_snaps,fumbles,first_downs,jersey_number,inline_snaps,contested_targets,player_game_count,eligible_season,inline_rate,contested_catch_rate,yards,receptions,targeted_qb_rating,interceptions,caught_percent,drop_rate,grades_hands_drop,slot_rate,slot_snaps,penalties,wide_rate,pass_block_rate,team,declined_penalties,route_rate,drops,position,grades_hands_fumble,longest,pass_blocks,routes,pass_plays,yards_per_reception,player,positive_epa_percent,franchise_id,contested_receptions,yards_after_catch,avg_depth_of_target,epa,avoided_tackles,player_id,touchdowns
18,,62.9,5.7,60.4,2021,DEN,1.05,69,0,4,81,0,6,10,2021,0,33.3,116,10,52.1,1,55.6,9.1,58.5,38.8,45,0,59.5,0,DEN,0,95.7,1,WR,74.7,31,0,111,116,11.6,Elijah Moore,37.8,10,2,57,8.2,-0.24,2,84302,0
18,76.2,49.8,3.6,52,2018,NYJ,0.44,92,0,4,10,0,8,10,2018,0,37.5,70,10,60,1,55.6,0,78,46.8,81,2,53.2,1.2,NYJ,0,91.9,0,WR,71.1,10,2,159,173,7,Allen Lazard,39.8,22,3,36,11.4,-0.21,0,48135,1
18,70.8,69.5,7.8,52.6,2023,GB,0.85,8,0,3,30,9,0,18,2023,5.7,,102,14,90.3,0,77.8,12.5,49.8,5.7,9,0,5.1,22.3,GB,0,76.4,2,HB,80.2,16,35,120,157,7.3,Chris Brooks,48.4,12,0,109,0.5,0.16,5,83644,0
18,70.7,51.5,2.6,49.4,2020,MIA,0.4,140,0,8,18,0,2,14,2020,0,50,89,11,50.5,1,61.1,21.4,31,40.4,95,0,59.6,1.7,MIA,0,94.5,3,WR,71.9,18,4,222,235,8.1,Nick Westbrook-Ikhine,38.9,17,1,29,5.7,-0.09,2,47861,0
18,46,53.9,6.5,54,2023,ARZ,0.87,7,0,3,31,0,1,11,2023,0,100,101,13,104.2,0,72.2,13.3,47.7,4.7,7,1,4.7,18.1,ARZ,1,77.9,2,HB,41.7,34,27,116,149,7.8,Emari Demercado,41.1,1,1,85,1.2,-0.03,2,77763,1
17,67.5,54.6,1.8,56.3,2020,NYG,0.56,139,0,6,89,3,3,7,2020,1.3,66.7,115,10,98.9,0,58.8,0,78,36.6,82,1,62.1,0.4,NYG,1,91.1,0,WR,71.1,30,1,204,224,11.5,Isaiah Hodgins,42.9,21,2,18,11.5,-0.01,1,52130,1
17,,53.7,3.6,54.2,2024,NO,0.43,126,0,4,15,0,3,12,2024,0,0,76,11,50.1,1,64.7,0,79.4,32.3,60,0,67.7,0,NO,0,95.2,0,WR,28.1,12,0,177,186,6.9,Mason Tipton,46.9,20,0,40,8.8,0,1,109617,0
17,78.9,59.6,8.4,46.6,2017,JAX,0.81,12,0,6,86,135,3,17,2017,74.6,0,111,9,73.4,0,52.9,25,29.1,17.1,31,3,6.6,18.2,JAX,0,75.7,3,TE,70.6,21,33,137,181,12.3,Johnny Mundt,55.7,15,0,76,6.1,0.22,2,12206,0
17,44.2,70.5,6.6,81.7,2015,IND,1.71,3,0,4,26,0,1,13,2015,0,100,99,16,90.9,0,94.1,0,81.7,7.4,5,0,4.4,11.8,IND,0,85.3,0,HB,43.2,15,8,58,68,6.2,Ameer Abdullah,43.9,14,1,106,-0.4,0.16,6,9487,0
17,67.8,53.9,7.1,45.9,2019,CIN,0.47,13,0,5,89,199,2,17,2019,64.2,50,106,15,112.3,0,88.2,0,81.1,8.1,25,2,4.2,23.9,CIN,1,72.3,0,TE,73,27,74,224,310,7.1,Drew Sample,46.4,7,1,106,-0.1,-0.08,1,47259,1
16,73.6,56.3,4.6,47.5,2022,GB,0.61,12,0,4,86,114,0,15,2022,74,,72,12,104.2,0,75,14.3,31.3,15.6,24,6,7.8,16.9,GB,2,77.3,2,TE,71.9,11,26,119,154,6,John FitzPatrick,55.6,12,0,55,2.8,0.3,1,83974,1
16,70.7,71.5,8.6,56.3,2022,ATL,0.9,5,0,3,25,0,0,17,2022,0,,96,14,91.7,0,87.5,6.7,65.6,2,3,0,3.4,23.5,ATL,0,71.8,1,HB,90.1,31,35,107,149,6.9,Tyler Allgeier,45,2,0,120,-1.9,-0.09,2,83639,0
16,,58.1,2.8,57.7,2017,ARZ,1.06,136,0,7,17,0,2,8,2017,0,50,183,12,86.2,1,75,0,61.8,28.4,54,1,71.6,0,ARZ,0,91.1,0,WR,71.9,43,0,173,190,15.3,Zay Jones,48.6,1,1,33,13.9,0.09,1,11792,0
16,49.5,63.7,9.1,37,2023,GB,0.71,11,1,5,23,4,0,17,2023,2.1,,99,15,92.4,0,93.8,6.3,52.8,4.6,9,0,5.7,24.2,GB,0,71.6,1,HB,73.3,25,47,139,194,6.6,Emanuel Wilson,50.3,12,0,136,-2.7,0.05,6,154173,0
15,38.6,46.2,4.1,46.3,2022,NYG,0.8,17,0,3,48,60,2,9,2022,45.5,50,91,9,49.6,1,60,18.2,38.7,40.9,54,0,12.9,9.1,NYG,0,86.4,2,TE,70.6,28,12,114,132,10.1,Tanner Conner,39.7,21,1,37,8.4,-0.12,0,22777,0
15,41,53.4,8,50.7,2017,NO,1.1,25,1,2,07,14,1,13,2017,14.1,0,91,11,88.5,0,73.3,21.4,31.9,32.3,32,2,25.3,5.1,NO,0,83.8,3,TE,30,17,5,83,99,8.3,Taysom Hill,46.2,20,0,88,1.3,-0.15,1,12112,0
15,74.3,60.3,6.2,55.4,2018,LAC,1,17,0,5,89,73,3,10,2018,65.8,0,97,11,90.1,0,73.3,8.3,60.2,18,20,1,15.3,10.8,LAC,0,87.4,1,TE,71.5,18,12,97,111,8.8,Will Dissly,44,27,0,68,4.1,-0.06,1,30762,0
15,46.2,58.8,4.7,46.8,2021,SF,0.57,16,1,6,89,151,3,19,2021,78.2,66.7,86,12,102.4,1,80,7.7,62.1,13,25,1,8.3,18.7,SF,0,78.8,1,TE,20.9,11,36,152,193,7.2,Luke Farrell,54.5,28,2,56,2.8,-0.04,1,42353,2
15,24.4,58.4,5.5,60,2020,NYJ,1.17,104,0,8,16,0,3,11,2020,0,66.7,197,12,141,0,80,14.3,45.7,40.9,72,1,59.1,1.1,NYJ,0,95.5,2,WR,71.9,35,2,168,176,16.4,Tyler Johnson,39.6,22,2,66,13.4,-0.23,2,48054,1
15,74.3,71.4,7.6,85,2023,MIN,1.69,8,0,7,36,1,1,9,2023,1.4,100,98,14,88.3,1,93.3,0,81.1,16.2,12,0,10.8,16.2,MIN,0,78.4,0,HB,24.5,20,12,58,74,7,Zavier Scott,47.1,18,1,107,0.3,-0.02,2,55123,1
15,64.2,56.1,2.8,52.2,2021,JAX,0.65,29,1,5,84,81,1,9,2021,51.9,100,85,12,129.9,0,80,20,33.5,27.6,43,2,18.6,12.8,JAX,0,84,3,TE,25,11,20,131,156,7.1,Hunter Long,41.1,15,1,34,4.1,-0.1,0,60859,2
15,25.1,74.4,7.4,42,2022,MIN,0.32,7,1,1,27,12,0,16,2022,5.2,,51,14,80.8,0,93.3,0,80.6,1.7,4,1,3,28.1,MIN,1,69.3,0,HB,44.6,13,65,160,231,3.6,Jordan Mason,45.7,18,0,104,-3.7,-0.13,2,62946,0
15,,56.9,10.8,57.3,2021,LA,1.22,61,0,4,05,0,6,11,2021,0,16.7,192,6,81.9,1,40,0,74.6,63.9,108,1,36.1,0,LA,1,92.9,0,WR,68.8,88,0,157,169,32,Tutu Atwell,49,26,1,65,20.4,0.19,0,77965,1
15,54.3,60.5,8.8,70.6,2023,DAL,1.28,6,0,6,40,5,1,17,2023,3.8,0,109,13,119.2,0,86.7,7.1,63.2,4.6,6,0,4.6,29.2,DAL,0,65.4,1,FB,78,15,38,85,130,8.4,Hunter Luepke,51.3,9,0,114,0.1,0.23,5,91319,1
15,64.8,70.2,11.8,66,2024,BUF,1.25,5,0,9,22,4,1,19,2024,3.4,0,119,12,139.3,0,80,7.7,61.8,5,6,0,4.2,16.8,BUF,0,79.8,1,HB,68.3,24,20,95,119,9.9,Ray Davis,53.1,4,0,141,-0.5,0.36,2,101072,2
15,,72.6,6.6,72.2,2024,WAS,1.92,67,0,6,11,0,2,7,2024,0,100,203,11,154.9,0,73.3,0,80.6,43.7,52,1,56.3,0,WAS,0,89.1,0,WR,82.6,50,0,106,119,18.5,Luke McCaffrey,49.1,32,2,73,15,-0.03,0,101634,3
15,65.6,48.4,4.3,48.8,2025,NYJ,0.21,147,0,4,82,0,6,16,2025,0,16.7,52,7,27.6,1,46.7,0,76.5,42.6,110,2,57,0.4,NYJ,1,95,0,WR,74.2,23,1,245,258,7.4,Arian Smith,40.2,22,1,30,14.7,-0.14,1,124039,0
15,,66.3,4.8,67.5,2024,TB,2.14,69,0,8,11,0,2,4,2024,0,100,178,12,88.3,1,80,14.3,46,19.8,17,0,80.2,0,TB,0,96.5,2,WR,72.5,33,0,83,86,14.8,Jalen McMillan,50.6,30,2,58,11.8,0.07,1,131905,0
15,,61.3,6.1,60,2025,CAR,1.11,24,0,4,15,1,0,14,2025,1,,108,11,93.2,0,73.3,15.4,46,70.6,72,0,23.5,0,CAR,0,95.1,2,WR,75.8,34,0,97,102,9.8,Jimmy Horn Jr.,38.1,5,0,67,8.1,-0.23,2,144483,0
14,41.1,62.9,5.7,62.9,2024,WAS,1.09,10,0,5,82,69,1,15,2024,53.9,100,114,11,124.4,0,78.6,0,78.7,31.3,40,3,7.8,11.7,WAS,0,82,0,TE,71.5,36,15,105,128,10.4,Ben Sinnott,51.3,32,1,63,7.4,0.12,2,122616,1
14,61.6,57.3,6.3,55.3,2021,WAS,0.78,11,0,6,87,159,2,15,2021,76.1,0,103,11,121.1,0,78.6,8.3,60.2,12,25,2,5.3,32.5,WAS,0,63.2,1,TE,71.5,22,68,132,209,9.4,John Bates,50.3,32,0,69,4.7,0.05,0,42275,1
14,57,62.3,5.5,62.7,2024,ARZ,0.89,8,0,2,33,0,0,4,2024,0,,64,13,56,1,92.9,0,80,6,5,0,9.5,8.3,ARZ,0,85.7,0,HB,80.8,12,7,72,84,4.9,Trey Benson,50,1,0,72,0.3,0.16,4,131705,0
14,60.3,76.8,5.1,46.6,2020,DEN,0.32,1,0,0,27,0,1,10,2020,0,0,37,11,79.2,0,78.6,15.4,43.8,1.3,2,1,0.6,22.8,DEN,0,72.2,2,HB,90.2,9,36,114,158,3.4,J.K. Dobbins,46.2,10,0,56,-2.3,0,1,57366,0
14,,46.5,0.4,47.3,2023,NYG,0.32,96,0,2,13,0,4,7,2023,0,25,35,5,4.8,3,35.7,16.7,46.3,18.6,22,0,81.4,0,NYG,0,93.2,1,WR,72.7,14,0,110,118,7,Jalin Hyatt,39.1,21,1,2,20,-0.25,0,124282,0
13,52.5,48.6,5.7,46.3,2017,HST,1.15,4,1,3,33,1,3,15,2017,0.8,33.3,76,10,90.5,0,76.9,9.1,58.5,6.8,8,0,3.4,42.4,HST,0,55.9,1,HB,25.3,18,50,66,118,7.6,Dare Ogunbowale,36.9,13,1,57,1.7,-0.2,1,12329,0
13,,58.5,2,57.2,2024,ATL,0.93,70,0,6,82,0,4,6,2024,0,25,94,6,70.7,0,46.2,14.3,49.2,35.8,39,0,64.2,0,ATL,0,92.7,1,WR,68.8,25,0,101,109,15.7,Casey Washington,52.5,2,1,12,18.2,0.24,0,101710,0
13,63.4,75.8,9,69.2,2024,NO,1.05,7,0,3,30,0,0,5,2024,0,,103,12,99.7,0,92.3,0,79.4,1.7,2,0,5.9,14.3,NO,0,82.4,0,HB,83.1,19,17,98,119,8.6,Audric Estime,42.6,20,0,108,-0.2,0.15,4,147476,0
13,52.9,66,8.3,59.1,2025,JAX,0.86,8,0,3,33,0,2,14,2025,0,0,79,10,131.1,0,76.9,0,78.7,6.7,8,0,6.7,17.5,JAX,0,76.7,0,HB,48.5,24,21,92,120,7.9,Bhayshul Tuten,55.9,15,0,83,0.2,0.12,3,150568,2
13,48.4,77.5,5.1,75,2022,BLT,1.39,5,0,9,88,109,2,17,2022,85.8,50,142,10,119.2,1,76.9,0,78,8.7,11,3,3.9,17.3,BLT,1,80.3,0,TE,71.1,23,22,102,127,14.2,Charlie Kolar,50,3,1,51,9.5,0.08,0,60917,2
13,18.5,66.7,3.8,61.5,2022,SF,0.36,3,0,1,03,0,3,19,2022,0,0,28,9,72.3,0,69.2,0,77.3,7.6,7,0,3.3,9.8,SF,0,83.7,0,HB,89.7,6,9,77,92,3.1,Brian Robinson,48.2,28,0,34,0.2,0.06,3,57120,0
13,,76.7,7.4,78.2,2019,NYG,2.07,38,0,7,80,0,2,10,2019,0,100,145,10,138.3,0,76.9,0,78,51.9,41,1,48.1,0,NYG,0,88.6,0,WR,61.9,28,0,70,79,14.5,Gunner Olszewski,48.6,21,2,74,11.2,0.2,0,95015,1
13,65.1,49.6,6.1,53.9,2018,NYG,0.51,93,0,4,88,0,1,6,2018,0,100,69,7,37,1,53.8,12.5,52.1,34,48,2,66,0.7,NYG,0,96.5,1,WR,76.3,24,1,136,141,9.9,Ray-Ray McCloud III,44.5,21,1,43,6.3,-0.06,3,47895,0
13,,57.5,4.1,57.7,2024,CLV,0.79,65,0,5,80,0,1,9,2024,0,0,107,10,100.5,0,76.9,0,78,55.8,82,0,44.2,0,CLV,0,92.5,0,WR,71.1,23,0,136,147,10.7,Jamari Thrash,32.4,8,0,41,8.2,-0.41,1,97399,0
13,,50.6,4.3,52.3,2025,CLV,0.55,76,0,3,84,0,2,13,2025,0,0,71,7,37.7,1,53.8,22.2,32.2,44.5,61,2,55.5,0,CLV,1,94.9,2,WR,54,14,0,130,137,10.1,Gage Larvadain,42,8,0,30,9.4,-0.08,2,150169,0
13,53.8,73,3.8,72.4,2024,DAL,1.29,2,0,4,89,78,4,17,2024,72.9,25,90,9,82.2,1,69.2,0,78,24.3,26,0,1.9,30.8,DAL,0,65.4,0,TE,71.1,31,33,70,107,10,Brevyn Spann-Ford,47.1,9,1,34,9.1,0.08,0,84006,1
13,58.7,63.8,5.8,67.1,2018,LV,1.3,11,0,5,80,127,0,14,2018,80.4,,114,13,103.2,0,100,0,80,12,19,0,7,43,LV,0,55.7,0,TE,72.3,20,68,88,158,8.8,Ian Thomas,46.1,23,0,76,2.9,-0.23,1,42130,0
13,,70.3,6.5,65.1,2024,CLV,1.04,28,0,4,83,0,1,13,2024,0,100,79,11,59.9,1,84.6,0,78.7,62.2,51,0,34.1,0,CLV,0,92.7,0,WR,82.9,19,0,76,82,7.2,Malachi Corley,35.5,8,1,71,0.4,-0.26,4,66272,0
12,,49.2,3,49.8,2024,ARZ,0.34,167,0,2,89,0,3,9,2024,0,33.3,67,7,39.2,1,58.3,12.5,54.9,20.9,44,0,79.1,0,ARZ,0,93.8,1,WR,72.1,23,0,198,211,9.6,Xavier Weaver,47.5,1,1,21,16,0.06,1,101130,0
12,66.2,61,2.4,64.6,2025,PHI,0.93,63,0,7,80,1,2,14,2025,0.9,50,101,10,101.7,0,83.3,0,78,44.8,52,3,54.3,0.9,PHI,0,94,0,WR,71.1,19,1,109,116,10.1,Darius Cooper,42.7,24,1,24,9.7,-0.14,1,136866,0
12,22.2,57.5,9.7,53.4,2023,BLT,1.31,1,0,2,34,2,0,12,2023,3.5,,63,9,51.7,1,75,10,38.4,12.3,7,0,1.8,10.5,BLT,0,84.2,1,HB,70.6,17,6,48,57,7,Keaton Mitchell,40.7,3,0,87,-3,-0.16,0,123826,0
12,45.9,56.9,7.2,66.8,2015,LV,0.86,0,0,6,31,1,0,12,2015,0.9,,70,12,91,0,100,0,79.4,3.6,4,0,0,21.8,LV,0,73.6,0,HB,84.5,18,24,81,110,5.8,Raheem Mostert,42.2,23,0,86,-1.3,-0.2,2,9783,0
12,,56,4.2,58.6,2025,LAC,0.67,69,0,3,84,0,1,10,2025,0,100,51,5,47.6,1,41.7,16.7,46.3,12.7,10,2,87.3,0,LAC,0,96.2,1,WR,79.7,18,0,76,79,10.2,KeAndre Lambert-Smith,46.1,27,1,21,17.6,-0.13,1,129789,1
12,80.8,57.9,6.5,50.2,2025,JAX,0.41,5,0,0,36,1,0,18,2025,0.4,,63,11,88.5,0,91.7,0,78.7,8.5,19,0,2.2,27.2,JAX,0,67.9,0,HB,85,10,61,152,224,5.7,LeQuint Allen,46.9,15,0,72,-1.4,0.09,0,158290,0
12,,59.4,3.6,59.5,2017,BUF,0.73,66,0,5,01,1,1,7,2017,0.9,100,83,8,79.5,1,66.7,0,76.5,42.7,50,1,56.4,0,BUF,0,96.6,0,WR,76.9,21,0,113,117,10.4,Curtis Samuel,50.4,4,1,29,14.8,0.28,0,11795,1
12,,57,3.6,60.6,2019,PIT,0.58,85,0,4,13,0,1,13,2019,0,100,62,9,86.1,0,75,0,78,23.4,26,0,76.6,0,PIT,0,96.4,0,WR,74.7,15,0,107,111,6.9,Scott Miller,39.3,25,1,32,5.6,0,1,47481,0
12,71.1,50.5,3.6,51.5,2022,PHI,0.63,10,0,4,81,92,2,16,2022,57.5,50,76,9,118.8,0,75,10,57,33.1,53,0,6.3,23.8,PHI,0,75,1,TE,70.6,16,38,120,160,8.4,Grant Calcaterra,45.8,24,1,32,5.9,0.09,0,60997,1
11,68.7,50.1,5.6,46,2019,MIA,0.43,13,0,4,30,36,1,17,2019,21.2,0,52,8,82.4,0,72.7,11.1,54.5,18.2,31,2,7.6,25.9,MIA,1,71.8,1,FB,71.5,22,44,122,170,6.5,Alec Ingold,47.2,17,0,45,3.7,0.04,0,34934,0
11,31,58.3,9.3,58.2,2024,BLT,0.93,1,0,2,26,7,0,9,2024,6.9,,68,9,84.8,1,81.8,10,58.5,2,2,0,1,24.8,BLT,0,72.3,1,HB,84,30,25,73,101,7.6,Rasheen Ali,40.6,3,0,84,0.1,-0.24,2,121717,1
11,37.2,54.9,6.7,63.1,2024,PHI,0.78,8,0,2,28,0,0,16,2024,0,,62,10,90.2,0,90.9,9.1,58.5,12.1,12,0,8.1,16.2,PHI,0,79.8,1,HB,47.3,12,16,79,99,6.2,Will Shipley,33.3,24,0,67,-0.1,-0.31,0,144138,0
11,,47.5,2.4,50.8,2023,ATL,0.55,56,0,2,81,0,6,7,2023,0,33.3,42,7,71,0,63.6,12.5,52.5,31.7,26,1,68.3,0,ATL,0,92.7,1,WR,73.4,15,0,76,82,6,Dylan Drummond,38.2,2,2,17,7.8,-0.27,1,78187,0
11,,65.7,9.6,67,2018,NO,1.63,50,1,4,11,0,1,7,2018,0,0,127,9,114.8,0,81.8,0,77.3,39.8,33,2,60.2,0,NO,0,94,0,WR,47.5,32,0,78,83,14.1,Dante Pettis,33.3,20,0,86,8.9,-0.04,5,48113,0
11,68.8,62.6,1.5,60.5,2022,GB,2.14,25,0,4,16,1,3,9,2022,1.9,33.3,107,4,65.3,1,36.4,33.3,28.6,50.9,27,1,47.2,1.9,GB,1,94.3,2,WR,80.9,45,1,50,53,26.8,Bo Melton,39.2,12,1,6,18.5,-0.27,0,61610,1
11,44.3,69.6,8.8,43.4,2025,WAS,0.49,3,1,3,22,0,0,17,2025,0,,68,9,92.4,0,81.8,0,78,8.4,16,0,1.6,20.5,WAS,0,73.7,0,HB,33.3,28,39,140,190,7.6,Jacory Croskey-Merritt,52.3,32,0,79,-1.4,0.17,0,102382,0
11,60,52,3.6,40.2,2023,DEN,0.57,9,0,3,45,75,1,11,2023,69.4,0,49,7,104,0,63.6,30,28.4,20.4,22,0,8.3,15.7,DEN,0,79.6,3,TE,69.5,16,17,86,108,7,Nate Adkins,44,10,0,25,3.7,0.06,0,87625,1
11,23,66.2,6,50.3,2023,TB,0.58,8,0,1,44,0,1,14,2023,0,0,34,8,105.9,0,72.7,11.1,56.7,4,3,0,10.7,20,TB,0,78.7,1,HB,50.1,28,15,59,75,4.3,Sean Tucker,37,30,0,48,-0.6,0.19,1,123056,1
10,73.6,43.3,8.4,44.7,2018,LAC,1.17,14,1,3,83,41,1,8,2018,42.3,0,101,7,102.5,0,70,22.2,35.3,42.3,41,1,14.4,6.2,LAC,1,88.7,2,TE,19.3,33,6,86,97,14.4,Tyler Conklin,43.5,27,0,59,4.4,-0.01,2,47124,0
10,,52.6,3,55.8,2018,ATL,0.78,32,0,2,04,0,2,6,2017,0,0,31,3,40,0,30,25,36.2,22,9,0,78,0,ATL,0,97.6,1,WR,65.8,16,0,40,41,10.3,KhaDarel Hodge,40,2,0,9,15,-0.33,1,26104,0
10,,58.8,2,61.5,2017,WAS,1.19,62,0,3,85,0,5,4,2017,0,40,83,5,78.3,0,50,16.7,49.2,19.5,15,1,80.5,0,WAS,0,90.9,1,WR,68.8,28,0,70,77,16.6,Noah Brown,35.7,32,2,10,15.2,-0.45,1,11993,0
10,,80.1,10,79.8,2025,MIA,3.56,34,0,6,81,0,3,3,2025,0,33.3,139,6,97.9,2,60,0,74.6,17.1,7,1,82.9,0,MIA,0,95.1,0,WR,68.8,63,0,39,41,23.2,Theo Wease Jr.,41,17,1,60,14.2,-0.25,0,98005,1
10,65.7,62.8,10.4,61.5,2019,IND,1.43,62,0,4,16,1,3,11,2019,1.2,33.3,106,5,87.9,0,50,0,73.4,22.9,19,0,74.7,1.2,IND,0,89.2,0,WR,80,48,1,74,83,21.2,Ashton Dulin,48,14,1,52,16,0.05,1,91479,0
10,,60.2,6.6,62.5,2025,GB,1.81,14,1,3,83,2,1,11,2025,4.5,100,78,10,132.5,0,100,0,78,54.5,24,0,31.8,0,GB,0,97.7,0,WR,45.2,33,0,43,44,7.8,Savion Williams,60.5,12,1,66,1.2,0.68,2,123101,1
10,,67.3,1.5,66.7,2025,CHI,1.36,44,0,4,20,0,1,6,2025,0,0,87,6,127.9,0,60,14.3,49.2,34.3,23,0,65.7,0,CHI,0,95.5,1,WR,68.8,25,0,64,67,14.5,Jahdae Walker,51.6,6,0,9,14.2,0.19,0,175944,2
10,68.9,57.6,3,59,2021,NO,0.98,2,0,2,88,51,2,14,2021,63.8,100,46,6,65,1,60,0,74.6,20,16,0,2.5,37.5,NO,0,58.8,0,TE,68.8,13,30,47,80,7.7,Jack Stoll,40.5,20,2,18,4.8,-0.44,0,42058,1
10,70.7,51.7,6,55.5,2019,NO,0.84,5,0,2,87,79,0,11,2019,78.2,,59,7,45.4,1,70,12.5,52.1,14.9,15,1,5,28.7,NO,0,69.3,1,TE,69.5,16,29,70,101,8.4,Foster Moreau,47.4,20,0,42,2.6,-0.13,2,47043,0
10,,54.5,0.5,55.8,2020,TEN,0.58,88,0,2,13,0,3,9,2020,0,66.7,65,6,79.2,0,60,0,76.5,26.7,32,2,73.3,0,TEN,1,94.2,0,WR,70.1,23,0,113,120,10.8,James Proche II,34.5,31,2,3,16.1,-0.3,0,48037,0
9,23.6,62.4,7.9,53,2025,MIA,0.34,4,0,1,31,0,0,17,2025,0,,32,7,118.5,0,77.8,0,75.6,3.2,4,1,3.2,23.8,MIA,0,73.8,0,HB,85.5,20,30,93,126,4.6,Ollie Gordon II,42.5,17,0,55,-2.4,-0.01,4,157792,1
9,61.6,44.7,2.5,38.4,2018,CHI,0.39,13,0,1,81,74,2,19,2018,55.6,0,36,6,74.3,0,66.7,14.3,49.2,12.8,17,1,9.8,27.1,CHI,0,69.2,1,TE,68.8,11,36,92,133,6,Durham Smythe,55.2,6,0,15,5.4,0.18,0,47257,0
9,29.2,63.7,8.8,73.4,2017,ARZ,0.93,3,0,4,06,0,1,3,2017,0,0,38,8,121.3,0,88.9,0,76.5,0,0,1,5.5,16.4,ARZ,1,74.5,0,HB,36.5,18,9,41,55,4.8,James Conner,41.7,1,0,70,-0.8,0,4,11860,1
9,,58.6,5.4,56.6,2018,MIA,0.54,56,0,3,19,2,2,10,2018,2.4,50,44,5,68.8,0,55.6,0,73.4,29.8,25,1,66.7,0,MIA,0,96.4,0,WR,69.5,16,0,81,84,8.8,Cedrick Wilson Jr.,38.3,17,1,27,10.2,-0.18,2,48170,0
9,20.3,66.1,3.3,72.5,2019,NYJ,1.55,3,0,4,47,10,2,14,2019,27.8,0,45,6,118.1,0,66.7,14.3,49.7,22.2,8,0,8.3,16.7,NYJ,0,80.6,1,FB,69.8,17,6,29,36,7.5,Andrew Beck,62.9,22,0,20,4.7,0.14,0,47121,2
9,75,43.2,1.7,42.9,2021,PHI,0.45,9,0,3,83,63,1,16,2021,58.9,0,40,7,85.2,0,77.8,12.5,52.1,29.9,32,0,8.4,13.1,PHI,0,83.2,1,TE,69.5,12,14,89,107,5.7,Kylen Granson,45.6,24,0,12,7.6,-0.1,0,40630,0
9,65.9,54.2,1.8,56.3,2017,DET,0.51,24,0,4,86,39,2,7,2017,32.2,100,53,8,91.2,0,88.9,0,76.5,42.1,51,0,19.8,11.6,DET,0,86,0,TE,70.1,18,14,104,121,6.6,Anthony Firkser,53.8,11,2,14,4.8,0.19,0,51837,0
9,,58.5,0,56.5,2021,JAX,0.94,25,0,2,81,0,1,6,2021,0,100,46,3,11.6,2,33.3,25,36.2,51,26,0,49,0,JAX,0,96.1,1,WR,73.3,18,0,49,51,15.3,Austin Trammell,42.9,15,1,0,15.6,-0.23,0,52195,0
9,22.4,56,3.7,60.3,2022,NYJ,0.93,9,0,3,84,22,5,7,2022,34.9,60,52,7,90.7,0,77.8,0,75.6,49.2,31,0,14.3,11.1,NYJ,0,88.9,0,TE,69.5,17,7,56,63,7.4,Stone Smartt,25.4,22,3,26,4.8,-0.6,0,60492,0
9,41.7,47.7,2,40.4,2020,HST,0.42,2,0,2,88,78,1,14,2020,78.8,0,28,5,61.3,0,55.6,0,74.6,15.2,15,0,2,29.3,HST,0,67.7,0,TE,68.8,9,29,67,99,5.6,Harrison Bryant,33.3,13,0,10,7.8,-0.43,0,26394,0
9,,62.3,1.2,62.1,2016,WAS,1.23,42,0,2,12,0,4,3,2016,0,25,53,5,72.9,0,55.6,0,73.4,12.5,6,0,87.5,0,WAS,0,89.6,0,WR,68,17,0,43,48,10.6,Robbie Chosen,53.5,32,1,6,14.2,0.03,1,11254,0
8,86.2,50,7.3,53.6,2021,DEN,0.83,17,0,3,46,12,0,17,2021,13.3,,53,6,92.2,0,75,14.3,49.2,6.7,6,0,18.9,27.8,DEN,0,71.1,1,FB,75.3,14,25,64,90,8.8,Adam Prentice,51.1,10,0,44,2,0.13,0,35639,0
8,,60.2,3,62.8,2018,HST,0.8,18,0,3,17,0,1,3,2018,0,0,37,6,83.9,0,75,0,74.6,62.7,32,1,35.3,0,HST,0,90.2,0,WR,75.5,14,0,46,51,6.2,Braxton Berrios,54.3,13,0,18,2.9,0.24,3,47961,0
8,5.3,69.3,11.8,39.5,2024,MIA,1.1,1,0,2,05,0,1,9,2024,0,0,44,5,77.1,0,62.5,28.6,29.2,20.5,9,0,2.3,2.3,MIA,0,90.9,2,HB,29.5,18,1,40,44,8.8,Jaylen Wright,43.9,17,0,59,-3.3,-0.07,1,146934,0
8,,63.6,5.4,62.3,2022,SF,1.1,62,0,5,09,0,1,15,2022,0,100,87,5,59.9,1,62.5,0,73.4,25.3,21,0,74.7,0,SF,0,95.2,0,WR,90.1,23,0,79,83,17.4,Skyy Moore,50.6,28,1,27,15.5,-0.21,2,97116,0
8,36.8,66.7,5.4,76.3,2019,DAL,1.2,1,0,0,24,0,0,4,2019,0,,30,8,82.3,0,100,0,77.3,0,0,0,2.4,33.3,DAL,0,59.5,0,HB,29.2,9,14,25,42,3.8,Miles Sanders,50,9,0,43,-1.6,0.15,3,40555,0
8,50.1,59.7,10.6,63.5,2019,CLV,1.06,4,0,2,38,5,0,5,2019,7.6,,55,8,95.3,0,100,0,76.5,3,2,0,6.1,18.2,CLV,0,78.8,0,HB,79.1,26,12,52,66,6.9,Trayveon Williams,39.1,8,0,85,-3.8,-0.36,0,45775,0
