Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,DropsTotal,AlignmentBackfieldRoutesPercentage,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,TargetedReadDesignTotal,TargetedReadDesignPercentage,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerTargetDropsTotal,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsGamesPlayed,TargetsContestedTotal,ReceptionsContested,playerStatsInside20ReceivingTargetsTotal,TouchdownsTotal,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,ReceptionsHero
Stefon Diggs,NE,WR,319,Yes,No,Yes,304,89,No,Yes,79,0.8876,2,0.2928,76,0.8539,870,322,102,726,3,0.0033,,0.5724,0.4243,72,4,0.0449,8.1573,9,113,2.8618,9.7753,2.3357,0.0337,11.4474,4.2368,1.3421,44,156.5287,156.5287,0.3017,111,187,149,187,187,190,152,187,187,187,149,187,187,17,10,9,11,4,1,11,0.1447,1
Jaydon Blue,DAL,RB,21,No,No,No,12,1,No,Yes,1,1,,0.0833,1,1,5,10,1,-5,,0.9167,,,0.0833,,,,-5,,87.5,0.4167,5,-0.8711,,5,10,1,,1.3667,1.3667,0.05,0.5,1.5,1,2,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,5,,,,,,,,
Ashton Jeanty,LV,RB,359,No,No,No,267,64,No,Yes,57,0.8906,,0.2397,52,0.8125,340,462,164,-99,4,0.8951,,0.0449,0.0599,29,16,0.25,-1.5469,1,97.9,1.2734,5.3125,-0.7042,0.0625,6.5385,8.8846,3.1538,11,98.5285,98.5285,0.2092,52,104,78,130,104,107,81,104,104,104,78,104,104,17,1,,7,3,,16,0.3077,
Kyle Monangai,CHI,RB,181,Yes,Yes,Yes,135,24,No,Yes,23,0.9583,,0.1778,17,0.7083,164,161,41,7,5,0.8889,0.0519,0.0148,0.0444,9,6,0.25,0.2917,,89.6,1.2148,6.8333,0.1894,0.2083,9.6471,9.4706,2.4118,7,38.0708,38.0708,0.1472,16.4,33.4,24.9,41.9,33.4,36.4,27.9,33.4,33.4,33.4,24.9,33.4,33.4,17,1,,3,,,9,0.5294,
Zay Jones,ARZ,WR,140,No,No,No,131,15,No,Yes,12,0.8,1,0.1145,11,0.7333,176,33,12,217,,,,0.3206,0.6794,13,,,14.4667,4,84.3,1.3435,11.7333,2.5813,,16,3,1.0909,7,28.4255,28.4255,0.1271,17.6,28.6,23.1,28.6,28.6,31.6,26.1,28.6,28.6,28.6,23.1,28.6,28.6,8,1,,2,,,,,1
Ben Sinnott,WAS,TE,77,No,Yes,No,66,11,No,No,10,0.9091,,0.1667,10,0.9091,110,53,22,82,,,0.5606,0.3485,0.0909,8,,,7.4545,2,108.3,1.6667,10,2.8335,,11,5.3,2.2,4,16.2879,16.2879,0.1642,11,21,16,21,26,24,19,21,21,21,16,26,21,16,1,1,,,,1,0.1,
Jaylin Noel,HST,WR,156,No,No,No,150,30,No,Yes,23,0.7667,,0.2,22,0.7333,252,90,24,290,1,0.0067,,0.6467,0.3467,26,6,0.2,9.6667,8,95.4,1.68,8.4,0.5385,0.0333,11.4545,4.0909,1.0909,10,59.6643,59.6643,0.2113,31.2,53.2,42.2,53.2,53.2,56.2,45.2,53.2,53.2,53.2,42.2,53.2,53.2,17,3,3,3,1,,,,
Andrei Iosivas,CIN,WR,482,No,No,Yes,436,52,No,No,46,0.8846,2,0.1193,31,0.5962,396,97,39,523,6,0.0023,,0.6055,0.3922,34,1,0.0192,10.0577,6,80.3,0.9083,7.6154,-0.3493,0.1154,12.7742,3.129,1.2581,22,88.8536,88.8536,0.1176,51.6,82.6,67.1,82.6,82.6,85.6,70.1,82.6,82.6,82.6,67.1,82.6,82.6,17,14,5,6,2,1,6,0.1935,1
Isaac TeSlaa,DET,WR,268,Yes,Yes,Yes,245,27,No,Yes,18,0.6667,10,0.1102,16,0.5926,239,57,22,393,,,,0.2449,0.7551,25,1,0.037,14.5556,4,112.5,0.9755,8.8519,-0.7929,,14.9375,3.5625,1.375,14,63.1363,63.1363,0.1179,59.9,75.9,67.9,75.9,75.9,78.9,70.9,75.9,75.9,75.9,67.9,75.9,75.9,17,6,4,11,6,5,,,4
Allen Lazard,NYJ,WR,123,No,No,Yes,109,12,No,No,8,0.6667,3,0.1101,8,0.6667,57,31,10,84,,,,0.3486,0.6514,8,2,0.1667,7,1,42.7,0.5229,4.75,-2.3069,,7.125,3.875,1.25,2,25.7381,25.7381,0.1165,5.7,13.7,9.7,13.7,13.7,13.7,9.7,13.7,13.7,13.7,9.7,13.7,13.7,10,2,2,5,,,,,
Hunter Renfrow,CAR,WR,132,No,No,No,126,20,No,Yes,16,0.8,1,0.1587,13,0.65,78,21,6,165,,,,0.8175,0.1825,16,2,0.1,8.25,1,89.2,0.619,3.9,-3.7811,,6,1.6154,0.4615,7,36.0187,36.0187,0.177,13.8,26.8,20.3,26.8,26.8,26.8,20.3,26.8,26.8,26.8,20.3,26.8,26.8,6,3,2,3,1,1,,,
Darnell Mooney,ATL,WR,411,No,Yes,No,377,67,No,Yes,46,0.6866,4,0.1777,32,0.4776,443,78,20,928,7,,,0.4297,0.5703,58,3,0.0448,13.8507,13,74.4,1.1751,6.6119,-2.5202,0.1045,13.8438,2.4375,0.625,25,128.1135,128.1135,0.1836,50.3,82.3,66.3,82.3,82.3,85.3,69.3,82.3,82.3,82.3,66.3,82.3,82.3,15,10,2,7,1,,2,0.0625,
Jeremy Ruckert,NYJ,TE,171,No,No,No,128,24,No,Yes,22,0.9167,2,0.1875,20,0.8333,169,82,37,100,1,,0.6875,0.1719,0.1406,15,,,4.1667,,109.9,1.3203,7.0417,0.3371,0.0417,8.45,4.1,1.85,8,37.6632,37.6632,0.16,22.9,42.9,32.9,42.9,52.9,45.9,35.9,42.9,42.9,42.9,32.9,52.9,42.9,17,6,5,3,1,1,,,
Kalif Raymond,DET,WR,194,Yes,Yes,Yes,173,27,No,Yes,25,0.9259,,0.1561,24,0.8889,289,163,26,156,1,,0.0058,0.4104,0.5838,20,5,0.1852,5.7778,2,123.6,1.6705,10.7037,3.7359,0.037,12.0417,6.7917,1.0833,14,43.0095,43.0095,0.1579,34.9,58.9,46.9,58.9,58.9,61.9,49.9,58.9,58.9,58.9,46.9,58.9,58.9,15,3,3,2,1,,1,0.0417,
Raheem Mostert,LV,RB,91,No,Yes,Yes,68,10,Yes,Yes,10,1,,0.1471,10,1,65,82,15,-17,,0.9853,,0.0147,,3,2,0.2,-1.7,,93.8,0.9559,6.5,0.5981,,6.5,8.2,1.5,6,14.6096,14.6096,0.137,6.5,16.5,11.5,21.5,16.5,16.5,11.5,16.5,16.5,16.5,11.5,16.5,16.5,12,,,,,,2,0.2,
Jalen Coker,CAR,WR,231,No,No,No,216,37,No,Yes,30,0.8108,2,0.1713,30,0.8108,372,92,40,359,,0.0046,,0.6157,0.3796,32,2,0.0541,9.7027,4,124.3,1.7222,10.0541,2.1493,,12.4,3.0667,1.3333,20,62.8719,62.8719,0.1832,54.2,84.2,69.2,84.2,84.2,87.2,71.2,83.2,83.2,83.2,68.2,84.2,83.2,11,7,7,3,3,1,3,0.1,2
Dallas Goedert,PHI,TE,329,No,No,Yes,304,57,No,Yes,48,0.8421,2,0.1875,42,0.7368,397,155,74,438,4,0.0033,0.3191,0.5362,0.1414,46,7,0.1228,7.6842,6,132.1,1.3059,6.9649,-0.6361,0.0702,9.4524,3.6905,1.7619,24,108.413,108.413,0.1887,87.7,129.7,108.7,129.7,150.7,132.7,111.7,129.7,129.7,129.7,108.7,150.7,129.7,15,6,3,10,8,1,1,0.0238,
Roschon Johnson,CHI,RB,1,No,No,No,1,,No,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
Arian Smith,NYJ,WR,192,No,No,No,179,15,No,Yes,10,0.6667,2,0.0838,7,0.4667,52,33,16,215,,,,0.4358,0.5642,12,2,0.1333,14.3333,5,27.6,0.2905,3.4667,-5.3368,,7.4286,4.7143,2.2857,4,27.5973,27.5973,0.0968,5.2,12.2,8.7,12.2,12.2,12.2,8.7,12.2,12.2,12.2,8.7,12.2,12.2,16,4,1,,,,1,0.1429,
Marvin Mims,DEN,WR,210,No,No,No,193,46,No,No,36,0.7826,2,0.2383,35,0.7609,305,225,70,422,1,0.0518,,0.3109,0.6373,39,15,0.3261,9.1739,11,100.4,1.5803,6.6304,-0.7344,0.0217,8.7143,6.4286,2,13,80.9495,80.9495,0.2359,36.5,71.5,54,71.5,71.5,74.5,57,71.5,71.5,71.5,54,71.5,71.5,15,2,1,2,1,1,4,0.1143,
Cedric Tillman,CLV,WR,242,No,No,Yes,214,28,No,No,21,0.75,3,0.1308,17,0.6071,195,46,14,324,1,,,0.3037,0.6963,24,,,11.5714,3,90.6,0.9112,6.9643,-1.4399,0.0357,11.4706,2.7059,0.8235,11,60.0823,60.0823,0.1359,31.5,48.5,40,48.5,48.5,51.5,43,48.5,48.5,48.5,40,48.5,48.5,13,5,2,4,2,1,1,0.0588,
Calvin Ridley,TEN,WR,130,No,No,Yes,120,28,No,Yes,20,0.7143,1,0.2333,13,0.4643,238,58,10,383,4,,,0.2583,0.7417,26,1,0.0357,13.6786,4,76.2,1.9833,8.5,-0.4862,0.1429,18.3077,4.4615,0.7692,10,51.5751,51.5751,0.2617,23.8,36.8,30.3,36.8,36.8,39.8,33.3,36.8,36.8,36.8,30.3,36.8,36.8,7,4,,1,,,3,0.2308,
Harold Fannin,CLV,TE,358,No,No,No,314,90,Yes,Yes,78,0.8667,2,0.2866,64,0.7111,612,303,135,523,5,0.0096,0.4045,0.4331,0.1529,69,9,0.1,5.8111,5,98.9,1.949,6.8,-0.3218,0.0556,9.5625,4.7344,2.1094,26,152.2422,152.2422,0.2932,91.2,155.2,123.2,155.2,187.2,158.2,126.2,155.2,155.2,155.2,123.2,187.2,155.2,16,16,6,9,5,1,13,0.2031,1
Jacoby Jones,WAS,WR,2,Yes,Yes,No,1,1,No,No,1,1,,1,1,1,25,22,,3,,,,,1,1,,,3,,118.8,25,25,19.5501,,25,22,,1,1.2729,1.2729,0.5,2.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,3.5,3,3.5,3.5,1,,,,,,,,
Chris Godwin,TB,WR,202,No,No,No,177,41,No,Yes,35,0.8537,3,0.2316,31,0.7561,314,173,53,286,2,,,0.5311,0.4689,36,5,0.122,6.9756,2,113.3,1.774,7.6585,0.5918,0.0488,10.129,5.5806,1.7097,19,68.7389,68.7389,0.2316,43.4,74.4,58.9,74.4,74.4,77.4,61.9,74.4,74.4,74.4,58.9,74.4,74.4,9,9,7,6,2,2,7,0.2258,
Terry McLaurin,WAS,WR,200,No,Yes,No,184,51,No,No,37,0.7255,4,0.2772,32,0.6275,488,95,45,690,1,,,0.1413,0.8587,44,,,13.5294,10,113.8,2.6522,9.5686,0.7198,0.0196,15.25,2.9688,1.4062,28,104.9418,104.9418,0.2948,66.8,98.8,82.8,98.8,98.8,101.8,85.8,98.8,98.8,98.8,82.8,98.8,98.8,10,14,9,6,3,2,3,0.0938,1
TreVeyon Henderson,NE,RB,210,Yes,No,Yes,180,41,No,Yes,38,0.9268,1,0.2278,35,0.8537,221,250,52,3,3,0.8556,0.0056,0.0333,0.1056,13,9,0.2195,0.0732,,97.3,1.2278,5.3902,-0.8399,0.0732,6.3143,7.1429,1.4857,7,66.2961,66.2961,0.2092,28.1,63.1,45.6,80.6,63.1,66.1,48.6,63.1,63.1,63.1,45.6,63.1,63.1,17,,,4,1,1,7,0.2,
Jayden Reed,GB,WR,87,No,No,Yes,86,18,No,Yes,17,0.9444,1,0.2093,16,0.8889,173,79,17,134,,0.0465,0.0233,0.7209,0.2093,15,4,0.2222,7.4444,1,125.2,2.0116,9.6111,2.1422,,10.8125,4.9375,1.0625,6,30.8667,30.8667,0.2278,23.3,39.3,31.3,39.3,39.3,42.3,34.3,39.3,39.3,39.3,31.3,39.3,39.3,7,2,1,4,1,1,3,0.1875,
Devin Neal,NO,RB,132,No,No,No,103,17,No,Yes,17,1,,0.165,16,0.9412,94,130,59,-36,1,0.8835,,0.0291,0.0874,4,2,0.1176,-2.1176,,89.7,0.9126,5.5294,-0.127,0.0588,5.875,8.125,3.6875,3,26.0298,26.0298,0.1405,9.4,25.4,17.4,33.4,25.4,25.4,17.4,25.4,25.4,25.4,17.4,25.4,25.4,9,1,1,1,,,5,0.3125,
Oronde Gadsden,LAC,TE,314,No,No,No,276,52,No,No,45,0.8654,3,0.1884,40,0.7692,531,196,95,480,2,0.0145,0.337,0.5,0.1486,38,,,9.2308,7,99.1,1.9239,10.2115,2.2033,0.0385,13.275,4.9,2.375,20,96.1344,96.1344,0.1933,58.1,98.1,78.1,98.1,118.1,101.1,80.1,97.1,97.1,97.1,77.1,118.1,97.1,15,6,3,9,1,1,4,0.1,
Kyle Pitts,ATL,TE,500,No,Yes,No,446,104,No,Yes,90,0.8654,3,0.2332,81,0.7788,868,389,169,770,3,,0.4148,0.3722,0.213,73,10,0.0962,7.4038,7,102.2,1.9462,8.3462,0.6839,0.0288,10.716,4.8025,2.0864,48,175.3388,175.3388,0.2306,110.8,191.8,151.3,191.8,232.3,194.8,154.3,191.8,191.8,191.8,151.3,232.3,191.8,17,16,9,9,4,2,9,0.1111,
Dante Pettis,NO,WR,67,No,Yes,No,63,9,No,Yes,7,0.7778,,0.1429,7,0.7778,87,105,14,39,,,,0.4286,0.5714,6,3,0.3333,4.3333,1,106.9,1.381,9.6667,2.9,,12.4286,15,2,3,17.6198,17.6198,0.1475,7.7,14.7,11.2,14.7,14.7,14.7,10.2,13.7,13.7,13.7,10.2,14.7,13.7,8,,,,,,5,0.7143,
Brayden Willis,SF,TE,4,No,No,No,4,1,No,No,,,,0.25,,,,,,2,,,0.5,0.5,,1,,,2,,39.6,,,-6.3701,,,,,,1.5,1.5,0.3333,,,,,,,,,,,,,,6,,,,,,,,
Dalen Cambre,NYG,WR,4,No,No,No,3,,No,Yes,,,,,,,,,,,,,,0.3333,0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,
Malik Davis,DAL,RB,75,No,No,No,42,5,No,No,3,0.6,,0.119,2,0.4,16,6,1,18,1,0.9286,,0.0476,0.0238,,,,3.6,,48.8,0.381,3.2,-3.5568,0.2,8,3,0.5,,6.9259,6.9259,0.082,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,10,2,1,,,,,,
Dawson Knox,BUF,TE,228,No,No,No,194,32,No,Yes,27,0.8438,3,0.1649,26,0.8125,307,145,39,219,,0.0103,0.4278,0.4124,0.1495,27,4,0.125,6.8438,1,101.4,1.5825,9.5938,1.9547,,11.8077,5.5769,1.5,16,55.1383,55.1383,0.1546,42.7,68.7,55.7,68.7,81.7,71.7,58.7,68.7,68.7,68.7,55.7,81.7,68.7,17,3,1,6,2,2,3,0.1154,
Noah Brown,WAS,WR,52,No,No,No,46,8,No,No,5,0.625,1,0.1739,3,0.375,46,5,2,122,,,,0.087,0.913,6,,,15.25,2,57.3,1,5.75,-3.5135,,15.3333,1.6667,0.6667,2,17.0407,17.0407,0.1818,4.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,7.6,6.1,7.6,7.6,4,2,,2,,,,,
Emeka Egbuka,TB,WR,418,No,No,No,382,108,No,Yes,69,0.6389,9,0.2827,54,0.5,763,264,66,1354,7,,,0.3586,0.6414,94,12,0.1111,12.537,20,77,1.9974,7.0648,-1.7067,0.0648,14.1296,4.8889,1.2222,29,207.0408,207.0408,0.2865,106.3,160.3,133.3,160.3,160.3,163.3,136.3,160.3,160.3,160.3,133.3,160.3,160.3,17,18,7,12,5,2,3,0.0556,1
Dontayvion Wicks,GB,WR,186,No,No,No,168,40,No,Yes,31,0.775,2,0.2381,27,0.675,310,70,34,469,2,,0.0119,0.4762,0.5119,37,1,0.025,11.725,8,78.1,1.8452,7.75,-0.6721,0.05,11.4815,2.5926,1.2593,19,68.8546,68.8546,0.2439,37,64,50.5,64,64,67,53.5,64,64,64,50.5,64,64,14,7,4,3,1,1,3,0.1111,
John Bates,WAS,TE,126,No,Yes,No,78,8,No,No,7,0.875,,0.1026,5,0.625,45,30,7,31,1,,0.8462,0.1154,0.0385,8,2,0.25,3.875,,77.6,0.5769,5.625,-1.2332,0.125,9,6,1.4,2,12.9273,12.9273,0.0702,4.5,9.5,7,9.5,12,9.5,7,9.5,9.5,9.5,7,12,9.5,15,1,,,,,,,
Trey McBride,ARZ,TE,589,No,Yes,No,555,147,No,No,126,0.8571,12,0.2649,114,0.7755,1156,536,204,1049,1,,0.2559,0.6414,0.1027,128,26,0.1769,7.1361,9,117.6,2.0829,7.8639,0.2712,0.0068,10.1404,4.7018,1.7895,58,260.6602,260.6602,0.2854,163.6,277.6,220.6,277.6,334.6,280.6,223.6,277.6,277.6,277.6,220.6,334.6,277.6,17,36,22,25,8,4,16,0.1404,1
Cam Skattebo,NYG,RB,112,Yes,Yes,No,92,26,No,No,24,0.9231,,0.2826,22,0.8462,183,191,66,-9,1,0.8696,,0.0543,0.0761,13,9,0.3462,-0.3462,,121.6,1.9891,7.0385,0.9777,0.0385,8.3182,8.6818,3,9,38.6156,38.6156,0.2766,30.3,52.3,41.3,63.3,52.3,55.3,44.3,52.3,52.3,52.3,41.3,52.3,52.3,8,1,,3,2,,6,0.2727,
Dont'e Thornton,LV,WR,219,No,No,No,193,27,No,Yes,14,0.5185,,0.1399,8,0.2963,108,34,21,441,2,,,0.3161,0.6839,26,1,0.037,16.3333,8,12.9,0.5596,4,-5.6944,0.0741,13.5,4.25,2.625,5,51.1833,51.1833,0.1475,10.8,18.8,14.8,18.8,18.8,21.8,17.8,18.8,18.8,18.8,14.8,18.8,18.8,15,8,3,1,,,,,1
Will Shipley,PHI,RB,66,No,Yes,No,52,8,No,No,8,1,,0.1538,7,0.875,34,61,6,-24,1,0.6923,,0.1731,0.1346,4,2,0.25,-3,,84.4,0.6538,4.25,-1.419,0.125,4.8571,8.7143,0.8571,1,12.53,12.53,0.1379,3.4,10.4,6.9,13.9,10.4,10.4,6.9,10.4,10.4,10.4,6.9,10.4,10.4,15,,,1,,,,,
Kyren Williams,LA,RB,395,No,Yes,No,270,44,No,No,37,0.8409,,0.163,34,0.7727,247,166,51,96,3,0.8926,,0.1,0.0074,13,1,0.0227,2.1818,,112.6,0.9148,5.6136,-0.8263,0.0682,7.2647,4.8824,1.5,11,66.1998,66.1998,0.1212,42.7,76.7,59.7,93.7,76.7,79.7,62.7,76.7,76.7,76.7,59.7,76.7,76.7,17,3,3,10,3,,2,0.0588,
Payne Durham,TB,TE,76,No,No,No,35,,No,Yes,,,,,,,,,,,,0.0286,0.6571,0.2286,0.0857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,
Tez Johnson,TB,WR,236,No,No,No,218,32,No,Yes,24,0.75,4,0.1468,19,0.5938,237,87,7,419,2,0.0092,,0.4174,0.5734,25,4,0.125,13.0938,6,122,1.0872,7.4062,-1.5034,0.0625,12.4737,4.5789,0.3684,11,62.2592,62.2592,0.1517,47.7,66.7,57.2,66.7,66.7,69.7,60.2,66.7,66.7,66.7,57.2,66.7,66.7,16,6,3,6,4,2,3,0.1579,1
Christian McCaffrey,SF,RB,470,No,No,No,413,112,No,No,102,0.9107,3,0.2712,93,0.8304,872,657,246,289,6,0.7748,0.0145,0.1646,0.046,53,21,0.1875,2.5804,2,109.5,2.1114,7.7857,1.0528,0.0536,9.3763,7.0645,2.6452,45,183.7167,183.7167,0.2642,123.2,216.2,169.7,262.7,216.2,219.2,172.7,216.2,216.2,216.2,169.7,216.2,216.2,17,9,5,22,6,3,19,0.2043,
Tucker Kraft,GB,TE,192,No,No,Yes,154,32,No,No,27,0.8438,1,0.2078,24,0.75,411,287,98,162,3,,0.513,0.3636,0.1234,25,7,0.2188,5.0625,1,156.3,2.6688,12.8438,5.7499,0.0938,17.125,11.9583,4.0833,15,51.725,51.725,0.1818,65.1,89.1,77.1,89.1,101.1,92.1,80.1,89.1,89.1,89.1,77.1,101.1,89.1,8,3,2,6,4,1,8,0.3333,
Sterling Shepard,TB,WR,283,No,Yes,No,254,43,No,Yes,35,0.814,2,0.1693,32,0.7442,292,143,41,352,,,,0.5118,0.4882,31,8,0.186,8.186,6,92.4,1.1496,6.7907,-0.6351,,9.125,4.4688,1.2812,13,79.9469,79.9469,0.1673,28.2,60.2,44.2,60.2,60.2,63.2,46.2,59.2,59.2,59.2,43.2,60.2,59.2,13,6,3,4,,,4,0.125,
Khalil Shakir,BUF,WR,320,No,No,Yes,297,83,No,Yes,74,0.8916,,0.2795,68,0.8193,641,515,262,200,3,0.0101,0.0101,0.7273,0.2525,69,26,0.3133,2.4096,3,100.9,2.1582,7.7229,1.6263,0.0361,9.4265,7.5735,3.8529,26,132.7227,132.7227,0.2872,81.1,149.1,115.1,149.1,149.1,152.1,117.1,148.1,148.1,148.1,114.1,149.1,148.1,16,10,7,11,3,,17,0.25,1
Chris Blair,ATL,WR,6,No,No,No,5,,No,No,,,,,,,,,,,,,,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Mitchell Tinsley,CIN,WR,124,No,No,Yes,106,21,No,No,10,0.4762,4,0.1981,6,0.2857,92,9,8,320,2,0.0094,0.0094,0.1509,0.8302,16,,,15.2381,7,77.1,0.8679,4.381,-5.0988,0.0952,15.3333,1.5,1.3333,5,44.4713,44.4713,0.1842,21.2,27.2,24.2,27.2,27.2,27.2,24.2,27.2,27.2,27.2,24.2,27.2,27.2,17,6,3,5,2,2,1,0.1667,1
Brycen Tremayne,CAR,WR,83,No,No,No,79,13,No,Yes,12,0.9231,,0.1646,11,0.8462,123,34,8,118,,0.0127,,0.3797,0.6076,10,,,9.0769,1,106.1,1.557,9.4615,1.7536,,11.1818,3.0909,0.7273,5,22.35,22.35,0.1884,12.3,23.3,17.8,23.3,23.3,26.3,20.8,23.3,23.3,23.3,17.8,23.3,23.3,16,2,2,1,,,,,1
Jaxon Smith-Njigba,SEA,WR,387,No,No,No,380,135,No,No,112,0.8296,10,0.3553,101,0.7481,1474,462,182,1496,4,0.0105,0.0079,0.2368,0.7447,121,14,0.1037,11.0815,21,120.4,3.8789,10.9185,2.6392,0.0296,14.5941,4.5743,1.802,65,257.3907,257.3907,0.3994,194.4,295.4,244.9,295.4,295.4,298.4,246.9,294.4,294.4,294.4,243.9,295.4,294.4,17,17,8,14,8,5,14,0.1386,3
Jalen Cropper,DAL,WR,1,No,No,No,1,,No,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Sam LaPorta,DET,TE,239,No,No,No,200,41,No,Yes,35,0.8537,1,0.205,34,0.8293,414,203,63,267,1,0.005,0.35,0.445,0.2,27,2,0.0488,6.5122,,133.1,2.07,10.0976,2.7986,0.0244,12.1765,5.9706,1.8529,21,63.7556,63.7556,0.1881,59.4,93.4,76.4,93.4,110.4,96.4,79.4,93.4,93.4,93.4,76.4,110.4,93.4,9,4,4,4,3,1,5,0.1471,1
Phil Mafah,DAL,RB,3,No,No,No,2,2,No,Yes,2,1,,1,2,1,11,22,7,-11,,1,,,,2,2,1,-5.5,,89.6,5.5,5.5,0.0198,,5.5,11,3.5,1,2.2996,2.2996,0.6667,1.1,3.1,2.1,4.1,3.1,3.1,2.1,3.1,3.1,3.1,2.1,3.1,3.1,1,,,,,,1,0.5,
Jackson Hawes,BUF,TE,79,No,No,No,40,7,No,Yes,6,0.8571,1,0.175,5,0.7143,58,28,10,46,1,,0.65,0.25,0.1,1,,,6.5714,1,135.7,1.45,8.2857,1.5792,0.1429,11.6,5.6,2,4,12.1703,12.1703,0.0933,11.8,16.8,14.3,16.8,19.3,16.8,14.3,16.8,16.8,16.8,14.3,19.3,16.8,17,1,1,1,1,1,,,
Dee Eskridge,MIA,WR,46,No,No,No,43,6,No,No,4,0.6667,,0.1395,4,0.6667,62,9,7,75,,,,0.3023,0.6977,4,,,12.5,1,100.7,1.4419,10.3333,1.9004,,15.5,2.25,1.75,3,10.7049,10.7049,0.1395,6.2,10.2,8.2,10.2,10.2,10.2,8.2,10.2,10.2,10.2,8.2,10.2,10.2,13,1,1,,,,,,1
AJ Dillon,PHI,RB,21,No,Yes,No,14,3,No,No,3,1,,0.2143,3,1,21,12,6,9,,0.9286,,0.0714,,,,,3,,95.8,1.5,7,0.478,,7,4,2,,5.4359,5.4359,0.1429,1.1,4.1,2.6,5.6,4.1,4.1,1.6,3.1,3.1,3.1,1.6,4.1,3.1,7,,,1,,,1,0.3333,
Brittain Brown,CHI,RB,4,No,Yes,No,4,1,No,No,,,,0.25,,,,,,4,,0.5,0.25,,0.25,,,,4,,39.6,,,-6.6619,,,,,,1.3496,1.3496,0.25,,,,,,,,,,,,,,2,,,,,,,,
Ross Dwelley,DET,TE,36,No,No,No,22,2,Yes,Yes,1,0.5,1,0.0909,1,0.5,3,3,2,6,,,0.6364,0.2727,0.0909,2,,,3,,56.3,0.1364,1.5,-4.691,,3,3,2,,4.9339,4.9339,0.0714,0.3,1.3,0.8,1.3,1.8,1.3,0.8,1.3,1.3,1.3,0.8,1.8,1.3,10,,,1,,,,,
Albert Okwuegbunam,LV,TE,22,No,Yes,No,21,6,No,No,5,0.8333,1,0.2857,5,0.8333,36,35,13,20,,,0.5238,0.4762,,5,2,0.3333,3.3333,,91.7,1.7143,6,-0.3307,,7.2,7,2.6,2,9.638,9.638,0.2857,3.6,8.6,6.1,8.6,11.1,8.6,6.1,8.6,8.6,8.6,6.1,11.1,8.6,1,,,1,,,2,0.4,
Raheim Sanders,CLV,RB,16,No,No,Yes,12,4,No,No,3,0.75,,0.3333,3,0.75,21,14,7,10,,0.8333,,,0.1667,1,,,2.5,,86.5,1.75,5.25,-1.4814,,7,4.6667,2.3333,,5.5416,5.5416,0.2857,2.1,5.1,3.6,6.6,5.1,5.1,3.6,5.1,5.1,5.1,3.6,5.1,5.1,4,,,,,,2,0.6667,
Tyler Warren,IND,TE,447,No,No,No,398,88,No,Yes,75,0.8523,5,0.2211,60,0.6818,637,343,95,582,3,0.0251,0.3492,0.4874,0.1382,75,12,0.1364,6.6136,2,95.7,1.6005,7.2386,-0.3215,0.0341,10.6167,5.7167,1.5833,32,156.8767,156.8767,0.2184,81.7,141.7,111.7,141.7,171.7,144.7,114.7,141.7,141.7,141.7,111.7,171.7,141.7,17,21,7,14,3,1,2,0.0333,1
