Name,Team,POS,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsTotal,TargetsContestedLabel,TargetsContestedTotal,TargetsCatchableLabel,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsInEndzone,TargetsPerRoute,ReceptionsTotal,ReceptionsContested,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,DeepTargetTargetsTotal,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,playerStatsGamesPlayed,AlignmentBackfieldRoutesPercentage,DropsTotal,AveragesPerTargetDropsTotal,TouchdownsTotal,ReceptionsHero,TouchdownsInEndzone,MissedTacklesForcedTotal,MissedTacklesForcedPerReception
Ricky Pearsall,SF,WR,141,No,No,No,141,42,No,6,Yes,31,0.7381,1,0.2979,30,5,0.7143,481,90,28,627,,0.2128,0.7872,42,14.9286,12,79.6,3.4113,11.4524,2.1918,16.0333,3,0.9333,25,86.7662,86.7662,0.2979,48.1,78.1,63.1,78.1,78.1,81.1,66.1,78.1,78.1,78.1,63.1,78.1,78.1,2,9,,,,,3,,,
Pharaoh Brown,ARZ,TE,11,No,No,Yes,10,2,No,,No,2,1,,0.2,2,,1,1,2,,-1,0.9,,,2,-0.5,,79.2,0.1,0.5,-4.8133,0.5,1,,,5.6542,5.6542,0.1818,0.1,2.1,1.1,2.1,3.1,2.1,1.1,2.1,2.1,2.1,1.1,3.1,2.1,1,7,0.1,,,,,,,
Chris Olave,NO,WR,314,No,No,Yes,310,117,No,17,No,89,0.7607,12,0.3774,75,6,0.641,950,190,33,1604,,0.4,0.5968,117,13.7094,27,97.9,3.0645,8.1197,-0.7311,12.6667,2.5333,0.44,43,221.5126,221.5126,0.3738,142,217,179.5,217,217,220,182.5,216,216,216,178.5,217,216,11,16,0.0032,8,0.0684,8,2,4,4,0.0533
Jeremy McNichols,WAS,RB,106,No,No,No,74,5,No,1,No,5,1,,0.0676,5,1,1,53,44,30,9,,0.2432,0.0405,5,1.8,,110.8,0.7162,10.6,3.9893,10.6,8.8,6,3,7.456,7.456,0.0472,5.3,10.3,7.8,12.8,10.3,10.3,7.8,10.3,10.3,10.3,7.8,10.3,10.3,,17,0.7162,,,,,,2,0.4
Jerome Ford,CLV,RB,108,No,No,Yes,78,4,Yes,1,Yes,4,1,,0.0513,2,,0.5,7,12,2,,0.1154,,0.0641,4,,,56.3,0.0897,1.75,-4.1951,3.5,6,1,,5.9748,5.9748,0.037,0.7,2.7,1.7,3.7,2.7,2.7,1.7,2.7,2.7,2.7,1.7,2.7,2.7,,13,0.8205,1,0.25,,,,1,0.5
George Pickens,DAL,WR,327,No,No,Yes,326,106,No,26,No,86,0.8113,17,0.3252,77,18,0.7264,1190,399,214,1253,,0.1166,0.8834,106,11.8208,19,123.5,3.6503,11.2264,2.8761,15.4545,5.1818,2.7792,61,222.1114,222.1114,0.3242,161,238,199.5,238,238,241,202.5,238,238,238,199.5,238,238,20,17,,2,0.0189,7,5,6,10,0.1299
Stephen Carlson,CHI,TE,3,No,No,No,2,,Yes,,Yes,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Josh Jacobs,GB,RB,127,No,No,No,83,7,No,,Yes,6,0.8571,,0.0843,6,,0.8571,30,14,4,13,0.0241,,0.0723,7,1.8571,,84.5,0.3614,4.2857,-2.3057,5,2.3333,0.6667,1,10.6205,10.6205,0.0551,3,9,6,12,9,9,6,9,9,9,6,9,9,1,15,0.9036,,,,,,,
Cade Stover,HST,TE,51,No,No,No,45,13,No,3,Yes,13,1,,0.2889,10,2,0.7692,70,51,19,26,0.7333,0.0889,0.1556,13,2,,88.6,1.5556,5.3846,-0.5066,7,5.1,1.9,4,20.2105,20.2105,0.2549,7,17,12,17,22,17,12,17,17,17,12,22,17,3,9,0.0222,2,0.1538,,,,,
Tee Higgins,CIN,WR,282,No,No,Yes,280,86,No,35,No,67,0.7791,11,0.3071,54,21,0.6279,771,178,85,1181,,0.1393,0.8571,86,13.7326,21,125.7,2.7536,8.9651,0.1159,14.2778,3.2963,1.5741,37,164.3106,164.3106,0.305,137.1,191.1,164.1,191.1,191.1,194.1,167.1,191.1,191.1,191.1,164.1,191.1,191.1,12,15,0.0036,1,0.0116,10,4,6,7,0.1296
Scott Miller,PIT,WR,52,No,Yes,Yes,51,8,Yes,,Yes,6,0.75,1,0.1569,5,,0.625,48,18,6,67,,0.3137,0.6863,8,8.375,1,79.2,0.9412,6,-1.4922,9.6,3.6,1.2,4,15.2133,15.2133,0.1538,4.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,9.8,7.3,9.8,9.8,1,13,,,,,,,1,0.2
Jaylen Waddle,MIA,WR,201,No,No,No,196,86,No,13,Yes,62,0.7209,7,0.4388,55,9,0.6395,853,232,66,1187,,0.1888,0.8112,86,13.8023,15,90.9,4.352,9.9186,0.9623,15.5091,4.2182,1.2,45,163.0718,163.0718,0.4279,121.3,176.3,148.8,176.3,176.3,179.3,151.8,176.3,176.3,176.3,148.8,176.3,176.3,10,16,,4,0.0465,6,1,4,5,0.0909
Rashod Bateman,BLT,WR,151,No,No,No,149,24,No,5,Yes,14,0.5833,1,0.1611,11,4,0.4583,144,29,18,359,,0.1342,0.8658,24,14.9583,6,47.9,0.9664,6,-3.1334,13.0909,2.6364,1.6364,6,39.8154,39.8154,0.1589,14.4,25.4,19.9,25.4,25.4,28.4,22.9,25.4,25.4,25.4,19.9,25.4,25.4,3,13,,2,0.0833,,1,,3,0.2727
Grant Calcaterra,PHI,TE,80,No,No,No,58,11,No,3,No,10,0.9091,,0.1897,8,2,0.7273,70,29,4,66,0.5172,0.431,0.0517,11,6,,119.5,1.2069,6.3636,-0.7072,8.75,3.625,0.5,4,17.2693,17.2693,0.1375,13,21,17,21,25,21,17,21,21,21,17,25,21,2,15,,1,0.0909,1,,,,
Clyde Edwards-Helaire,KC,RB,3,No,No,No,3,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,
Ryan Flournoy,DAL,WR,135,No,No,Yes,134,32,No,5,No,26,0.8125,4,0.2388,25,4,0.7812,261,70,35,303,,0.3433,0.6567,32,9.4688,2,131.9,1.9478,8.1562,0.3588,10.44,2.8,1.4,19,61.0703,61.0703,0.237,44.1,69.1,56.6,69.1,69.1,72.1,59.6,69.1,69.1,69.1,56.6,69.1,69.1,6,15,,1,0.0312,3,,2,2,0.08
Nikko Remigio,KC,WR,3,No,No,Yes,3,,No,,Yes,,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,
Deebo Samuel,WAS,WR,191,No,No,No,189,47,No,17,No,37,0.7872,4,0.2487,29,11,0.617,369,85,52,500,,0.6296,0.3545,47,10.6383,7,105.7,1.9524,7.8511,-0.236,12.7241,2.931,1.7931,20,91.6186,91.6186,0.2461,60.9,89.9,75.4,89.9,89.9,92.9,78.4,89.9,89.9,89.9,75.4,89.9,89.9,4,16,0.0159,3,0.0638,4,1,3,5,0.1724
Devin Duvernay,CHI,WR,8,Yes,Yes,Yes,8,3,No,1,Yes,1,0.3333,1,0.375,1,1,0.3333,2,,,53,,0.625,0.375,3,17.6667,1,42.4,0.25,0.6667,-9.0908,2,,,,5.2244,5.2244,0.375,0.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1.2,0.7,1.2,1.2,1,17,,,,,,,,
Mike Gesicki,CIN,TE,136,No,No,Yes,133,34,No,10,No,27,0.7941,1,0.2556,23,7,0.6765,249,63,19,331,,0.797,0.203,34,9.7353,2,74.3,1.8722,7.3235,-1.0003,10.8261,2.7391,0.8261,16,67.1192,67.1192,0.25,30.9,53.9,42.4,53.9,65.4,56.9,45.4,53.9,53.9,53.9,42.4,65.4,53.9,5,13,,1,0.0294,1,1,,,
Julius Chestnut,TEN,RB,10,No,No,No,8,1,Yes,,Yes,,,,0.125,,,,,,,13,,,0.125,1,13,,39.6,,,-7.0476,,,,,1.4737,1.4737,0.1,,,,,,,,,,,,,,,17,0.875,,,,,,,
Wan'Dale Robinson,NYG,WR,254,No,No,Yes,252,84,No,16,Yes,63,0.75,4,0.3333,54,6,0.6429,639,190,62,875,,0.6508,0.3333,84,10.4167,14,85.4,2.5357,7.6071,-0.2393,11.8333,3.5185,1.1481,28,148.3251,148.3251,0.3307,75.9,129.9,102.9,129.9,129.9,132.9,105.9,129.9,129.9,129.9,102.9,129.9,129.9,6,16,0.0159,2,0.0238,2,,2,6,0.1111
Ben Skowronek,PIT,WR,27,No,Yes,Yes,23,3,Yes,,Yes,2,0.6667,1,0.1304,2,,0.6667,35,20,3,30,,0.3478,0.6522,3,10,,145.8,1.5217,11.6667,3.5758,17.5,10,1.5,2,5.5207,5.5207,0.1111,9.5,11.5,10.5,11.5,11.5,11.5,10.5,11.5,11.5,11.5,10.5,11.5,11.5,1,16,,,,1,,,,
Beaux Collins,NYG,WR,19,No,No,No,19,5,Yes,,Yes,2,0.4,1,0.2632,1,,0.2,7,2,1,63,,0.3684,0.6316,5,12.6,1,,0.3684,1.4,-6.3876,7,2,1,,12.8302,12.8302,0.2632,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1,9,,1,0.2,,,,,
Jake Tonges,SF,TE,136,No,No,No,123,24,No,5,Yes,20,0.8333,3,0.1951,18,3,0.75,175,41,16,200,0.561,0.3577,0.0813,24,8.3333,,134.5,1.4228,7.2917,-0.6406,9.7222,2.2778,0.8889,14,49.0866,49.0866,0.1765,35.5,53.5,44.5,53.5,62.5,56.5,47.5,53.5,53.5,53.5,44.5,62.5,53.5,4,16,,,,3,,3,,
Trey Benson,ARZ,RB,35,No,No,Yes,33,2,No,,Yes,2,1,,0.0606,2,,1,6,4,8,2,,0.0606,0.1212,2,1,,79.2,0.1818,3,-2.7294,3,2,4,,2.8764,2.8764,0.0571,0.6,2.6,1.6,3.6,2.6,2.6,1.6,2.6,2.6,2.6,1.6,2.6,2.6,,4,0.8182,,,,,,,
Roman Wilson,PIT,WR,76,No,No,No,75,13,Yes,3,Yes,10,0.7692,,0.1733,7,,0.5385,85,48,16,179,,0.2,0.8,13,13.7692,5,99.8,1.1333,6.5385,-2.0359,12.1429,6.8571,2.2857,4,20.2629,20.2629,0.1711,13.5,20.5,17,20.5,20.5,20.5,16,19.5,19.5,19.5,16,20.5,19.5,1,13,,1,0.0769,1,,,1,0.1429
Kimani Vidal,LAC,RB,132,No,No,No,84,5,No,,No,3,0.6,,0.0595,3,,0.6,16,15,5,26,,0.0476,0.0238,5,5.2,1,105,0.1905,3.2,-3.9672,5.3333,5,1.6667,1,9.7583,9.7583,0.0379,7.6,10.6,9.1,12.1,10.6,10.6,9.1,10.6,10.6,10.6,9.1,10.6,10.6,3,13,0.9286,,,1,,,1,0.3333
RJ Harvey,DEN,RB,124,No,No,No,99,16,No,,No,13,0.8125,,0.1616,12,,0.75,86,74,21,47,,0.1111,0.1919,16,2.9375,,126.6,0.8687,5.375,-1.3222,7.1667,6.1667,1.75,6,28.6324,28.6324,0.1301,26.6,38.6,32.6,44.6,38.6,38.6,32.6,38.6,38.6,38.6,32.6,38.6,38.6,5,17,0.697,1,0.0625,3,,,1,0.0833
Mason Tipton,NO,WR,88,No,No,No,87,13,No,2,No,10,0.7692,,0.1494,8,,0.6154,64,27,4,129,,0.3678,0.6322,13,9.9231,2,41.8,0.7356,4.9231,-2.7661,8,3.375,0.5,4,24.222,24.222,0.1477,6.4,14.4,10.4,14.4,14.4,14.4,10.4,14.4,14.4,14.4,10.4,14.4,14.4,,13,,,,,,,1,0.125
Savion Williams,GB,WR,15,Yes,Yes,Yes,15,,Yes,,Yes,,,,,,,,,,,,0.0667,0.5333,0.2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.1333,,,,,,,
Derius Davis,LAC,WR,24,No,No,No,24,2,No,,No,1,0.5,,0.0833,1,,0.5,7,1,,36,,0.25,0.75,2,18,1,58.3,0.2917,3.5,-4.5715,7,1,,,8.1069,8.1069,0.0833,0.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,1.7,1.2,1.7,1.7,,11,,,,,,,,
Kylen Granson,PHI,TE,44,No,No,No,35,4,No,,No,3,0.75,,0.1143,3,,0.75,17,5,1,22,0.5714,0.2857,0.1143,4,5.5,,82.3,0.4857,4.25,-2.4093,5.6667,1.6667,0.3333,1,6.1346,6.1346,0.0909,1.7,4.7,3.2,4.7,6.2,4.7,3.2,4.7,4.7,4.7,3.2,6.2,4.7,1,17,0.0286,,,,,,,
Konata Mumpfield,LA,WR,91,No,No,Yes,90,10,No,3,No,5,0.5,,0.1111,3,1,0.3,15,1,1,118,,0.2333,0.7667,10,11.8,1,39.6,0.1667,1.5,-7.0898,5,0.3333,0.3333,,21.1061,21.1061,0.1099,1.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,4.5,3,4.5,4.5,2,17,,1,0.1,,,,,
Deven Thompkins,ATL,WR,4,No,Yes,No,4,2,No,,Yes,2,1,,0.5,2,,1,23,12,3,11,,0.25,0.75,2,5.5,,114.6,5.75,11.5,4.3726,11.5,6,1.5,1,4.4017,4.4017,0.5,2.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,4.3,3.3,4.3,4.3,,7,,,,,,,,
Rhamondre Stevenson,NE,RB,176,Yes,No,Yes,124,13,No,1,Yes,12,0.9231,2,0.1048,11,,0.8462,172,105,17,122,,0.0081,0.0806,13,9.3846,3,158.3,1.3871,13.2308,4.8918,15.6364,9.5455,1.5455,7,22.9903,22.9903,0.0739,29.2,40.2,34.7,45.7,40.2,43.2,37.7,40.2,40.2,40.2,34.7,40.2,40.2,3,14,0.9113,,,2,,1,3,0.2727
Kaleb Johnson,PIT,RB,10,No,No,No,3,,No,,Yes,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.6667,,,,,,,
Brenton Strange,JAX,TE,184,No,No,No,164,39,Yes,9,Yes,34,0.8718,3,0.2378,30,6,0.7692,383,171,52,318,0.5183,0.3293,0.1402,39,8.1538,3,132.7,2.3354,9.8205,2.0687,12.7667,5.7,1.7333,20,66.8442,66.8442,0.212,56.3,86.3,71.3,86.3,101.3,89.3,74.3,86.3,86.3,86.3,71.3,101.3,86.3,5,12,0.0122,2,0.0513,3,,3,4,0.1333
Tyreek Hill,MIA,WR,50,No,No,No,50,19,No,1,Yes,15,0.7895,1,0.38,14,,0.7368,147,43,13,232,,0.36,0.64,19,12.2105,3,91.3,2.94,7.7368,-0.8558,10.5,3.0714,0.9286,11,34.7008,34.7008,0.38,20.7,34.7,27.7,34.7,34.7,37.7,30.7,34.7,34.7,34.7,27.7,34.7,34.7,1,4,,1,0.0526,1,,1,3,0.2143
Demarcus Robinson,SF,WR,135,No,No,No,134,23,Yes,4,Yes,18,0.7826,2,0.1716,16,4,0.6957,189,27,10,265,,0.403,0.597,23,11.5217,3,94.3,1.4104,8.2174,-0.2191,11.8125,1.6875,0.625,11,42.0126,42.0126,0.1704,18.9,34.9,26.9,34.9,34.9,37.9,29.9,34.9,34.9,34.9,26.9,34.9,34.9,3,14,,1,0.0435,,,,2,0.125
Tory Horton,SEA,WR,82,No,No,No,80,17,No,5,Yes,11,0.6471,5,0.2125,9,3,0.5294,95,15,11,256,,0.1625,0.8375,17,15.0588,4,109.1,1.1875,5.5882,-3.357,10.5556,1.6667,1.2222,4,38.8711,38.8711,0.2073,27.5,36.5,32,36.5,36.5,36.5,32,36.5,36.5,36.5,32,36.5,36.5,4,8,,1,0.0588,3,,3,1,0.1111
Travis Kelce,KC,TE,266,No,No,No,244,70,No,5,Yes,59,0.8429,2,0.2869,52,5,0.7429,539,263,105,479,0.25,0.5246,0.209,70,6.8429,5,91.3,2.209,7.7,0.3794,10.3654,5.0577,2.0192,31,118.4846,118.4846,0.2632,77.9,129.9,103.9,129.9,155.9,132.9,106.9,129.9,129.9,129.9,103.9,155.9,129.9,9,17,0.0164,7,0.1,4,,1,9,0.1731
Cole Kmet,CHI,TE,173,Yes,Yes,Yes,134,25,No,1,Yes,20,0.8,2,0.1866,17,,0.68,197,91,27,225,0.4478,0.2313,0.2836,25,9,3,88.3,1.4701,7.88,-0.3546,11.5882,5.3529,1.5882,10,45.7768,45.7768,0.1453,25.7,42.7,34.2,42.7,51.2,45.7,37.2,42.7,42.7,42.7,34.2,51.2,42.7,4,16,0.0373,1,0.04,1,,1,1,0.0588
Johnny Mundt,JAX,TE,97,No,No,No,69,6,Yes,,Yes,5,0.8333,,0.087,3,,0.5,30,20,1,25,0.7536,0.1449,0.1014,6,4.1667,,64.6,0.4348,5,-1.4717,10,6.6667,0.3333,1,8.9597,8.9597,0.0619,3,6,4.5,6,7.5,6,4.5,6,6,6,4.5,7.5,6,,16,,2,0.3333,,,,,
Durham Smythe,CHI,TE,48,Yes,Yes,Yes,32,2,No,1,Yes,2,1,,0.0625,,,,,,,10,0.5312,0.1562,0.125,2,5,,39.6,,,-6.5799,,,,,2.6503,2.6503,0.0417,,,,,,,,,,,,,,,17,0.1875,1,0.5,,,,,
Xavier Legette,CAR,WR,183,No,No,No,180,43,No,10,Yes,32,0.7442,7,0.2389,25,6,0.5814,310,39,11,525,,0.4111,0.5889,43,12.2093,7,76.7,1.7222,7.2093,-1.2567,12.4,1.56,0.44,14,83.5325,83.5325,0.235,43,68,55.5,68,68,71,58.5,68,68,68,55.5,68,68,9,15,,1,0.0233,2,,2,1,0.04
Gunnar Helm,TEN,TE,119,No,No,Yes,103,33,No,11,No,30,0.9091,3,0.3204,24,7,0.7273,225,73,23,260,0.5146,0.3786,0.0971,33,7.8788,1,101.2,2.1845,6.8182,-0.8282,9.375,3.0417,0.9583,11,58.7293,58.7293,0.2773,28.5,52.5,40.5,52.5,64.5,55.5,43.5,52.5,52.5,52.5,40.5,64.5,52.5,6,16,0.0097,3,0.0909,1,1,,1,0.0417
Justin Jefferson,MIN,WR,262,Yes,No,Yes,261,98,No,20,Yes,67,0.6837,12,0.3755,53,12,0.5408,757,215,89,1242,,0.2797,0.7126,98,12.6735,17,56.4,2.9004,7.7245,-0.9763,14.283,4.0566,1.6792,35,185.4537,185.4537,0.374,87.7,140.7,114.2,140.7,140.7,143.7,117.2,140.7,140.7,140.7,114.2,140.7,140.7,17,17,0.0077,8,0.0816,2,4,2,7,0.1321
Rashid Shaheed,SEA,WR,251,No,No,No,251,62,Yes,10,Yes,48,0.7742,4,0.247,42,4,0.6774,569,131,63,789,,0.3426,0.6574,62,12.7258,13,100.8,2.2669,9.1774,0.4068,13.5476,3.119,1.5,24,113.1274,113.1274,0.247,67.9,109.9,88.9,109.9,109.9,112.9,90.9,108.9,108.9,108.9,87.9,109.9,108.9,5,18,,,,2,1,,2,0.0476
Greg Dulcich,MIA,TE,79,Yes,No,Yes,78,22,No,4,Yes,19,0.8636,1,0.2821,18,3,0.8182,237,130,27,135,0.4872,0.3333,0.1795,22,6.1364,,126.7,3.0385,10.7727,3.5929,13.1667,7.2222,1.5,10,36.4113,36.4113,0.2785,28.7,46.7,37.7,46.7,55.7,49.7,39.7,45.7,45.7,45.7,36.7,55.7,45.7,4,10,,,,1,,1,2,0.1111
Brandin Cooks,BUF,WR,185,No,No,Yes,180,26,No,6,Yes,21,0.8077,1,0.1444,18,4,0.6923,222,37,11,406,,0.4389,0.55,26,15.6154,10,95.4,1.2333,8.5385,-0.5266,12.3333,2.0556,0.6111,11,48.3228,48.3228,0.1405,22.2,40.2,31.2,40.2,40.2,43.2,34.2,40.2,40.2,40.2,31.2,40.2,40.2,1,15,0.0111,3,0.1154,,1,,,
A.J. Brown,PHI,WR,248,No,No,Yes,237,96,No,22,Yes,71,0.7396,2,0.4051,60,12,0.625,829,242,140,1119,,0.1435,0.8565,96,11.6562,18,98.8,3.4979,8.6354,0.3671,13.8167,4.0333,2.3333,39,174.4964,174.4964,0.3871,112.9,172.9,142.9,172.9,172.9,175.9,145.9,172.9,172.9,172.9,142.9,172.9,172.9,10,15,,2,0.0208,5,2,1,8,0.1333
Luke McCaffrey,WAS,WR,39,No,No,No,37,7,No,1,Yes,4,0.5714,,0.1892,4,1,0.5714,106,44,4,123,,0.4054,0.5946,7,17.5714,2,141.4,2.8649,15.1429,5.3343,26.5,11,1,2,12.6906,12.6906,0.1795,16.6,20.6,18.6,20.6,20.6,23.6,21.6,20.6,20.6,20.6,18.6,20.6,20.6,,9,,,,1,1,,,
Brock Wright,DET,TE,97,Yes,No,No,68,12,No,,No,12,1,1,0.1765,12,,1,99,88,22,16,0.5588,0.2794,0.1176,12,1.3333,,140.6,1.4559,8.25,2.4606,8.25,7.3333,1.8333,7,19.7566,19.7566,0.1237,21.9,33.9,27.9,33.9,39.9,33.9,27.9,33.9,33.9,33.9,27.9,39.9,33.9,2,11,0.0441,,,2,,1,,
Samori Toure,NO,WR,6,No,Yes,No,6,3,No,,Yes,1,0.3333,,0.5,1,,0.3333,3,,,37,,0.3333,0.6667,3,12.3333,1,2.8,0.5,1,-7.1308,3,,,,4.3866,4.3866,0.5,0.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1.3,0.8,1.3,1.3,1,1,,,,,,,,
Ryan Miller,TB,WR,15,Yes,No,No,12,2,No,,Yes,1,0.5,,0.1667,1,,0.5,14,,,35,,0.25,0.75,2,17.5,1,72.9,1.1667,7,-3.5264,14,,,,3.5048,3.5048,0.1333,1.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,2.4,1.9,2.4,2.4,,13,,,,,,,,
Jalin Hyatt,NYG,WR,53,No,No,No,50,12,No,3,No,7,0.5833,1,0.24,5,1,0.4167,35,1,,208,,0.2,0.8,12,17.3333,3,9.7,0.7,2.9167,-6.6076,7,0.2,,2,21.0639,21.0639,0.2264,3.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,8.5,6,8.5,8.5,1,8,,,,,,,,
David Njoku,CLV,TE,153,No,No,Yes,134,29,Yes,4,Yes,25,0.8621,3,0.2164,23,4,0.7931,217,94,47,172,0.5075,0.3582,0.1343,29,5.931,,123.1,1.6194,7.4828,0.3235,9.4348,4.087,2.0435,10,47.9871,47.9871,0.1895,45.7,68.7,57.2,68.7,80.2,71.7,60.2,68.7,68.7,68.7,57.2,80.2,68.7,7,12,,2,0.069,4,1,3,2,0.087
Terrance Ferguson,LA,TE,103,No,No,No,99,23,No,4,No,14,0.6087,6,0.2323,11,3,0.4783,231,43,11,410,0.2828,0.4242,0.2929,23,17.8261,12,105.3,2.3333,10.0435,-0.3184,21,3.9091,1,9,56.1354,56.1354,0.2233,41.1,52.1,46.6,52.1,57.6,55.1,49.6,52.1,52.1,52.1,46.6,57.6,52.1,3,13,,2,0.087,3,,3,,
Brock Bowers,LV,TE,203,No,Yes,Yes,197,64,Yes,15,Yes,53,0.8281,9,0.3249,50,12,0.7812,536,200,89,509,0.3147,0.4315,0.2386,64,7.9531,5,118.5,2.7208,8.375,0.4936,10.72,4,1.78,30,119.058,119.058,0.3153,95.6,145.6,120.6,145.6,170.6,148.6,123.6,145.6,145.6,145.6,120.6,170.6,145.6,11,12,0.0152,2,0.0312,7,2,6,5,0.1
Chig Okonkwo,TEN,TE,181,No,No,No,169,36,Yes,4,Yes,29,0.8056,1,0.213,25,3,0.6944,305,128,45,313,0.3491,0.5325,0.1183,36,8.6944,4,92.9,1.8047,8.4722,0.3727,12.2,5.12,1.8,12,60.7202,60.7202,0.1989,36.5,61.5,49,61.5,74,64.5,52,61.5,61.5,61.5,49,74,61.5,1,17,,3,0.0833,1,,,6,0.24
Ke'Shawn Williams,CIN,WR,7,No,No,Yes,7,1,No,1,No,1,1,,0.1429,1,1,1,5,1,1,4,,0.1429,0.8571,1,4,,87.5,0.7143,5,-1.0498,5,1,1,,1.42,1.42,0.1429,0.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,1,1.5,1.5,,11,,,,,,,,
Lucas Krull,DEN,TE,16,No,No,Yes,16,2,No,,Yes,1,0.5,,0.125,1,,0.5,9,2,1,11,0.5,0.4375,0.0625,2,5.5,,62.5,0.5625,4.5,-2.1873,9,2,1,,2.8555,2.8555,0.125,0.9,1.9,1.4,1.9,2.4,1.9,1.4,1.9,1.9,1.9,1.4,2.4,1.9,,3,,,,,,,,
Tyler Johnson,NYJ,WR,69,No,Yes,Yes,69,9,No,1,No,7,0.7778,1,0.1304,5,,0.5556,78,23,8,141,,0.3623,0.6377,9,15.6667,4,121.5,1.1304,8.6667,-0.863,15.6,4.6,1.6,3,20.1129,20.1129,0.1304,13.8,18.8,16.3,18.8,18.8,18.8,16.3,18.8,18.8,18.8,16.3,18.8,18.8,1,12,,2,0.2222,1,,1,2,0.4
Nick Kallerup,SEA,TE,15,Yes,No,No,6,,Yes,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
Ko Kieft,TB,TE,4,No,No,Yes,1,,Yes,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
Tony Pollard,TEN,RB,139,No,No,No,89,3,Yes,,Yes,3,1,,0.0337,2,,0.6667,16,12,1,5,,0.0225,0.0449,3,1.6667,,79.9,0.1798,5.3333,-0.9271,8,6,0.5,1,4.0993,4.0993,0.0216,1.6,3.6,2.6,4.6,3.6,3.6,2.6,3.6,3.6,3.6,2.6,3.6,3.6,,17,0.9326,1,0.3333,,,,1,0.5
Romeo Doubs,GB,WR,205,No,No,No,204,62,No,20,Yes,52,0.8387,8,0.3039,43,11,0.6935,515,123,50,762,,0.1618,0.8382,62,12.2903,9,121.4,2.5245,8.3065,-0.2175,11.9767,2.8605,1.1628,32,132.7289,132.7289,0.3024,81.5,124.5,103,124.5,124.5,127.5,106,124.5,124.5,124.5,103,124.5,124.5,13,16,,2,0.0323,5,,5,3,0.0698
Drake Dabney,GB,TE,6,Yes,No,Yes,3,,No,,Yes,,,,,,,,,,,,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Ray Davis,BUF,RB,35,Yes,No,No,22,2,No,,Yes,2,1,,0.0909,2,,1,18,20,1,-2,,,,2,-1,,143.8,0.8182,9,3.181,9,10,0.5,2,4.5918,4.5918,0.0571,13.8,15.8,14.8,16.8,15.8,15.8,14.8,15.8,15.8,15.8,14.8,15.8,15.8,2,17,1,,,2,,,,
DeeJay Dallas,JAX,RB,8,No,No,No,4,,Yes,,Yes,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.5,,,,,,,
